Alex_Venditti_Left_2.c3d  



Time(s):	B_R_bicipite(μV):
0	9.56726
0.0005	8.05664
0.001	10.67505
0.0015	11.48071
0.002	17.32178
0.0025	6.44531
0.003	4.43115
0.0035	6.74744
0.004	2.31628
0.0045	8.56018
0.005	6.14319
0.0055	6.2439
0.006	10.17151
0.0065	9.66797
0.007	10.57434
0.0075	8.66089
0.008	13.49487
0.0085	14.50195
0.009	6.44531
0.0095	7.85522
0.01	7.35168
0.0105	6.14319
0.011	8.05664
0.0115	11.98425
0.012	10.0708
0.0125	10.57434
0.013	8.05664
0.0135	10.37292
0.014	6.3446
0.0145	6.54602
0.015	0.40283
0.0155	1.81274
0.016	-3.92761
0.0165	1.00708
0.017	4.53186
0.0175	7.65381
0.018	8.25806
0.0185	16.61682
0.019	25.37842
0.0195	20.54443
0.02	14.70337
0.0205	10.97717
0.021	16.41541
0.0215	13.99841
0.022	18.73169
0.0225	12.48779
0.023	17.52319
0.0235	15.91187
0.024	14.30054
0.0245	11.98425
0.025	16.81824
0.0255	17.52319
0.026	13.49487
0.0265	17.82532
0.027	20.34302
0.0275	15.30762
0.028	13.69629
0.0285	12.28638
0.029	11.58142
0.0295	12.18567
0.03	9.97009
0.0305	21.85364
0.031	19.13452
0.0315	14.30054
0.032	14.19983
0.0325	13.09204
0.033	10.57434
0.0335	12.48779
0.034	11.38
0.0345	8.7616
0.035	13.09204
0.0355	11.17859
0.036	11.48071
0.0365	10.77576
0.037	9.86938
0.0375	8.25806
0.038	14.40125
0.0385	12.18567
0.039	9.36584
0.0395	11.88354
0.04	14.40125
0.0405	15.60974
0.041	17.32178
0.0415	10.97717
0.042	7.85522
0.0425	12.99133
0.043	15.71045
0.0435	9.26514
0.044	12.99133
0.0445	11.88354
0.045	9.06372
0.0455	13.99841
0.046	12.48779
0.0465	12.18567
0.047	7.45239
0.0475	5.63965
0.048	6.2439
0.0485	3.52478
0.049	9.26514
0.0495	6.64673
0.05	9.97009
0.0505	13.39417
0.051	12.38708
0.0515	13.39417
0.052	10.97717
0.0525	7.45239
0.053	4.43115
0.0535	10.27222
0.054	13.69629
0.0545	7.35168
0.055	14.50195
0.0555	8.66089
0.056	8.25806
0.0565	11.07788
0.057	8.56018
0.0575	6.54602
0.058	6.84814
0.0585	7.45239
0.059	12.18567
0.0595	10.87646
0.06	11.38
0.0605	11.98425
0.061	9.56726
0.0615	7.15027
0.062	6.84814
0.0625	5.13611
0.063	12.5885
0.0635	5.43823
0.064	9.06372
0.0645	11.2793
0.065	7.95593
0.0655	14.19983
0.066	8.96301
0.0665	11.48071
0.067	9.36584
0.0675	11.2793
0.068	9.16443
0.0685	8.15735
0.069	10.47363
0.0695	12.99133
0.07	10.47363
0.0705	8.7616
0.071	11.07788
0.0715	11.88354
0.072	15.20691
0.0725	15.00549
0.073	11.48071
0.0735	12.68921
0.074	8.45947
0.0745	12.89062
0.075	14.90479
0.0755	14.70337
0.076	16.3147
0.0765	15.81116
0.077	10.27222
0.0775	12.48779
0.078	16.11328
0.0785	12.89062
0.079	14.09912
0.0795	16.51611
0.08	17.72461
0.0805	12.08496
0.081	18.73169
0.0815	16.21399
0.082	11.68213
0.0825	12.48779
0.083	10.57434
0.0835	14.80408
0.084	8.15735
0.0845	8.66089
0.085	11.58142
0.0855	7.85522
0.086	11.98425
0.0865	14.30054
0.087	21.95435
0.0875	25.88196
0.088	18.53027
0.0885	21.3501
0.089	14.09912
0.0895	14.60266
0.09	4.83398
0.0905	7.15027
0.091	0.70496
0.0915	7.75452
0.092	19.23523
0.0925	22.55859
0.093	27.59399
0.0935	25.57983
0.094	21.95435
0.0945	16.21399
0.095	14.60266
0.0955	8.45947
0.096	3.02124
0.0965	8.66089
0.097	2.92053
0.0975	-1.00708
0.098	3.52478
0.0985	1.2085
0.099	2.01416
0.0995	4.83398
0.1	7.25098
0.1005	9.66797
0.101	13.19275
0.1015	12.08496
0.102	6.74744
0.1025	6.84814
0.103	16.51611
0.1035	6.94885
0.104	8.96301
0.1045	15.20691
0.105	10.47363
0.1055	12.5885
0.106	10.47363
0.1065	12.38708
0.107	8.56018
0.1075	6.54602
0.108	11.48071
0.1085	10.97717
0.109	10.0708
0.1095	12.38708
0.11	10.37292
0.1105	10.67505
0.111	15.40833
0.1115	19.73877
0.112	20.34302
0.1125	15.91187
0.113	16.11328
0.1135	13.89771
0.114	14.50195
0.1145	10.87646
0.115	12.99133
0.1155	10.97717
0.116	12.78992
0.1165	12.5885
0.117	14.09912
0.1175	12.48779
0.118	12.38708
0.1185	13.69629
0.119	9.86938
0.1195	12.38708
0.12	9.66797
0.1205	18.42957
0.121	12.5885
0.1215	11.58142
0.122	5.43823
0.1225	7.85522
0.123	12.99133
0.1235	12.38708
0.124	9.16443
0.1245	8.15735
0.125	12.08496
0.1255	12.68921
0.126	13.29346
0.1265	11.98425
0.127	17.22107
0.1275	15.50903
0.128	19.73877
0.1285	16.61682
0.129	19.73877
0.1295	24.57275
0.13	25.27771
0.1305	26.48621
0.131	23.46497
0.1315	8.96301
0.132	8.7616
0.1325	2.01416
0.133	1.10779
0.1335	-6.3446
0.134	-3.92761
0.1345	-5.84106
0.135	-5.74036
0.1355	-7.25098
0.136	-6.3446
0.1365	-8.8623
0.137	-9.97009
0.1375	0.90637
0.138	6.94885
0.1385	11.68213
0.139	9.56726
0.1395	9.16443
0.14	16.3147
0.1405	32.02515
0.141	46.22498
0.1415	49.95117
0.142	43.40515
0.1425	35.34851
0.143	25.37842
0.1435	11.17859
0.144	-3.7262
0.1445	-14.09912
0.145	-13.69629
0.1455	-17.01965
0.146	-13.49487
0.1465	-12.48779
0.147	-4.33044
0.1475	-0.90637
0.148	7.65381
0.1485	8.8623
0.149	18.02673
0.1495	19.43665
0.15	18.12744
0.1505	16.81824
0.151	16.61682
0.1515	22.35718
0.152	12.68921
0.1525	18.63098
0.153	16.61682
0.1535	15.60974
0.154	20.54443
0.1545	19.03381
0.155	10.67505
0.1555	7.25098
0.156	8.66089
0.1565	17.32178
0.157	18.12744
0.1575	26.78833
0.158	28.39966
0.1585	28.29895
0.159	22.86072
0.1595	16.11328
0.16	9.46655
0.1605	5.94177
0.161	5.94177
0.1615	0.80566
0.162	4.93469
0.1625	3.22266
0.163	4.83398
0.1635	30.11169
0.164	40.98816
0.1645	49.85046
0.165	45.41931
0.1655	32.42798
0.166	22.96143
0.1665	12.08496
0.167	3.92761
0.1675	-6.74744
0.168	-15.00549
0.1685	-19.03381
0.169	-12.99133
0.1695	-5.23682
0.17	2.11487
0.1705	8.45947
0.171	4.53186
0.1715	0.90637
0.172	1.51062
0.1725	0
0.173	-3.12195
0.1735	-2.92053
0.174	9.16443
0.1745	21.3501
0.175	33.73718
0.1755	45.01648
0.176	49.85046
0.1765	43.00232
0.177	30.71594
0.1775	12.28638
0.178	-1.81274
0.1785	-12.89062
0.179	-27.59399
0.1795	-32.42798
0.18	-34.64355
0.1805	-36.65771
0.181	-33.43506
0.1815	-27.39258
0.182	-22.25647
0.1825	-8.56018
0.183	-4.83398
0.1835	-4.43115
0.184	-2.71912
0.1845	5.74036
0.185	10.77576
0.1855	10.67505
0.186	16.01257
0.1865	20.64514
0.187	15.40833
0.1875	21.04797
0.188	19.23523
0.1885	21.85364
0.189	11.88354
0.1895	15.00549
0.19	20.1416
0.1905	23.46497
0.191	34.44214
0.1915	32.42798
0.192	32.12585
0.1925	32.12585
0.193	26.58691
0.1935	19.33594
0.194	19.23523
0.1945	17.72461
0.195	16.81824
0.1955	12.48779
0.196	13.19275
0.1965	12.18567
0.197	8.05664
0.1975	7.45239
0.198	11.07788
0.1985	9.16443
0.199	7.04956
0.1995	9.16443
0.2	10.67505
0.2005	5.0354
0.201	11.38
0.2015	8.05664
0.202	9.36584
0.2025	5.23682
0.203	5.94177
0.2035	7.45239
0.204	5.0354
0.2045	5.94177
0.205	0.90637
0.2055	0.90637
0.206	0.40283
0.2065	2.21558
0.207	6.64673
0.2075	8.7616
0.208	3.12195
0.2085	1.2085
0.209	3.8269
0.2095	0.90637
0.21	1.91345
0.2105	3.32336
0.211	1.81274
0.2115	0.80566
0.212	-2.11487
0.2125	-2.92053
0.213	2.01416
0.2135	3.52478
0.214	10.67505
0.2145	23.8678
0.215	37.66479
0.2155	39.77966
0.216	33.63647
0.2165	27.19116
0.217	23.76709
0.2175	14.40125
0.218	1.3092
0.2185	-6.14319
0.219	-10.37292
0.2195	-13.29346
0.22	-16.91895
0.2205	-13.99841
0.221	-8.35876
0.2215	-7.75452
0.222	-4.73328
0.2225	-1.81274
0.223	6.3446
0.2235	9.06372
0.224	9.36584
0.2245	13.09204
0.225	20.24231
0.2255	31.21948
0.226	34.54285
0.2265	42.19666
0.227	44.41223
0.2275	49.74976
0.228	48.33984
0.2285	34.44214
0.229	26.08337
0.2295	12.5885
0.23	7.15027
0.2305	1.3092
0.231	0.10071
0.2315	-2.11487
0.232	-3.22266
0.2325	-9.16443
0.233	-2.01416
0.2335	1.61133
0.234	8.66089
0.2345	6.3446
0.235	12.28638
0.2355	19.43665
0.236	18.8324
0.2365	30.01099
0.237	23.36426
0.2375	22.76001
0.238	17.12036
0.2385	24.27063
0.239	26.78833
0.2395	19.23523
0.24	19.43665
0.2405	14.80408
0.241	15.00549
0.2415	15.81116
0.242	16.11328
0.2425	11.48071
0.243	5.63965
0.2435	7.35168
0.244	9.76868
0.2445	8.05664
0.245	3.32336
0.2455	4.63257
0.246	5.33752
