Niccolo_Morelli_Right_2.c3d  



Time(s):	C_R_bicipite(μV):
0	54.28162
0.0005	47.33276
0.001	43.10303
0.0015	40.78674
0.002	24.77417
0.0025	27.39258
0.003	22.25647
0.0035	17.01965
0.004	14.40125
0.0045	5.74036
0.005	6.3446
0.0055	-4.83398
0.006	-8.7616
0.0065	-1.3092
0.007	-2.11487
0.0075	-13.29346
0.008	-4.73328
0.0085	-4.22974
0.009	-7.15027
0.0095	-7.25098
0.01	-5.74036
0.0105	-1.00708
0.011	3.32336
0.0115	1.40991
0.012	-3.12195
0.0125	-1.00708
0.013	5.43823
0.0135	5.53894
0.014	5.33752
0.0145	-1.51062
0.015	-5.94177
0.0155	-10.97717
0.016	-15.60974
0.0165	-16.81824
0.017	-17.01965
0.0175	-15.81116
0.018	-17.92603
0.0185	-13.49487
0.019	-9.76868
0.0195	-10.0708
0.02	-9.76868
0.0205	-16.21399
0.021	-10.67505
0.0215	-9.97009
0.022	-5.84106
0.0225	-8.8623
0.023	-7.35168
0.0235	-4.83398
0.024	-6.2439
0.0245	-1.10779
0.025	-1.81274
0.0255	0.80566
0.026	-1.51062
0.0265	-7.25098
0.027	-9.16443
0.0275	-13.59558
0.028	-17.6239
0.0285	-15.60974
0.029	-10.0708
0.0295	-14.09912
0.03	-10.67505
0.0305	-1.00708
0.031	13.69629
0.0315	13.19275
0.032	23.66638
0.0325	23.26355
0.033	18.42957
0.0335	23.96851
0.034	13.39417
0.0345	14.50195
0.035	7.45239
0.0355	6.3446
0.036	5.13611
0.0365	9.26514
0.037	10.57434
0.0375	7.45239
0.038	2.41699
0.0385	8.35876
0.039	3.52478
0.0395	1.51062
0.04	9.76868
0.0405	7.85522
0.041	17.22107
0.0415	15.40833
0.042	19.63806
0.0425	15.91187
0.043	16.01257
0.0435	13.99841
0.044	15.71045
0.0445	16.61682
0.045	19.33594
0.0455	22.05505
0.046	19.23523
0.0465	24.87488
0.047	26.78833
0.0475	27.49329
0.048	21.65222
0.0485	19.83948
0.049	26.58691
0.0495	32.22656
0.05	31.72302
0.0505	33.9386
0.051	33.53577
0.0515	35.44922
0.052	38.47046
0.0525	38.47046
0.053	41.89453
0.0535	44.31152
0.054	43.20374
0.0545	41.59241
0.055	35.34851
0.0555	42.39807
0.056	37.26196
0.0565	38.67188
0.057	32.7301
0.0575	32.22656
0.058	32.62939
0.0585	36.95984
0.059	30.41382
0.0595	33.73718
0.06	35.95276
0.0605	34.34143
0.061	31.92444
0.0615	26.88904
0.062	23.06213
0.0625	22.25647
0.063	22.25647
0.0635	18.63098
0.064	16.11328
0.0645	12.5885
0.065	4.93469
0.0655	4.33044
0.066	5.43823
0.0665	-0.20142
0.067	-6.2439
0.0675	-5.13611
0.068	-0.70496
0.0685	3.42407
0.069	7.85522
0.0695	8.15735
0.07	3.92761
0.0705	-4.02832
0.071	-9.26514
0.0715	-15.81116
0.072	-14.80408
0.0725	-23.96851
0.073	-38.87329
0.0735	-49.74976
0.074	-66.97083
0.0745	-77.74658
0.075	-75.4303
0.0755	-77.64587
0.076	-66.76941
0.0765	-61.93542
0.077	-52.97241
0.0775	-52.97241
