Daniele_De_Santis_Left_1.c3d  



Time(s):	C_L_bicipite(μV):
0	7.65381
0.0005	5.33752
0.001	2.92053
0.0015	6.3446
0.002	5.74036
0.0025	3.12195
0.003	6.74744
0.0035	12.28638
0.004	13.39417
0.0045	-0.60425
0.005	0.60425
0.0055	-2.5177
0.006	0.70496
0.0065	3.7262
0.007	2.81982
0.0075	4.93469
0.008	3.92761
0.0085	1.61133
0.009	-2.31628
0.0095	3.02124
0.01	3.02124
0.0105	9.86938
0.011	10.17151
0.0115	10.0708
0.012	9.66797
0.0125	7.75452
0.013	4.63257
0.0135	8.8623
0.014	7.5531
0.0145	10.57434
0.015	2.92053
0.0155	6.14319
0.016	4.53186
0.0165	4.12903
0.017	6.3446
0.0175	10.97717
0.018	8.7616
0.0185	9.46655
0.019	5.0354
0.0195	5.74036
0.02	5.33752
0.0205	3.92761
0.021	3.12195
0.0215	1.2085
0.022	3.12195
0.0225	1.40991
0.023	-0.30212
0.0235	-0.20142
0.024	3.22266
0.0245	-5.53894
0.025	-0.20142
0.0255	-7.5531
0.026	0.20142
0.0265	-4.12903
0.027	2.31628
0.0275	3.52478
0.028	-1.81274
0.0285	-6.54602
0.029	0
0.0295	2.71912
0.03	2.5177
0.0305	1.2085
0.031	3.42407
0.0315	3.42407
0.032	6.04248
0.0325	2.61841
0.033	5.0354
0.0335	0
0.034	1.81274
0.0345	6.94885
0.035	-0.40283
0.0355	-1.51062
0.036	1.40991
0.0365	3.12195
0.037	0.10071
0.0375	-0.10071
0.038	6.2439
0.0385	1.40991
0.039	5.43823
0.0395	4.33044
0.04	4.33044
0.0405	7.85522
0.041	10.77576
0.0415	6.74744
0.042	-2.11487
0.0425	1.3092
0.043	4.02832
0.0435	6.2439
0.044	2.21558
0.0445	4.12903
0.045	13.29346
0.0455	17.12036
0.046	15.1062
0.0465	17.01965
0.047	18.42957
0.0475	16.41541
0.048	7.35168
0.0485	9.97009
0.049	11.68213
0.0495	15.40833
0.05	8.66089
0.0505	12.38708
0.051	7.35168
0.0515	7.04956
0.052	14.40125
0.0525	10.97717
0.053	13.69629
0.0535	14.90479
0.054	9.06372
0.0545	9.26514
0.055	11.17859
0.0555	9.06372
0.056	8.8623
0.0565	6.44531
0.057	12.08496
0.0575	6.84814
0.058	3.92761
0.0585	0.80566
0.059	-0.70496
0.0595	1.40991
0.06	2.11487
0.0605	3.52478
0.061	5.0354
0.0615	0.20142
0.062	3.52478
0.0625	4.43115
0.063	6.84814
0.0635	6.94885
0.064	6.94885
0.0645	2.81982
0.065	-1.51062
0.0655	3.32336
0.066	2.5177
0.0665	-0.20142
0.067	0.90637
0.0675	-1.00708
0.068	5.53894
0.0685	1.91345
0.069	3.42407
0.0695	2.92053
0.07	7.45239
0.0705	9.97009
0.071	12.08496
0.0715	14.30054
0.072	9.26514
0.0725	11.78284
0.073	3.92761
0.0735	4.73328
0.074	4.93469
0.0745	2.5177
0.075	4.33044
0.0755	4.93469
0.076	-4.33044
0.0765	-3.22266
0.077	6.44531
0.0775	1.00708
0.078	5.63965
0.0785	4.22974
0.079	6.44531
0.0795	10.0708
0.08	13.59558
0.0805	5.84106
0.081	9.36584
0.0815	11.2793
0.082	9.97009
0.0825	11.48071
0.083	7.04956
0.0835	6.54602
0.084	2.5177
0.0845	5.23682
0.085	0.40283
0.0855	-2.71912
0.086	2.61841
0.0865	3.52478
0.087	3.62549
0.0875	3.32336
0.088	7.45239
0.0885	13.49487
0.089	7.45239
0.0895	0.40283
0.09	5.53894
0.0905	8.05664
0.091	4.53186
0.0915	1.51062
0.092	2.5177
0.0925	7.45239
0.093	11.78284
0.0935	5.63965
0.094	6.64673
0.0945	8.35876
0.095	6.2439
0.0955	5.53894
0.096	2.31628
0.0965	-0.30212
0.097	0.20142
0.0975	1.40991
0.098	-2.61841
0.0985	0.20142
0.099	-0.30212
0.0995	-1.10779
0.1	2.41699
0.1005	4.22974
0.101	6.44531
0.1015	3.92761
0.102	11.48071
0.1025	9.97009
0.103	14.09912
0.1035	12.78992
0.104	6.54602
0.1045	5.43823
0.105	4.43115
0.1055	3.32336
0.106	5.43823
0.1065	4.22974
0.107	4.93469
0.1075	5.13611
0.108	6.2439
0.1085	12.68921
0.109	10.17151
0.1095	9.97009
0.11	6.14319
0.1105	6.3446
0.111	8.66089
0.1115	5.23682
0.112	8.56018
0.1125	11.2793
0.113	6.84814
0.1135	9.36584
0.114	8.66089
0.1145	5.94177
0.115	6.94885
0.1155	3.7262
0.116	0.40283
0.1165	4.73328
0.117	6.3446
0.1175	6.94885
0.118	5.23682
0.1185	9.46655
0.119	0.70496
0.1195	-0.90637
0.12	5.74036
0.1205	3.12195
0.121	2.71912
0.1215	3.7262
0.122	1.51062
0.1225	4.43115
0.123	7.15027
0.1235	7.85522
0.124	0.40283
0.1245	8.45947
0.125	3.52478
0.1255	2.71912
0.126	-0.30212
0.1265	4.22974
0.127	1.81274
0.1275	12.99133
0.128	9.66797
0.1285	2.92053
0.129	6.54602
0.1295	5.53894
0.13	2.01416
0.1305	-0.40283
0.131	4.53186
0.1315	4.33044
0.132	7.85522
0.1325	5.63965
0.133	3.22266
0.1335	2.61841
0.134	8.66089
0.1345	6.14319
0.135	5.33752
0.1355	6.54602
0.136	0.50354
0.1365	2.01416
0.137	0.10071
0.1375	3.22266
0.138	5.74036
0.1385	5.33752
0.139	2.31628
0.1395	3.52478
0.14	1.61133
0.1405	-0.60425
0.141	5.23682
0.1415	-5.43823
0.142	1.3092
0.1425	1.3092
0.143	2.01416
0.1435	1.51062
0.144	1.61133
0.1445	1.10779
0.145	-0.60425
0.1455	6.44531
0.146	0.70496
0.1465	0.60425
0.147	7.75452
0.1475	3.02124
0.148	6.44531
0.1485	1.81274
0.149	7.95593
0.1495	4.93469
0.15	7.5531
0.1505	8.35876
0.151	3.42407
0.1515	8.8623
0.152	7.85522
0.1525	3.8269
0.153	4.63257
0.1535	4.83398
0.154	-0.20142
0.1545	4.12903
0.155	3.7262
0.1555	5.13611
0.156	1.61133
0.1565	3.52478
0.157	6.3446
0.1575	8.45947
0.158	5.13611
0.1585	4.43115
0.159	5.63965
0.1595	5.63965
0.16	2.81982
0.1605	2.21558
0.161	12.48779
0.1615	6.94885
0.162	4.53186
0.1625	1.61133
0.163	6.84814
