Francesco_Luisi_Left_1.c3d  



Time(s):	B_R_bicipite(μV):
0	-11.58142
0.0005	-6.3446
0.001	-2.41699
0.0015	0.10071
0.002	-4.22974
0.0025	-3.22266
0.003	-5.63965
0.0035	-10.87646
0.004	-7.15027
0.0045	-1.40991
0.005	-7.04956
0.0055	-5.23682
0.006	-8.56018
0.0065	-5.53894
0.007	-6.74744
0.0075	-6.04248
0.008	-4.93469
0.0085	-9.16443
0.009	-1.81274
0.0095	-2.01416
0.01	3.42407
0.0105	-3.02124
0.011	-8.45947
0.0115	-7.75452
0.012	-2.61841
0.0125	-1.81274
0.013	-1.3092
0.0135	-4.12903
0.014	2.92053
0.0145	2.11487
0.015	0.30212
0.0155	2.11487
0.016	-1.81274
0.0165	6.44531
0.017	0.20142
0.0175	0.90637
0.018	0.20142
0.0185	3.02124
0.019	-4.02832
0.0195	1.61133
0.02	0.10071
0.0205	-3.02124
0.021	-5.33752
0.0215	4.02832
0.022	1.3092
0.0225	5.43823
0.023	0.80566
0.0235	-0.20142
0.024	-2.01416
0.0245	0.40283
0.025	2.61841
0.0255	4.63257
0.026	6.2439
0.0265	5.33752
0.027	3.7262
0.0275	1.10779
0.028	8.45947
0.0285	10.0708
0.029	7.25098
0.0295	9.97009
0.03	10.77576
0.0305	10.87646
0.031	1.81274
0.0315	7.85522
0.032	10.97717
0.0325	8.25806
0.033	5.33752
0.0335	10.87646
0.034	12.89062
0.0345	3.62549
0.035	8.25806
0.0355	7.95593
0.036	6.14319
0.0365	3.92761
0.037	13.29346
0.0375	12.89062
0.038	9.86938
0.0385	7.15027
0.039	10.77576
0.0395	11.17859
0.04	11.2793
0.0405	13.99841
0.041	9.66797
0.0415	9.36584
0.042	5.43823
0.0425	5.94177
0.043	9.86938
0.0435	10.77576
0.044	12.99133
0.0445	14.60266
0.045	8.25806
0.0455	5.63965
0.046	9.56726
0.0465	16.41541
0.047	12.38708
0.0475	7.45239
0.048	9.16443
0.0485	6.2439
0.049	8.7616
0.0495	9.97009
0.05	11.48071
0.0505	7.65381
0.051	6.64673
0.0515	9.06372
0.052	9.86938
0.0525	15.60974
0.053	10.57434
