Francesco_Luisi_Left_3.c3d  



Time(s):	B_R_bicipite(μV):
0	15.30762
0.0005	39.98108
0.001	27.6947
0.0015	13.89771
0.002	11.17859
0.0025	24.27063
0.003	41.99524
0.0035	45.3186
0.004	68.88428
0.0045	88.62305
0.005	122.36023
0.0055	130.61829
0.006	115.7135
0.0065	94.06128
0.007	55.2887
0.0075	1.10779
0.008	-30.01099
0.0085	-69.89136
0.009	-103.02429
0.0095	-123.56873
0.01	-111.28235
0.0105	-92.14783
0.011	-74.32251
0.0115	-50.55542
0.012	-24.16992
0.0125	-8.8623
0.013	-19.23523
0.0135	-9.06372
0.014	32.62939
0.0145	48.44055
0.015	59.51843
0.0155	90.5365
0.016	117.42554
0.0165	97.08252
0.017	41.39099
0.0175	30.61523
0.018	55.08728
0.0185	55.3894
0.019	21.45081
0.0195	16.11328
0.02	5.63965
0.0205	-1.2085
0.021	-25.68054
0.0215	-66.87012
0.022	-96.47827
0.0225	-126.08643
0.023	-156.60095
0.0235	-174.52698
0.024	-158.21228
0.0245	-105.03845
0.025	-63.64746
0.0255	-43.20374
0.026	-34.34143
0.0265	-26.48621
0.027	-33.13293
0.0275	-52.06604
0.028	-65.86304
0.0285	-3.02124
0.029	44.21082
0.0295	48.54126
0.03	54.28162
0.0305	57.50427
0.031	44.0094
0.0315	7.25098
0.032	-16.01257
0.0325	-8.8623
0.033	-7.75452
0.0335	-9.76868
0.034	0.10071
0.0345	48.94409
0.035	117.62695
0.0355	135.75439
0.036	125.48218
0.0365	104.13208
0.037	80.36499
0.0375	48.74268
0.038	6.64673
0.0385	-18.8324
0.039	-42.49878
0.0395	-17.92603
0.04	9.56726
0.0405	22.35718
0.041	27.39258
0.0415	16.51611
0.042	-3.92761
0.0425	-19.43665
0.043	-24.57275
0.0435	8.7616
0.044	56.09436
0.0445	76.33667
0.045	96.67969
0.0455	112.99438
0.046	110.07385
0.0465	78.55225
0.047	40.88745
0.0475	-1.3092
0.048	-31.52161
0.0485	39.88037
0.049	91.34216
0.0495	89.52942
0.05	71.60339
0.0505	36.4563
0.051	2.31628
0.0515	-3.52478
0.052	-12.18567
0.0525	-27.59399
0.053	-74.32251
0.0535	-112.99438
0.054	-110.57739
0.0545	-75.83313
0.055	-39.27612
