Danilo_Mastropaolo_Left_2.c3d  



Time(s):	Emg_6(μV):
0	37.26196
0.0005	38.36975
0.001	29.00391
0.0015	19.43665
0.002	10.97717
0.0025	-0.30212
0.003	0
0.0035	-12.89062
0.004	-8.45947
0.0045	-3.22266
0.005	5.43823
0.0055	5.43823
0.006	10.47363
0.0065	5.13611
0.007	-4.93469
0.0075	-15.50903
0.008	-35.14709
0.0085	-46.02356
0.009	-52.16675
0.0095	-47.93701
0.01	-53.67737
0.0105	-44.31152
0.011	-43.10303
0.0115	-37.06055
0.012	-22.45789
0.0125	-2.21558
0.013	26.18408
0.0135	51.66321
0.014	73.51685
0.0145	81.27136
0.015	87.41455
0.0155	94.16199
0.016	98.99597
0.0165	92.85278
0.017	79.86145
0.0175	61.33118
0.018	40.2832
0.0185	17.82532
0.019	9.16443
0.0195	-10.27222
0.02	-25.37842
0.0205	-34.34143
0.021	-14.40125
0.0215	-2.5177
0.022	10.97717
0.0225	12.89062
0.023	14.90479
0.0235	15.30762
0.024	6.54602
0.0245	-6.54602
0.025	-15.81116
0.0255	-24.27063
0.026	-30.01099
0.0265	-37.96692
0.027	-38.974
0.0275	-35.34851
0.028	-30.81665
0.0285	-22.86072
0.029	-15.1062
0.0295	-9.97009
0.03	-2.5177
0.0305	14.80408
0.031	30.41382
0.0315	38.57117
0.032	43.30444
0.0325	54.98657
0.033	55.79224
0.0335	56.39648
0.034	45.01648
0.0345	32.12585
0.035	21.95435
0.0355	13.19275
0.036	10.67505
0.0365	0.90637
0.037	-4.12903
0.0375	-0.80566
0.038	6.94885
0.0385	17.32178
0.039	18.42957
0.0395	24.57275
0.04	28.39966
0.0405	31.72302
0.041	30.81665
0.0415	34.84497
0.042	20.94727
0.0425	15.60974
0.043	10.27222
0.0435	5.13611
0.044	-10.0708
0.0445	-9.76868
0.045	-17.82532
0.0455	-19.33594
0.046	-25.27771
0.0465	-21.55151
0.047	-29.30603
0.0475	-22.96143
0.048	-22.35718
0.0485	-25.88196
0.049	-24.67346
0.0495	-17.32178
0.05	-17.42249
0.0505	-18.53027
0.051	-9.06372
0.0515	7.95593
0.052	24.27063
0.0525	40.08179
0.053	44.11011
0.0535	49.24622
0.054	45.82214
0.0545	36.25488
0.055	38.16833
0.0555	35.54993
0.056	37.06055
0.0565	35.44922
0.057	31.11877
0.0575	28.09753
0.058	17.42249
0.0585	8.7616
0.059	4.12903
0.0595	-3.52478
0.06	-5.74036
0.0605	-17.92603
0.061	-16.81824
0.0615	-7.85522
0.062	-12.99133
0.0625	-14.80408
0.063	-12.18567
0.0635	-7.5531
0.064	-4.43115
0.0645	-6.94885
0.065	0.20142
0.0655	-2.21558
0.066	-3.52478
0.0665	-7.25098
0.067	-9.66797
0.0675	-16.91895
0.068	-16.81824
0.0685	-15.1062
0.069	-4.53186
0.0695	-0.40283
0.07	3.92761
0.0705	10.67505
0.071	27.6947
0.0715	34.84497
0.072	44.31152
0.0725	47.43347
0.073	52.06604
0.0735	45.41931
0.074	46.12427
0.0745	46.92993
0.075	44.11011
0.0755	46.12427
0.076	36.75842
0.0765	34.44214
0.077	24.67346
0.0775	15.81116
0.078	6.64673
0.0785	5.84106
0.079	4.12903
0.0795	0.40283
0.08	-2.5177
0.0805	3.92761
0.081	-6.04248
0.0815	-10.37292
0.082	-21.14868
0.0825	-27.29187
0.083	-29.10461
0.0835	-27.09045
0.084	-24.87488
0.0845	-25.47913
0.085	-16.3147
0.0855	-15.81116
0.086	-18.22815
0.0865	-15.81116
0.087	-8.45947
0.0875	-8.05664
0.088	-12.89062
0.0885	-10.87646
0.089	-14.09912
0.0895	-18.42957
0.09	-21.65222
0.0905	-27.99683
0.091	-27.59399
0.0915	-31.4209
0.092	-36.4563
0.0925	-30.81665
0.093	-33.13293
0.0935	-26.98975
0.094	-18.53027
0.0945	-13.19275
0.095	0.20142
0.0955	13.49487
0.096	36.25488
0.0965	58.81348
0.097	67.27295
0.0975	78.95508
0.098	86.30676
0.0985	99.3988
0.099	111.48376
0.0995	109.97314
0.1	96.57898
0.1005	79.76074
0.101	53.27454
0.1015	25.177
0.102	-5.0354
0.1025	-40.48462
0.103	-70.19348
0.1035	-81.97632
0.104	-83.28552
0.1045	-75.83313
0.105	-64.35242
0.1055	-49.54834
0.106	-41.79382
0.1065	-13.29346
0.107	10.57434
0.1075	37.56409
0.108	66.56799
0.1085	80.86853
0.109	95.47119
0.1095	105.23987
0.11	104.63562
0.1105	104.73633
0.111	88.72375
0.1115	73.61755
0.112	52.67029
0.1125	29.91028
0.113	16.81824
0.1135	-1.3092
0.114	-11.68213
0.1145	-25.177
0.115	-22.25647
0.1155	-26.68762
0.116	-20.04089
0.1165	-11.48071
0.117	-10.87646
0.1175	-3.62549
0.118	8.7616
0.1185	8.15735
0.119	6.04248
0.1195	5.53894
0.12	2.31628
0.1205	4.12903
0.121	3.62549
0.1215	2.81982
0.122	1.91345
0.1225	0.90637
0.123	0.60425
0.1235	6.14319
0.124	4.22974
0.1245	-0.70496
0.125	-0.50354
0.1255	2.11487
0.126	5.74036
0.1265	4.53186
0.127	3.32336
0.1275	1.3092
0.128	-4.73328
0.1285	-6.44531
0.129	2.5177
0.1295	1.3092
0.13	9.46655
0.1305	11.98425
0.131	21.85364
0.1315	13.19275
0.132	0.70496
0.1325	-7.95593
0.133	-17.01965
0.1335	-39.47754
0.134	-45.52002
0.1345	-55.69153
0.135	-70.49561
0.1355	-76.13525
