Domenico_Di_Fonza_Right_2.c3d  



Time(s):	C_R_bicipite(μV):
0	57.20215
0.0005	48.23914
0.001	38.36975
0.0015	35.2478
0.002	26.88904
0.0025	16.91895
0.003	8.7616
0.0035	8.7616
0.004	1.81274
0.0045	1.40991
0.005	1.81274
0.0055	0.40283
0.006	-2.71912
0.0065	-3.92761
0.007	0.60425
0.0075	-3.12195
0.008	1.61133
0.0085	0.50354
0.009	3.12195
0.0095	5.84106
0.01	-1.10779
0.0105	4.93469
0.011	-0.70496
0.0115	5.74036
0.012	5.0354
0.0125	4.63257
0.013	0.60425
0.0135	-0.70496
0.014	1.10779
0.0145	2.01416
0.015	3.32336
0.0155	0.40283
0.016	-4.63257
0.0165	1.40991
0.017	-1.51062
0.0175	-4.43115
0.018	-1.71204
0.0185	-5.94177
0.019	-8.96301
0.0195	-9.46655
0.02	-18.63098
0.0205	-13.89771
0.021	-12.48779
0.0215	-14.30054
0.022	-10.97717
0.0225	-5.84106
0.023	-10.17151
0.0235	-12.68921
0.024	-10.97717
0.0245	-10.17151
0.025	-5.94177
0.0255	-1.61133
0.026	-2.92053
0.0265	0.40283
0.027	3.12195
0.0275	2.92053
0.028	2.81982
0.0285	1.40991
0.029	-1.2085
0.0295	-5.43823
0.03	-5.63965
0.0305	-8.56018
0.031	-11.68213
0.0315	-8.8623
0.032	-10.37292
0.0325	-5.0354
0.033	-10.87646
0.0335	-14.40125
0.034	-15.20691
0.0345	-8.7616
0.035	-1.10779
0.0355	-0.50354
0.036	0.90637
0.0365	1.2085
0.037	-1.40991
0.0375	-1.40991
0.038	-2.5177
0.0385	-4.53186
0.039	-6.64673
0.0395	-9.06372
0.04	-4.53186
0.0405	-0.30212
0.041	-4.02832
0.0415	-3.22266
0.042	-2.01416
0.0425	-4.73328
0.043	0.10071
0.0435	-5.74036
0.044	-5.23682
0.0445	-6.44531
0.045	-2.41699
0.0455	-3.12195
0.046	-1.3092
0.0465	2.01416
0.047	-3.7262
0.0475	-0.40283
0.048	-4.43115
0.0485	0.50354
0.049	0.40283
0.0495	-6.64673
0.05	-0.10071
0.0505	-6.54602
0.051	-9.86938
0.0515	-6.2439
0.052	-3.42407
0.0525	-6.64673
0.053	-7.65381
0.0535	-10.47363
0.054	-6.54602
0.0545	-11.17859
0.055	-17.6239
0.0555	-29.50745
0.056	-43.10303
0.0565	-43.20374
0.057	-52.56958
0.0575	-45.72144
0.058	-48.23914
0.0585	-42.29736
0.059	-40.58533
0.0595	-38.06763
0.06	-31.92444
0.0605	-23.8678
0.061	-16.21399
0.0615	-6.2439
0.062	3.7262
0.0625	10.37292
0.063	21.65222
0.0635	33.63647
0.064	52.46887
0.0645	63.74817
0.065	71.80481
0.0655	67.47437
0.066	60.12268
0.0665	49.64905
0.067	40.38391
0.0675	33.43506
0.068	31.62231
0.0685	22.35718
0.069	14.30054
0.0695	12.48779
0.07	12.68921
0.0705	14.30054
0.071	12.78992
0.0715	7.15027
0.072	5.94177
0.0725	1.71204
0.073	2.92053
0.0735	6.04248
0.074	1.00708
0.0745	3.62549
0.075	4.12903
0.0755	3.62549
0.076	7.95593
0.0765	4.73328
0.077	0.90637
0.0775	-7.25098
0.078	-8.15735
0.0785	-14.40125
0.079	-13.797
0.0795	-8.96301
0.08	-7.85522
0.0805	-4.73328
0.081	-8.35876
0.0815	-6.94885
0.082	-9.66797
0.0825	-0.70496
0.083	-0.70496
0.0835	-0.60425
0.084	2.41699
0.0845	5.13611
0.085	2.21558
0.0855	6.04248
0.086	6.3446
0.0865	8.7616
0.087	14.09912
0.0875	18.22815
0.088	13.89771
0.0885	10.87646
0.089	15.00549
0.0895	9.86938
0.09	11.07788
0.0905	6.74744
0.091	1.91345
0.0915	0.10071
0.092	1.3092
0.0925	1.00708
0.093	-0.60425
0.0935	-3.22266
0.094	-4.73328
0.0945	-4.83398
0.095	-1.91345
0.0955	-4.12903
0.096	-4.73328
0.0965	-2.81982
0.097	-5.63965
0.0975	-5.84106
0.098	-3.92761
0.0985	-3.62549
0.099	-7.75452
0.0995	-3.52478
0.1	-7.65381
0.1005	-7.15027
0.101	-8.56018
0.1015	-7.25098
0.102	-7.95593
0.1025	-4.83398
0.103	-1.51062
0.1035	-1.91345
0.104	-1.51062
0.1045	-1.71204
0.105	-3.22266
0.1055	-6.64673
0.106	-12.78992
0.1065	-10.67505
0.107	-13.19275
0.1075	-9.86938
0.108	-8.35876
0.1085	-10.87646
0.109	-8.15735
0.1095	-5.23682
0.11	-8.15735
0.1105	-4.43115
0.111	-1.81274
0.1115	4.33044
0.112	1.81274
0.1125	3.62549
0.113	2.81982
0.1135	-5.74036
0.114	-2.31628
0.1145	-4.02832
0.115	-1.61133
0.1155	0.30212
0.116	-4.83398
0.1165	0
0.117	-3.52478
0.1175	0.60425
0.118	-0.20142
0.1185	1.10779
0.119	3.22266
0.1195	3.02124
0.12	-0.90637
0.1205	5.23682
0.121	-0.10071
0.1215	2.41699
0.122	2.21558
0.1225	5.0354
0.123	6.74744
0.1235	0.30212
0.124	0.40283
0.1245	-0.30212
0.125	-3.32336
0.1255	3.12195
0.126	2.01416
0.1265	0.70496
0.127	3.42407
0.1275	5.13611
0.128	10.97717
0.1285	9.86938
0.129	8.96301
0.1295	6.04248
