Domenico_Di_Fonza_Right_3.c3d  



Time(s):	C_R_bicipite(μV):
0	-9.26514
0.0005	-12.5885
0.001	-12.08496
0.0015	-7.04956
0.002	-4.02832
0.0025	-2.61841
0.003	-1.2085
0.0035	1.71204
0.004	6.94885
0.0045	9.66797
0.005	5.74036
0.0055	2.01416
0.006	-9.36584
0.0065	-10.27222
0.007	-8.15735
0.0075	-10.87646
0.008	-15.00549
0.0085	-11.98425
0.009	-14.40125
0.0095	-9.56726
0.01	-4.83398
0.0105	-1.3092
0.011	12.48779
0.0115	13.797
0.012	25.177
0.0125	23.96851
0.013	28.39966
0.0135	32.83081
0.014	29.50745
0.0145	26.48621
0.015	24.27063
0.0155	19.63806
0.016	14.80408
0.0165	13.59558
0.017	14.80408
0.0175	10.87646
0.018	2.01416
0.0185	-3.12195
0.019	-7.65381
0.0195	-10.97717
0.02	-18.42957
0.0205	-17.42249
0.021	-15.40833
0.0215	-7.5531
0.022	-7.85522
0.0225	-4.53186
0.023	-6.14319
0.0235	-6.54602
0.024	-6.44531
0.0245	0.50354
0.025	-0.60425
0.0255	2.41699
0.026	14.30054
0.0265	21.04797
0.027	16.41541
0.0275	16.11328
0.028	21.45081
0.0285	12.89062
0.029	5.23682
0.0295	2.5177
0.03	-3.02124
0.0305	-6.94885
0.031	-10.27222
0.0315	-15.20691
0.032	-13.29346
0.0325	-18.93311
0.033	-18.93311
0.0335	-19.23523
0.034	-19.94019
0.0345	-20.54443
0.035	-15.00549
0.0355	-10.17151
0.036	-13.09204
0.0365	-7.85522
0.037	-2.81982
0.0375	3.62549
0.038	4.93469
0.0385	1.2085
0.039	1.2085
0.0395	-1.61133
0.04	-10.27222
0.0405	-12.5885
0.041	-7.85522
0.0415	-7.15027
0.042	-1.40991
0.0425	6.44531
0.043	10.37292
0.0435	18.53027
0.044	19.83948
0.0445	26.08337
0.045	30.41382
0.0455	25.07629
0.046	25.98267
0.0465	20.74585
0.047	15.81116
0.0475	12.08496
0.048	6.54602
0.0485	10.27222
0.049	0.10071
0.0495	4.93469
0.05	3.52478
0.0505	3.02124
0.051	-2.01416
0.0515	1.91345
0.052	-6.3446
0.0525	4.93469
0.053	1.2085
0.0535	2.11487
0.054	1.51062
0.0545	-1.81274
0.055	1.71204
0.0555	1.51062
0.056	0.10071
0.0565	-1.2085
0.057	-8.45947
0.0575	-14.09912
0.058	-18.63098
0.0585	-12.78992
0.059	-12.68921
0.0595	-16.41541
0.06	-13.69629
0.0605	-13.19275
0.061	-19.63806
0.0615	-14.09912
0.062	-5.53894
0.0625	4.22974
0.063	11.48071
0.0635	13.69629
0.064	2.01416
0.0645	-8.45947
0.065	-22.15576
0.0655	-23.36426
0.066	-24.77417
0.0665	-25.47913
0.067	-23.36426
0.0675	-20.34302
0.068	-8.15735
0.0685	-1.81274
0.069	8.8623
0.0695	10.47363
0.07	18.42957
0.0705	22.15576
0.071	25.57983
0.0715	38.974
0.072	43.50586
0.0725	39.98108
0.073	43.90869
0.0735	43.30444
0.074	38.16833
0.0745	27.59399
0.075	15.91187
0.0755	5.94177
0.076	-5.23682
0.0765	-7.25098
0.077	-4.43115
0.0775	-5.13611
0.078	-3.22266
0.0785	-3.8269
0.079	2.01416
0.0795	0
0.08	7.5531
0.0805	4.73328
0.081	13.59558
0.0815	19.94019
0.082	18.12744
0.0825	29.50745
0.083	23.66638
0.0835	22.86072
0.084	22.6593
0.0845	10.0708
0.085	5.53894
0.0855	1.71204
0.086	-4.33044
0.0865	-6.94885
0.087	-5.43823
0.0875	-5.84106
0.088	-10.97717
0.0885	-11.88354
0.089	-14.80408
0.0895	-14.40125
0.09	-10.67505
0.0905	-13.99841
0.091	-12.78992
0.0915	-9.36584
0.092	-12.5885
0.0925	-15.91187
0.093	-18.22815
0.0935	-19.13452
0.094	-22.15576
0.0945	-23.8678
0.095	-25.88196
0.0955	-29.60815
0.096	-32.93152
0.0965	-31.11877
0.097	-31.01807
0.0975	-31.4209
0.098	-27.39258
0.0985	-22.96143
0.099	-10.97717
0.0995	3.32336
0.1	19.53735
0.1005	31.32019
0.101	38.06763
0.1015	45.3186
0.102	44.61365
0.1025	47.43347
0.103	42.39807
0.1035	36.35559
0.104	32.83081
0.1045	27.29187
0.105	18.53027
0.1055	11.68213
0.106	6.3446
0.1065	5.43823
0.107	4.83398
0.1075	6.04248
0.108	6.2439
0.1085	3.8269
0.109	0.60425
0.1095	-2.71912
0.11	-7.35168
0.1105	-7.45239
0.111	-13.29346
0.1115	-15.50903
0.112	-14.19983
0.1125	-19.33594
0.113	-20.24231
0.1135	-11.98425
0.114	-7.45239
0.1145	4.33044
0.115	1.40991
0.1155	-0.10071
0.116	0.60425
0.1165	2.11487
0.117	4.83398
0.1175	5.23682
0.118	2.71912
0.1185	4.63257
0.119	-4.02832
0.1195	0.80566
0.12	-2.5177
0.1205	-5.94177
0.121	-3.32336
0.1215	-0.10071
0.122	-3.7262
0.1225	-6.44531
0.123	-4.22974
0.1235	-6.74744
0.124	-5.13611
0.1245	-5.84106
0.125	-6.94885
0.1255	-5.94177
0.126	-5.63965
0.1265	-11.68213
0.127	-10.87646
0.1275	-9.66797
0.128	-11.78284
0.1285	-6.54602
0.129	-5.43823
0.1295	-9.86938
0.13	-10.47363
0.1305	-4.22974
0.131	-6.84814
0.1315	-3.8269
0.132	-4.83398
0.1325	-1.3092
0.133	-3.92761
0.1335	-6.14319
0.134	-5.33752
0.1345	-3.92761
0.135	-5.94177
0.1355	0
0.136	-0.70496
0.1365	-9.56726
0.137	0.30212
0.1375	0.50354
0.138	-4.53186
0.1385	-0.90637
0.139	-5.94177
0.1395	-6.84814
0.14	-10.0708
0.1405	-14.09912
0.141	-13.29346
0.1415	-9.66797
0.142	-11.98425
0.1425	-16.51611
0.143	-13.09204
0.1435	-7.15027
0.144	-14.40125
0.1445	-7.95593
0.145	-12.18567
0.1455	-16.81824
0.146	-18.93311
0.1465	-18.73169
0.147	-15.60974
0.1475	-17.22107
0.148	-14.60266
0.1485	-5.23682
0.149	-9.56726
0.1495	-3.32336
0.15	-2.5177
0.1505	-4.63257
0.151	-4.12903
0.1515	1.91345
0.152	8.56018
