Gianluca_La_Polta_Right_1.c3d  



Time(s):	B_L_bicipite(μV):
0	-62.9425
0.0005	-60.22339
0.001	-53.27454
0.0015	-43.90869
0.002	-21.04797
0.0025	-7.15027
0.003	5.74036
0.0035	11.48071
0.004	16.91895
0.0045	18.22815
0.005	16.51611
0.0055	14.40125
0.006	20.24231
0.0065	26.18408
0.007	30.91736
0.0075	24.47205
0.008	31.52161
0.0085	29.50745
0.009	30.91736
0.0095	30.11169
0.01	28.60107
0.0105	22.15576
0.011	20.04089
0.0115	14.60266
0.012	14.30054
0.0125	8.56018
0.013	10.47363
0.0135	3.12195
0.014	7.45239
0.0145	2.81982
0.015	-3.02124
0.0155	5.23682
0.016	39.67896
0.0165	47.63489
0.017	49.54834
0.0175	44.31152
0.018	38.77258
0.0185	23.56567
0.019	0
0.0195	-9.97009
0.02	-29.60815
0.0205	-44.0094
0.021	-52.97241
0.0215	-65.66162
0.022	-73.31543
0.0225	-70.29419
0.023	-56.90002
0.0235	-45.2179
0.024	-36.65771
0.0245	-30.31311
0.025	-27.19116
0.0255	-32.22656
0.026	-28.60107
0.0265	-20.1416
0.027	-13.09204
0.0275	-9.06372
0.028	-3.92761
0.0285	3.62549
0.029	7.04956
0.0295	14.70337
0.03	24.37134
0.0305	23.76709
0.031	30.31311
0.0315	29.10461
0.032	34.64355
0.0325	35.65063
0.033	41.89453
0.0335	42.8009
0.034	36.35559
0.0345	41.69312
0.035	39.98108
0.0355	38.77258
0.036	34.24072
0.0365	29.50745
0.037	28.29895
0.0375	27.89612
0.038	18.8324
0.0385	20.34302
0.039	21.65222
0.0395	15.60974
0.04	9.86938
0.0405	7.04956
0.041	-0.20142
0.0415	7.04956
0.042	9.66797
0.0425	4.33044
0.043	2.61841
0.0435	8.66089
0.044	7.65381
0.0445	14.60266
0.045	13.89771
0.0455	6.64673
0.046	5.84106
0.0465	10.77576
0.047	13.49487
0.0475	10.47363
0.048	14.90479
0.0485	12.89062
0.049	14.40125
0.0495	14.30054
0.05	10.0708
0.0505	7.5531
0.051	5.23682
0.0515	7.65381
0.052	2.61841
0.0525	4.93469
0.053	4.43115
0.0535	-10.47363
0.054	-25.177
0.0545	-22.86072
0.055	-18.63098
0.0555	-9.16443
0.056	-24.97559
0.0565	-22.6593
0.057	-24.27063
0.0575	-25.177
0.058	-13.59558
0.0585	-7.95593
0.059	-18.63098
0.0595	-38.77258
0.06	-50.05188
0.0605	-55.3894
0.061	-48.74268
0.0615	-33.43506
0.062	-18.32886
0.0625	-17.52319
0.063	-27.19116
0.0635	-32.12585
0.064	-38.26904
0.0645	-37.56409
0.065	-32.12585
0.0655	-21.65222
0.066	-5.13611
0.0665	-3.32336
0.067	-4.43115
0.0675	3.12195
0.068	-1.3092
0.0685	0.90637
0.069	0.40283
0.0695	10.77576
0.07	33.03223
0.0705	51.15967
0.071	51.76392
0.0715	58.61206
0.072	64.35242
0.0725	70.09277
0.073	62.13684
0.0735	56.79932
0.074	53.97949
0.0745	47.93701
0.075	43.10303
0.0755	26.88904
0.076	22.35718
0.0765	17.72461
0.077	18.42957
0.0775	24.97559
0.078	32.93152
0.0785	36.35559
0.079	31.01807
0.0795	25.78125
0.08	28.09753
0.0805	22.86072
0.081	28.29895
0.0815	26.58691
0.082	21.75293
0.0825	19.03381
0.083	23.8678
0.0835	26.08337
0.084	18.63098
0.0845	19.63806
0.085	59.1156
0.0855	73.51685
0.086	79.76074
0.0865	72.81189
0.087	66.36658
0.0875	56.09436
0.088	29.00391
0.0885	-1.51062
0.089	20.54443
0.0895	66.36658
0.09	71.30127
0.0905	41.4917
0.091	7.5531
0.0915	-24.87488
0.092	-54.68445
0.0925	-94.16199
0.093	-134.04236
0.0935	-160.22644
0.094	-174.42627
0.0945	-166.77246
0.095	-156.09741
0.0955	-136.05652
0.096	-107.55615
0.0965	-78.75366
0.097	-52.56958
0.0975	-28.09753
0.098	-11.78284
0.0985	8.45947
0.099	22.96143
0.0995	31.01807
0.1	41.4917
0.1005	52.67029
0.101	47.13135
0.1015	49.0448
0.102	62.03613
0.1025	75.83313
0.103	78.35083
0.1035	69.08569
0.104	60.3241
0.1045	46.12427
0.105	52.56958
0.1055	48.84338
0.106	44.0094
0.1065	30.81665
0.107	28.50037
0.1075	28.9032
0.108	16.71753
0.1085	12.89062
0.109	12.48779
0.1095	14.19983
0.11	16.11328
0.1105	13.69629
0.111	11.07788
0.1115	15.30762
0.112	14.90479
0.1125	15.1062
0.113	21.3501
0.1135	16.51611
0.114	12.99133
0.1145	15.30762
0.115	10.17151
0.1155	10.87646
0.116	9.26514
0.1165	4.43115
0.117	-7.04956
0.1175	-5.74036
0.118	-5.74036
0.1185	-4.02832
0.119	-4.93469
0.1195	-5.94177
0.12	-7.35168
0.1205	-13.89771
0.121	-7.04956
0.1215	2.21558
0.122	4.73328
0.1225	7.95593
0.123	1.10779
0.1235	-4.73328
0.124	-11.78284
0.1245	-16.41541
0.125	-10.97717
0.1255	-12.68921
0.126	-11.2793
0.1265	-18.12744
0.127	-9.76868
0.1275	-4.43115
0.128	-4.63257
0.1285	-3.62549
0.129	3.8269
0.1295	5.13611
0.13	-3.12195
0.1305	-6.3446
0.131	-21.65222
0.1315	-18.73169
0.132	-25.68054
0.1325	-16.41541
0.133	-8.15735
0.1335	8.56018
0.134	20.44373
0.1345	27.89612
0.135	29.00391
0.1355	29.40674
0.136	26.98975
0.1365	24.37134
0.137	20.1416
0.1375	16.3147
0.138	14.09912
0.1385	9.26514
0.139	9.66797
0.1395	7.45239
0.14	2.5177
0.1405	4.63257
0.141	-0.20142
0.1415	-0.20142
0.142	-6.54602
0.1425	-9.76868
0.143	-7.95593
0.1435	-12.28638
0.144	-12.48779
0.1445	-6.64673
0.145	-2.61841
0.1455	-8.45947
0.146	-11.98425
0.1465	-11.38
0.147	0.40283
0.1475	3.02124
0.148	-1.2085
0.1485	-4.53186
0.149	0.40283
0.1495	-0.10071
0.15	6.44531
0.1505	11.98425
0.151	15.91187
0.1515	11.58142
0.152	21.75293
0.1525	21.14868
0.153	15.1062
0.1535	8.7616
0.154	5.94177
0.1545	12.78992
0.155	10.37292
0.1555	10.47363
0.156	3.7262
0.1565	7.04956
0.157	14.30054
0.1575	11.58142
0.158	7.04956
0.1585	9.86938
0.159	15.00549
0.1595	19.13452
0.16	10.67505
0.1605	11.88354
0.161	5.94177
0.1615	7.5531
0.162	5.43823
0.1625	4.73328
0.163	4.73328
0.1635	4.63257
0.164	17.12036
0.1645	27.29187
0.165	37.56409
0.1655	42.90161
0.166	35.85205
0.1665	21.45081
0.167	7.85522
0.1675	-6.14319
0.168	-13.797
0.1685	-31.01807
0.169	-48.13843
0.1695	-62.13684
0.17	-60.3241
0.1705	-47.63489
0.171	-28.60107
0.1715	-17.6239
0.172	-17.72461
0.1725	-7.65381
0.173	-2.41699
0.1735	3.02124
0.174	5.53894
0.1745	9.06372
0.175	13.59558
0.1755	26.3855
0.176	31.82373
0.1765	32.32727
0.177	32.42798
0.1775	31.62231
0.178	32.22656
0.1785	32.02515
0.179	23.36426
0.1795	24.67346
0.18	39.07471
0.1805	31.82373
0.181	28.9032
0.1815	28.09753
0.182	24.97559
0.1825	20.64514
0.183	18.32886
0.1835	14.40125
0.184	13.99841
0.1845	14.90479
0.185	15.71045
0.1855	16.01257
0.186	19.94019
0.1865	17.42249
0.187	11.38
0.1875	19.83948
0.188	19.53735
0.1885	16.01257
0.189	2.81982
0.1895	17.6239
0.19	24.27063
0.1905	20.84656
0.191	23.76709
0.1915	12.68921
0.192	-4.73328
0.1925	-15.00549
0.193	-30.61523
0.1935	-39.77966
0.194	-44.11011
0.1945	-46.42639
0.195	-45.3186
0.1955	-50.75684
0.196	-41.4917
0.1965	-30.81665
0.197	-30.31311
0.1975	-44.21082
0.198	-72.10693
0.1985	-83.99048
0.199	-83.38623
0.1995	-74.12109
0.2	-48.94409
0.2005	-25.78125
0.201	-27.59399
0.2015	-19.73877
0.202	-3.22266
0.2025	-2.31628
0.203	3.42407
0.2035	12.08496
0.204	10.77576
0.2045	8.66089
0.205	12.48779
0.2055	23.06213
0.206	36.4563
0.2065	57.00073
0.207	73.81897
0.2075	86.10535
0.208	92.55066
0.2085	83.48694
0.209	84.19189
0.2095	82.07703
0.21	69.38782
0.2105	54.38232
0.211	56.5979
0.2115	56.19507
0.212	58.61206
0.2125	48.54126
0.213	38.87329
0.2135	31.82373
0.214	27.99683
0.2145	23.16284
0.215	16.91895
0.2155	17.82532
0.216	19.23523
0.2165	17.82532
0.217	19.23523
0.2175	23.36426
0.218	13.89771
0.2185	17.72461
0.219	15.60974
0.2195	19.23523
0.22	16.41541
0.2205	18.42957
0.221	14.50195
0.2215	18.42957
0.222	13.69629
0.2225	6.44531
0.223	6.54602
0.2235	5.23682
0.224	2.21558
0.2245	3.22266
0.225	6.64673
0.2255	7.15027
0.226	-1.51062
0.2265	-13.69629
0.227	-7.95593
0.2275	-17.32178
0.228	-18.02673
0.2285	-18.32886
0.229	-15.30762
0.2295	-16.91895
0.23	-25.88196
0.2305	-19.23523
0.231	-15.81116
0.2315	-13.09204
0.232	-7.5531
0.2325	-11.17859
0.233	-11.17859
0.2335	-10.37292
0.234	-5.94177
0.2345	-11.58142
0.235	-9.86938
0.2355	-11.38
0.236	-4.53186
0.2365	2.01416
0.237	6.3446
0.2375	6.54602
0.238	4.83398
0.2385	2.5177
0.239	4.93469
0.2395	5.0354
0.24	9.66797
0.2405	5.43823
0.241	4.53186
0.2415	6.44531
0.242	9.97009
0.2425	9.56726
0.243	10.67505
0.2435	11.38
0.244	8.7616
0.2445	8.05664
0.245	5.0354
0.2455	10.97717
0.246	11.07788
0.2465	2.01416
0.247	1.10779
0.2475	4.02832
0.248	2.81982
0.2485	1.10779
0.249	-5.63965
0.2495	-2.61841
0.25	-6.2439
0.2505	-8.56018
0.251	-8.56018
0.2515	-7.95593
0.252	-8.15735
0.2525	-7.25098
0.253	-8.8623
0.2535	-9.36584
0.254	-7.95593
0.2545	-2.01416
0.255	-1.00708
0.2555	6.04248
0.256	7.25098
0.2565	8.8623
0.257	13.09204
0.2575	16.3147
0.258	14.90479
0.2585	20.94727
0.259	21.95435
0.2595	25.88196
0.26	28.19824
0.2605	26.98975
0.261	23.36426
0.2615	20.94727
0.262	22.6593
0.2625	15.30762
0.263	10.37292
0.2635	6.64673
0.264	4.63257
0.2645	6.2439
0.265	7.35168
0.2655	-2.41699
0.266	-5.94177
0.2665	-6.04248
0.267	-4.02832
0.2675	-2.71912
0.268	-9.56726
0.2685	-9.36584
0.269	-9.46655
0.2695	-3.7262
0.27	-10.97717
0.2705	-7.35168
0.271	-11.68213
0.2715	-9.46655
0.272	-2.92053
0.2725	-5.53894
0.273	-10.87646
0.2735	-11.78284
0.274	-9.16443
0.2745	-8.56018
0.275	-9.26514
