Marco_Margarita_Left_1.c3d  



Time(s):	B_L_bicipite(μV):
0	10.17151
0.0005	8.66089
0.001	6.2439
0.0015	0.30212
0.002	0.30212
0.0025	-0.40283
0.003	2.01416
0.0035	1.71204
0.004	-0.30212
0.0045	5.0354
0.005	7.45239
0.0055	5.33752
0.006	9.06372
0.0065	3.7262
0.007	6.64673
0.0075	7.65381
0.008	3.22266
0.0085	6.44531
0.009	2.21558
0.0095	-2.11487
0.01	-2.01416
0.0105	7.95593
0.011	3.52478
0.0115	-0.40283
0.012	7.75452
0.0125	7.04956
0.013	3.62549
0.0135	6.74744
0.014	2.21558
0.0145	6.44531
0.015	2.21558
0.0155	6.3446
0.016	6.44531
0.0165	6.2439
0.017	4.22974
0.0175	7.5531
0.018	6.2439
0.0185	9.76868
0.019	6.84814
0.0195	6.44531
0.02	9.56726
0.0205	4.02832
0.021	7.75452
0.0215	5.23682
0.022	3.32336
0.0225	2.5177
0.023	10.0708
0.0235	9.06372
0.024	3.02124
0.0245	7.04956
0.025	9.86938
0.0255	9.36584
0.026	6.64673
0.0265	8.56018
0.027	7.25098
0.0275	4.93469
0.028	0.90637
0.0285	5.94177
0.029	1.40991
0.0295	5.53894
0.03	1.40991
0.0305	2.01416
0.031	2.5177
0.0315	0.90637
0.032	5.0354
0.0325	1.10779
0.033	1.10779
0.0335	-1.00708
0.034	0.80566
0.0345	2.21558
0.035	4.63257
0.0355	4.43115
0.036	2.11487
0.0365	0.80566
0.037	7.35168
0.0375	10.27222
0.038	8.05664
0.0385	3.42407
0.039	5.63965
0.0395	-0.10071
0.04	2.21558
0.0405	-0.10071
0.041	4.53186
0.0415	4.12903
0.042	4.83398
0.0425	1.51062
0.043	9.36584
0.0435	4.22974
0.044	3.52478
0.0445	4.12903
0.045	1.00708
0.0455	3.02124
0.046	1.91345
0.0465	2.92053
0.047	3.22266
0.0475	3.42407
0.048	3.02124
0.0485	2.41699
0.049	3.92761
0.0495	4.43115
0.05	2.41699
0.0505	4.63257
0.051	2.11487
0.0515	5.63965
0.052	5.13611
0.0525	-1.51062
0.053	8.15735
0.0535	0.80566
0.054	7.25098
