Marco_Margarita_Left_2.c3d  



Time(s):	B_L_bicipite(μV):
0	-32.02515
0.0005	-45.11719
0.001	-43.50586
0.0015	-54.38232
0.002	-46.42639
0.0025	-46.42639
0.003	-53.87878
0.0035	-66.87012
0.004	-93.55774
0.0045	-113.90076
0.005	-153.88184
0.0055	-162.64343
0.006	-156.60095
0.0065	-133.63953
0.007	-109.06677
0.0075	-69.58923
0.008	-33.03223
0.0085	-1.81274
0.009	46.92993
0.0095	68.28003
0.01	72.40906
0.0105	66.36658
0.011	60.3241
0.0115	61.53259
0.012	37.7655
0.0125	22.86072
0.013	16.91895
0.0135	3.42407
0.014	-1.81274
0.0145	12.28638
0.015	24.27063
0.0155	29.50745
0.016	42.90161
0.0165	51.76392
0.017	62.13684
0.0175	70.79773
0.018	74.52393
0.0185	76.03455
0.019	80.36499
0.0195	71.20056
0.02	37.46338
0.0205	-0.80566
0.021	-26.18408
0.0215	-56.39648
0.022	-83.58765
0.0225	-88.82446
0.023	-77.54517
0.0235	-56.39648
0.024	-43.30444
0.0245	-27.6947
0.025	-7.85522
0.0255	15.40833
0.026	33.13293
0.0265	54.58374
0.027	70.89844
0.0275	75.93384
0.028	68.88428
0.0285	74.02039
0.029	73.71826
0.0295	84.69543
0.03	103.42712
0.0305	118.2312
0.031	127.09351
0.0315	118.63403
0.032	94.46411
0.0325	76.23596
0.033	45.11719
0.0335	32.42798
0.034	18.93311
0.0345	15.71045
0.035	6.64673
0.0355	7.04956
0.036	4.53186
0.0365	-11.58142
0.037	-31.62231
0.0375	-57.30286
0.038	-64.75525
0.0385	-62.64038
0.039	-59.41772
0.0395	-53.37524
0.04	-36.65771
0.0405	-16.41541
0.041	10.0708
0.0415	30.71594
0.042	34.64355
0.0425	26.98975
0.043	23.06213
0.0435	33.63647
0.044	30.01099
0.0445	29.50745
0.045	26.18408
0.0455	21.04797
0.046	22.05505
0.0465	14.40125
0.047	9.56726
0.0475	-20.84656
0.048	-88.52234
0.0485	-150.45776
0.049	-192.85583
0.0495	-195.47424
0.05	-193.6615
0.0505	-173.21777
0.051	-145.32166
0.0515	-112.08801
0.052	-83.88977
0.0525	-52.56958
0.053	-24.37134
0.0535	1.81274
0.054	23.16284
0.0545	29.10461
0.055	49.64905
0.0555	59.1156
0.056	59.82056
0.0565	62.43896
0.057	55.2887
0.0575	53.27454
0.058	52.56958
0.0585	58.20923
0.059	63.54675
0.0595	67.77649
0.06	65.96375
0.0605	74.32251
0.061	73.41614
0.0615	71.80481
0.062	81.67419
0.0625	95.16907
0.063	97.68677
0.0635	106.24695
0.064	107.45544
0.0645	92.95349
0.065	87.51526
0.0655	86.40747
0.066	84.19189
0.0665	66.36658
0.067	44.61365
0.0675	35.95276
0.068	23.66638
0.0685	-4.93469
0.069	-21.95435
0.0695	-37.66479
0.07	-49.74976
0.0705	-57.40356
0.071	-56.49719
0.0715	-38.16833
0.072	-25.47913
0.0725	-21.04797
0.073	-15.81116
0.0735	-9.97009
0.074	-5.43823
0.0745	0.30212
0.075	8.8623
0.0755	18.02673
0.076	16.71753
0.0765	27.59399
0.077	25.47913
0.0775	32.42798
0.078	28.70178
0.0785	33.63647
0.079	35.2478
0.0795	36.05347
0.08	43.90869
0.0805	34.64355
0.081	26.08337
0.0815	13.89771
0.082	7.25098
0.0825	3.02124
0.083	6.14319
0.0835	14.80408
0.084	20.34302
0.0845	13.49487
0.085	5.13611
0.0855	2.41699
0.086	-4.43115
0.0865	-4.12903
0.087	-6.14319
0.0875	-13.99841
0.088	-28.29895
0.0885	-37.66479
0.089	-61.12976
0.0895	-82.68127
0.09	-85.19897
0.0905	-89.02588
0.091	-80.06287
0.0915	-91.8457
0.092	-105.03845
0.0925	-104.23279
