Alessio_Russo_Left_1.c3d  



Time(s):	A_R_bicipite(μV):
0	197.89124
0.0005	225.18311
0.001	232.43408
0.0015	230.01709
0.002	203.53088
0.0025	159.62219
0.003	129.91333
0.0035	104.73633
0.004	70.59631
0.0045	43.90869
0.005	12.28638
0.0055	-22.76001
0.006	-48.74268
0.0065	-57.50427
0.007	-46.32568
0.0075	-29.30603
0.008	-16.11328
0.0085	-2.01416
0.009	29.10461
0.0095	54.98657
0.01	62.43896
0.0105	55.69153
0.011	41.89453
0.0115	13.797
0.012	-18.42957
0.0125	-15.1062
0.013	-4.12903
0.0135	-16.11328
0.014	-73.81897
0.0145	-141.09192
0.015	-192.75513
0.0155	-218.93921
0.016	-211.58752
0.0165	-189.12964
0.017	-177.64893
0.0175	-172.3114
0.018	-145.22095
0.0185	-107.85828
0.019	-71.7041
0.0195	-14.50195
0.02	44.91577
0.0205	91.54358
0.021	120.04395
0.0215	116.11633
0.022	121.05103
0.0225	132.83386
0.023	146.73157
0.0235	153.17688
0.024	140.38696
0.0245	152.06909
0.025	169.39087
0.0255	187.21619
0.026	183.89282
0.0265	186.30981
0.027	180.36804
0.0275	154.98962
0.028	119.94324
0.0285	104.63562
0.029	73.11401
0.0295	22.55859
0.03	-2.01416
0.0305	-3.92761
0.031	2.41699
0.0315	10.0708
0.032	15.81116
0.0325	-8.25806
0.033	-91.54358
0.0335	-157.50732
0.034	-173.31848
0.0345	-167.98096
0.035	-174.72839
0.0355	-172.00928
0.036	-148.24219
0.0365	-107.05261
0.037	-56.69861
0.0375	-8.66089
0.038	32.42798
0.0385	26.18408
0.039	13.19275
0.0395	12.68921
0.04	18.93311
0.0405	14.50195
0.041	1.71204
0.0415	-2.81982
0.042	-3.42407
0.0425	6.3446
0.043	33.83789
0.0435	57.00073
0.044	37.06055
0.0445	-5.84106
0.045	-33.83789
0.0455	-36.15417
0.046	-34.74426
0.0465	-36.25488
0.047	-39.47754
0.0475	-48.03772
0.048	-54.0802
0.0485	-51.26038
0.049	-24.47205
0.0495	-16.71753
0.05	-52.97241
0.0505	-103.82996
0.051	-109.57031
0.0515	-84.39331
0.052	-61.33118
0.0525	-121.45386
0.053	-158.5144
0.0535	-165.86609
0.054	-149.24927
0.0545	-137.76855
0.055	-103.02429
0.0555	-50.85754
0.056	36.85913
0.0565	119.54041
0.057	174.42627
0.0575	202.32239
0.058	233.84399
0.0585	249.0509
0.059	253.07922
0.0595	247.54028
0.06	231.12488
0.0605	210.47974
0.061	178.85742
0.0615	150.65918
0.062	124.17297
0.0625	105.44128
0.063	96.17615
0.0635	95.26978
0.064	87.51526
0.0645	81.67419
0.065	80.96924
0.0655	72.9126
0.066	52.97241
0.0665	-8.05664
0.067	-80.4657
0.0675	-123.97156
0.068	-129.91333
0.0685	-126.38855
0.069	-128.70483
0.0695	-146.02661
0.07	-186.61194
0.0705	-225.78735
0.071	-238.67798
0.0715	-197.79053
0.072	-124.37439
0.0725	-76.43738
0.073	-31.21948
0.0735	34.84497
0.074	95.37048
0.0745	133.3374
0.075	158.81653
0.0755	157.60803
0.076	133.63953
0.0765	77.948
0.077	42.8009
0.0775	34.64355
0.078	47.53418
0.0785	57.70569
0.079	80.06287
0.0795	101.9165
0.08	82.17773
0.0805	30.41382
0.081	-3.42407
0.0815	-8.15735
0.082	11.78284
0.0825	14.40125
0.083	23.46497
0.0835	33.73718
0.084	57.00073
0.0845	72.61047
0.085	75.93384
0.0855	63.44604
0.086	25.27771
0.0865	-14.40125
0.087	-34.54285
0.0875	-32.12585
0.088	-30.31311
0.0885	-26.3855
0.089	-23.56567
0.0895	-34.94568
0.09	-60.22339
0.0905	-83.58765
0.091	-91.745
0.0915	-101.21155
0.092	-100.00305
0.0925	-105.54199
0.093	-97.78748
0.0935	-74.2218
0.094	-43.70728
0.0945	-29.10461
0.095	4.33044
0.0955	43.40515
0.096	67.27295
0.0965	82.78198
0.097	101.71509
0.0975	122.25952
0.098	124.67651
0.0985	97.68677
0.099	65.46021
0.0995	45.72144
0.1	9.56726
0.1005	-16.91895
0.101	-20.44373
0.1015	-40.08179
0.102	-70.69702
0.1025	-65.86304
0.103	-57.20215
0.1035	-43.90869
0.104	-44.41223
0.1045	-48.13843
0.105	-61.6333
0.1055	-63.04321
0.106	-50.2533
0.1065	-84.09119
0.107	-118.33191
0.1075	-134.94873
0.108	-129.30908
0.1085	-127.09351
0.109	-103.62854
0.1095	-82.58057
0.11	-73.31543
0.1105	-61.6333
0.111	-28.80249
0.1115	-17.32178
0.112	1.40991
0.1125	-2.41699
0.113	-5.0354
0.1135	7.65381
0.114	45.92285
0.1145	66.97083
0.115	66.56799
0.1155	38.47046
0.116	43.60657
0.1165	36.35559
0.117	43.40515
0.1175	83.58765
0.118	153.88184
0.1185	220.24841
0.119	288.93127
0.1195	301.51978
0.12	296.68579
0.1205	280.37109
0.121	255.19409
0.1215	213.90381
0.122	161.0321
0.1225	95.37048
0.123	16.51611
0.1235	-73.81897
0.124	-133.43811
0.1245	-169.49158
0.125	-161.33423
0.1255	-135.25085
0.126	-102.62146
0.1265	-72.00623
0.127	-44.21082
0.1275	-6.14319
0.128	3.52478
0.1285	4.73328
0.129	-11.07788
0.1295	-22.05505
0.13	-43.60657
0.1305	-74.92676
0.131	-72.00623
0.1315	-63.44604
0.132	-33.43506
0.1325	5.43823
0.133	21.14868
0.1335	36.75842
0.134	64.35242
0.1345	103.02429
0.135	130.21545
0.1355	129.20837
0.136	110.47668
0.1365	84.39331
0.137	45.62073
0.1375	19.94019
0.138	4.43115
0.1385	-17.22107
0.139	-32.52869
0.1395	-43.80798
0.14	-57.10144
0.1405	-37.46338
0.141	-16.11328
0.1415	-6.84814
0.142	1.00708
0.1425	7.45239
0.143	18.42957
0.1435	17.72461
0.144	-30.2124
0.1445	-61.73401
0.145	-63.84888
0.1455	-34.74426
0.146	-25.68054
0.1465	-48.74268
0.147	-80.76782
0.1475	-90.13367
0.148	-74.62463
0.1485	-55.2887
0.149	-28.29895
0.1495	1.51062
0.15	30.51453
0.1505	55.99365
0.151	68.07861
0.1515	54.0802
0.152	-0.40283
0.1525	-50.85754
0.153	-86.30676
0.1535	-105.94482
0.154	-141.59546
0.1545	-151.46484
0.155	-136.15723
0.1555	-103.02429
0.156	-54.28162
0.1565	-24.67346
0.157	10.77576
0.1575	52.56958
0.158	96.07544
0.1585	122.76306
0.159	117.12341
0.1595	48.94409
0.16	-0.60425
0.1605	3.8269
