Domenico_Di_Fonza_Right_1.c3d  



Time(s):	A_L_bicipite(μV):
0	-2.81982
0.0005	1.00708
0.001	-8.96301
0.0015	-8.35876
0.002	-7.45239
0.0025	-2.21558
0.003	11.38
0.0035	18.32886
0.004	19.63806
0.0045	27.09045
0.005	24.16992
0.0055	18.93311
0.006	12.38708
0.0065	12.18567
0.007	-1.2085
0.0075	-32.32727
0.008	-53.87878
0.0085	-75.12817
0.009	-80.96924
0.0095	-86.60889
0.01	-90.33508
0.0105	-80.66711
0.011	-74.2218
0.0115	-59.92126
0.012	-26.78833
0.0125	6.44531
0.013	32.32727
0.0135	45.62073
0.014	53.97949
0.0145	50.75684
0.015	58.10852
0.0155	74.32251
0.016	69.99207
0.0165	49.44763
0.017	48.54126
0.0175	59.61914
0.018	68.07861
0.0185	74.72534
0.019	89.42871
0.0195	108.96606
0.02	114.80713
0.0205	96.8811
0.021	71.50269
0.0215	53.67737
0.022	43.90869
0.0225	37.66479
0.023	34.34143
0.0235	28.60107
0.024	15.71045
0.0245	1.51062
0.025	-5.63965
0.0255	-9.16443
0.026	-11.58142
0.0265	-5.13611
0.027	-3.8269
0.0275	1.00708
0.028	-1.61133
0.0285	1.40991
0.029	-2.01416
0.0295	-6.3446
0.03	-18.22815
0.0305	-25.37842
0.031	-24.27063
0.0315	-24.47205
0.032	-37.86621
0.0325	-41.79382
0.033	-58.20923
0.0335	-65.25879
0.034	-74.92676
0.0345	-81.27136
0.035	-84.2926
0.0355	-78.65295
0.036	-72.81189
0.0365	-60.02197
0.037	-44.51294
0.0375	-31.72302
0.038	-20.44373
0.0385	-10.47363
0.039	3.12195
0.0395	11.98425
0.04	18.93311
0.0405	33.43506
0.041	42.09595
0.0415	44.21082
0.042	34.34143
0.0425	24.97559
0.043	-0.60425
0.0435	-14.60266
0.044	-4.43115
0.0445	-1.71204
0.045	12.08496
0.0455	44.21082
0.046	59.71985
0.0465	71.60339
0.047	94.3634
0.0475	109.4696
0.048	96.27686
0.0485	78.85437
0.049	64.25171
0.0495	52.26746
0.05	33.43506
0.0505	17.72461
0.051	1.91345
0.0515	-13.49487
0.052	-23.76709
0.0525	-20.64514
0.053	-26.68762
0.0535	-33.13293
0.054	-21.75293
0.0545	-13.19275
0.055	9.86938
0.0555	23.46497
0.056	23.46497
0.0565	23.46497
0.057	23.46497
0.0575	23.46497
0.058	23.46497
0.0585	23.46497
0.059	23.46497
0.0595	23.46497
0.06	23.46497
0.0605	23.46497
0.061	23.46497
0.0615	23.46497
0.062	23.46497
0.0625	23.46497
0.063	23.46497
0.0635	23.46497
0.064	23.46497
0.0645	23.46497
0.065	23.46497
0.0655	23.46497
0.066	-6.84814
0.0665	-10.87646
0.067	-21.3501
0.0675	-32.22656
0.068	-48.74268
0.0685	-52.46887
0.069	-59.31702
0.0695	-61.6333
0.07	-53.47595
0.0705	-45.62073
0.071	-27.29187
0.0715	-10.67505
0.072	10.77576
0.0725	21.3501
0.073	32.62939
0.0735	39.37683
0.074	45.01648
0.0745	46.02356
0.075	42.19666
0.0755	42.8009
0.076	44.51294
0.0765	35.65063
0.077	41.69312
0.0775	36.95984
0.078	24.16992
0.0785	22.15576
0.079	10.27222
0.0795	13.39417
0.08	15.1062
0.0805	33.23364
0.081	23.96851
0.0815	9.76868
0.082	-3.92761
0.0825	-4.73328
0.083	-0.40283
0.0835	6.84814
0.084	-1.40991
0.0845	-10.87646
0.085	-33.23364
0.0855	-62.53967
0.086	-89.73083
0.0865	-101.31226
0.087	-90.5365
0.0875	-65.86304
0.088	-49.44763
0.0885	-26.18408
0.089	4.02832
0.0895	10.97717
0.09	13.19275
0.0905	17.22107
0.091	29.91028
0.0915	47.23206
0.092	50.95825
0.0925	53.37524
0.093	54.0802
0.0935	51.46179
0.094	32.83081
0.0945	-0.80566
0.095	-68.07861
0.0955	-144.01245
0.096	-178.95813
0.0965	-189.63318
0.097	-177.44751
0.0975	-138.3728
0.098	-98.0896
0.0985	-48.74268
0.099	4.83398
0.0995	52.56958
0.1	90.63721
0.1005	121.55457
0.101	143.91174
0.1015	144.91882
0.102	135.65369
0.1025	128.60413
0.103	121.65527
0.1035	125.58289
0.104	133.43811
0.1045	120.7489
0.105	106.9519
0.1055	99.19739
0.106	104.53491
0.1065	92.34924
0.107	80.4657
0.1075	73.61755
0.108	64.35242
0.1085	58.30994
0.109	51.66321
0.1095	40.38391
0.11	30.31311
0.1105	20.84656
0.111	13.09204
0.1115	-0.20142
0.112	-14.90479
0.1125	-32.93152
0.113	-37.16125
0.1135	-46.5271
0.114	-47.33276
0.1145	-45.01648
0.115	-48.44055
0.1155	-48.13843
0.116	-52.8717
0.1165	-40.98816
0.117	-28.60107
0.1175	-30.81665
0.118	-29.10461
0.1185	-16.81824
0.119	-9.26514
