Daniele_De_Santis_Left_2.c3d  



Time(s):	B_R_bicipite(μV):
0	7.15027
0.0005	5.0354
0.001	0.80566
0.0015	3.12195
0.002	9.16443
0.0025	4.73328
0.003	5.84106
0.0035	4.83398
0.004	5.23682
0.0045	3.62549
0.005	6.3446
0.0055	1.00708
0.006	5.23682
0.0065	7.65381
0.007	4.33044
0.0075	2.61841
0.008	6.64673
0.0085	6.44531
0.009	3.8269
0.0095	7.35168
0.01	5.23682
0.0105	7.25098
0.011	6.84814
0.0115	3.7262
0.012	5.23682
0.0125	2.21558
0.013	3.42407
0.0135	2.01416
0.014	4.63257
0.0145	8.8623
0.015	3.8269
0.0155	4.33044
0.016	1.71204
0.0165	6.04248
0.017	-0.80566
0.0175	6.04248
0.018	0
0.0185	3.62549
0.019	-0.40283
0.0195	3.7262
0.02	3.42407
0.0205	5.43823
0.021	3.92761
0.0215	6.74744
0.022	4.22974
0.0225	1.40991
0.023	4.83398
0.0235	0.30212
0.024	5.0354
0.0245	6.14319
0.025	5.23682
0.0255	1.71204
0.026	4.83398
0.0265	0.60425
0.027	7.5531
0.0275	10.57434
0.028	7.04956
0.0285	2.5177
0.029	6.64673
0.0295	6.3446
0.03	3.92761
0.0305	4.22974
0.031	10.17151
0.0315	10.97717
0.032	1.3092
0.0325	4.43115
0.033	4.33044
0.0335	10.17151
0.034	4.83398
0.0345	10.0708
0.035	5.74036
0.0355	3.52478
0.036	10.67505
0.0365	13.19275
0.037	5.13611
0.0375	10.47363
0.038	4.22974
0.0385	3.52478
0.039	3.22266
0.0395	7.5531
0.04	4.22974
0.0405	6.64673
0.041	8.35876
0.0415	5.13611
0.042	6.44531
0.0425	8.56018
0.043	7.75452
0.0435	8.66089
0.044	4.53186
0.0445	6.54602
0.045	6.94885
0.0455	4.83398
0.046	7.35168
0.0465	9.56726
0.047	5.23682
0.0475	8.8623
0.048	7.25098
0.0485	7.45239
0.049	3.7262
0.0495	3.32336
0.05	5.53894
0.0505	8.35876
0.051	8.15735
0.0515	6.74744
0.052	1.91345
0.0525	5.0354
0.053	4.02832
0.0535	5.23682
0.054	1.3092
0.0545	6.3446
0.055	7.15027
0.0555	9.36584
