Daniele_De_Santis_Right_2.c3d  



Time(s):	C_R_bicipite(μV):
0	-6.2439
0.0005	-0.20142
0.001	-7.45239
0.0015	-3.02124
0.002	1.40991
0.0025	-3.8269
0.003	-0.70496
0.0035	0.50354
0.004	-4.02832
0.0045	-2.61841
0.005	-0.70496
0.0055	-4.12903
0.006	-4.63257
0.0065	-4.12903
0.007	-6.64673
0.0075	-3.42407
0.008	-5.0354
0.0085	-8.35876
0.009	-2.92053
0.0095	-3.02124
0.01	-5.43823
0.0105	1.10779
0.011	-3.52478
0.0115	-2.01416
0.012	-3.42407
0.0125	3.22266
0.013	1.61133
0.0135	6.64673
0.014	-2.31628
0.0145	-1.2085
0.015	-3.52478
0.0155	-3.42407
0.016	-0.40283
0.0165	0.90637
0.017	-2.92053
0.0175	-1.71204
0.018	-1.91345
0.0185	-0.70496
0.019	0.90637
0.0195	1.61133
0.02	-0.70496
0.0205	1.81274
0.021	1.61133
0.0215	-0.90637
0.022	2.61841
0.0225	-1.00708
0.023	-1.00708
0.0235	1.51062
0.024	-3.32336
0.0245	-3.7262
0.025	-1.3092
0.0255	-9.16443
0.026	-5.53894
0.0265	2.5177
0.027	-1.00708
0.0275	1.61133
0.028	3.8269
0.0285	-1.61133
0.029	2.21558
0.0295	1.81274
0.03	0.40283
0.0305	-2.01416
0.031	-4.73328
0.0315	-0.40283
0.032	1.00708
0.0325	3.42407
0.033	6.2439
0.0335	5.94177
0.034	3.7262
0.0345	5.63965
0.035	7.15027
0.0355	0.40283
0.036	0.70496
0.0365	0.90637
0.037	6.3446
0.0375	8.56018
0.038	5.23682
0.0385	3.52478
0.039	5.13611
0.0395	5.74036
0.04	3.62549
0.0405	3.52478
0.041	-3.8269
0.0415	2.11487
0.042	4.93469
0.0425	-1.51062
0.043	-1.40991
0.0435	-2.41699
0.044	-0.70496
0.0445	4.83398
0.045	2.31628
0.0455	1.00708
0.046	4.12903
0.0465	2.5177
0.047	0.80566
0.0475	-3.02124
0.048	-4.73328
0.0485	-3.12195
0.049	1.91345
0.0495	-1.40991
0.05	-4.43115
0.0505	-2.01416
0.051	-1.51062
0.0515	-0.80566
0.052	-2.01416
0.0525	-2.21558
0.053	-2.92053
0.0535	-1.61133
0.054	-5.43823
0.0545	-3.42407
0.055	0.50354
0.0555	-5.23682
0.056	-4.43115
0.0565	-1.00708
0.057	-5.23682
0.0575	-5.63965
0.058	-1.10779
0.0585	-0.30212
0.059	-3.62549
0.0595	-7.45239
0.06	-4.83398
0.0605	-4.12903
0.061	-0.60425
0.0615	-5.43823
0.062	-2.61841
0.0625	-3.42407
0.063	-0.40283
0.0635	-1.61133
0.064	-4.02832
0.0645	-5.74036
0.065	-0.10071
0.0655	0.70496
0.066	-4.22974
0.0665	-1.61133
0.067	-1.40991
0.0675	1.71204
0.068	-1.2085
0.0685	0.30212
0.069	2.71912
0.0695	0.40283
0.07	1.71204
0.0705	-2.21558
0.071	-2.11487
0.0715	-3.8269
0.072	0
0.0725	-4.93469
