Leonardo_Garofalo_Right_4.c3d  



Time(s):	A_R_bicipite(μV):
0	-13.49487
0.0005	-9.36584
0.001	-5.23682
0.0015	-7.75452
0.002	-8.05664
0.0025	-6.3446
0.003	-9.76868
0.0035	-9.76868
0.004	-10.97717
0.0045	-17.12036
0.005	-26.88904
0.0055	-21.24939
0.006	-19.23523
0.0065	-15.71045
0.007	-19.73877
0.0075	-15.00549
0.008	-2.31628
0.0085	-4.12903
0.009	-0.90637
0.0095	-0.40283
0.01	7.85522
0.0105	8.35876
0.011	10.17151
0.0115	11.88354
0.012	13.09204
0.0125	9.06372
0.013	3.52478
0.0135	-6.04248
0.014	-18.02673
0.0145	-24.77417
0.015	-40.2832
0.0155	-45.82214
0.016	-62.74109
0.0165	-71.20056
0.017	-78.55225
0.0175	-71.09985
0.018	-56.69861
0.0185	-48.54126
0.019	-35.34851
0.0195	-25.37842
0.02	-13.797
0.0205	-4.93469
0.021	4.93469
0.0215	15.30762
0.022	37.06055
0.0225	45.72144
0.023	51.66321
0.0235	59.82056
0.024	67.27295
0.0245	66.76941
0.025	70.79773
0.0255	64.35242
0.026	54.48303
0.0265	38.36975
0.027	25.78125
0.0275	14.30054
0.028	27.29187
0.0285	20.24231
0.029	23.16284
0.0295	25.177
0.03	23.16284
0.0305	14.90479
0.031	14.50195
0.0315	17.22107
0.032	8.35876
0.0325	4.33044
0.033	-1.2085
0.0335	-11.88354
0.034	-8.15735
0.0345	-10.77576
0.035	-7.25098
0.0355	0.50354
0.036	-3.62549
0.0365	-5.74036
0.037	-6.44531
0.0375	-8.15735
0.038	-5.43823
0.0385	-6.04248
0.039	-1.71204
0.0395	-7.65381
0.04	-15.60974
0.0405	-30.71594
0.041	-27.6947
0.0415	-25.68054
0.042	-33.73718
0.0425	-36.65771
0.043	-28.50037
0.0435	-23.76709
0.044	-20.34302
0.0445	-10.47363
0.045	-1.10779
0.0455	2.21558
0.046	1.61133
0.0465	8.96301
0.047	12.28638
0.0475	21.95435
0.048	6.84814
0.0485	2.81982
0.049	0.40283
0.0495	3.22266
0.05	4.43115
0.0505	-4.33044
0.051	-4.93469
0.0515	-21.75293
0.052	-25.98267
0.0525	-19.33594
0.053	-13.39417
0.0535	-14.50195
0.054	0.50354
0.0545	9.46655
0.055	19.53735
0.0555	24.87488
0.056	26.18408
0.0565	26.48621
0.057	17.82532
0.0575	19.73877
0.058	24.16992
0.0585	27.6947
0.059	30.31311
0.0595	32.83081
0.06	27.6947
0.0605	21.04797
0.061	12.28638
0.0615	4.12903
0.062	5.23682
0.0625	-5.13611
0.063	-3.32336
0.0635	-2.31628
0.064	-6.04248
0.0645	-12.89062
0.065	-14.80408
0.0655	-3.32336
0.066	-1.40991
0.0665	7.25098
0.067	5.94177
0.0675	-2.31628
0.068	-11.17859
0.0685	-22.25647
0.069	-21.04797
0.0695	-17.42249
0.07	-13.59558
0.0705	-7.75452
0.071	-4.02832
0.0715	2.41699
0.072	8.56018
0.0725	18.63098
0.073	26.98975
0.0735	32.62939
