Leonardo_Garofalo_Right_5.c3d  



Time(s):	A_R_bicipite(μV):
0	0.40283
0.0005	5.23682
0.001	-1.10779
0.0015	1.10779
0.002	2.21558
0.0025	6.3446
0.003	6.14319
0.0035	2.5177
0.004	3.52478
0.0045	5.53894
0.005	7.85522
0.0055	2.41699
0.006	3.7262
0.0065	6.3446
0.007	4.83398
0.0075	12.08496
0.008	7.04956
0.0085	4.12903
0.009	8.15735
0.0095	6.14319
0.01	8.45947
0.0105	7.04956
0.011	3.42407
0.0115	2.5177
0.012	6.84814
0.0125	5.43823
0.013	6.64673
0.0135	3.42407
0.014	4.33044
0.0145	5.94177
0.015	11.38
0.0155	8.25806
0.016	0.10071
0.0165	6.74744
0.017	-4.22974
0.0175	-1.3092
0.018	-0.20142
0.0185	-0.10071
0.019	1.3092
0.0195	0.20142
0.02	2.71912
0.0205	8.45947
0.021	6.94885
0.0215	5.43823
0.022	8.56018
0.0225	7.5531
0.023	3.62549
0.0235	1.61133
0.024	5.63965
0.0245	8.45947
0.025	5.63965
0.0255	4.83398
0.026	9.36584
0.0265	4.43115
0.027	4.93469
0.0275	8.66089
0.028	8.05664
0.0285	7.04956
0.029	4.73328
0.0295	12.38708
0.03	9.06372
0.0305	8.45947
0.031	9.86938
0.0315	8.8623
0.032	6.04248
0.0325	9.26514
0.033	6.94885
0.0335	7.5531
0.034	11.48071
0.0345	5.74036
0.035	8.96301
0.0355	8.8623
0.036	10.17151
0.0365	9.26514
0.037	4.83398
0.0375	3.42407
0.038	1.71204
0.0385	6.2439
0.039	6.54602
0.0395	6.14319
0.04	6.2439
0.0405	0.50354
0.041	9.46655
0.0415	7.85522
0.042	6.84814
0.0425	3.02124
0.043	2.92053
0.0435	-0.70496
0.044	0.30212
0.0445	6.64673
0.045	5.94177
0.0455	4.73328
0.046	5.13611
0.0465	7.5531
0.047	4.63257
0.0475	4.02832
0.048	4.33044
0.0485	6.64673
0.049	3.62549
0.0495	9.66797
0.05	3.52478
0.0505	5.43823
0.051	5.53894
0.0515	3.22266
0.052	0.50354
0.0525	6.04248
0.053	5.23682
0.0535	1.81274
0.054	2.92053
0.0545	8.35876
0.055	10.87646
0.0555	6.44531
0.056	13.29346
0.0565	12.38708
0.057	12.08496
0.0575	8.45947
0.058	6.14319
0.0585	11.48071
0.059	10.17151
0.0595	6.84814
0.06	14.70337
0.0605	11.58142
0.061	8.8623
0.0615	1.91345
0.062	9.97009
0.0625	13.89771
