Leonardo_Garofalo_Right_2.c3d  



Time(s):	A_R_bicipite(μV):
0	4.93469
0.0005	8.35876
0.001	6.14319
0.0015	4.53186
0.002	5.33752
0.0025	2.81982
0.003	3.8269
0.0035	5.53894
0.004	2.71912
0.0045	9.06372
0.005	2.92053
0.0055	4.83398
0.006	3.12195
0.0065	2.61841
0.007	8.05664
0.0075	4.53186
0.008	-3.12195
0.0085	-6.94885
0.009	-6.3446
0.0095	-5.94177
0.01	-9.46655
0.0105	-2.01416
0.011	0.60425
0.0115	-0.70496
0.012	-3.62549
0.0125	-8.15735
0.013	-18.63098
0.0135	-23.26355
0.014	-32.62939
0.0145	-37.96692
0.015	-35.85205
0.0155	-37.26196
0.016	-32.02515
0.0165	-22.86072
0.017	-8.15735
0.0175	4.43115
0.018	26.48621
0.0185	48.13843
0.019	51.5625
0.0195	57.10144
0.02	58.81348
0.0205	55.89294
0.021	51.5625
0.0215	43.20374
0.022	47.03064
0.0225	42.90161
0.023	23.56567
0.0235	18.42957
0.024	8.96301
0.0245	10.0708
0.025	6.3446
0.0255	5.53894
0.026	3.32336
0.0265	6.2439
0.027	7.04956
0.0275	12.89062
0.028	15.60974
0.0285	9.56726
0.029	9.66797
0.0295	12.89062
0.03	19.83948
0.0305	11.48071
0.031	13.09204
0.0315	6.64673
0.032	8.8623
0.0325	14.60266
0.033	17.42249
0.0335	17.32178
0.034	17.6239
0.0345	15.20691
0.035	17.12036
0.0355	10.0708
0.036	0.50354
0.0365	-3.02124
0.037	-9.16443
0.0375	-12.48779
0.038	-17.82532
0.0385	-27.49329
0.039	-36.25488
0.0395	-45.82214
0.04	-48.33984
0.0405	-47.23206
0.041	-38.47046
0.0415	-25.37842
0.042	-15.00549
0.0425	-0.30212
0.043	6.74744
0.0435	2.01416
0.044	2.71912
0.0445	10.0708
0.045	18.22815
0.0455	26.28479
0.046	31.4209
0.0465	29.00391
0.047	38.47046
0.0475	46.32568
0.048	41.4917
0.0485	32.83081
0.049	27.49329
