Alex_Venditti_Right_1.c3d  



Time(s):	C_L_bicipite(μV):
0	-0.50354
0.0005	0.60425
0.001	0.60425
0.0015	4.93469
0.002	3.22266
0.0025	2.5177
0.003	-2.01416
0.0035	-3.42407
0.004	-7.75452
0.0045	-6.04248
0.005	-7.35168
0.0055	-0.20142
0.006	4.53186
0.0065	3.12195
0.007	-1.71204
0.0075	3.02124
0.008	4.22974
0.0085	9.06372
0.009	3.52478
0.0095	11.68213
0.01	10.27222
0.0105	12.68921
0.011	15.30762
0.0115	14.80408
0.012	15.60974
0.0125	12.68921
0.013	13.59558
0.0135	10.27222
0.014	11.07788
0.0145	4.02832
0.015	-0.20142
0.0155	4.93469
0.016	3.62549
0.0165	3.8269
0.017	9.46655
0.0175	6.74744
0.018	7.04956
0.0185	8.7616
0.019	6.54602
0.0195	4.12903
0.02	3.7262
0.0205	5.74036
0.021	8.05664
0.0215	10.27222
0.022	14.50195
0.0225	17.6239
0.023	20.84656
0.0235	16.01257
0.024	22.76001
0.0245	17.22107
0.025	16.11328
0.0255	12.89062
0.026	5.23682
0.0265	0.80566
0.027	-4.93469
0.0275	-1.91345
0.028	-4.33044
0.0285	-9.76868
0.029	-16.71753
0.0295	-14.09912
0.03	-2.71912
0.0305	-3.32336
0.031	-4.22974
0.0315	-5.23682
0.032	-0.90637
0.0325	-1.91345
0.033	-3.8269
0.0335	-2.92053
0.034	0.80566
0.0345	4.12903
0.035	6.14319
0.0355	7.25098
0.036	9.66797
0.0365	16.51611
0.037	18.42957
0.0375	22.25647
0.038	33.03223
0.0385	26.88904
0.039	32.42798
0.0395	39.37683
0.04	47.7356
0.0405	46.02356
0.041	36.65771
0.0415	22.76001
0.042	12.28638
0.0425	1.40991
0.043	-4.73328
0.0435	-9.56726
0.044	-8.56018
0.0445	-11.48071
0.045	-1.10779
0.0455	0.10071
0.046	5.33752
0.0465	9.97009
0.047	14.50195
0.0475	7.04956
0.048	11.38
0.0485	12.18567
0.049	7.04956
0.0495	11.07788
0.05	17.32178
0.0505	12.48779
0.051	17.52319
0.0515	22.05505
0.052	16.21399
0.0525	14.60266
0.053	20.84656
0.0535	21.04797
0.054	23.96851
0.0545	25.57983
0.055	28.50037
0.0555	22.35718
0.056	21.85364
0.0565	23.06213
0.057	21.45081
0.0575	20.84656
0.058	16.51611
0.0585	5.84106
0.059	2.01416
0.0595	-4.63257
0.06	-2.92053
0.0605	-8.25806
0.061	-5.74036
0.0615	-12.18567
0.062	-8.66089
0.0625	-14.40125
0.063	-13.49487
0.0635	-8.25806
