Gabriele_Carluccio_Right_1.c3d  



Time(s):	C_L_bicipite(μV):
0	4.83398
0.0005	11.07788
0.001	11.2793
0.0015	6.54602
0.002	12.89062
0.0025	9.46655
0.003	5.33752
0.0035	3.42407
0.004	3.12195
0.0045	15.30762
0.005	6.84814
0.0055	5.53894
0.006	5.43823
0.0065	4.33044
0.007	7.04956
0.0075	6.04248
0.008	8.56018
0.0085	8.45947
0.009	0.70496
0.0095	10.27222
0.01	2.71912
0.0105	8.8623
0.011	8.25806
0.0115	8.35876
0.012	7.04956
0.0125	9.06372
0.013	7.95593
0.0135	1.61133
0.014	5.53894
0.0145	-1.00708
0.015	5.53894
0.0155	8.15735
0.016	11.58142
0.0165	6.54602
0.017	7.75452
0.0175	1.91345
0.018	0.50354
0.0185	2.92053
0.019	1.3092
0.0195	2.92053
0.02	1.00708
0.0205	8.45947
0.021	2.61841
0.0215	1.91345
0.022	1.61133
0.0225	4.22974
0.023	3.7262
0.0235	2.31628
0.024	6.94885
0.0245	10.17151
0.025	8.05664
0.0255	0.60425
0.026	-4.33044
0.0265	6.04248
0.027	3.12195
0.0275	3.32336
0.028	-0.60425
0.0285	2.31628
0.029	0.60425
0.0295	3.8269
0.03	5.53894
0.0305	5.63965
0.031	0.50354
0.0315	6.04248
0.032	2.21558
0.0325	5.53894
0.033	7.25098
0.0335	1.10779
0.034	8.8623
0.0345	4.93469
0.035	10.37292
0.0355	6.94885
0.036	7.75452
0.0365	9.36584
0.037	6.64673
0.0375	8.7616
0.038	4.43115
0.0385	4.33044
0.039	7.15027
0.0395	4.63257
0.04	2.21558
0.0405	10.0708
0.041	12.68921
0.0415	7.85522
0.042	10.57434
0.0425	6.2439
0.043	11.17859
0.0435	8.25806
0.044	2.31628
0.0445	6.2439
0.045	7.75452
0.0455	9.86938
0.046	10.87646
0.0465	13.39417
0.047	9.46655
0.0475	7.35168
0.048	8.8623
0.0485	5.74036
0.049	5.43823
0.0495	10.57434
0.05	8.25806
0.0505	10.17151
0.051	12.5885
0.0515	7.45239
0.052	8.7616
0.0525	9.46655
0.053	12.89062
0.0535	11.88354
0.054	6.04248
0.0545	2.92053
0.055	10.47363
0.0555	8.8623
0.056	7.75452
0.0565	7.25098
0.057	8.25806
0.0575	6.54602
0.058	11.68213
0.0585	10.37292
0.059	9.46655
0.0595	9.56726
0.06	10.27222
0.0605	10.17151
0.061	11.17859
0.0615	6.84814
0.062	8.35876
0.0625	9.16443
0.063	9.56726
0.0635	9.06372
0.064	6.3446
0.0645	6.74744
0.065	10.37292
0.0655	3.92761
0.066	5.43823
0.0665	4.63257
0.067	6.54602
0.0675	4.63257
0.068	8.96301
0.0685	13.19275
0.069	12.38708
0.0695	7.45239
0.07	6.44531
0.0705	7.5531
0.071	10.77576
0.0715	8.15735
0.072	7.35168
0.0725	5.13611
0.073	6.14319
0.0735	8.8623
0.074	3.62549
0.0745	9.16443
0.075	11.38
0.0755	5.13611
0.076	9.97009
0.0765	11.17859
0.077	6.3446
0.0775	1.51062
0.078	8.05664
0.0785	7.65381
0.079	6.04248
0.0795	4.43115
0.08	5.43823
0.0805	10.47363
0.081	6.04248
0.0815	4.43115
0.082	7.04956
0.0825	8.15735
0.083	4.93469
0.0835	4.22974
0.084	4.43115
0.0845	4.12903
0.085	3.32336
0.0855	7.04956
0.086	4.22974
0.0865	0.60425
0.087	4.63257
0.0875	2.01416
0.088	5.74036
0.0885	0.60425
0.089	1.61133
0.0895	-0.20142
0.09	-0.40283
0.0905	-0.70496
0.091	4.53186
0.0915	3.42407
0.092	-2.92053
0.0925	5.53894
0.093	4.33044
0.0935	0.90637
0.094	1.91345
0.0945	1.81274
0.095	3.02124
0.0955	1.91345
0.096	-2.41699
0.0965	2.71912
0.097	5.13611
0.0975	-5.23682
0.098	-3.22266
0.0985	-0.50354
0.099	-3.62549
0.0995	3.32336
0.1	-3.22266
0.1005	2.21558
0.101	-0.60425
0.1015	1.61133
0.102	1.3092
0.1025	0.30212
0.103	-1.71204
0.1035	2.11487
0.104	1.2085
0.1045	-1.00708
0.105	4.12903
0.1055	1.51062
0.106	0.40283
0.1065	-3.02124
0.107	-3.02124
0.1075	3.32336
0.108	0.50354
0.1085	0.60425
0.109	3.52478
0.1095	1.2085
0.11	2.41699
0.1105	-1.81274
0.111	1.71204
0.1115	1.2085
0.112	5.74036
0.1125	1.71204
0.113	5.43823
0.1135	2.21558
0.114	1.00708
0.1145	6.3446
0.115	6.3446
0.1155	0.80566
0.116	9.76868
0.1165	6.2439
0.117	9.06372
0.1175	5.53894
0.118	4.02832
0.1185	9.76868
0.119	7.35168
0.1195	6.54602
0.12	12.99133
0.1205	14.60266
0.121	7.35168
0.1215	9.26514
0.122	13.49487
0.1225	14.50195
0.123	12.68921
0.1235	12.28638
0.124	9.56726
0.1245	10.97717
0.125	11.88354
0.1255	10.37292
0.126	7.25098
0.1265	12.48779
0.127	12.38708
0.1275	9.26514
0.128	6.84814
0.1285	6.64673
0.129	7.5531
0.1295	9.56726
0.13	9.66797
0.1305	12.28638
0.131	9.66797
0.1315	6.44531
0.132	6.54602
0.1325	11.17859
0.133	12.08496
0.1335	15.1062
0.134	12.38708
0.1345	13.797
0.135	8.35876
0.1355	4.43115
0.136	8.7616
0.1365	15.20691
0.137	8.56018
0.1375	17.42249
0.138	9.16443
0.1385	8.25806
0.139	8.7616
0.1395	9.46655
0.14	8.35876
0.1405	5.43823
0.141	12.89062
0.1415	5.23682
0.142	5.53894
0.1425	8.05664
0.143	8.7616
0.1435	3.8269
0.144	4.73328
0.1445	3.02124
0.145	4.22974
0.1455	5.94177
0.146	5.84106
0.1465	4.93469
0.147	9.26514
0.1475	5.23682
0.148	10.0708
0.1485	4.22974
0.149	2.92053
0.1495	2.61841
0.15	5.53894
0.1505	4.53186
0.151	4.02832
0.1515	7.35168
0.152	8.66089
0.1525	7.65381
0.153	4.22974
0.1535	4.02832
0.154	2.81982
0.1545	2.01416
0.155	4.53186
0.1555	5.0354
0.156	4.63257
0.1565	3.52478
0.157	1.3092
0.1575	7.25098
0.158	4.83398
0.1585	4.93469
0.159	5.94177
0.1595	4.33044
0.16	2.01416
0.1605	6.74744
0.161	4.33044
0.1615	7.95593
0.162	8.96301
0.1625	3.7262
0.163	1.40991
0.1635	3.02124
0.164	2.71912
0.1645	4.12903
0.165	5.84106
0.1655	3.8269
0.166	7.75452
0.1665	2.11487
0.167	4.02832
0.1675	2.61841
0.168	4.53186
0.1685	6.74744
0.169	4.02832
0.1695	2.5177
0.17	6.44531
0.1705	5.33752
0.171	1.71204
0.1715	2.81982
0.172	0
0.1725	0.30212
0.173	1.40991
0.1735	3.42407
0.174	5.74036
0.1745	5.63965
0.175	6.44531
0.1755	10.67505
0.176	4.22974
0.1765	2.5177
0.177	5.53894
0.1775	7.35168
0.178	2.61841
0.1785	1.3092
0.179	7.15027
0.1795	4.33044
0.18	7.95593
0.1805	6.64673
0.181	7.65381
0.1815	6.64673
0.182	8.96301
0.1825	5.33752
0.183	4.73328
0.1835	9.26514
0.184	7.25098
0.1845	2.61841
0.185	3.62549
0.1855	5.84106
0.186	4.63257
0.1865	-0.20142
0.187	8.7616
0.1875	4.53186
0.188	2.71912
0.1885	6.84814
0.189	8.56018
0.1895	7.95593
0.19	3.7262
0.1905	2.01416
0.191	6.64673
0.1915	4.22974
0.192	6.94885
0.1925	4.33044
0.193	6.3446
0.1935	6.54602
0.194	7.35168
0.1945	6.84814
0.195	7.25098
0.1955	6.2439
0.196	7.5531
0.1965	5.23682
0.197	8.66089
0.1975	12.38708
0.198	2.5177
0.1985	-0.70496
0.199	4.63257
0.1995	5.23682
0.2	6.3446
0.2005	2.5177
0.201	5.0354
0.2015	7.35168
0.202	9.56726
0.2025	4.53186
0.203	8.05664
0.2035	4.63257
