Gabriele_Carluccio_Right_2.c3d  



Time(s):	C_L_bicipite(μV):
0.1955	-27.89612
0.196	-15.30762
0.1965	-11.58142
0.197	-9.97009
0.1975	-7.45239
0.198	-0.80566
0.1985	1.3092
0.199	0.80566
0.1995	-0.20142
0.2	1.3092
0.2005	0.70496
0.201	1.40991
0.2015	-4.83398
0.202	0.40283
0.2025	4.73328
0.203	4.22974
0.2035	6.2439
0.204	2.92053
0.2045	3.7262
0.205	-1.10779
0.2055	-9.76868
0.206	0.40283
0.2065	0
0.207	3.7262
0.2075	-5.23682
0.208	-1.00708
0.2085	-1.51062
0.209	-6.54602
0.2095	-4.02832
0.21	-3.32336
0.2105	-0.70496
0.211	-3.52478
0.2115	0.10071
0.212	2.61841
0.2125	4.22974
0.213	-1.2085
0.2135	2.01416
0.214	-2.61841
0.2145	5.33752
0.215	1.71204
0.2155	5.0354
0.216	3.02124
0.2165	3.7262
0.217	6.84814
0.2175	2.41699
0.218	3.42407
0.2185	0.10071
0.219	0.10071
0.2195	0.10071
0.22	0.10071
0.2205	0.10071
0.221	0.10071
0.2215	0.10071
0.222	0.10071
0.2225	0.10071
0.223	0.10071
0.2235	0.10071
0.224	0.10071
0.2245	0.10071
0.225	0.10071
0.2255	0.10071
0.226	0.10071
0.2265	0.10071
0.227	0.10071
0.2275	0.10071
0.228	0.10071
0.2285	0.10071
0.229	8.66089
0.2295	11.2793
0.23	7.85522
0.2305	4.93469
0.231	5.23682
0.2315	7.15027
0.232	4.22974
0.2325	4.43115
0.233	-0.60425
0.2335	4.53186
0.234	1.51062
0.2345	2.92053
0.235	3.32336
0.2355	5.33752
0.236	-2.81982
0.2365	0.80566
0.237	2.81982
0.2375	9.26514
0.238	7.35168
0.2385	0.70496
0.239	-2.81982
0.2395	-1.61133
0.24	-1.40991
0.2405	7.45239
0.241	8.8623
0.2415	2.21558
0.242	2.61841
0.2425	1.40991
0.243	1.71204
0.2435	1.00708
0.244	2.5177
0.2445	2.61841
0.245	4.12903
0.2455	1.91345
0.246	3.02124
0.2465	2.41699
0.247	3.62549
0.2475	-2.61841
0.248	6.64673
0.2485	3.8269
0.249	8.56018
0.2495	5.43823
0.25	1.2085
0.2505	4.83398
0.251	7.85522
0.2515	4.22974
0.252	8.66089
0.2525	6.54602
0.253	3.92761
0.2535	6.14319
0.254	0.90637
0.2545	-1.3092
0.255	5.43823
0.2555	5.43823
0.256	4.93469
0.2565	1.2085
0.257	-3.32336
0.2575	-5.13611
0.258	-3.02124
0.2585	-2.11487
0.259	-2.31628
0.2595	2.41699
0.26	-0.20142
0.2605	-2.11487
0.261	4.33044
0.2615	3.92761
0.262	-0.30212
0.2625	-0.50354
0.263	-1.91345
0.2635	3.02124
0.264	-2.01416
0.2645	-3.62549
0.265	-2.21558
0.2655	7.15027
0.266	8.8623
0.2665	11.88354
0.267	14.19983
0.2675	15.60974
0.268	12.28638
0.2685	11.2793
0.269	15.00549
0.2695	11.98425
0.27	9.66797
0.2705	7.15027
