Gabriele_Carluccio_Right_1.c3d  



Time(s):	A_L_bicipite(μV):
0	5.74036
0.0005	7.5531
0.001	6.14319
0.0015	7.95593
0.002	4.12903
0.0025	2.41699
0.003	1.3092
0.0035	4.02832
0.004	3.92761
0.0045	5.13611
0.005	9.16443
0.0055	14.50195
0.006	14.70337
0.0065	4.12903
0.007	3.92761
0.0075	1.40991
0.008	-0.10071
0.0085	6.64673
0.009	8.96301
0.0095	4.73328
0.01	4.73328
0.0105	6.64673
0.011	6.84814
0.0115	7.5531
0.012	-1.71204
0.0125	-1.51062
0.013	2.5177
0.0135	3.52478
0.014	4.12903
0.0145	8.15735
0.015	1.3092
0.0155	5.63965
0.016	6.3446
0.0165	2.11487
0.017	1.40991
0.0175	5.23682
0.018	1.61133
0.0185	4.43115
0.019	5.43823
0.0195	5.63965
0.02	11.2793
0.0205	3.7262
0.021	-0.90637
0.0215	5.63965
0.022	6.04248
0.0225	2.11487
0.023	5.84106
0.0235	3.52478
0.024	5.84106
0.0245	6.94885
0.025	8.96301
0.0255	6.44531
0.026	6.14319
0.0265	4.22974
0.027	5.33752
0.0275	9.36584
0.028	4.93469
0.0285	10.17151
0.029	6.3446
0.0295	1.3092
0.03	4.53186
0.0305	0
0.031	5.74036
0.0315	4.73328
0.032	10.97717
0.0325	8.45947
0.033	7.75452
0.0335	0.10071
0.034	7.04956
0.0345	2.81982
0.035	8.96301
0.0355	9.16443
0.036	1.61133
0.0365	7.95593
0.037	1.91345
0.0375	5.33752
0.038	5.53894
0.0385	1.2085
0.039	5.0354
0.0395	0.10071
0.04	2.61841
0.0405	-2.71912
0.041	0.10071
0.0415	2.31628
0.042	3.12195
0.0425	-3.52478
0.043	2.92053
0.0435	1.2085
0.044	2.61841
0.0445	11.98425
0.045	12.89062
0.0455	9.56726
0.046	10.37292
0.0465	8.56018
0.047	5.84106
0.0475	6.04248
0.048	5.33752
0.0485	8.7616
0.049	8.45947
0.0495	11.58142
0.05	7.45239
0.0505	8.96301
0.051	7.35168
0.0515	1.91345
0.052	11.17859
0.0525	5.84106
0.053	5.43823
0.0535	7.45239
0.054	11.38
0.0545	11.2793
0.055	1.91345
0.0555	-0.20142
0.056	8.7616
0.0565	4.12903
0.057	10.0708
0.0575	8.25806
0.058	3.42407
0.0585	5.33752
0.059	6.3446
0.0595	3.02124
0.06	0.80566
0.0605	3.12195
0.061	4.22974
0.0615	3.22266
0.062	5.84106
0.0625	3.42407
0.063	5.53894
0.0635	7.45239
0.064	6.04248
0.0645	7.95593
0.065	5.0354
0.0655	10.47363
0.066	10.97717
0.0665	11.17859
0.067	4.83398
0.0675	4.93469
0.068	6.64673
0.0685	7.15027
0.069	6.64673
0.0695	5.13611
0.07	11.38
0.0705	7.25098
0.071	4.53186
0.0715	16.3147
0.072	13.99841
0.0725	7.35168
0.073	4.33044
0.0735	5.0354
0.074	6.2439
0.0745	6.14319
0.075	5.33752
0.0755	1.71204
0.076	10.87646
0.0765	9.06372
0.077	12.18567
0.0775	14.40125
0.078	6.94885
0.0785	11.88354
0.079	11.48071
0.0795	8.7616
0.08	5.53894
0.0805	4.02832
0.081	10.67505
0.0815	11.38
0.082	6.2439
0.0825	5.94177
0.083	8.66089
0.0835	7.15027
0.084	5.23682
0.0845	2.71912
0.085	3.22266
0.0855	-0.40283
0.086	4.02832
0.0865	8.45947
0.087	10.27222
0.0875	13.29346
0.088	8.05664
0.0885	9.26514
0.089	12.78992
0.0895	12.18567
0.09	10.17151
0.0905	7.85522
0.091	15.40833
0.0915	5.33752
0.092	2.11487
0.0925	0.20142
0.093	3.62549
0.0935	0.70496
0.094	-1.51062
0.0945	2.61841
0.095	2.21558
0.0955	5.53894
0.096	7.85522
0.0965	5.33752
0.097	7.75452
0.0975	4.93469
0.098	7.75452
0.0985	8.96301
0.099	7.75452
0.0995	6.44531
0.1	6.94885
0.1005	4.33044
0.101	4.12903
0.1015	8.56018
0.102	12.18567
0.1025	11.17859
0.103	9.16443
0.1035	8.15735
0.104	7.65381
0.1045	4.63257
0.105	5.23682
0.1055	8.45947
0.106	8.45947
0.1065	-1.10779
0.107	4.02832
0.1075	5.23682
0.108	-0.30212
0.1085	5.23682
0.109	0.20142
0.1095	-1.2085
0.11	0.80566
0.1105	8.05664
0.111	7.75452
0.1115	13.69629
0.112	14.50195
0.1125	12.08496
0.113	9.56726
0.1135	7.04956
0.114	6.64673
0.1145	6.14319
0.115	6.2439
0.1155	7.04956
0.116	0.80566
0.1165	-3.02124
0.117	-0.10071
0.1175	8.7616
0.118	5.33752
0.1185	6.94885
0.119	5.33752
0.1195	5.13611
0.12	-0.90637
0.1205	4.12903
0.121	10.0708
0.1215	4.43115
0.122	3.92761
0.1225	5.74036
0.123	3.32336
0.1235	6.3446
0.124	5.13611
0.1245	-0.90637
0.125	2.61841
0.1255	0
0.126	-4.22974
0.1265	-3.12195
0.127	0.70496
0.1275	2.31628
0.128	6.74744
0.1285	2.21558
0.129	9.16443
0.1295	9.76868
0.13	2.92053
0.1305	3.42407
0.131	1.91345
0.1315	7.15027
0.132	4.83398
0.1325	1.81274
0.133	0.80566
0.1335	5.63965
0.134	2.92053
0.1345	-3.32336
0.135	-2.5177
0.1355	0.20142
0.136	8.35876
0.1365	6.04248
0.137	5.84106
0.1375	1.91345
0.138	0.70496
0.1385	1.81274
0.139	4.53186
0.1395	6.14319
0.14	8.15735
0.1405	10.27222
0.141	7.45239
0.1415	7.45239
0.142	6.44531
0.1425	6.64673
0.143	0.90637
0.1435	0.30212
0.144	3.62549
0.1445	2.61841
0.145	0.60425
0.1455	3.62549
0.146	7.5531
0.1465	5.13611
0.147	6.64673
0.1475	8.25806
0.148	5.13611
0.1485	0.70496
0.149	6.54602
0.1495	8.96301
0.15	10.17151
0.1505	6.14319
0.151	2.31628
0.1515	1.3092
0.152	1.10779
0.1525	1.71204
0.153	-1.71204
0.1535	-0.80566
0.154	-1.61133
0.1545	-3.32336
0.155	-1.10779
0.1555	-1.10779
0.156	-0.80566
0.1565	-1.2085
0.157	-3.52478
0.1575	-4.73328
0.158	-1.2085
0.1585	-3.92761
0.159	1.3092
0.1595	3.52478
0.16	14.80408
0.1605	21.95435
0.161	27.99683
0.1615	28.70178
0.162	25.47913
0.1625	20.84656
0.163	18.8324
0.1635	22.15576
0.164	19.73877
0.1645	14.50195
0.165	18.22815
0.1655	13.89771
0.166	13.39417
0.1665	4.63257
0.167	4.22974
0.1675	3.52478
0.168	-2.31628
0.1685	6.2439
0.169	5.94177
0.1695	5.0354
0.17	5.84106
0.1705	-0.70496
0.171	-5.53894
0.1715	-4.73328
0.172	3.12195
0.1725	6.14319
0.173	11.07788
0.1735	8.96301
0.174	9.97009
0.1745	8.35876
0.175	1.40991
0.1755	1.40991
0.176	1.81274
0.1765	2.61841
0.177	8.15735
0.1775	10.77576
0.178	12.28638
0.1785	12.18567
0.179	13.09204
0.1795	8.25806
0.18	6.54602
0.1805	9.76868
0.181	5.0354
0.1815	0.90637
0.182	4.63257
0.1825	9.76868
0.183	5.0354
0.1835	8.25806
0.184	9.16443
0.1845	5.53894
0.185	6.14319
0.1855	1.51062
0.186	0.30212
0.1865	2.01416
0.187	8.15735
0.1875	6.94885
0.188	1.71204
0.1885	-3.7262
0.189	0.40283
0.1895	-3.22266
0.19	1.2085
0.1905	-0.20142
0.191	-1.40991
0.1915	1.10779
