Gabriele_Carluccio_Left_1.c3d  



Time(s):	B_R_bicipite(μV):
0	22.86072
0.0005	13.99841
0.001	18.12744
0.0015	18.12744
0.002	19.94019
0.0025	21.55151
0.003	25.07629
0.0035	21.04797
0.004	16.91895
0.0045	18.22815
0.005	21.14868
0.0055	20.64514
0.006	18.73169
0.0065	18.22815
0.007	16.3147
0.0075	13.99841
0.008	6.44531
0.0085	10.47363
0.009	14.90479
0.0095	8.96301
0.01	9.36584
0.0105	10.37292
0.011	9.46655
0.0115	7.75452
0.012	6.74744
0.0125	4.43115
0.013	10.47363
0.0135	6.84814
0.014	3.7262
0.0145	5.0354
0.015	0.50354
0.0155	4.83398
0.016	-1.00708
0.0165	5.74036
0.017	2.01416
0.0175	5.23682
0.018	-0.50354
0.0185	4.83398
0.019	8.35876
0.0195	7.65381
0.02	5.43823
0.0205	5.33752
0.021	7.25098
0.0215	2.01416
0.022	3.22266
0.0225	5.23682
0.023	4.12903
0.0235	0.60425
0.024	-3.42407
0.0245	1.2085
0.025	3.02124
0.0255	-3.02124
0.026	-2.21558
0.0265	2.01416
0.027	1.2085
0.0275	-0.40283
0.028	-1.91345
0.0285	-0.60425
0.029	-0.80566
0.0295	0.80566
0.03	-2.01416
0.0305	-0.70496
0.031	-0.50354
0.0315	0.40283
0.032	-6.74744
0.0325	-1.40991
0.033	-0.90637
0.0335	2.71912
0.034	-0.60425
0.0345	-5.0354
0.035	-1.10779
0.0355	0.40283
0.036	-2.01416
0.0365	2.61841
0.037	1.3092
0.0375	2.31628
0.038	1.40991
0.0385	-2.71912
0.039	-0.60425
0.0395	0.20142
0.04	5.43823
0.0405	4.43115
0.041	3.32336
0.0415	4.43115
0.042	0.90637
0.0425	0.10071
0.043	6.64673
0.0435	5.94177
0.044	1.61133
0.0445	2.81982
0.045	7.25098
0.0455	9.16443
0.046	11.38
0.0465	7.95593
0.047	9.36584
0.0475	9.86938
0.048	4.63257
0.0485	4.22974
0.049	4.22974
0.0495	1.40991
0.05	4.83398
0.0505	6.14319
0.051	3.62549
0.0515	5.63965
0.052	6.84814
0.0525	8.45947
0.053	7.5531
0.0535	5.23682
0.054	7.15027
0.0545	4.22974
0.055	8.66089
0.0555	8.96301
0.056	7.45239
0.0565	4.22974
0.057	1.91345
0.0575	5.43823
0.058	-3.62549
0.0585	5.74036
0.059	5.53894
0.0595	-1.10779
0.06	4.22974
0.0605	-1.51062
0.061	-0.40283
0.0615	-3.8269
0.062	-2.71912
0.0625	5.23682
0.063	4.73328
0.0635	0
0.064	-1.10779
0.0645	-7.25098
0.065	-11.88354
0.0655	-11.88354
0.066	-14.60266
0.0665	-8.45947
0.067	-1.61133
0.0675	-1.00708
0.068	-0.70496
0.0685	9.56726
0.069	6.2439
0.0695	6.14319
0.07	10.57434
0.0705	9.97009
0.071	10.67505
0.0715	7.45239
0.072	4.63257
0.0725	8.35876
0.073	9.97009
0.0735	0.30212
0.074	4.73328
0.0745	3.22266
0.075	3.02124
0.0755	1.3092
0.076	5.94177
0.0765	3.92761
0.077	5.74036
0.0775	5.13611
0.078	5.33752
0.0785	5.13611
0.079	5.33752
0.0795	4.02832
0.08	9.06372
0.0805	4.53186
0.081	3.92761
0.0815	5.13611
0.082	2.71912
0.0825	4.53186
0.083	3.22266
0.0835	6.54602
0.084	6.74744
0.0845	5.0354
0.085	11.17859
0.0855	7.45239
0.086	2.11487
0.0865	8.15735
0.087	2.92053
0.0875	7.35168
0.088	-0.30212
0.0885	4.93469
0.089	3.02124
0.0895	6.74744
0.09	-1.00708
0.0905	4.53186
0.091	-1.71204
0.0915	6.44531
0.092	6.2439
0.0925	2.41699
0.093	2.11487
0.0935	3.32336
0.094	0
0.0945	2.01416
0.095	3.32336
0.0955	1.51062
0.096	-5.94177
0.0965	-0.40283
0.097	-3.32336
0.0975	-7.35168
0.098	-7.15027
0.0985	0.50354
0.099	4.43115
0.0995	7.75452
0.1	14.30054
0.1005	13.69629
0.101	17.52319
0.1015	19.23523
0.102	21.3501
0.1025	25.47913
0.103	18.53027
0.1035	26.08337
0.104	13.797
0.1045	16.01257
0.105	17.92603
0.1055	16.41541
0.106	9.06372
0.1065	5.33752
0.107	6.3446
0.1075	5.0354
0.108	-2.31628
0.1085	1.51062
0.109	3.92761
0.1095	5.53894
0.11	8.96301
0.1105	-0.10071
0.111	2.92053
0.1115	4.22974
0.112	6.44531
0.1125	10.0708
0.113	5.13611
0.1135	5.43823
0.114	14.70337
0.1145	15.81116
0.115	14.30054
0.1155	15.60974
0.116	13.19275
0.1165	11.88354
0.117	11.68213
0.1175	13.797
0.118	7.75452
0.1185	11.98425
0.119	8.66089
0.1195	14.09912
0.12	12.18567
0.1205	5.84106
0.121	7.5531
0.1215	11.48071
0.122	10.87646
0.1225	8.66089
0.123	-0.80566
0.1235	2.61841
0.124	9.86938
0.1245	1.2085
0.125	4.12903
0.1255	8.8623
0.126	12.28638
0.1265	9.56726
0.127	5.43823
0.1275	2.5177
0.128	2.11487
0.1285	9.06372
0.129	4.33044
0.1295	6.94885
0.13	5.0354
0.1305	6.04248
0.131	4.43115
0.1315	8.25806
0.132	8.05664
0.1325	1.51062
0.133	3.32336
0.1335	0.90637
0.134	2.92053
0.1345	9.06372
0.135	11.17859
0.1355	7.04956
0.136	-0.30212
0.1365	7.45239
0.137	1.10779
0.1375	8.56018
0.138	7.95593
0.1385	4.73328
0.139	2.71912
0.1395	-1.51062
0.14	1.2085
0.1405	1.81274
0.141	6.44531
0.1415	6.14319
0.142	0.30212
0.1425	5.13611
0.143	2.61841
0.1435	4.63257
0.144	3.02124
0.1445	6.94885
0.145	0.70496
0.1455	6.64673
0.146	0.60425
0.1465	3.8269
0.147	6.3446
0.1475	11.2793
0.148	8.15735
0.1485	1.91345
0.149	7.35168
0.1495	4.02832
0.15	2.21558
0.1505	1.81274
0.151	1.00708
0.1515	-2.61841
0.152	-4.63257
0.1525	-3.02124
0.153	-4.93469
0.1535	-7.75452
0.154	0.40283
0.1545	-0.20142
0.155	-0.90637
0.1555	5.63965
0.156	10.97717
0.1565	10.0708
0.157	13.49487
0.1575	14.40125
0.158	13.29346
0.1585	11.68213
0.159	6.44531
0.1595	9.16443
0.16	9.46655
0.1605	7.75452
0.161	6.44531
0.1615	9.76868
0.162	7.15027
0.1625	12.99133
0.163	5.33752
0.1635	4.02832
0.164	12.78992
0.1645	4.53186
0.165	8.96301
0.1655	7.04956
0.166	14.90479
0.1665	5.23682
0.167	4.43115
0.1675	12.38708
0.168	6.84814
0.1685	8.56018
0.169	8.56018
0.1695	8.96301
0.17	10.77576
0.1705	4.83398
0.171	5.94177
0.1715	8.7616
0.172	9.46655
0.1725	8.66089
0.173	1.91345
0.1735	5.13611
0.174	10.27222
0.1745	10.0708
0.175	14.30054
0.1755	9.36584
0.176	6.3446
0.1765	19.23523
0.177	11.48071
0.1775	9.36584
0.178	11.07788
0.1785	13.89771
