Danilo_Mastropaolo_Right_2.c3d  



Time(s):	Emg_3(μV):
0	2.01416
0.0005	4.63257
0.001	-0.80566
0.0015	3.12195
0.002	10.47363
0.0025	11.88354
0.003	7.75452
0.0035	4.93469
0.004	5.84106
0.0045	9.36584
0.005	9.56726
0.0055	9.06372
0.006	6.54602
0.0065	8.8623
0.007	6.04248
0.0075	9.06372
0.008	9.46655
0.0085	11.2793
0.009	8.66089
0.0095	10.67505
0.01	10.37292
0.0105	9.66797
0.011	5.53894
0.0115	11.48071
0.012	9.06372
0.0125	6.74744
0.013	10.27222
0.0135	9.26514
0.014	8.66089
0.0145	7.25098
0.015	12.18567
0.0155	9.16443
0.016	16.61682
0.0165	9.97009
0.017	11.98425
0.0175	9.26514
0.018	6.14319
0.0185	7.35168
0.019	6.04248
0.0195	6.2439
0.02	6.74744
0.0205	8.35876
0.021	8.96301
0.0215	7.25098
0.022	3.62549
0.0225	1.3092
0.023	6.84814
0.0235	2.92053
0.024	5.74036
0.0245	7.85522
0.025	8.8623
0.0255	9.16443
0.026	13.39417
0.0265	13.09204
0.027	14.70337
0.0275	6.04248
0.028	11.78284
0.0285	10.77576
0.029	10.17151
0.0295	19.13452
0.03	17.01965
0.0305	23.36426
0.031	22.25647
0.0315	24.97559
0.032	20.1416
0.0325	19.83948
0.033	14.70337
0.0335	14.70337
0.034	13.59558
0.0345	7.75452
0.035	5.63965
0.0355	0.80566
0.036	2.21558
0.0365	-0.60425
0.037	-7.65381
0.0375	-7.85522
0.038	-11.58142
0.0385	-13.99841
0.039	-12.68921
0.0395	-13.19275
0.04	-7.65381
0.0405	-7.25098
0.041	-3.32336
0.0415	-4.73328
0.042	-0.90637
0.0425	0.20142
0.043	1.10779
0.0435	4.93469
0.044	3.42407
0.0445	2.61841
0.045	6.44531
0.0455	8.66089
0.046	4.02832
0.0465	7.5531
0.047	5.74036
0.0475	14.50195
0.048	6.14319
0.0485	2.11487
0.049	6.84814
0.0495	3.92761
0.05	0.70496
0.0505	3.52478
0.051	0.80566
0.0515	4.02832
0.052	7.85522
0.0525	4.63257
0.053	5.84106
0.0535	5.63965
0.054	-3.7262
0.0545	-2.31628
0.055	-13.49487
0.0555	-5.0354
0.056	-2.92053
0.0565	-2.01416
0.057	-7.75452
0.0575	-1.71204
0.058	-3.32336
0.0585	-5.84106
0.059	-2.01416
0.0595	-3.02124
0.06	-8.66089
0.0605	-10.57434
0.061	-4.63257
0.0615	-1.2085
0.062	-1.40991
0.0625	8.15735
0.063	8.25806
0.0635	7.45239
0.064	12.28638
0.0645	11.88354
0.065	13.99841
0.0655	12.68921
0.066	7.15027
0.0665	4.53186
0.067	9.46655
0.0675	12.38708
0.068	20.54443
0.0685	23.26355
0.069	27.19116
0.0695	30.11169
0.07	39.07471
0.0705	44.61365
0.071	42.90161
0.0715	44.91577
0.072	39.37683
0.0725	36.35559
0.073	33.83789
0.0735	25.27771
0.074	14.30054
0.0745	3.12195
0.075	-3.7262
0.0755	-11.17859
0.076	-8.25806
0.0765	-20.74585
0.077	-26.3855
0.0775	-32.7301
0.078	-30.71594
0.0785	-29.50745
0.079	-29.40674
0.0795	-19.63806
0.08	-16.71753
0.0805	-15.71045
0.081	-13.49487
0.0815	-6.64673
0.082	-3.32336
0.0825	1.40991
0.083	3.22266
0.0835	7.25098
0.084	7.25098
0.0845	4.22974
0.085	6.84814
0.0855	6.74744
0.086	13.89771
0.0865	23.56567
0.087	16.91895
0.0875	20.04089
0.088	18.02673
0.0885	14.09912
0.089	14.90479
0.0895	8.56018
0.09	13.39417
0.0905	13.39417
0.091	12.38708
0.0915	9.16443
0.092	0.90637
0.0925	-0.50354
0.093	-6.44531
0.0935	1.91345
0.094	-0.20142
0.0945	-5.23682
0.095	-1.61133
0.0955	-7.45239
0.096	-3.42407
0.0965	-7.15027
0.097	-1.91345
0.0975	0.50354
0.098	9.16443
0.0985	8.35876
0.099	9.86938
0.0995	8.66089
0.1	8.7616
0.1005	15.20691
0.101	15.71045
0.1015	14.30054
0.102	21.04797
0.1025	23.16284
0.103	21.85364
0.1035	19.53735
0.104	21.55151
0.1045	33.83789
0.105	49.85046
0.1055	55.18799
0.106	56.49719
0.1065	58.71277
0.107	59.82056
0.1075	66.87012
0.108	62.23755
0.1085	59.92126
0.109	51.15967
0.1095	43.50586
0.11	34.34143
0.1105	25.37842
0.111	6.94885
0.1115	-0.20142
0.112	-21.95435
