Christian_Larivera_Left_3.c3d  



Time(s):	C_R_bicipite(μV):
0	0
0.0005	-0.30212
0.001	1.71204
0.0015	5.43823
0.002	-0.50354
0.0025	2.21558
0.003	-2.5177
0.0035	1.40991
0.004	-1.71204
0.0045	3.42407
0.005	0.40283
0.0055	5.53894
0.006	3.22266
0.0065	-1.2085
0.007	-0.30212
0.0075	3.32336
0.008	-0.50354
0.0085	3.7262
0.009	4.43115
0.0095	5.23682
0.01	3.02124
0.0105	-1.91345
0.011	2.5177
0.0115	5.53894
0.012	2.11487
0.0125	5.0354
0.013	3.02124
0.0135	7.04956
0.014	6.04248
0.0145	0.90637
0.015	-0.10071
0.0155	0
0.016	1.00708
0.0165	0
0.017	2.41699
0.0175	3.62549
0.018	3.12195
0.0185	1.91345
0.019	-2.5177
0.0195	7.35168
0.02	1.51062
0.0205	0.30212
0.021	3.7262
0.0215	4.43115
0.022	-0.10071
0.0225	2.21558
0.023	-3.32336
0.0235	-5.23682
0.024	-4.33044
0.0245	-0.80566
0.025	-1.3092
0.0255	-2.21558
0.026	4.02832
0.0265	-2.11487
0.027	1.00708
0.0275	-3.52478
0.028	2.71912
0.0285	5.23682
0.029	4.63257
0.0295	2.61841
0.03	1.81274
0.0305	4.02832
0.031	0.40283
0.0315	-2.5177
0.032	-0.80566
0.0325	-0.30212
0.033	0.80566
0.0335	-2.5177
0.034	-2.5177
0.0345	3.62549
0.035	4.83398
0.0355	-0.80566
0.036	-0.40283
0.0365	1.71204
0.037	0.90637
0.0375	-3.02124
0.038	-0.90637
0.0385	-0.50354
0.039	2.5177
0.0395	2.92053
0.04	-2.81982
0.0405	-0.60425
0.041	1.10779
0.0415	-3.02124
0.042	-1.81274
0.0425	0
0.043	3.32336
0.0435	-2.41699
0.044	-3.7262
0.0445	1.81274
0.045	1.00708
0.0455	-0.80566
0.046	4.43115
0.0465	1.2085
0.047	0
0.0475	4.12903
0.048	6.94885
0.0485	1.10779
0.049	-3.8269
0.0495	1.3092
0.05	-2.5177
0.0505	4.53186
0.051	0
0.0515	2.41699
0.052	4.02832
0.0525	2.92053
0.053	3.7262
0.0535	5.84106
0.054	6.84814
0.0545	4.43115
0.055	2.81982
0.0555	2.11487
0.056	1.81274
0.0565	1.51062
0.057	6.14319
0.0575	6.84814
0.058	2.61841
0.0585	-5.0354
0.059	-2.21558
0.0595	-3.7262
0.06	-1.3092
0.0605	-0.40283
0.061	-0.60425
0.0615	-4.73328
0.062	-0.30212
0.0625	-3.52478
0.063	0.70496
0.0635	-0.50354
0.064	1.10779
0.0645	5.33752
0.065	1.00708
0.0655	-1.40991
0.066	-3.62549
0.0665	1.10779
0.067	0.20142
0.0675	2.71912
0.068	3.12195
0.0685	1.51062
0.069	2.81982
0.0695	2.71912
0.07	3.32336
0.0705	6.04248
0.071	8.56018
0.0715	1.91345
0.072	13.59558
0.0725	11.38
0.073	7.45239
0.0735	2.71912
0.074	6.74744
0.0745	4.63257
0.075	1.61133
0.0755	-0.80566
0.076	4.83398
0.0765	4.63257
0.077	-2.41699
0.0775	-3.22266
0.078	-2.11487
0.0785	2.71912
0.079	-4.43115
0.0795	1.40991
0.08	3.62549
0.0805	1.71204
0.081	-3.8269
0.0815	-4.22974
0.082	-4.43115
0.0825	1.91345
0.083	-3.12195
0.0835	1.10779
0.084	2.81982
0.0845	1.61133
0.085	-0.10071
