Christian_Larivera_Left_1.c3d  



Time(s):	C_R_bicipite(μV):
0	6.3446
0.0005	5.94177
0.001	6.04248
0.0015	10.97717
0.002	8.15735
0.0025	7.35168
0.003	8.7616
0.0035	3.8269
0.004	3.62549
0.0045	6.84814
0.005	5.0354
0.0055	9.06372
0.006	6.2439
0.0065	9.26514
0.007	11.48071
0.0075	10.97717
0.008	7.75452
0.0085	10.87646
0.009	7.45239
0.0095	6.44531
0.01	-3.22266
0.0105	-1.51062
0.011	-3.42407
0.0115	-1.51062
0.012	-1.10779
0.0125	-2.81982
0.013	4.93469
0.0135	2.31628
0.014	0.70496
0.0145	3.02124
0.015	3.32336
0.0155	1.81274
0.016	-4.93469
0.0165	-3.02124
0.017	-5.84106
0.0175	-9.36584
0.018	-4.43115
0.0185	0.90637
0.019	-5.13611
0.0195	-5.43823
0.02	-6.44531
0.0205	-0.70496
0.021	-1.10779
0.0215	1.2085
0.022	1.2085
0.0225	0.40283
0.023	5.43823
0.0235	3.7262
0.024	7.85522
0.0245	2.31628
0.025	5.23682
0.0255	3.12195
0.026	2.21558
0.0265	4.33044
0.027	-1.71204
0.0275	5.43823
0.028	-1.10779
0.0285	5.13611
0.029	-2.01416
0.0295	4.12903
0.03	10.67505
0.0305	15.91187
0.031	22.45789
0.0315	31.01807
0.032	30.11169
0.0325	33.13293
0.033	33.83789
0.0335	33.13293
0.034	25.27771
0.0345	25.07629
0.035	19.63806
0.0355	14.09912
0.036	4.12903
0.0365	-0.80566
0.037	-4.12903
0.0375	-6.2439
0.038	-7.85522
0.0385	-8.96301
0.039	-13.89771
0.0395	-14.80408
0.04	-10.0708
0.0405	-8.66089
0.041	-8.35876
0.0415	-4.22974
0.042	2.41699
0.0425	1.10779
0.043	3.42407
0.0435	14.60266
0.044	17.32178
0.0445	6.14319
0.045	6.3446
0.0455	-1.40991
0.046	2.01416
0.0465	2.61841
0.047	4.33044
0.0475	6.64673
0.048	-1.40991
0.0485	-1.61133
0.049	-7.95593
0.0495	-13.99841
0.05	-14.40125
0.0505	-25.37842
0.051	-24.16992
0.0515	-19.73877
0.052	-7.95593
0.0525	1.61133
0.053	3.42407
0.0535	7.85522
0.054	14.90479
0.0545	16.11328
0.055	21.45081
0.0555	19.03381
0.056	16.81824
0.0565	15.60974
0.057	14.90479
0.0575	20.44373
0.058	13.69629
0.0585	5.13611
0.059	2.92053
0.0595	-2.71912
0.06	-5.53894
0.0605	-8.56018
0.061	-8.96301
0.0615	-6.64673
0.062	-7.65381
0.0625	-5.63965
0.063	0.70496
0.0635	6.54602
0.064	15.71045
0.0645	26.88904
0.065	32.12585
0.0655	28.19824
0.066	24.97559
0.0665	21.75293
0.067	16.41541
0.0675	1.51062
0.068	-3.7262
0.0685	-10.47363
0.069	-21.45081
0.0695	-29.50745
0.07	-32.12585
0.0705	-24.57275
0.071	-18.93311
0.0715	-15.40833
0.072	-4.93469
0.0725	-4.22974
0.073	-1.10779
0.0735	11.98425
0.074	22.55859
0.0745	24.97559
0.075	18.73169
0.0755	9.36584
0.076	9.16443
0.0765	8.05664
0.077	8.35876
0.0775	0.60425
0.078	-0.70496
0.0785	-4.12903
0.079	-5.33752
0.0795	-7.95593
0.08	-12.18567
0.0805	-16.61682
0.081	-21.45081
0.0815	-21.55151
0.082	-18.53027
0.0825	-14.30054
0.083	-5.53894
0.0835	-8.96301
0.084	-6.64673
0.0845	-2.01416
0.085	2.21558
0.0855	-1.2085
0.086	7.85522
0.0865	6.2439
0.087	5.33752
0.0875	7.95593
0.088	7.5531
0.0885	1.00708
0.089	0.30212
0.0895	-10.97717
0.09	-5.33752
0.0905	-3.42407
0.091	-2.41699
0.0915	-0.90637
0.092	-1.71204
0.0925	5.94177
0.093	7.25098
0.0935	10.67505
0.094	16.01257
0.0945	16.51611
0.095	18.22815
0.0955	21.95435
0.096	36.75842
0.0965	37.86621
0.097	36.05347
0.0975	36.75842
0.098	41.08887
0.0985	41.4917
0.099	43.50586
0.0995	39.27612
0.1	41.39099
0.1005	43.50586
0.101	36.25488
0.1015	33.83789
0.102	31.62231
0.1025	26.98975
0.103	25.98267
0.1035	16.71753
0.104	13.29346
0.1045	3.62549
0.105	-4.63257
0.1055	-18.12744
0.106	-26.18408
0.1065	-27.59399
0.107	-32.52869
0.1075	-36.25488
0.108	-43.30444
0.1085	-44.31152
0.109	-48.33984
0.1095	-43.40515
0.11	-33.33435
0.1105	-20.24231
0.111	-15.50903
0.1115	-15.30762
0.112	-4.83398
0.1125	-5.84106
0.113	-4.12903
0.1135	-0.60425
0.114	4.63257
0.1145	1.3092
0.115	5.43823
0.1155	3.02124
0.116	1.00708
0.1165	-0.20142
0.117	-3.62549
0.1175	1.40991
0.118	-2.92053
0.1185	-2.31628
0.119	-5.53894
0.1195	-10.47363
0.12	-16.11328
0.1205	-13.49487
0.121	-7.04956
0.1215	-15.91187
0.122	-15.30762
0.1225	-15.50903
0.123	-15.20691
0.1235	-12.68921
0.124	-7.15027
0.1245	-4.83398
0.125	-4.73328
0.1255	-2.5177
0.126	1.91345
0.1265	15.20691
0.127	24.06921
0.1275	27.49329
0.128	37.7655
0.1285	46.72852
0.129	47.93701
0.1295	45.72144
0.13	52.06604
0.1305	47.8363
0.131	38.77258
0.1315	31.72302
0.132	27.39258
0.1325	25.47913
0.133	24.77417
0.1335	20.44373
0.134	21.55151
0.1345	13.09204
0.135	13.19275
0.1355	15.60974
0.136	21.14868
0.1365	23.76709
0.137	25.27771
0.1375	19.33594
0.138	5.94177
0.1385	-8.25806
0.139	-20.94727
0.1395	-31.82373
0.14	-43.00232
0.1405	-52.771
0.141	-60.4248
0.1415	-59.71985
0.142	-64.85596
0.1425	-57.00073
0.143	-53.47595
0.1435	-47.03064
0.144	-43.10303
0.1445	-32.22656
0.145	-25.98267
0.1455	-14.09912
0.146	-6.64673
0.1465	-0.80566
0.147	-2.31628
0.1475	1.40991
0.148	3.22266
0.1485	-0.50354
0.149	1.91345
0.1495	5.53894
0.15	9.06372
0.1505	7.95593
0.151	6.2439
0.1515	2.21558
0.152	13.09204
0.1525	9.86938
0.153	7.35168
0.1535	2.01416
0.154	8.15735
0.1545	1.51062
0.155	4.53186
0.1555	1.91345
0.156	6.54602
0.1565	0.60425
0.157	-0.90637
0.1575	-4.02832
0.158	0.70496
0.1585	2.71912
0.159	-0.60425
0.1595	-3.42407
0.16	-0.20142
0.1605	-2.11487
0.161	14.60266
0.1615	17.6239
0.162	29.50745
0.1625	31.82373
0.163	32.83081
0.1635	39.98108
0.164	35.65063
0.1645	34.24072
0.165	24.37134
0.1655	16.11328
0.166	3.92761
0.1665	-7.5531
0.167	-22.35718
0.1675	-31.72302
0.168	-43.20374
0.1685	-53.37524
0.169	-62.9425
0.1695	-69.38782
0.17	-84.09119
0.1705	-81.17065
0.171	-82.37915
0.1715	-81.67419
0.172	-78.55225
0.1725	-60.52551
0.173	-50.55542
0.1735	-37.46338
0.174	-31.92444
0.1745	-22.6593
0.175	-9.97009
0.1755	-10.57434
0.176	-6.2439
0.1765	-3.62549
0.177	-2.5177
0.1775	2.31628
0.178	5.43823
0.1785	11.07788
0.179	12.78992
0.1795	12.89062
0.18	12.48779
0.1805	11.68213
0.181	14.50195
0.1815	11.88354
0.182	14.09912
0.1825	14.60266
0.183	15.60974
0.1835	20.64514
0.184	19.73877
0.1845	17.82532
0.185	20.24231
0.1855	23.76709
0.186	18.63098
0.1865	15.40833
0.187	16.61682
0.1875	19.13452
0.188	19.33594
0.1885	25.47913
0.189	27.29187
0.1895	27.09045
0.19	20.94727
0.1905	17.12036
0.191	19.23523
0.1915	34.24072
0.192	37.96692
0.1925	36.55701
0.193	46.82922
0.1935	49.34692
0.194	57.20215
0.1945	55.59082
0.195	62.13684
0.1955	55.99365
0.196	55.3894
0.1965	54.88586
0.197	52.97241
0.1975	42.19666
0.198	47.53418
0.1985	32.83081
0.199	25.177
0.1995	9.56726
0.2	-4.33044
0.2005	-20.64514
0.201	-29.40674
0.2015	-34.64355
0.202	-32.62939
0.2025	-26.78833
0.203	-28.09753
0.2035	-32.02515
0.204	-32.7301
0.2045	-28.50037
0.205	-17.82532
0.2055	-17.32178
0.206	-10.67505
0.2065	-6.3446
0.207	-5.43823
