Franco_Uliana_Left_1.c3d  



Time(s):	A_L_bicipite(μV):
0	0
0.0005	6.84814
0.001	9.36584
0.0015	16.3147
0.002	11.58142
0.0025	15.91187
0.003	16.3147
0.0035	19.53735
0.004	19.73877
0.0045	16.51611
0.005	14.50195
0.0055	10.17151
0.006	18.63098
0.0065	12.99133
0.007	6.84814
0.0075	11.58142
0.008	10.17151
0.0085	3.7262
0.009	12.5885
0.0095	6.3446
0.01	6.74744
0.0105	11.38
0.011	8.56018
0.0115	6.94885
0.012	5.74036
0.0125	5.23682
0.013	5.0354
0.0135	7.85522
0.014	16.21399
0.0145	28.09753
0.015	34.94568
0.0155	42.09595
0.016	39.88037
0.0165	37.86621
0.017	25.88196
0.0175	24.27063
0.018	4.93469
0.0185	-3.42407
0.019	-8.56018
0.0195	-11.88354
0.02	-12.99133
0.0205	-17.22107
0.021	-16.41541
0.0215	-10.87646
0.022	-7.45239
0.0225	-3.22266
0.023	-4.43115
0.0235	-1.3092
0.024	0.80566
0.0245	2.5177
0.025	0.70496
0.0255	3.42407
0.026	0.10071
0.0265	-1.3092
0.027	-3.7262
0.0275	-6.84814
0.028	2.21558
0.0285	5.94177
0.029	6.64673
0.0295	5.53894
0.03	5.33752
0.0305	4.12903
0.031	12.68921
0.0315	8.66089
0.032	6.74744
0.0325	7.85522
0.033	4.33044
0.0335	7.5531
0.034	6.14319
0.0345	7.85522
0.035	8.96301
0.0355	1.61133
0.036	7.15027
0.0365	4.43115
0.037	5.23682
0.0375	9.36584
0.038	4.22974
0.0385	4.33044
0.039	-0.80566
0.0395	5.33752
0.04	3.12195
0.0405	10.77576
0.041	7.65381
0.0415	2.21558
0.042	6.2439
0.0425	10.57434
0.043	8.25806
0.0435	6.14319
0.044	4.33044
0.0445	4.02832
0.045	4.33044
0.0455	7.35168
0.046	3.42407
0.0465	6.44531
0.047	8.45947
0.0475	0.40283
0.048	5.74036
0.0485	6.2439
0.049	4.43115
0.0495	1.71204
0.05	4.22974
0.0505	5.84106
0.051	8.8623
0.0515	5.13611
0.052	5.13611
0.0525	7.45239
