Alessio_Russo_Left_2.c3d  



Time(s):	C_R_bicipite(μV):
0	28.39966
0.0005	-5.0354
0.001	-24.67346
0.0015	-39.27612
0.002	-57.8064
0.0025	-62.43896
0.003	-75.12817
0.0035	-79.45862
0.004	-73.51685
0.0045	-68.78357
0.005	-66.36658
0.0055	-46.72852
0.006	-5.33752
0.0065	29.40674
0.007	35.54993
0.0075	43.50586
0.008	41.79382
0.0085	34.03931
0.009	23.36426
0.0095	8.66089
0.01	-7.04956
0.0105	-17.01965
0.011	-24.37134
0.0115	-34.24072
0.012	-31.11877
0.0125	-33.13293
0.013	-35.95276
0.0135	-38.57117
0.014	-37.46338
0.0145	-38.16833
0.015	-40.98816
0.0155	-44.41223
0.016	-44.31152
0.0165	-43.20374
0.017	-33.73718
0.0175	-17.6239
0.018	-21.04797
0.0185	-20.54443
0.019	-20.94727
0.0195	-15.20691
0.02	-5.84106
0.0205	5.0354
0.021	18.8324
0.0215	17.6239
0.022	16.81824
0.0225	23.06213
0.023	17.12036
0.0235	8.25806
0.024	2.21558
0.0245	-5.13611
0.025	-8.8623
0.0255	-3.02124
0.026	0
0.0265	5.53894
0.027	10.87646
0.0275	18.02673
0.028	16.41541
0.0285	17.22107
0.029	19.23523
0.0295	38.26904
0.03	52.8717
0.0305	84.2926
0.031	114.20288
0.0315	127.09351
0.032	142.30042
0.0325	139.37988
0.033	119.94324
0.0335	87.01172
0.034	61.23047
0.0345	36.4563
0.035	19.73877
0.0355	8.05664
0.036	1.00708
0.0365	-10.97717
0.037	-12.89062
0.0375	41.69312
0.038	82.88269
0.0385	89.02588
0.039	71.30127
0.0395	45.2179
0.04	4.83398
0.0405	-22.55859
0.041	-43.50586
0.0415	-56.69861
0.042	-68.98499
0.0425	-89.83154
0.043	-99.09668
0.0435	-102.31934
0.044	-71.30127
0.0445	-44.51294
0.045	-32.93152
0.0455	-42.7002
0.046	-48.64197
0.0465	-56.09436
0.047	-65.05737
0.0475	-78.35083
0.048	-79.66003
0.0485	-82.58057
0.049	-76.84021
0.0495	-76.84021
0.05	-75.83313
0.0505	-70.3949
0.051	-63.04321
0.0515	-59.01489
0.052	-45.01648
0.0525	-42.09595
0.053	-35.14709
0.0535	-32.7301
0.054	-29.50745
0.0545	-27.19116
0.055	-15.20691
0.0555	-3.02124
0.056	-2.81982
0.0565	-0.50354
0.057	1.81274
0.0575	4.73328
0.058	26.98975
0.0585	53.47595
0.059	60.72693
0.0595	66.06445
0.06	62.9425
0.0605	45.62073
0.061	39.17542
0.0615	27.79541
0.062	23.46497
0.0625	59.51843
0.063	85.29968
0.0635	95.77332
0.064	96.57898
0.0645	104.13208
0.065	90.73792
0.0655	76.53809
0.066	71.50269
0.0665	72.81189
0.067	61.02905
0.0675	42.39807
0.068	36.75842
0.0685	24.16992
0.069	8.35876
0.0695	-11.68213
0.07	-23.96851
0.0705	-51.96533
0.071	-71.09985
0.0715	-85.5011
0.072	-97.18323
0.0725	-102.11792
0.073	-93.0542
0.0735	-89.328
0.074	-89.12659
0.0745	-96.17615
0.075	-84.59473
0.0755	-73.11401
0.076	-68.17932
0.0765	-57.30286
0.077	-46.72852
0.0775	-32.22656
0.078	-23.76709
0.0785	-15.00549
0.079	-9.06372
0.0795	-2.01416
0.08	-0.10071
0.0805	2.01416
0.081	6.74744
0.0815	12.78992
