Franco_Uliana_Left_2.c3d  



Time(s):	A_L_bicipite(μV):
0	11.38
0.0005	10.47363
0.001	11.98425
0.0015	13.09204
0.002	10.37292
0.0025	11.58142
0.003	7.75452
0.0035	11.98425
0.004	12.5885
0.0045	12.38708
0.005	13.797
0.0055	6.14319
0.006	10.37292
0.0065	7.65381
0.007	16.11328
0.0075	15.00549
0.008	11.38
0.0085	6.3446
0.009	9.26514
0.0095	8.56018
0.01	8.25806
0.0105	7.15027
0.011	4.63257
0.0115	9.56726
0.012	7.75452
0.0125	5.74036
0.013	5.0354
0.0135	4.93469
0.014	4.43115
0.0145	6.84814
0.015	11.17859
0.0155	7.95593
0.016	11.38
0.0165	5.43823
0.017	2.01416
0.0175	8.7616
0.018	4.83398
0.0185	10.17151
0.019	9.06372
0.0195	12.18567
0.02	7.5531
0.0205	8.25806
0.021	7.95593
0.0215	6.64673
0.022	4.93469
0.0225	4.83398
0.023	3.8269
0.0235	3.92761
0.024	5.74036
0.0245	2.92053
0.025	4.93469
0.0255	2.5177
0.026	7.04956
0.0265	10.0708
0.027	10.67505
0.0275	13.49487
0.028	3.7262
0.0285	9.97009
0.029	9.16443
0.0295	7.25098
0.03	4.63257
0.0305	8.35876
0.031	7.85522
0.0315	12.5885
0.032	11.58142
0.0325	10.47363
0.033	9.36584
0.0335	10.0708
0.034	10.0708
0.0345	11.88354
0.035	8.7616
0.0355	10.57434
0.036	5.94177
0.0365	8.56018
0.037	7.45239
0.0375	3.32336
0.038	6.2439
0.0385	10.57434
0.039	5.94177
0.0395	7.75452
0.04	1.81274
0.0405	8.66089
0.041	11.38
0.0415	4.33044
0.042	7.25098
0.0425	10.57434
0.043	11.38
0.0435	9.76868
0.044	7.95593
0.0445	7.5531
0.045	7.75452
0.0455	3.22266
0.046	1.3092
0.0465	4.33044
0.047	3.8269
0.0475	9.16443
0.048	4.33044
0.0485	7.5531
0.049	5.43823
0.0495	8.15735
0.05	7.25098
0.0505	4.43115
0.051	5.13611
0.0515	1.3092
0.052	6.84814
0.0525	6.84814
0.053	10.0708
0.0535	3.8269
0.054	5.13611
0.0545	6.64673
0.055	4.12903
0.0555	1.81274
0.056	0.90637
0.0565	-1.91345
0.057	0.30212
0.0575	2.92053
0.058	0.20142
0.0585	1.91345
0.059	6.2439
0.0595	1.51062
0.06	1.2085
0.0605	1.51062
0.061	0.10071
0.0615	3.42407
0.062	0.30212
0.0625	8.25806
0.063	5.43823
0.0635	2.31628
0.064	4.73328
0.0645	0.50354
0.065	1.51062
0.0655	1.51062
0.066	8.05664
0.0665	1.51062
0.067	7.65381
0.0675	12.18567
0.068	10.17151
0.0685	4.73328
0.069	8.05664
0.0695	1.81274
0.07	-0.90637
0.0705	1.2085
0.071	0.10071
0.0715	-5.0354
0.072	-4.02832
0.0725	-0.70496
0.073	-1.2085
0.0735	1.00708
0.074	-1.40991
0.0745	-3.32336
0.075	-0.40283
0.0755	-2.01416
0.076	0.30212
0.0765	5.53894
0.077	0.50354
0.0775	10.27222
0.078	1.81274
0.0785	-1.40991
0.079	6.54602
0.0795	4.02832
0.08	0.20142
0.0805	4.53186
0.081	6.84814
0.0815	6.84814
0.082	5.84106
0.0825	6.14319
0.083	2.31628
0.0835	2.21558
0.084	3.32336
0.0845	9.16443
0.085	9.16443
0.0855	12.68921
0.086	4.33044
0.0865	2.11487
0.087	3.12195
0.0875	10.47363
0.088	5.53894
0.0885	7.35168
0.089	5.94177
0.0895	4.93469
0.09	1.2085
0.0905	5.84106
0.091	9.86938
0.0915	9.86938
0.092	5.23682
0.0925	6.64673
0.093	1.3092
0.0935	6.2439
0.094	1.61133
0.0945	3.22266
0.095	5.53894
0.0955	2.5177
0.096	5.84106
0.0965	4.73328
0.097	1.51062
0.0975	-1.91345
0.098	3.22266
0.0985	7.95593
0.099	0.80566
0.0995	0.60425
0.1	2.61841
0.1005	5.53894
0.101	-1.2085
0.1015	0.70496
0.102	1.51062
0.1025	7.75452
0.103	3.62549
0.1035	-0.40283
0.104	2.41699
0.1045	-2.11487
0.105	1.3092
0.1055	4.73328
0.106	1.51062
0.1065	5.63965
0.107	3.62549
0.1075	1.00708
0.108	-1.2085
0.1085	-2.61841
0.109	-0.30212
0.1095	5.94177
0.11	4.63257
0.1105	3.32336
0.111	6.14319
0.1115	7.35168
0.112	17.01965
0.1125	8.05664
0.113	9.56726
0.1135	7.15027
0.114	5.63965
0.1145	6.54602
0.115	5.84106
0.1155	10.67505
0.116	7.35168
0.1165	10.37292
0.117	2.41699
0.1175	8.56018
0.118	11.58142
0.1185	12.68921
0.119	11.58142
0.1195	13.797
0.12	18.8324
0.1205	13.89771
0.121	11.88354
0.1215	8.25806
0.122	2.92053
0.1225	12.28638
0.123	6.2439
0.1235	8.66089
0.124	6.2439
0.1245	11.17859
0.125	15.50903
0.1255	9.97009
0.126	6.44531
0.1265	5.94177
0.127	7.65381
0.1275	7.95593
0.128	8.25806
0.1285	5.63965
0.129	6.3446
0.1295	7.75452
0.13	6.04248
0.1305	0.30212
0.131	5.84106
0.1315	3.02124
0.132	6.2439
0.1325	4.12903
0.133	9.36584
0.1335	7.25098
0.134	6.64673
0.1345	5.23682
0.135	7.5531
0.1355	3.8269
0.136	6.2439
0.1365	5.23682
0.137	7.65381
0.1375	10.17151
0.138	10.17151
0.1385	5.94177
0.139	5.23682
0.1395	4.43115
0.14	5.84106
0.1405	4.02832
0.141	10.0708
0.1415	11.88354
0.142	5.33752
0.1425	9.16443
0.143	6.84814
0.1435	5.74036
0.144	7.25098
0.1445	5.23682
0.145	4.43115
0.1455	7.35168
0.146	1.00708
0.1465	6.64673
0.147	11.58142
0.1475	6.3446
0.148	6.74744
0.1485	8.25806
0.149	4.73328
0.1495	12.5885
0.15	4.43115
0.1505	7.75452
0.151	2.81982
0.1515	4.43115
0.152	2.41699
0.1525	8.35876
0.153	2.5177
0.1535	7.85522
0.154	0.10071
0.1545	-0.40283
0.155	2.5177
0.1555	1.61133
0.156	2.31628
0.1565	-1.40991
0.157	2.61841
0.1575	-1.2085
0.158	11.38
0.1585	4.83398
0.159	6.14319
0.1595	9.16443
0.16	6.64673
0.1605	6.64673
0.161	7.25098
0.1615	3.22266
0.162	7.35168
0.1625	8.25806
0.163	3.92761
0.1635	3.52478
0.164	2.92053
0.1645	4.93469
0.165	0.10071
0.1655	8.8623
0.166	2.61841
0.1665	1.00708
0.167	7.25098
0.1675	3.42407
0.168	4.33044
0.1685	8.15735
0.169	6.74744
0.1695	0.90637
0.17	6.74744
0.1705	6.14319
0.171	0.70496
0.1715	6.94885
0.172	3.92761
0.1725	0
0.173	7.15027
0.1735	4.22974
0.174	-0.30212
0.1745	0.10071
0.175	2.5177
0.1755	2.21558
0.176	4.22974
0.1765	0.30212
0.177	2.92053
0.1775	5.84106
0.178	4.63257
0.1785	4.12903
0.179	2.81982
0.1795	6.84814
0.18	6.84814
0.1805	4.93469
0.181	5.13611
0.1815	6.44531
0.182	3.42407
0.1825	2.61841
0.183	4.73328
0.1835	9.36584
0.184	6.94885
0.1845	6.2439
0.185	5.0354
0.1855	9.66797
0.186	4.22974
0.1865	10.17151
0.187	4.43115
0.1875	4.02832
0.188	4.12903
0.1885	7.04956
0.189	6.04248
0.1895	6.2439
0.19	4.43115
0.1905	2.41699
0.191	6.74744
0.1915	5.63965
0.192	8.15735
0.1925	2.31628
0.193	2.5177
0.1935	4.93469
0.194	11.07788
0.1945	5.13611
0.195	3.52478
0.1955	8.7616
0.196	7.25098
0.1965	4.83398
0.197	4.53186
0.1975	6.14319
0.198	7.45239
0.1985	5.43823
0.199	5.13611
0.1995	7.45239
0.2	9.36584
0.2005	8.7616
0.201	13.19275
0.2015	13.19275
0.202	4.43115
0.2025	5.74036
0.203	2.01416
0.2035	5.43823
0.204	1.40991
0.2045	1.71204
0.205	-0.10071
0.2055	11.38
0.206	7.35168
0.2065	5.0354
0.207	6.3446
0.2075	9.56726
0.208	9.06372
0.2085	6.94885
0.209	7.5531
0.2095	6.94885
0.21	6.94885
0.2105	4.33044
0.211	6.94885
0.2115	10.17151
0.212	0.70496
0.2125	1.91345
0.213	3.52478
0.2135	6.94885
0.214	9.86938
0.2145	4.93469
0.215	5.84106
0.2155	7.5531
0.216	5.33752
0.2165	4.22974
0.217	6.64673
0.2175	-1.81274
0.218	1.61133
0.2185	6.94885
0.219	9.06372
0.2195	6.54602
0.22	9.86938
0.2205	7.95593
0.221	10.57434
0.2215	7.25098
0.222	3.92761
0.2225	6.54602
0.223	9.06372
0.2235	8.05664
0.224	5.84106
0.2245	9.26514
0.225	7.75452
0.2255	12.78992
0.226	5.53894
0.2265	8.15735
0.227	5.74036
0.2275	11.98425
0.228	9.06372
0.2285	14.60266
0.229	8.05664
0.2295	9.16443
0.23	11.48071
0.2305	10.97717
0.231	9.76868
0.2315	3.12195
0.232	4.43115
0.2325	10.0708
0.233	6.74744
0.2335	0.50354
0.234	3.7262
0.2345	4.22974
0.235	3.12195
0.2355	4.22974
0.236	1.51062
0.2365	2.21558
0.237	4.43115
0.2375	4.43115
0.238	-0.30212
0.2385	0.80566
0.239	5.33752
0.2395	3.42407
0.24	5.94177
0.2405	3.12195
0.241	2.31628
0.2415	0.30212
0.242	1.81274
0.2425	1.61133
0.243	1.51062
0.2435	-2.5177
0.244	-0.30212
0.2445	2.61841
0.245	2.01416
0.2455	0.50354
0.246	1.00708
0.2465	1.51062
0.247	0.80566
0.2475	0.50354
0.248	0.40283
0.2485	10.57434
0.249	4.63257
0.2495	3.32336
0.25	-2.01416
0.2505	1.3092
0.251	-3.12195
0.2515	1.81274
0.252	-0.40283
0.2525	3.02124
0.253	-1.81274
0.2535	-2.92053
0.254	-5.23682
0.2545	-5.13611
0.255	-2.81982
0.2555	3.62549
0.256	3.8269
0.2565	5.33752
0.257	2.92053
0.2575	0.80566
0.258	4.83398
0.2585	5.23682
0.259	6.04248
0.2595	-1.00708
0.26	-0.30212
0.2605	-0.20142
0.261	5.0354
0.2615	-1.71204
0.262	-0.80566
0.2625	-4.12903
0.263	-2.21558
0.2635	0.40283
0.264	-0.80566
0.2645	1.81274
0.265	2.11487
0.2655	2.61841
0.266	5.63965
0.2665	1.3092
0.267	5.84106
0.2675	1.61133
0.268	2.01416
0.2685	1.10779
0.269	7.65381
