Franco_Uliana_Left_1.c3d  



Time(s):	A_L_bicipite(μV):
0	-8.15735
0.0005	-10.17151
0.001	-14.19983
0.0015	-14.60266
0.002	-5.84106
0.0025	-0.60425
0.003	2.92053
0.0035	10.97717
0.004	14.50195
0.0045	17.32178
0.005	21.65222
0.0055	19.23523
0.006	23.66638
0.0065	14.90479
0.007	13.39417
0.0075	9.86938
0.008	8.15735
0.0085	4.73328
0.009	3.02124
0.0095	-0.40283
0.01	-1.81274
0.0105	-0.40283
0.011	-1.00708
0.0115	8.7616
0.012	9.66797
0.0125	7.25098
0.013	11.48071
0.0135	8.96301
0.014	20.74585
0.0145	17.01965
0.015	19.23523
0.0155	22.6593
0.016	17.32178
0.0165	17.12036
0.017	13.99841
0.0175	10.67505
0.018	6.04248
0.0185	2.31628
0.019	-3.8269
0.0195	-9.06372
0.02	-12.78992
0.0205	-19.33594
0.021	-25.07629
0.0215	-28.80249
0.022	-35.2478
0.0225	-30.61523
0.023	-32.83081
0.0235	-34.84497
0.024	-26.78833
0.0245	-25.78125
0.025	-17.52319
0.0255	-13.49487
0.026	-10.67505
0.0265	-4.33044
0.027	-2.61841
0.0275	-1.51062
0.028	2.41699
0.0285	6.94885
0.029	12.78992
0.0295	15.60974
0.03	15.20691
0.0305	19.73877
0.031	10.57434
0.0315	15.60974
0.032	17.82532
0.0325	21.14868
0.033	21.85364
0.0335	24.06921
0.034	29.00391
0.0345	28.80249
0.035	30.61523
0.0355	26.88904
0.036	27.59399
0.0365	25.07629
0.037	22.86072
0.0375	27.6947
0.038	33.53577
0.0385	35.65063
0.039	38.06763
0.0395	31.62231
0.04	31.52161
0.0405	32.93152
0.041	29.20532
0.0415	27.19116
0.042	17.82532
0.0425	11.2793
0.043	-2.41699
0.0435	-2.01416
0.044	-12.08496
0.0445	-21.75293
0.045	-26.98975
0.0455	-27.99683
0.046	-25.68054
0.0465	-31.21948
0.047	-30.11169
0.0475	-26.18408
0.048	-19.53735
0.0485	-19.33594
0.049	-15.50903
0.0495	-13.69629
0.05	-7.04956
0.0505	-1.81274
0.051	1.91345
0.0515	4.33044
0.052	10.47363
0.0525	16.81824
0.053	22.35718
0.0535	18.53027
0.054	17.42249
0.0545	13.89771
0.055	20.24231
0.0555	21.04797
0.056	21.04797
0.0565	22.86072
0.057	14.70337
0.0575	8.35876
0.058	8.25806
0.0585	13.99841
0.059	10.47363
0.0595	7.25098
0.06	6.54602
0.0605	2.41699
0.061	6.44531
0.0615	9.16443
0.062	4.63257
0.0625	4.22974
0.063	10.47363
0.0635	3.8269
0.064	7.25098
0.0645	9.46655
0.065	2.5177
0.0655	2.71912
0.066	-6.2439
0.0665	-8.05664
0.067	-12.68921
0.0675	-15.71045
0.068	-18.73169
0.0685	-18.8324
0.069	-26.18408
0.0695	-19.43665
0.07	-29.10461
0.0705	-21.55151
0.071	-31.11877
0.0715	-24.87488
0.072	-21.65222
0.0725	-19.73877
0.073	-15.20691
0.0735	-8.45947
0.074	-8.05664
0.0745	-1.61133
0.075	-0.50354
0.0755	-4.53186
0.076	0.80566
0.0765	7.45239
0.077	9.06372
0.0775	5.13611
0.078	6.54602
0.0785	7.25098
0.079	8.35876
0.0795	8.25806
0.08	11.88354
0.0805	17.32178
0.081	19.13452
0.0815	17.12036
0.082	13.39417
0.0825	16.01257
0.083	16.3147
0.0835	17.72461
0.084	19.73877
0.0845	31.32019
0.085	31.82373
0.0855	36.05347
0.086	37.26196
0.0865	37.46338
0.087	37.7655
0.0875	36.4563
0.088	33.23364
0.0885	33.33435
0.089	27.09045
0.0895	25.177
0.09	21.55151
0.0905	11.48071
0.091	10.27222
0.0915	11.2793
0.092	4.22974
0.0925	4.83398
0.093	0
0.0935	-1.91345
0.094	0.80566
0.0945	2.31628
0.095	2.11487
0.0955	-1.3092
0.096	-5.33752
0.0965	-4.33044
0.097	-3.92761
0.0975	-11.78284
0.098	-13.09204
0.0985	-9.97009
0.099	-9.86938
0.0995	-9.36584
0.1	-4.93469
0.1005	-8.35876
0.101	-0.80566
0.1015	8.25806
0.102	6.74744
0.1025	15.20691
0.103	17.12036
0.1035	24.47205
0.104	25.07629
0.1045	26.18408
0.105	20.04089
0.1055	17.92603
0.106	19.13452
0.1065	24.16992
0.107	19.03381
0.1075	17.42249
0.108	14.70337
0.1085	8.7616
0.109	2.41699
0.1095	-0.10071
0.11	-6.14319
0.1105	-14.40125
0.111	-16.61682
0.1115	-15.30762
0.112	-20.1416
0.1125	-17.92603
0.113	-11.98425
0.1135	-11.2793
0.114	-11.17859
0.1145	-1.81274
0.115	4.02832
0.1155	8.25806
0.116	12.5885
0.1165	15.20691
0.117	14.90479
0.1175	20.34302
0.118	19.83948
0.1185	15.81116
0.119	15.50903
0.1195	10.0708
0.12	0.80566
0.1205	-3.7262
0.121	-1.2085
0.1215	1.10779
0.122	7.45239
0.1225	14.90479
0.123	12.28638
0.1235	7.65381
0.124	10.97717
0.1245	13.09204
0.125	18.22815
0.1255	18.73169
0.126	20.24231
0.1265	21.3501
0.127	20.04089
0.1275	15.71045
0.128	9.86938
0.1285	3.92761
0.129	0.70496
0.1295	0.80566
0.13	-2.31628
0.1305	-3.42407
0.131	2.5177
0.1315	6.54602
0.132	5.84106
0.1325	6.74744
0.133	8.7616
0.1335	5.43823
0.134	11.68213
0.1345	10.17151
0.135	7.75452
0.1355	12.78992
0.136	20.1416
0.1365	20.24231
0.137	18.63098
0.1375	18.63098
0.138	18.8324
0.1385	19.63806
0.139	22.05505
0.1395	27.09045
0.14	22.96143
0.1405	11.78284
0.141	13.29346
0.1415	8.35876
0.142	4.83398
0.1425	4.93469
0.143	4.83398
0.1435	5.94177
0.144	16.51611
0.1445	36.25488
0.145	45.82214
0.1455	54.28162
0.146	61.83472
0.1465	52.67029
0.147	55.2887
0.1475	49.64905
0.148	44.51294
0.1485	37.16125
0.149	26.18408
0.1495	22.35718
0.15	16.3147
0.1505	5.13611
0.151	-5.53894
0.1515	-13.19275
0.152	-25.68054
0.1525	-33.03223
0.153	-35.14709
0.1535	-39.88037
0.154	-42.19666
0.1545	-41.79382
0.155	-44.31152
0.1555	-23.96851
0.156	-13.797
0.1565	-6.2439
0.157	6.94885
0.1575	14.09912
0.158	23.06213
0.1585	22.76001
0.159	22.45789
0.1595	16.11328
0.16	16.11328
0.1605	23.16284
0.161	25.07629
0.1615	19.73877
0.162	8.45947
0.1625	-1.00708
0.163	-15.1062
0.1635	-23.96851
0.164	-32.12585
0.1645	-43.50586
0.165	-49.14551
0.1655	-45.92285
0.166	-40.1825
0.1665	-44.11011
0.167	-40.88745
0.1675	-44.0094
0.168	-42.29736
0.1685	-36.65771
0.169	-39.17542
0.1695	-33.83789
0.17	-25.57983
0.1705	-27.89612
0.171	-17.6239
0.1715	-13.89771
0.172	-10.47363
0.1725	-8.15735
0.173	-5.74036
0.1735	-1.71204
0.174	1.51062
0.1745	5.0354
0.175	10.77576
0.1755	12.28638
0.176	10.57434
0.1765	0.60425
0.177	6.2439
0.1775	8.8623
0.178	13.69629
0.1785	21.24939
0.179	18.12744
0.1795	16.91895
0.18	18.63098
0.1805	13.89771
0.181	11.88354
0.1815	9.76868
0.182	18.32886
0.1825	14.70337
0.183	13.797
0.1835	9.46655
0.184	13.19275
0.1845	15.20691
0.185	19.83948
0.1855	22.15576
0.186	28.39966
0.1865	31.21948
0.187	39.17542
0.1875	49.34692
0.188	57.8064
0.1885	62.9425
0.189	61.12976
0.1895	58.51135
0.19	55.99365
0.1905	42.8009
0.191	34.74426
0.1915	26.28479
0.192	13.09204
0.1925	12.89062
0.193	-3.62549
0.1935	-12.89062
0.194	-16.21399
0.1945	-4.43115
0.195	-10.77576
0.1955	0.70496
0.196	24.16992
0.1965	36.55701
0.197	45.2179
0.1975	55.2887
0.198	95.37048
0.1985	111.8866
0.199	117.92908
0.1995	107.45544
0.2	93.25562
0.2005	76.94092
0.201	62.53967
0.2015	37.46338
0.202	8.25806
0.2025	-18.02673
0.203	-40.78674
0.2035	-60.72693
0.204	-82.68127
0.2045	-96.57898
0.205	-106.24695
0.2055	-107.25403
0.206	-102.82288
0.2065	-90.33508
0.207	-72.30835
0.2075	-62.43896
0.208	-54.98657
0.2085	-44.81506
0.209	-26.68762
0.2095	0
0.21	21.95435
0.2105	65.15808
0.211	92.55066
0.2115	99.80164
0.212	94.06128
0.2125	89.328
0.213	80.86853
0.2135	65.3595
0.214	52.46887
0.2145	34.34143
0.215	18.73169
0.2155	-1.40991
0.216	-17.12036
0.2165	-31.72302
0.217	-48.13843
0.2175	-61.33118
0.218	-74.92676
0.2185	-87.91809
0.219	-83.28552
0.2195	-84.69543
0.22	-76.43738
0.2205	-65.25879
0.221	-58.30994
0.2215	-47.63489
0.222	-35.2478
0.2225	-21.55151
0.223	-15.20691
0.2235	-4.93469
0.224	-0.10071
0.2245	1.91345
