Alex_Venditti_Right_2.c3d  



Time(s):	A_L_bicipite(μV):
0	6.04248
0.0005	8.05664
0.001	7.85522
0.0015	5.53894
0.002	5.53894
0.0025	4.33044
0.003	3.92761
0.0035	1.71204
0.004	9.46655
0.0045	9.66797
0.005	10.77576
0.0055	3.62549
0.006	4.53186
0.0065	8.45947
0.007	5.43823
0.0075	11.98425
0.008	1.40991
0.0085	4.43115
0.009	1.51062
0.0095	2.5177
0.01	4.22974
0.0105	1.61133
0.011	3.02124
0.0115	1.3092
0.012	5.74036
0.0125	2.92053
0.013	1.71204
0.0135	3.42407
0.014	-1.61133
0.0145	1.81274
0.015	2.61841
0.0155	5.13611
0.016	0
0.0165	4.93469
0.017	4.83398
0.0175	4.83398
0.018	5.43823
0.0185	9.56726
0.019	5.84106
0.0195	3.8269
0.02	5.13611
0.0205	9.56726
0.021	16.21399
0.0215	6.74744
0.022	5.63965
0.0225	6.54602
0.023	3.8269
0.0235	6.44531
0.024	13.89771
0.0245	10.37292
0.025	8.25806
0.0255	1.51062
0.026	7.15027
0.0265	2.81982
0.027	7.45239
0.0275	7.75452
0.028	1.71204
0.0285	9.97009
0.029	4.33044
0.0295	6.44531
0.03	4.43115
0.0305	1.10779
0.031	5.43823
0.0315	10.47363
0.032	7.95593
0.0325	8.66089
0.033	7.04956
0.0335	3.12195
0.034	3.02124
0.0345	4.83398
0.035	4.22974
0.0355	2.31628
0.036	0.60425
0.0365	5.33752
0.037	6.3446
0.0375	6.84814
0.038	6.64673
0.0385	-0.40283
0.039	2.71912
0.0395	6.74744
0.04	3.42407
0.0405	7.25098
0.041	0.10071
0.0415	8.05664
0.042	4.93469
0.0425	3.02124
0.043	-2.41699
0.0435	9.06372
0.044	0.50354
0.0445	4.22974
0.045	3.32336
0.0455	0
0.046	1.3092
0.0465	3.12195
0.047	3.7262
0.0475	0.80566
0.048	3.42407
0.0485	4.83398
0.049	1.2085
0.0495	1.2085
0.05	-2.21558
0.0505	-3.52478
0.051	0.30212
0.0515	0.50354
0.052	3.32336
0.0525	2.41699
0.053	2.31628
0.0535	5.23682
0.054	9.26514
0.0545	6.94885
0.055	4.22974
0.0555	3.8269
0.056	12.78992
0.0565	12.5885
0.057	9.97009
0.0575	8.96301
0.058	8.56018
0.0585	3.92761
0.059	2.71912
0.0595	4.93469
0.06	6.2439
0.0605	6.74744
0.061	3.7262
0.0615	5.0354
0.062	3.8269
0.0625	4.33044
0.063	8.05664
0.0635	4.63257
0.064	-1.10779
0.0645	5.94177
0.065	6.64673
0.0655	1.00708
0.066	3.22266
0.0665	4.12903
0.067	2.81982
0.0675	2.41699
0.068	1.3092
0.0685	6.14319
0.069	5.84106
0.0695	8.25806
0.07	3.02124
0.0705	10.87646
0.071	4.63257
0.0715	7.5531
0.072	5.13611
0.0725	10.47363
0.073	8.05664
0.0735	4.22974
0.074	6.04248
0.0745	5.0354
0.075	4.83398
0.0755	3.32336
0.076	8.35876
0.0765	6.94885
0.077	1.2085
0.0775	1.71204
0.078	4.73328
0.0785	5.63965
0.079	7.5531
0.0795	4.43115
0.08	8.96301
0.0805	5.74036
0.081	7.75452
0.0815	7.04956
0.082	5.0354
0.0825	9.26514
0.083	8.15735
0.0835	4.73328
0.084	3.02124
0.0845	7.5531
0.085	-0.30212
0.0855	2.71912
0.086	1.2085
0.0865	-0.20142
0.087	3.92761
0.0875	-2.21558
0.088	1.81274
0.0885	2.61841
0.089	2.81982
0.0895	3.42407
0.09	2.71912
0.0905	5.63965
0.091	-0.90637
0.0915	1.81274
0.092	6.2439
0.0925	2.5177
0.093	8.25806
0.0935	4.83398
0.094	6.14319
0.0945	11.48071
0.095	5.43823
0.0955	6.3446
0.096	2.41699
0.0965	7.85522
0.097	2.71912
0.0975	5.0354
0.098	7.75452
0.0985	2.5177
0.099	5.94177
0.0995	4.02832
0.1	5.33752
0.1005	6.2439
0.101	5.53894
0.1015	9.16443
0.102	8.15735
0.1025	10.57434
0.103	11.78284
0.1035	12.48779
0.104	7.65381
0.1045	5.33752
0.105	4.93469
0.1055	6.04248
0.106	3.7262
0.1065	2.71912
0.107	6.94885
0.1075	5.84106
0.108	6.54602
0.1085	1.2085
0.109	2.81982
0.1095	3.12195
0.11	-1.61133
0.1105	1.71204
0.111	2.81982
0.1115	2.11487
0.112	5.94177
0.1125	3.12195
0.113	8.66089
0.1135	7.85522
0.114	5.63965
0.1145	6.3446
0.115	4.02832
0.1155	4.02832
0.116	9.06372
0.1165	7.75452
0.117	-0.60425
0.1175	1.3092
0.118	3.42407
0.1185	0.80566
0.119	3.52478
0.1195	0.40283
0.12	5.84106
0.1205	7.65381
0.121	3.02124
0.1215	-1.10779
0.122	-0.50354
0.1225	0.10071
0.123	4.63257
0.1235	0.90637
0.124	2.61841
0.1245	3.12195
0.125	3.12195
0.1255	1.3092
0.126	6.04248
0.1265	1.40991
0.127	-1.2085
0.1275	3.7262
0.128	8.45947
0.1285	4.53186
0.129	6.94885
0.1295	7.65381
0.13	5.94177
0.1305	11.88354
0.131	7.04956
0.1315	11.78284
0.132	4.02832
0.1325	4.63257
0.133	4.83398
0.1335	7.35168
0.134	11.2793
0.1345	10.17151
0.135	11.98425
0.1355	8.05664
0.136	7.04956
0.1365	6.54602
0.137	5.63965
0.1375	4.73328
0.138	9.16443
0.1385	14.09912
0.139	5.33752
0.1395	4.73328
0.14	2.81982
0.1405	3.62549
0.141	4.43115
0.1415	0.20142
0.142	5.43823
0.1425	6.54602
0.143	7.25098
0.1435	1.00708
0.144	0.60425
0.1445	-2.92053
0.145	5.53894
0.1455	7.65381
0.146	-0.10071
0.1465	1.61133
0.147	9.06372
0.1475	7.25098
0.148	6.74744
0.1485	2.81982
0.149	8.8623
0.1495	5.84106
0.15	3.92761
0.1505	4.53186
0.151	6.94885
0.1515	5.43823
0.152	2.81982
0.1525	8.35876
0.153	3.22266
0.1535	3.62549
0.154	8.35876
0.1545	6.54602
