Gianluca_La_Polta_Right_1.c3d  



Time(s):	B_L_bicipite(μV):
0	4.63257
0.0005	4.73328
0.001	3.42407
0.0015	1.61133
0.002	4.83398
0.0025	7.15027
0.003	3.22266
0.0035	5.0354
0.004	3.22266
0.0045	4.22974
0.005	1.71204
0.0055	5.94177
0.006	1.71204
0.0065	4.02832
0.007	-0.70496
0.0075	-0.80566
0.008	5.13611
0.0085	6.54602
0.009	2.31628
0.0095	1.61133
0.01	8.66089
0.0105	11.88354
0.011	2.11487
0.0115	5.94177
0.012	5.63965
0.0125	9.06372
0.013	5.84106
0.0135	5.33752
0.014	7.25098
0.0145	11.68213
0.015	8.96301
0.0155	11.98425
0.016	3.42407
0.0165	4.12903
0.017	11.38
0.0175	11.48071
0.018	4.73328
0.0185	8.15735
0.019	4.43115
0.0195	10.97717
0.02	8.8623
0.0205	0.30212
0.021	5.43823
0.0215	8.05664
0.022	4.93469
0.0225	7.15027
0.023	3.02124
0.0235	7.25098
0.024	11.17859
0.0245	5.0354
0.025	4.02832
0.0255	3.7262
0.026	0.50354
0.0265	5.74036
0.027	-0.60425
0.0275	7.45239
0.028	2.31628
0.0285	5.23682
0.029	6.64673
0.0295	8.25806
0.03	5.0354
0.0305	6.54602
0.031	10.97717
0.0315	9.66797
0.032	10.17151
0.0325	11.78284
0.033	12.5885
0.0335	12.28638
0.034	11.48071
0.0345	9.56726
0.035	9.16443
0.0355	8.66089
0.036	5.84106
0.0365	7.35168
0.037	1.51062
0.0375	2.21558
0.038	1.00708
0.0385	7.04956
0.039	7.15027
0.0395	8.7616
0.04	3.52478
0.0405	3.8269
0.041	7.45239
0.0415	8.8623
0.042	3.52478
0.0425	7.15027
0.043	5.84106
0.0435	4.53186
0.044	6.14319
0.0445	11.88354
0.045	6.44531
0.0455	12.08496
0.046	6.3446
0.0465	8.7616
0.047	1.71204
0.0475	7.04956
0.048	9.76868
0.0485	8.45947
0.049	2.71912
0.0495	2.01416
0.05	0.10071
0.0505	11.58142
0.051	8.15735
0.0515	6.14319
0.052	3.32336
0.0525	8.8623
0.053	12.78992
0.0535	10.87646
0.054	12.28638
0.0545	10.57434
0.055	14.40125
0.0555	13.49487
0.056	13.59558
0.0565	10.97717
0.057	14.70337
0.0575	12.89062
0.058	7.65381
0.0585	7.65381
0.059	6.54602
0.0595	9.56726
0.06	3.52478
0.0605	0.50354
0.061	7.75452
0.0615	7.65381
0.062	10.0708
0.0625	12.99133
0.063	5.23682
0.0635	5.63965
0.064	7.45239
0.0645	10.17151
0.065	5.53894
0.0655	10.0708
0.066	10.47363
0.0665	9.56726
0.067	11.48071
0.0675	6.2439
0.068	6.84814
0.0685	5.13611
0.069	7.25098
0.0695	1.61133
0.07	5.23682
0.0705	8.05664
0.071	4.63257
0.0715	3.22266
0.072	0.60425
0.0725	1.81274
0.073	5.23682
0.0735	6.2439
0.074	4.83398
0.0745	5.94177
0.075	6.2439
0.0755	6.64673
0.076	3.52478
0.0765	6.04248
0.077	11.17859
0.0775	5.74036
0.078	8.05664
0.0785	7.25098
