Domenico_Di_Fonza_Left_2.c3d  



Time(s):	C_R_bicipite(μV):
0	-3.02124
0.0005	-6.3446
0.001	-5.94177
0.0015	-10.27222
0.002	-2.41699
0.0025	-1.10779
0.003	-5.74036
0.0035	-5.63965
0.004	-4.53186
0.0045	1.61133
0.005	-1.40991
0.0055	1.51062
0.006	3.8269
0.0065	5.43823
0.007	4.83398
0.0075	7.95593
0.008	8.35876
0.0085	6.44531
0.009	5.63965
0.0095	11.17859
0.01	10.47363
0.0105	7.25098
0.011	4.93469
0.0115	4.73328
0.012	5.94177
0.0125	3.12195
0.013	2.81982
0.0135	2.81982
0.014	6.44531
0.0145	2.11487
0.015	4.53186
0.0155	7.65381
0.016	2.81982
0.0165	-3.32336
0.017	-3.22266
0.0175	-5.94177
0.018	-8.15735
0.0185	-5.43823
0.019	-5.94177
0.0195	-6.44531
0.02	-5.23682
0.0205	-3.42407
0.021	-2.41699
0.0215	1.71204
0.022	-2.71912
0.0225	-1.81274
0.023	-0.80566
0.0235	-6.04248
0.024	-7.95593
0.0245	-5.53894
0.025	-4.53186
0.0255	-6.44531
0.026	-9.16443
0.0265	-8.35876
0.027	-4.02832
0.0275	-8.05664
0.028	-5.33752
0.0285	-7.5531
0.029	-12.48779
0.0295	-11.07788
0.03	-6.84814
0.0305	-3.12195
0.031	-3.8269
0.0315	0.30212
0.032	1.3092
0.0325	1.61133
0.033	-1.91345
0.0335	-0.20142
0.034	3.52478
0.0345	6.44531
0.035	0.30212
0.0355	5.0354
0.036	0
0.0365	6.14319
0.037	5.74036
0.0375	-0.80566
0.038	-4.83398
0.0385	2.71912
0.039	4.12903
0.0395	-2.81982
0.04	-4.22974
0.0405	0.70496
0.041	-1.00708
0.0415	4.22974
0.042	5.94177
0.0425	1.71204
0.043	0.40283
0.0435	2.61841
0.044	-2.92053
0.0445	-0.30212
0.045	-0.60425
0.0455	-1.00708
0.046	4.33044
0.0465	-0.90637
0.047	0.50354
0.0475	3.22266
0.048	3.02124
0.0485	4.02832
0.049	5.63965
0.0495	2.71912
0.05	1.81274
0.0505	-2.01416
0.051	8.25806
0.0515	7.15027
0.052	6.04248
0.0525	5.23682
0.053	2.92053
0.0535	-0.60425
0.054	3.62549
0.0545	5.63965
0.055	1.40991
0.0555	-1.51062
0.056	2.41699
0.0565	4.22974
0.057	2.01416
0.0575	7.45239
0.058	7.15027
0.0585	4.02832
0.059	5.53894
0.0595	5.13611
0.06	-5.33752
0.0605	0.40283
0.061	-2.61841
0.0615	-2.01416
0.062	0.80566
0.0625	-4.73328
0.063	-5.0354
0.0635	0.60425
0.064	0.30212
0.0645	1.00708
0.065	-0.10071
0.0655	-0.70496
0.066	-0.30212
0.0665	-1.71204
0.067	-7.95593
0.0675	-2.5177
0.068	-0.60425
0.0685	-4.93469
0.069	-6.04248
0.0695	-6.74744
0.07	-3.42407
0.0705	1.81274
0.071	4.33044
0.0715	-0.10071
0.072	-2.92053
0.0725	-3.02124
0.073	2.71912
0.0735	5.0354
0.074	-0.90637
0.0745	-0.20142
0.075	5.74036
0.0755	5.84106
0.076	-2.92053
0.0765	0.30212
0.077	0.20142
0.0775	3.7262
0.078	0.30212
0.0785	2.81982
0.079	2.61841
0.0795	2.5177
0.08	4.93469
0.0805	1.00708
0.081	-1.3092
0.0815	1.61133
0.082	3.92761
0.0825	-0.30212
0.083	-2.41699
0.0835	0.90637
0.084	-3.62549
0.0845	1.61133
0.085	-1.2085
0.0855	3.52478
0.086	-3.62549
0.0865	-4.73328
0.087	-8.8623
0.0875	-4.43115
0.088	-1.2085
0.0885	-5.43823
0.089	-4.12903
0.0895	-5.94177
0.09	0.70496
0.0905	-1.00708
0.091	-4.02832
0.0915	-5.0354
0.092	-1.10779
0.0925	-6.3446
0.093	-2.01416
0.0935	-5.43823
0.094	1.71204
0.0945	-0.80566
0.095	-1.51062
0.0955	-0.30212
0.096	-2.41699
0.0965	-2.01416
0.097	-3.12195
0.0975	1.00708
0.098	-3.62549
0.0985	2.92053
0.099	-1.51062
