Domenico_Di_Fonza_Left_1.c3d  



Time(s):	C_R_bicipite(μV):
0.415	42.8009
0.4155	24.37134
0.416	7.45239
0.4165	-5.33752
0.417	-8.35876
0.4175	-10.67505
0.418	-7.75452
0.4185	-9.56726
0.419	-15.91187
0.4195	-22.55859
0.42	-25.47913
0.4205	-24.87488
0.421	-18.53027
0.4215	-19.23523
0.422	-18.32886
0.4225	-15.91187
0.423	-16.91895
0.4235	-11.88354
0.424	-12.5885
0.4245	-20.44373
0.425	-17.01965
0.4255	-13.29346
0.426	-17.01965
0.4265	-23.8678
0.427	-24.27063
0.4275	-31.11877
0.428	-38.57117
0.4285	-50.65613
0.429	-50.75684
0.4295	-56.49719
0.43	-62.74109
0.4305	-58.81348
0.431	-62.33826
0.4315	-67.47437
0.432	-56.49719
0.4325	-59.61914
0.433	-57.00073
0.4335	-53.97949
0.434	-71.30127
0.4345	-87.91809
0.435	-85.29968
0.4355	-69.99207
0.436	-50.75684
0.4365	-33.43506
0.437	-17.22107
0.4375	7.65381
0.438	31.62231
0.4385	54.68445
0.439	82.58057
0.4395	101.9165
0.44	123.46802
0.4405	137.66785
0.441	139.98413
0.4415	140.99121
0.442	145.9259
0.4425	129.71191
0.443	101.01013
0.4435	72.71118
0.444	48.03772
0.4445	24.27063
0.445	15.50903
0.4455	15.50903
0.446	4.83398
0.4465	9.46655
0.447	6.54602
0.4475	-5.33752
0.448	-9.86938
0.4485	-8.25806
0.449	-0.80566
0.4495	-6.2439
0.45	-2.61841
0.4505	-3.62549
0.451	-4.53186
0.4515	-4.73328
0.452	-3.8269
0.4525	-4.43115
0.453	-6.84814
0.4535	-7.85522
0.454	-3.8269
0.4545	-8.66089
0.455	-12.08496
0.4555	-10.97717
0.456	-17.72461
0.4565	-20.24231
0.457	-25.88196
0.4575	-28.39966
0.458	-24.47205
0.4585	-18.53027
0.459	-13.99841
0.4595	-14.50195
0.46	-7.85522
0.4605	-13.39417
0.461	-11.98425
0.4615	-14.70337
0.462	-11.98425
0.4625	-10.67505
0.463	-7.65381
0.4635	-9.86938
0.464	-3.42407
0.4645	-1.71204
0.465	-3.92761
0.4655	-4.53186
0.466	-9.66797
0.4665	-13.89771
0.467	-20.34302
0.4675	-30.41382
0.468	-57.50427
0.4685	-68.48145
0.469	-61.02905
0.4695	-71.90552
0.47	-67.77649
0.4705	-65.15808
0.471	-57.40356
0.4715	-51.26038
0.472	-26.48621
0.4725	-8.45947
0.473	5.53894
0.4735	22.96143
0.474	30.81665
0.4745	41.18958
0.475	62.13684
0.4755	73.91968
0.476	85.80322
0.4765	82.88269
0.477	84.19189
0.4775	67.27295
0.478	62.23755
0.4785	47.63489
0.479	38.57117
0.4795	36.55701
0.48	27.09045
0.4805	21.24939
0.481	9.16443
0.4815	-5.74036
0.482	-17.82532
0.4825	-30.11169
0.483	-25.177
0.4835	-27.19116
0.484	-33.33435
0.4845	-24.47205
0.485	-19.13452
0.4855	-13.39417
0.486	-12.78992
0.4865	-18.63098
0.487	-20.44373
0.4875	-20.34302
0.488	-20.1416
0.4885	-26.58691
0.489	-17.52319
0.4895	-18.63098
0.49	-14.50195
0.4905	-17.32178
0.491	-16.3147
0.4915	-15.1062
0.492	-13.797
0.4925	-6.44531
0.493	2.81982
0.4935	13.797
0.494	18.93311
0.4945	26.48621
0.495	32.12585
0.4955	36.85913
0.496	40.48462
0.4965	31.82373
0.497	24.77417
0.4975	14.70337
0.498	16.01257
0.4985	1.10779
0.499	-15.60974
0.4995	-14.80408
0.5	-18.73169
0.5005	-13.49487
0.501	-15.50903
0.5015	-7.35168
0.502	-8.66089
0.5025	-8.15735
0.503	-6.14319
0.5035	-1.91345
0.504	3.8269
0.5045	-1.3092
0.505	-13.29346
0.5055	-16.41541
0.506	-20.44373
0.5065	-25.78125
0.507	-65.56091
0.5075	-102.92358
0.508	-147.53723
0.5085	-191.34521
0.509	-214.50806
0.5095	-222.46399
0.51	-220.95337
0.5105	-205.34363
0.511	-179.76379
0.5115	-137.66785
0.512	-97.18323
0.5125	-57.50427
0.513	-8.05664
0.5135	39.77966
0.514	83.68835
0.5145	127.39563
0.515	151.46484
0.5155	176.44043
0.516	190.74097
0.5165	206.65283
0.517	213.19885
0.5175	211.78894
0.518	201.01318
0.5185	196.48132
0.519	181.37512
0.5195	175.53406
0.52	154.18396
0.5205	132.12891
0.521	100.20447
0.5215	76.13525
0.522	52.8717
0.5225	35.54993
0.523	9.76868
0.5235	-7.45239
0.524	-25.98267
0.5245	-35.2478
0.525	-26.68762
0.5255	-31.72302
0.526	-38.57117
0.5265	-36.4563
0.527	-30.31311
0.5275	-24.97559
0.528	-20.44373
0.5285	-17.01965
0.529	-18.32886
0.5295	-21.75293
0.53	-20.94727
0.5305	-19.43665
0.531	-23.46497
0.5315	-24.97559
0.532	-26.68762
0.5325	-25.57983
0.533	-25.07629
0.5335	-38.26904
0.534	-72.30835
0.5345	-89.12659
0.535	-90.73792
0.5355	-87.41455
0.536	-81.57349
0.5365	-74.12109
0.537	-59.92126
0.5375	-44.0094
0.538	-24.87488
0.5385	-2.61841
0.539	19.63806
0.5395	35.75134
0.54	55.59082
0.5405	64.05029
0.541	72.61047
0.5415	68.98499
0.542	60.4248
0.5425	49.44763
0.543	39.27612
0.5435	22.96143
0.544	23.56567
0.5445	11.17859
0.545	7.25098
0.5455	-2.31628
0.546	-12.68921
0.5465	-10.27222
0.547	-18.32886
0.5475	-29.20532
0.548	-34.74426
0.5485	-34.84497
0.549	-27.39258
0.5495	-19.94019
0.55	-19.53735
0.5505	-14.50195
0.551	-5.33752
0.5515	-9.97009
0.552	-10.27222
0.5525	-19.43665
0.553	-33.73718
0.5535	-45.92285
0.554	-49.85046
0.5545	-52.26746
0.555	-51.05896
0.5555	-44.51294
0.556	-36.15417
0.5565	-17.32178
0.557	-10.97717
0.5575	1.2085
0.558	12.08496
0.5585	30.41382
0.559	41.4917
0.5595	53.17383
0.56	52.8717
0.5605	53.47595
0.561	47.13135
0.5615	49.0448
0.562	41.99524
0.5625	38.47046
0.563	28.60107
0.5635	9.76868
0.564	11.68213
0.5645	15.91187
0.565	18.22815
0.5655	15.50903
0.566	8.35876
0.5665	1.71204
0.567	-3.7262
0.5675	-13.69629
0.568	-19.73877
0.5685	-16.51611
0.569	-9.56726
0.5695	-8.7616
0.57	-9.16443
0.5705	-16.41541
0.571	-15.71045
0.5715	-29.30603
0.572	-29.30603
0.5725	-36.55701
0.573	-32.22656
0.5735	-31.62231
0.574	-31.82373
0.5745	-28.70178
0.575	-31.72302
0.5755	-26.68762
0.576	-22.05505
0.5765	-18.02673
0.577	-12.5885
0.5775	-5.23682
0.578	6.3446
0.5785	2.61841
0.579	-1.51062
0.5795	-8.25806
0.58	-11.78284
0.5805	-19.53735
0.581	-10.77576
0.5815	-7.5531
0.582	-5.53894
0.5825	-2.61841
0.583	-11.58142
0.5835	-13.69629
0.584	-12.08496
0.5845	-13.59558
0.585	-6.84814
0.5855	-10.57434
0.586	-3.12195
0.5865	-2.01416
0.587	10.97717
0.5875	14.30054
0.588	13.29346
0.5885	23.8678
0.589	29.80957
0.5895	37.06055
0.59	42.19666
0.5905	43.60657
0.591	40.58533
0.5915	25.37842
0.592	11.78284
0.5925	-3.32336
0.593	-4.83398
0.5935	-8.05664
0.594	-14.09912
0.5945	-16.01257
0.595	-20.44373
0.5955	-17.72461
0.596	-14.19983
0.5965	-7.75452
0.597	8.15735
0.5975	23.76709
0.598	17.92603
0.5985	13.49487
0.599	10.87646
0.5995	12.99133
0.6	10.47363
0.6005	12.99133
0.601	9.26514
0.6015	1.91345
0.602	4.22974
0.6025	11.17859
0.603	5.43823
0.6035	5.13611
0.604	14.80408
0.6045	23.36426
0.605	29.20532
0.6055	40.88745
0.606	44.31152
0.6065	39.47754
0.607	36.55701
0.6075	33.53577
0.608	27.59399
0.6085	17.32178
0.609	7.35168
0.6095	9.36584
0.61	5.94177
0.6105	6.04248
0.611	-0.30212
0.6115	-8.8623
0.612	-12.18567
0.6125	-20.04089
0.613	-24.67346
0.6135	-24.37134
0.614	-21.3501
0.6145	-19.53735
0.615	-15.1062
0.6155	-8.96301
0.616	-6.94885
0.6165	-5.94177
0.617	-5.53894
0.6175	-5.63965
0.618	-4.12903
0.6185	-9.16443
0.619	-3.62549
0.6195	2.5177
0.62	-1.61133
0.6205	-3.02124
0.621	-4.33044
0.6215	-6.3446
0.622	-10.17151
0.6225	-19.63806
0.623	-18.63098
0.6235	-19.63806
0.624	-15.60974
0.6245	-14.70337
0.625	-19.43665
0.6255	-19.53735
0.626	-15.60974
0.6265	-13.89771
