Gianluca_La_Polta_Right_2.c3d  



Time(s):	A_L_bicipite(μV):
0	7.25098
0.0005	9.36584
0.001	2.92053
0.0015	-5.23682
0.002	-6.64673
0.0025	-16.51611
0.003	-16.41541
0.0035	-15.20691
0.004	-18.8324
0.0045	-20.84656
0.005	-18.53027
0.0055	-18.02673
0.006	-12.68921
0.0065	-1.81274
0.007	-4.63257
0.0075	-6.84814
0.008	-4.73328
0.0085	-3.8269
0.009	-8.25806
0.0095	-5.84106
0.01	-8.05664
0.0105	-7.5531
0.011	-7.15027
0.0115	-6.84814
0.012	-7.65381
0.0125	-0.60425
0.013	-8.56018
0.0135	-2.71912
0.014	-4.93469
0.0145	-10.47363
0.015	-23.96851
0.0155	-20.1416
0.016	-14.30054
0.0165	-18.53027
0.017	-11.17859
0.0175	-12.28638
0.018	-12.78992
0.0185	-12.18567
0.019	-3.02124
0.0195	1.10779
0.02	3.7262
0.0205	3.12195
0.021	8.25806
0.0215	9.46655
0.022	10.37292
0.0225	7.45239
0.023	6.84814
0.0235	6.04248
0.024	5.13611
0.0245	6.94885
0.025	10.0708
0.0255	9.56726
0.026	8.96301
0.0265	6.74744
0.027	7.25098
0.0275	5.43823
0.028	3.92761
0.0285	0.60425
0.029	5.94177
0.0295	1.81274
0.03	-2.21558
0.0305	4.53186
0.031	4.53186
0.0315	2.41699
0.032	1.3092
0.0325	0.40283
0.033	-1.91345
0.0335	1.10779
0.034	-0.40283
0.0345	-5.33752
0.035	-3.92761
0.0355	-7.04956
0.036	-15.00549
0.0365	-13.69629
0.037	-13.89771
0.0375	-13.49487
0.038	-13.89771
0.0385	-18.42957
0.039	-19.13452
0.0395	-17.72461
0.04	-14.40125
0.0405	-11.2793
0.041	-13.59558
0.0415	-9.56726
0.042	-11.2793
0.0425	-5.63965
0.043	-10.27222
0.0435	3.32336
0.044	15.00549
0.0445	22.76001
0.045	26.08337
0.0455	34.74426
0.046	41.59241
0.0465	44.91577
0.047	39.57825
0.0475	43.70728
0.048	40.48462
0.0485	27.59399
0.049	26.08337
0.0495	19.73877
0.05	21.04797
0.0505	15.1062
0.051	10.97717
0.0515	10.0708
0.052	10.47363
0.0525	2.81982
0.053	7.15027
0.0535	11.58142
0.054	10.0708
0.0545	10.27222
0.055	9.16443
0.0555	8.66089
0.056	-2.01416
0.0565	-32.32727
0.057	-50.55542
0.0575	-59.51843
0.058	-52.16675
0.0585	-38.77258
0.059	-24.87488
0.0595	-12.99133
0.06	8.45947
0.0605	30.91736
0.061	35.65063
0.0615	45.01648
0.062	53.87878
0.0625	54.98657
0.063	53.77808
0.0635	45.82214
0.064	41.39099
0.0645	35.04639
0.065	24.57275
0.0655	14.30054
0.066	12.89062
0.0665	11.88354
0.067	4.93469
0.0675	6.94885
0.068	-0.60425
0.0685	-10.17151
0.069	-11.07788
0.0695	-3.52478
0.07	-7.65381
0.0705	-4.02832
0.071	1.51062
0.0715	-4.22974
0.072	-5.84106
0.0725	-2.21558
0.073	-0.20142
0.0735	-3.8269
0.074	-1.71204
0.0745	-4.12903
0.075	3.52478
0.0755	-1.81274
0.076	-4.22974
0.0765	-2.01416
0.077	-1.3092
0.0775	-0.20142
0.078	1.00708
0.0785	-2.92053
0.079	-6.74744
0.0795	-9.16443
0.08	-1.10779
0.0805	-4.93469
0.081	-5.43823
0.0815	-1.10779
0.082	-2.61841
0.0825	-3.02124
0.083	-2.92053
0.0835	-1.10779
0.084	-2.01416
0.0845	-3.8269
0.085	2.92053
0.0855	-0.40283
0.086	-9.26514
0.0865	-15.40833
0.087	-17.32178
0.0875	-12.5885
0.088	-7.15027
0.0885	-0.90637
0.089	1.51062
0.0895	5.23682
0.09	6.94885
0.0905	9.36584
0.091	10.47363
0.0915	10.97717
0.092	9.56726
0.0925	12.5885
0.093	14.40125
0.0935	14.09912
0.094	11.88354
0.0945	13.39417
0.095	17.92603
0.0955	26.28479
0.096	19.94019
0.0965	19.94019
0.097	17.6239
0.0975	11.2793
0.098	7.25098
0.0985	3.32336
0.099	3.62549
0.0995	4.83398
0.1	2.5177
0.1005	1.91345
0.101	1.00708
0.1015	2.81982
0.102	0.60425
0.1025	0.60425
0.103	7.5531
0.1035	6.2439
0.104	6.04248
0.1045	1.71204
0.105	2.71912
0.1055	6.94885
0.106	9.26514
0.1065	4.43115
0.107	4.43115
0.1075	4.93469
0.108	11.2793
0.1085	10.27222
0.109	10.97717
0.1095	9.97009
0.11	2.81982
0.1105	2.5177
0.111	0.40283
0.1115	2.61841
0.112	3.42407
0.1125	8.25806
0.113	10.87646
0.1135	12.89062
0.114	10.47363
0.1145	5.33752
0.115	4.83398
0.1155	2.61841
0.116	3.02124
0.1165	4.93469
0.117	3.12195
0.1175	2.81982
0.118	9.16443
0.1185	0.80566
