Gianluca_La_Polta_Right_3.c3d  



Time(s):	A_L_bicipite(μV):
0	4.83398
0.0005	1.40991
0.001	5.23682
0.0015	1.51062
0.002	3.42407
0.0025	5.74036
0.003	5.23682
0.0035	7.04956
0.004	8.05664
0.0045	4.22974
0.005	6.3446
0.0055	6.14319
0.006	8.25806
0.0065	3.8269
0.007	1.91345
0.0075	4.12903
0.008	6.84814
0.0085	5.63965
0.009	7.65381
0.0095	1.00708
0.01	4.43115
0.0105	2.61841
0.011	7.5531
0.0115	4.33044
0.012	6.04248
0.0125	8.96301
0.013	5.23682
0.0135	5.33752
0.014	4.93469
0.0145	-2.21558
0.015	2.61841
0.0155	4.02832
0.016	3.92761
0.0165	3.62549
0.017	8.8623
0.0175	0.90637
0.018	4.33044
0.0185	6.44531
0.019	5.13611
0.0195	5.63965
0.02	4.33044
0.0205	1.71204
0.021	-4.33044
0.0215	-1.51062
0.022	5.0354
0.0225	1.81274
0.023	5.63965
0.0235	3.42407
0.024	4.43115
0.0245	9.16443
0.025	5.33752
0.0255	6.44531
0.026	6.84814
0.0265	7.25098
0.027	4.83398
0.0275	7.75452
0.028	9.66797
0.0285	9.56726
0.029	6.44531
0.0295	2.92053
0.03	5.0354
0.0305	1.3092
0.031	4.02832
0.0315	2.92053
0.032	-1.10779
0.0325	2.71912
0.033	7.45239
0.0335	9.86938
0.034	2.41699
0.0345	7.04956
0.035	3.52478
0.0355	1.81274
0.036	4.22974
0.0365	1.91345
0.037	7.15027
0.0375	1.40991
0.038	-0.20142
0.0385	-3.42407
0.039	-0.70496
0.0395	0.20142
0.04	4.33044
0.0405	-5.84106
0.041	-3.22266
0.0415	-4.53186
0.042	-3.32336
0.0425	5.33752
0.043	-0.90637
0.0435	0
0.044	1.61133
0.0445	3.12195
0.045	6.84814
0.0455	3.7262
0.046	5.0354
0.0465	2.01416
0.047	0.10071
0.0475	-0.20142
0.048	4.83398
0.0485	3.92761
0.049	1.10779
0.0495	7.45239
0.05	6.74744
0.0505	2.61841
0.051	1.2085
0.0515	5.43823
0.052	6.54602
0.0525	3.62549
0.053	10.37292
0.0535	12.38708
0.054	13.59558
0.0545	8.15735
0.055	10.87646
0.0555	9.56726
0.056	8.7616
0.0565	9.06372
0.057	5.23682
0.0575	13.09204
0.058	10.17151
0.0585	11.07788
0.059	10.77576
0.0595	9.06372
0.06	12.5885
0.0605	12.68921
0.061	11.78284
0.0615	9.56726
0.062	12.48779
0.0625	7.75452
0.063	4.22974
0.0635	9.26514
0.064	8.25806
0.0645	12.48779
0.065	6.04248
0.0655	8.66089
0.066	8.15735
0.0665	11.38
0.067	12.89062
0.0675	14.40125
0.068	12.18567
0.0685	12.5885
0.069	11.07788
0.0695	13.797
0.07	14.90479
0.0705	9.46655
0.071	10.37292
0.0715	13.39417
0.072	15.1062
0.0725	13.39417
0.073	6.2439
0.0735	12.18567
0.074	10.47363
0.0745	8.05664
0.075	8.66089
0.0755	8.56018
0.076	7.65381
0.0765	4.93469
0.077	0.80566
0.0775	5.94177
0.078	9.46655
0.0785	3.8269
0.079	5.94177
0.0795	6.94885
0.08	8.96301
0.0805	1.3092
0.081	8.56018
0.0815	0.70496
0.082	4.93469
0.0825	2.01416
0.083	6.64673
0.0835	11.78284
0.084	7.25098
