Francesco_Luisi_Left_1.c3d  



Time(s):	B_R_bicipite(μV):
0	3.42407
0.0005	4.73328
0.001	-0.40283
0.0015	-5.84106
0.002	3.8269
0.0025	5.13611
0.003	2.5177
0.0035	3.52478
0.004	2.92053
0.0045	4.43115
0.005	3.92761
0.0055	0.80566
0.006	-4.02832
0.0065	-1.71204
0.007	-1.2085
0.0075	3.22266
0.008	-4.93469
0.0085	-5.33752
0.009	2.01416
0.0095	2.61841
0.01	5.33752
0.0105	-1.3092
0.011	1.10779
0.0115	-2.71912
0.012	4.73328
0.0125	4.43115
0.013	7.5531
0.0135	2.21558
0.014	11.17859
0.0145	12.48779
0.015	10.67505
0.0155	15.30762
0.016	14.90479
0.0165	14.60266
0.017	13.69629
0.0175	14.50195
0.018	12.78992
0.0185	9.06372
0.019	13.49487
0.0195	10.87646
0.02	8.35876
0.0205	7.15027
0.021	9.56726
0.0215	12.48779
0.022	10.97717
0.0225	9.36584
0.023	11.88354
0.0235	7.65381
0.024	8.56018
0.0245	6.14319
0.025	2.31628
0.0255	2.92053
0.026	9.36584
0.0265	5.94177
0.027	3.7262
0.0275	8.7616
0.028	5.13611
0.0285	4.83398
0.029	-0.90637
0.0295	-1.40991
0.03	-1.51062
0.0305	-0.70496
0.031	-1.51062
0.0315	-1.2085
0.032	1.00708
0.0325	5.0354
0.033	1.81274
0.0335	7.65381
0.034	2.5177
0.0345	12.08496
0.035	2.5177
0.0355	2.92053
0.036	5.0354
0.0365	0.90637
0.037	7.35168
0.0375	1.2085
0.038	4.33044
0.0385	3.32336
0.039	3.02124
0.0395	6.54602
0.04	3.7262
0.0405	3.32336
0.041	3.92761
0.0415	-0.70496
0.042	-3.52478
0.0425	-0.40283
0.043	4.53186
0.0435	2.11487
0.044	3.32336
0.0445	4.63257
0.045	3.22266
0.0455	6.44531
0.046	9.76868
0.0465	2.81982
0.047	9.26514
0.0475	4.93469
0.048	2.21558
0.0485	8.25806
0.049	6.94885
0.0495	2.5177
0.05	4.53186
0.0505	-1.3092
0.051	6.3446
0.0515	2.92053
0.052	5.13611
0.0525	6.74744
0.053	6.14319
0.0535	11.98425
0.054	11.68213
0.0545	7.25098
0.055	10.57434
0.0555	14.09912
0.056	3.7262
0.0565	4.12903
0.057	0
0.0575	-3.42407
0.058	-3.92761
0.0585	-1.51062
0.059	2.61841
0.0595	2.5177
0.06	-1.2085
0.0605	1.10779
0.061	0
0.0615	-5.74036
0.062	-1.00708
0.0625	2.5177
0.063	-1.00708
0.0635	-1.10779
0.064	-0.90637
0.0645	3.02124
0.065	1.40991
0.0655	3.8269
0.066	0.80566
0.0665	4.63257
0.067	9.36584
0.0675	13.59558
0.068	18.93311
0.0685	21.55151
0.069	21.45081
0.0695	19.94019
0.07	20.64514
0.0705	17.22107
0.071	19.43665
0.0715	12.89062
0.072	11.68213
0.0725	10.27222
0.073	7.04956
0.0735	1.71204
0.074	-0.10071
0.0745	0.20142
0.075	1.40991
0.0755	6.44531
0.076	8.35876
0.0765	9.66797
0.077	11.88354
0.0775	9.76868
0.078	2.81982
0.0785	6.64673
0.079	2.61841
0.0795	-0.40283
0.08	2.21558
0.0805	1.51062
0.081	-2.41699
0.0815	0.50354
0.082	-1.51062
0.0825	0.70496
0.083	-2.61841
0.0835	-2.61841
0.084	-4.22974
0.0845	1.10779
0.085	-1.71204
0.0855	-3.32336
0.086	5.23682
0.0865	1.40991
0.087	4.63257
0.0875	-0.60425
0.088	5.53894
0.0885	1.2085
0.089	7.25098
0.0895	9.66797
0.09	4.83398
0.0905	8.45947
0.091	5.0354
0.0915	4.93469
0.092	11.2793
0.0925	8.45947
0.093	11.98425
0.0935	8.96301
0.094	8.25806
0.0945	9.97009
0.095	6.44531
0.0955	4.33044
0.096	2.81982
0.0965	-0.80566
0.097	1.00708
0.0975	-1.91345
0.098	-2.81982
0.0985	2.01416
0.099	2.81982
0.0995	1.71204
0.1	6.94885
0.1005	4.93469
0.101	3.7262
0.1015	1.00708
0.102	-2.11487
0.1025	2.71912
0.103	4.22974
0.1035	13.49487
0.104	3.52478
0.1045	7.45239
0.105	7.65381
0.1055	1.10779
0.106	7.25098
0.1065	9.66797
0.107	4.83398
0.1075	6.2439
0.108	-2.31628
0.1085	3.32336
0.109	10.77576
0.1095	9.97009
0.11	11.48071
0.1105	9.26514
0.111	7.5531
0.1115	6.54602
0.112	7.95593
0.1125	7.95593
0.113	4.22974
0.1135	1.10779
0.114	-0.70496
0.1145	1.40991
0.115	1.91345
0.1155	0.80566
0.116	4.63257
0.1165	3.22266
0.117	-1.91345
0.1175	1.61133
0.118	-0.80566
0.1185	5.74036
0.119	6.2439
0.1195	4.63257
0.12	-1.51062
0.1205	4.83398
0.121	6.2439
0.1215	11.17859
0.122	8.8623
0.1225	6.44531
0.123	9.36584
0.1235	6.3446
0.124	14.09912
0.1245	14.19983
0.125	9.86938
0.1255	11.98425
0.126	11.98425
0.1265	10.17151
0.127	10.0708
0.1275	8.7616
0.128	-0.40283
0.1285	2.71912
0.129	4.93469
0.1295	0.40283
0.13	2.71912
0.1305	6.14319
0.131	1.91345
0.1315	0.70496
0.132	-2.31628
0.1325	2.5177
0.133	0.10071
0.1335	0
0.134	-5.43823
0.1345	-1.61133
0.135	-3.22266
0.1355	-5.53894
0.136	-1.91345
0.1365	-6.54602
0.137	-1.81274
0.1375	-6.14319
0.138	-5.53894
0.1385	-4.43115
0.139	-5.33752
0.1395	-8.45947
0.14	-7.25098
0.1405	-6.94885
0.141	-1.10779
0.1415	-5.63965
0.142	-3.02124
0.1425	-5.53894
0.143	-1.91345
0.1435	-3.02124
0.144	0.20142
0.1445	6.94885
0.145	6.04248
0.1455	10.37292
0.146	7.35168
0.1465	3.52478
0.147	6.84814
0.1475	12.28638
0.148	9.97009
0.1485	9.97009
0.149	17.22107
0.1495	15.00549
0.15	6.94885
0.1505	9.76868
0.151	16.01257
0.1515	15.20691
0.152	13.59558
0.1525	14.40125
0.153	17.72461
0.1535	16.71753
0.154	13.59558
0.1545	14.60266
0.155	12.18567
0.1555	11.2793
0.156	11.68213
0.1565	11.17859
0.157	5.84106
0.1575	9.46655
0.158	2.5177
0.1585	8.35876
0.159	9.86938
0.1595	9.16443
0.16	8.25806
0.1605	12.08496
0.161	11.17859
0.1615	12.08496
0.162	12.48779
0.1625	18.42957
0.163	10.17151
0.1635	12.89062
0.164	10.17151
0.1645	7.95593
0.165	9.06372
0.1655	9.46655
0.166	12.78992
0.1665	7.35168
