Alex_Venditti_Right_1.c3d  



Time(s):	B_L_bicipite(μV):
0	50.05188
0.0005	56.19507
0.001	67.8772
0.0015	64.151
0.002	47.53418
0.0025	36.35559
0.003	29.30603
0.0035	18.73169
0.004	-7.65381
0.0045	-41.69312
0.005	-52.771
0.0055	-44.81506
0.006	-39.77966
0.0065	-42.59949
0.007	-41.39099
0.0075	-34.44214
0.008	-20.34302
0.0085	1.51062
0.009	25.68054
0.0095	38.47046
0.01	45.62073
0.0105	34.94568
0.011	11.38
0.0115	4.63257
0.012	0.10071
0.0125	-6.74744
0.013	-11.88354
0.0135	-27.6947
0.014	-35.04639
0.0145	-72.71118
0.015	-80.86853
0.0155	-68.48145
0.016	-46.5271
0.0165	-16.61682
0.017	-1.61133
0.0175	11.88354
0.018	31.32019
0.0185	55.18799
0.019	55.59082
0.0195	35.44922
0.02	28.19824
0.0205	17.92603
0.021	2.11487
0.0215	-9.36584
0.022	-1.3092
0.0225	6.84814
0.023	-13.797
0.0235	-26.3855
0.024	-27.89612
0.0245	-22.96143
0.025	-26.98975
0.0255	-23.76709
0.026	-5.74036
0.0265	14.50195
0.027	24.67346
0.0275	43.20374
0.028	55.59082
0.0285	52.56958
0.029	46.82922
0.0295	18.22815
0.03	-8.05664
0.0305	-31.01807
0.031	-50.55542
0.0315	-55.79224
0.032	-41.08887
0.0325	-20.24231
0.033	-6.3446
0.0335	-1.71204
0.034	-7.15027
0.0345	-18.12744
0.035	-18.8324
0.0355	-1.91345
0.036	-18.93311
0.0365	-22.25647
0.037	-25.37842
0.0375	-25.27771
0.038	-14.19983
0.0385	2.21558
0.039	21.55151
0.0395	36.4563
0.04	47.13135
0.0405	34.14001
0.041	6.74744
0.0415	-9.16443
0.042	-36.4563
0.0425	-45.52002
0.043	-77.64587
0.0435	-101.41296
0.044	-98.99597
0.0445	-65.56091
0.045	-15.71045
0.0455	17.32178
0.046	35.2478
0.0465	49.64905
0.047	71.50269
0.0475	86.50818
0.048	93.15491
0.0485	88.52234
0.049	75.93384
0.0495	64.65454
0.05	48.13843
0.0505	20.94727
0.051	0.30212
0.0515	-10.57434
0.052	8.66089
0.0525	31.62231
0.053	51.96533
0.0535	65.66162
0.054	79.66003
0.0545	82.88269
0.055	91.14075
0.0555	96.37756
0.056	92.44995
0.0565	97.48535
0.057	104.03137
0.0575	103.02429
0.058	84.2926
0.0585	71.7041
0.059	59.21631
0.0595	54.88586
0.06	51.46179
0.0605	42.19666
0.061	35.85205
0.0615	28.60107
0.062	10.77576
0.0625	9.46655
0.063	1.91345
0.0635	-2.81982
0.064	8.7616
0.0645	13.59558
0.065	1.00708
0.0655	-5.0354
0.066	-11.48071
0.0665	-14.70337
0.067	-12.48779
0.0675	-19.43665
0.068	-27.49329
0.0685	-41.08887
0.069	-55.49011
0.0695	-56.79932
0.07	-57.70569
0.0705	-48.03772
0.071	-37.96692
0.0715	-31.62231
0.072	-20.64514
0.0725	-21.75293
0.073	-13.19275
0.0735	-20.84656
0.074	-26.58691
0.0745	-53.27454
0.075	-122.96448
0.0755	-196.38062
0.076	-226.3916
0.0765	-224.88098
0.077	-212.69531
0.0775	-180.77087
0.078	-131.42395
0.0785	-70.3949
0.079	-6.94885
0.0795	40.2832
0.08	72.71118
0.0805	81.97632
0.081	59.61914
0.0815	18.02673
0.082	-7.04956
0.0825	-12.5885
0.083	-9.97009
0.0835	1.00708
0.084	-11.2793
0.0845	-5.53894
0.085	30.51453
0.0855	73.61755
0.086	102.52075
0.0865	97.18323
0.087	82.17773
0.0875	71.09985
0.088	60.92834
0.0885	24.16992
0.089	3.7262
0.0895	14.70337
0.09	3.52478
0.0905	-2.61841
0.091	-8.56018
0.0915	15.00549
0.092	49.54834
0.0925	63.44604
0.093	46.22498
0.0935	14.90479
0.094	-30.11169
0.0945	-70.99915
0.095	-87.91809
0.0955	-83.99048
0.096	-60.02197
0.0965	-24.47205
0.097	4.63257
0.0975	36.65771
0.098	58.41064
0.0985	80.4657
0.099	117.72766
0.0995	133.94165
0.1	134.84802
0.1005	125.18005
0.101	118.63403
0.1015	118.2312
0.102	118.33191
0.1025	105.13916
0.103	90.23438
0.1035	67.8772
0.104	65.15808
0.1045	69.38782
0.105	55.18799
0.1055	24.67346
0.106	-10.47363
0.1065	-38.06763
0.107	-48.74268
0.1075	-59.21631
0.108	-57.10144
0.1085	-51.05896
0.109	-38.77258
0.1095	-23.16284
0.11	-5.23682
0.1105	10.97717
0.111	20.64514
0.1115	19.23523
0.112	14.80408
0.1125	4.83398
0.113	6.44531
0.1135	2.21558
0.114	7.75452
0.1145	8.96301
0.115	19.43665
0.1155	25.27771
0.116	30.61523
0.1165	35.44922
0.117	34.44214
0.1175	31.4209
0.118	29.91028
0.1185	37.56409
0.119	46.32568
0.1195	52.36816
0.12	36.15417
0.1205	18.63098
0.121	10.37292
0.1215	2.21558
0.122	-4.33044
0.1225	-2.11487
0.123	-7.04956
0.1235	-8.35876
0.124	-9.66797
0.1245	-10.37292
0.125	-12.89062
0.1255	-18.8324
0.126	-31.62231
0.1265	-39.88037
0.127	-37.06055
0.1275	-33.73718
0.128	-32.32727
0.1285	-37.56409
0.129	-52.56958
0.1295	-81.97632
0.13	-153.78113
0.1305	-195.77637
0.131	-193.25867
0.1315	-182.78503
0.132	-155.29175
0.1325	-115.41138
0.133	-64.25171
0.1335	-4.43115
0.134	34.74426
0.1345	68.07861
0.135	82.37915
0.1355	90.23438
0.136	96.98181
0.1365	107.75757
0.137	104.63562
0.1375	101.9165
0.138	89.63013
0.1385	81.17065
0.139	69.1864
0.1395	61.12976
0.14	40.38391
0.1405	43.20374
0.141	48.94409
0.1415	58.51135
0.142	51.15967
0.1425	33.73718
0.143	8.8623
0.1435	-22.45789
0.144	-30.11169
0.1445	-49.74976
0.145	-62.03613
0.1455	-59.51843
0.146	-54.28162
0.1465	-43.70728
0.147	-24.77417
0.1475	-9.26514
0.148	6.94885
0.1485	23.26355
0.149	33.53577
0.1495	32.42798
0.15	6.64673
0.1505	-12.28638
0.151	-18.63098
0.1515	-22.25647
0.152	-22.55859
0.1525	-18.93311
0.153	-13.09204
0.1535	-6.14319
0.154	-10.47363
0.1545	-20.04089
0.155	-15.30762
0.1555	-10.27222
0.156	-8.7616
0.1565	-0.80566
0.157	-6.04248
0.1575	-6.44531
0.158	-0.20142
0.1585	14.80408
0.159	21.85364
0.1595	34.03931
0.16	35.2478
0.1605	43.20374
0.161	46.22498
0.1615	22.6593
0.162	4.02832
0.1625	-20.34302
0.163	-34.03931
0.1635	-40.38391
0.164	-40.68604
0.1645	-27.19116
0.165	3.92761
0.1655	-8.66089
0.166	-18.93311
0.1665	-26.08337
0.167	-17.82532
0.1675	-24.27063
0.168	-20.34302
0.1685	-15.71045
0.169	4.93469
0.1695	20.24231
0.17	44.31152
0.1705	50.95825
0.171	64.151
0.1715	62.74109
0.172	59.01489
0.1725	64.85596
0.173	57.10144
0.1735	52.56958
0.174	55.18799
0.1745	55.08728
0.175	58.00781
0.1755	63.64746
0.176	56.90002
0.1765	53.27454
0.177	47.7356
0.1775	57.9071
0.178	57.8064
0.1785	28.80249
0.179	17.72461
0.1795	8.66089
0.18	-4.73328
0.1805	-22.76001
0.181	-30.31311
0.1815	-28.9032
0.182	-20.94727
