Marco_Margarita_Left_2.c3d  



Time(s):	A_R_bicipite(μV):
0	11.68213
0.0005	3.7262
0.001	6.14319
0.0015	6.94885
0.002	8.7616
0.0025	9.56726
0.003	13.39417
0.0035	7.25098
0.004	6.44531
0.0045	5.33752
0.005	4.43115
0.0055	13.49487
0.006	11.58142
0.0065	6.44531
0.007	11.78284
0.0075	16.11328
0.008	13.19275
0.0085	12.28638
0.009	5.43823
0.0095	15.00549
0.01	9.66797
0.0105	3.12195
0.011	2.41699
0.0115	4.12903
0.012	7.95593
0.0125	6.54602
0.013	2.01416
0.0135	2.5177
0.014	3.92761
0.0145	4.12903
0.015	9.06372
0.0155	1.71204
0.016	-1.3092
0.0165	-0.30212
0.017	-6.74744
0.0175	-4.22974
0.018	-5.74036
0.0185	-7.45239
0.019	-3.12195
0.0195	-2.5177
0.02	-3.12195
0.0205	-1.40991
0.021	-0.30212
0.0215	-2.31628
0.022	7.95593
0.0225	1.91345
0.023	7.5531
0.0235	6.04248
0.024	5.43823
0.0245	4.22974
0.025	-0.10071
0.0255	3.02124
0.026	-0.80566
0.0265	2.21558
0.027	3.32336
0.0275	5.13611
0.028	2.11487
0.0285	1.71204
0.029	2.71912
0.0295	10.57434
0.03	6.64673
0.0305	7.5531
0.031	5.74036
0.0315	2.11487
0.032	2.61841
0.0325	2.61841
0.033	2.61841
0.0335	6.64673
0.034	9.76868
0.0345	4.22974
0.035	9.56726
0.0355	2.41699
0.036	4.12903
0.0365	5.94177
0.037	3.52478
0.0375	1.2085
0.038	3.52478
0.0385	7.15027
0.039	3.62549
0.0395	7.04956
0.04	0.10071
0.0405	0.50354
0.041	6.84814
0.0415	4.33044
0.042	7.5531
0.0425	4.83398
0.043	8.35876
0.0435	8.35876
0.044	4.43115
0.0445	3.52478
0.045	7.04956
0.0455	5.63965
0.046	1.81274
0.0465	6.64673
0.047	6.3446
0.0475	4.83398
0.048	6.64673
0.0485	2.92053
0.049	10.47363
0.0495	3.02124
0.05	5.33752
0.0505	5.53894
0.051	4.12903
0.0515	1.51062
0.052	3.02124
0.0525	7.15027
0.053	3.7262
0.0535	11.78284
0.054	8.96301
0.0545	6.3446
0.055	5.94177
0.0555	9.66797
0.056	8.45947
0.0565	2.71912
0.057	3.62549
0.0575	5.13611
0.058	1.3092
0.0585	6.54602
0.059	7.15027
0.0595	4.93469
0.06	-0.20142
0.0605	9.36584
0.061	3.52478
0.0615	5.13611
0.062	2.01416
0.0625	9.97009
0.063	9.06372
0.0635	4.53186
0.064	6.14319
0.0645	5.53894
0.065	3.22266
0.0655	5.84106
0.066	5.33752
0.0665	4.93469
0.067	1.40991
0.0675	0
0.068	1.40991
0.0685	0.70496
0.069	9.16443
0.0695	4.53186
0.07	4.83398
0.0705	7.5531
0.071	6.3446
0.0715	3.32336
0.072	6.64673
0.0725	3.52478
0.073	4.63257
0.0735	2.92053
0.074	9.36584
0.0745	5.23682
0.075	4.43115
0.0755	6.2439
0.076	4.43115
0.0765	3.12195
0.077	1.00708
0.0775	2.01416
0.078	3.22266
0.0785	2.21558
0.079	2.41699
0.0795	4.33044
0.08	3.92761
0.0805	2.41699
0.081	5.23682
0.0815	1.81274
0.082	5.74036
0.0825	10.37292
0.083	9.26514
0.0835	4.43115
0.084	1.10779
0.0845	3.22266
0.085	-0.20142
0.0855	3.52478
0.086	5.23682
0.0865	0.90637
0.087	6.94885
0.0875	4.93469
0.088	4.43115
0.0885	7.5531
0.089	5.0354
0.0895	5.23682
0.09	5.63965
0.0905	2.71912
0.091	1.61133
0.0915	-2.21558
0.092	-1.81274
0.0925	8.05664
0.093	5.94177
0.0935	4.73328
0.094	9.06372
0.0945	6.54602
0.095	6.2439
0.0955	6.14319
0.096	8.05664
0.0965	5.33752
0.097	10.77576
0.0975	10.37292
0.098	11.07788
0.0985	8.8623
0.099	7.15027
0.0995	8.05664
0.1	10.37292
0.1005	9.76868
0.101	10.57434
0.1015	7.25098
0.102	10.87646
0.1025	9.36584
0.103	10.97717
0.1035	9.66797
0.104	8.66089
0.1045	5.13611
0.105	1.10779
0.1055	4.12903
0.106	5.43823
0.1065	6.54602
0.107	10.0708
0.1075	8.8623
0.108	10.0708
0.1085	9.97009
0.109	11.07788
0.1095	8.96301
0.11	10.57434
0.1105	7.35168
0.111	6.54602
0.1115	10.87646
0.112	7.65381
0.1125	9.56726
0.113	10.27222
0.1135	14.90479
0.114	11.48071
0.1145	13.89771
0.115	11.07788
0.1155	4.73328
0.116	10.27222
0.1165	7.35168
0.117	10.47363
0.1175	8.25806
0.118	7.65381
0.1185	9.66797
0.119	11.98425
0.1195	10.87646
0.12	7.75452
0.1205	2.92053
0.121	6.84814
0.1215	8.7616
0.122	5.53894
0.1225	4.22974
0.123	6.74744
0.1235	3.62549
0.124	2.21558
0.1245	9.06372
0.125	4.22974
0.1255	2.5177
0.126	-0.50354
0.1265	1.10779
0.127	1.3092
0.1275	3.52478
0.128	4.63257
0.1285	2.21558
0.129	5.53894
0.1295	2.81982
0.13	4.22974
0.1305	0.60425
0.131	3.32336
0.1315	3.52478
0.132	7.75452
0.1325	2.71912
0.133	3.8269
0.1335	-0.70496
0.134	4.73328
0.1345	9.16443
0.135	9.26514
0.1355	2.41699
0.136	8.35876
0.1365	6.74744
0.137	9.46655
0.1375	8.35876
0.138	5.74036
0.1385	7.65381
0.139	9.36584
0.1395	3.32336
0.14	1.3092
0.1405	7.45239
0.141	5.63965
0.1415	6.2439
0.142	3.12195
0.1425	8.15735
0.143	3.32336
0.1435	1.40991
0.144	7.45239
0.1445	9.97009
0.145	3.7262
0.1455	8.05664
0.146	3.12195
0.1465	2.71912
0.147	6.64673
0.1475	5.74036
0.148	4.22974
0.1485	7.95593
0.149	11.17859
0.1495	5.94177
0.15	11.17859
0.1505	9.66797
0.151	13.49487
0.1515	10.47363
0.152	3.92761
0.1525	7.35168
0.153	1.71204
0.1535	4.73328
0.154	6.44531
0.1545	2.5177
0.155	2.01416
0.1555	7.75452
0.156	8.7616
0.1565	6.3446
0.157	7.95593
0.1575	3.52478
0.158	4.22974
0.1585	5.74036
0.159	8.05664
0.1595	7.25098
0.16	6.94885
0.1605	9.16443
0.161	4.83398
0.1615	4.73328
0.162	8.15735
0.1625	2.31628
0.163	10.37292
0.1635	5.53894
0.164	8.45947
0.1645	2.31628
0.165	10.67505
0.1655	6.54602
0.166	5.0354
0.1665	6.14319
0.167	8.15735
0.1675	5.53894
0.168	5.74036
0.1685	1.51062
0.169	0.20142
0.1695	5.23682
0.17	10.67505
0.1705	9.97009
0.171	15.1062
0.1715	5.63965
0.172	11.88354
0.1725	6.04248
0.173	8.96301
0.1735	7.5531
0.174	11.48071
0.1745	11.2793
0.175	9.26514
0.1755	7.5531
0.176	9.56726
0.1765	8.15735
0.177	8.25806
0.1775	6.84814
0.178	4.53186
0.1785	8.66089
0.179	3.32336
0.1795	13.39417
0.18	9.26514
0.1805	12.89062
0.181	7.65381
0.1815	14.50195
0.182	10.17151
0.1825	12.78992
0.183	15.50903
0.1835	6.14319
0.184	4.12903
0.1845	14.30054
0.185	7.25098
0.1855	9.76868
0.186	10.87646
0.1865	14.90479
0.187	13.19275
0.1875	10.87646
0.188	11.38
0.1885	10.17151
0.189	9.97009
0.1895	7.04956
0.19	7.04956
0.1905	1.3092
0.191	3.02124
0.1915	3.22266
0.192	3.02124
0.1925	1.71204
0.193	1.10779
0.1935	8.56018
0.194	5.43823
0.1945	10.27222
0.195	5.33752
0.1955	3.32336
0.196	3.7262
0.1965	4.83398
0.197	3.02124
0.1975	9.36584
0.198	9.56726
0.1985	4.02832
0.199	8.15735
0.1995	6.3446
0.2	6.14319
0.2005	8.15735
0.201	6.74744
0.2015	7.65381
0.202	8.45947
0.2025	10.17151
0.203	6.44531
0.2035	8.25806
0.204	7.04956
0.2045	5.0354
0.205	4.53186
0.2055	4.73328
0.206	-1.10779
0.2065	1.2085
0.207	4.12903
0.2075	4.93469
0.208	3.92761
0.2085	2.31628
0.209	5.63965
0.2095	5.23682
0.21	4.53186
0.2105	9.56726
0.211	7.5531
0.2115	4.63257
0.212	9.16443
0.2125	11.07788
0.213	10.97717
0.2135	7.35168
0.214	9.36584
0.2145	8.8623
0.215	8.56018
0.2155	6.14319
0.216	9.36584
0.2165	4.93469
0.217	3.02124
0.2175	6.3446
0.218	0
0.2185	2.21558
0.219	0.70496
0.2195	8.05664
0.22	11.2793
0.2205	4.33044
0.221	6.04248
0.2215	6.74744
0.222	9.36584
0.2225	8.8623
0.223	4.22974
0.2235	5.0354
0.224	7.04956
0.2245	10.57434
0.225	7.95593
0.2255	7.75452
0.226	8.05664
0.2265	12.28638
0.227	6.04248
0.2275	6.64673
0.228	7.25098
0.2285	9.16443
0.229	5.53894
0.2295	7.35168
0.23	6.3446
0.2305	5.43823
0.231	9.26514
0.2315	3.7262
0.232	5.63965
0.2325	8.96301
0.233	10.17151
0.2335	7.5531
0.234	9.06372
0.2345	7.5531
0.235	5.74036
0.2355	6.74744
0.236	6.2439
0.2365	9.26514
0.237	6.74744
0.2375	9.26514
0.238	13.797
0.2385	9.56726
0.239	7.45239
0.2395	11.78284
0.24	5.0354
0.2405	7.65381
0.241	9.97009
0.2415	4.93469
0.242	9.86938
0.2425	9.26514
0.243	10.17151
0.2435	1.71204
0.244	9.56726
0.2445	9.86938
0.245	5.53894
0.2455	5.94177
0.246	5.13611
0.2465	8.56018
0.247	5.53894
0.2475	5.53894
0.248	5.0354
0.2485	6.2439
0.249	3.32336
0.2495	5.84106
0.25	8.05664
0.2505	9.56726
0.251	6.84814
0.2515	2.71912
0.252	10.17151
0.2525	3.62549
0.253	9.46655
0.2535	10.87646
0.254	5.13611
0.2545	3.62549
0.255	6.2439
0.2555	7.95593
0.256	5.84106
0.2565	6.44531
0.257	7.95593
0.2575	8.35876
0.258	7.65381
0.2585	5.33752
0.259	5.53894
0.2595	1.71204
0.26	7.04956
0.2605	9.26514
0.261	5.43823
0.2615	6.94885
0.262	6.44531
0.2625	2.01416
0.263	3.02124
0.2635	4.83398
0.264	-1.10779
0.2645	2.61841
0.265	-1.61133
0.2655	3.12195
0.266	7.25098
0.2665	4.02832
0.267	1.40991
0.2675	3.92761
0.268	5.53894
0.2685	8.96301
0.269	8.35876
0.2695	6.2439
0.27	0.60425
0.2705	7.25098
0.271	1.51062
0.2715	1.81274
0.272	4.33044
0.2725	7.04956
0.273	4.12903
0.2735	6.94885
0.274	2.21558
0.2745	3.32336
0.275	6.54602
0.2755	7.35168
0.276	0.60425
0.2765	1.51062
0.277	3.7262
0.2775	7.04956
0.278	12.5885
0.2785	8.96301
0.279	8.15735
0.2795	0.80566
0.28	5.63965
0.2805	1.10779
0.281	1.81274
0.2815	2.21558
0.282	7.04956
0.2825	1.3092
0.283	9.26514
0.2835	6.04248
0.284	8.45947
0.2845	4.33044
0.285	7.15027
0.2855	7.35168
0.286	7.45239
0.2865	8.56018
0.287	2.11487
0.2875	6.3446
0.288	4.93469
0.2885	8.15735
0.289	8.96301
0.2895	4.22974
0.29	2.92053
0.2905	3.42407
0.291	6.74744
0.2915	2.81982
0.292	7.75452
0.2925	5.74036
0.293	0.30212
0.2935	4.02832
0.294	1.2085
0.2945	-0.50354
0.295	1.3092
0.2955	5.13611
0.296	6.94885
0.2965	6.84814
0.297	8.45947
0.2975	3.32336
0.298	9.16443
0.2985	8.15735
0.299	5.23682
0.2995	5.0354
0.3	1.2085
0.3005	9.66797
0.301	5.13611
0.3015	9.26514
0.302	7.5531
0.3025	6.74744
0.303	7.65381
0.3035	2.11487
0.304	4.12903
0.3045	2.11487
0.305	4.22974
0.3055	5.0354
0.306	8.66089
0.3065	7.35168
0.307	6.94885
0.3075	10.77576
0.308	9.56726
0.3085	10.0708
0.309	7.25098
0.3095	4.53186
0.31	2.5177
0.3105	0.70496
0.311	3.42407
0.3115	3.02124
0.312	3.62549
0.3125	8.8623
0.313	4.22974
0.3135	0.90637
0.314	4.22974
0.3145	-0.90637
0.315	1.91345
0.3155	7.25098
0.316	5.33752
0.3165	7.45239
0.317	-0.30212
0.3175	0.40283
0.318	3.62549
0.3185	8.8623
