Daniele_De_Santis_Right_2.c3d  



Time(s):	A_L_bicipite(μV):
0	-3.02124
0.0005	0.40283
0.001	0.50354
0.0015	0.90637
0.002	6.94885
0.0025	7.95593
0.003	16.41541
0.0035	12.38708
0.004	6.84814
0.0045	6.04248
0.005	3.42407
0.0055	4.53186
0.006	8.25806
0.0065	9.06372
0.007	6.74744
0.0075	3.62549
0.008	4.83398
0.0085	4.12903
0.009	0.90637
0.0095	0.30212
0.01	-1.10779
0.0105	1.3092
0.011	7.04956
0.0115	8.45947
0.012	-0.90637
0.0125	-2.41699
0.013	1.2085
0.0135	0.80566
0.014	-3.12195
0.0145	3.12195
0.015	2.5177
0.0155	2.71912
0.016	6.2439
0.0165	0.90637
0.017	2.61841
0.0175	2.11487
0.018	4.12903
0.0185	4.53186
0.019	0.10071
0.0195	2.01416
0.02	1.61133
0.0205	7.15027
0.021	-0.70496
0.0215	4.22974
0.022	7.65381
0.0225	3.7262
0.023	7.15027
0.0235	5.84106
0.024	7.5531
0.0245	3.22266
0.025	6.2439
0.0255	0.80566
0.026	6.2439
0.0265	7.65381
0.027	7.75452
0.0275	9.46655
0.028	4.12903
0.0285	6.84814
0.029	4.73328
0.0295	4.12903
0.03	7.45239
0.0305	5.84106
0.031	2.31628
0.0315	4.43115
0.032	11.07788
0.0325	2.01416
0.033	4.43115
0.0335	6.04248
0.034	6.2439
0.0345	8.56018
0.035	1.40991
0.0355	-1.00708
0.036	0.90637
0.0365	2.61841
0.037	-2.92053
0.0375	0.30212
0.038	6.2439
0.0385	4.43115
0.039	3.62549
0.0395	-3.42407
0.04	-2.31628
0.0405	4.93469
0.041	4.22974
0.0415	-1.61133
0.042	-5.0354
0.0425	2.21558
0.043	1.71204
0.0435	6.74744
0.044	1.00708
0.0445	3.52478
0.045	1.3092
0.0455	7.15027
0.046	2.71912
0.0465	2.5177
0.047	-0.40283
0.0475	-0.40283
0.048	-0.80566
0.0485	2.92053
0.049	-3.12195
0.0495	-6.94885
0.05	0.60425
0.0505	3.62549
0.051	5.63965
0.0515	8.66089
0.052	8.8623
0.0525	7.04956
0.053	6.3446
0.0535	4.33044
0.054	7.45239
0.0545	7.65381
0.055	6.54602
0.0555	11.38
0.056	4.83398
0.0565	7.5531
0.057	4.02832
0.0575	6.94885
0.058	11.98425
0.0585	8.25806
0.059	2.5177
0.0595	7.25098
0.06	5.0354
0.0605	3.92761
0.061	12.78992
0.0615	6.3446
0.062	5.74036
0.0625	10.97717
0.063	11.07788
0.0635	4.93469
0.064	3.62549
0.0645	1.91345
0.065	4.02832
0.0655	7.15027
0.066	1.81274
0.0665	0.90637
0.067	3.02124
0.0675	1.00708
0.068	4.63257
0.0685	4.83398
0.069	9.16443
0.0695	5.63965
0.07	6.64673
0.0705	9.16443
0.071	1.40991
0.0715	12.28638
0.072	6.84814
0.0725	6.3446
0.073	6.64673
0.0735	1.91345
0.074	5.23682
0.0745	1.00708
0.075	2.92053
0.0755	2.81982
0.076	7.5531
0.0765	5.94177
0.077	3.92761
0.0775	1.91345
0.078	0.10071
0.0785	2.92053
0.079	5.74036
0.0795	8.45947
0.08	5.84106
0.0805	-2.21558
0.081	1.91345
0.0815	1.81274
0.082	2.92053
0.0825	1.91345
0.083	5.13611
0.0835	1.61133
0.084	2.61841
0.0845	1.81274
0.085	1.91345
0.0855	4.12903
0.086	2.71912
0.0865	-0.90637
0.087	0.70496
0.0875	4.93469
0.088	-1.10779
