Domenico_Di_Fonza_Left_1.c3d  



Time(s):	C_L_bicipite(μV):
0	11.2793
0.0005	7.85522
0.001	8.66089
0.0015	4.43115
0.002	2.5177
0.0025	1.91345
0.003	6.2439
0.0035	5.13611
0.004	1.2085
0.0045	2.61841
0.005	0.70496
0.0055	6.94885
0.006	6.2439
0.0065	2.41699
0.007	1.3092
0.0075	9.56726
0.008	6.94885
0.0085	7.65381
0.009	8.66089
0.0095	2.41699
0.01	3.7262
0.0105	1.91345
0.011	-0.40283
0.0115	9.86938
0.012	2.92053
0.0125	-3.92761
0.013	0.30212
0.0135	2.92053
0.014	4.73328
0.0145	1.71204
0.015	2.11487
0.0155	1.10779
0.016	4.12903
0.0165	3.02124
0.017	-1.81274
0.0175	3.22266
0.018	0.50354
0.0185	6.44531
0.019	0.80566
0.0195	1.51062
0.02	1.81274
0.0205	1.61133
0.021	2.31628
0.0215	1.00708
0.022	4.83398
0.0225	3.62549
0.023	6.44531
0.0235	6.54602
0.024	0.80566
0.0245	4.22974
0.025	1.81274
0.0255	10.0708
0.026	7.65381
0.0265	7.5531
0.027	4.43115
0.0275	8.66089
0.028	10.37292
0.0285	7.35168
0.029	7.65381
0.0295	2.81982
0.03	10.57434
0.0305	9.86938
0.031	13.59558
0.0315	9.26514
0.032	3.92761
0.0325	7.65381
0.033	8.66089
0.0335	12.08496
0.034	7.5531
0.0345	9.97009
0.035	10.37292
0.0355	11.48071
0.036	2.5177
0.0365	4.83398
0.037	7.75452
0.0375	5.33752
0.038	7.35168
0.0385	8.8623
0.039	6.84814
0.0395	1.40991
0.04	1.40991
0.0405	1.00708
0.041	6.3446
0.0415	7.85522
0.042	8.05664
0.0425	4.12903
0.043	2.41699
0.0435	5.23682
0.044	3.32336
0.0445	4.63257
0.045	2.31628
0.0455	2.11487
0.046	1.91345
0.0465	4.12903
0.047	3.92761
0.0475	2.01416
0.048	-2.11487
0.0485	4.63257
0.049	3.02124
0.0495	5.74036
0.05	6.44531
0.0505	1.40991
0.051	5.74036
0.0515	3.02124
0.052	1.81274
0.0525	7.15027
0.053	5.94177
0.0535	7.85522
0.054	8.96301
0.0545	9.16443
0.055	5.0354
0.0555	5.84106
0.056	4.02832
0.0565	8.05664
0.057	5.63965
0.0575	4.02832
0.058	10.0708
0.0585	2.81982
0.059	2.61841
0.0595	2.81982
0.06	1.2085
0.0605	3.7262
0.061	1.40991
0.0615	5.0354
0.062	2.61841
0.0625	4.43115
0.063	6.84814
0.0635	6.54602
0.064	8.05664
0.0645	5.74036
0.065	10.47363
0.0655	6.74744
0.066	7.85522
0.0665	6.2439
0.067	2.92053
0.0675	1.51062
0.068	4.12903
0.0685	1.71204
0.069	4.83398
0.0695	7.35168
0.07	5.94177
0.0705	4.83398
0.071	4.43115
0.0715	9.56726
0.072	10.87646
0.0725	6.2439
0.073	7.25098
0.0735	7.95593
0.074	6.2439
0.0745	10.57434
0.075	6.04248
0.0755	4.43115
0.076	5.13611
0.0765	11.38
0.077	6.44531
0.0775	5.74036
0.078	5.74036
0.0785	4.43115
0.079	3.42407
0.0795	5.84106
0.08	2.92053
0.0805	4.53186
0.081	6.04248
0.0815	2.71912
0.082	4.73328
0.0825	4.22974
0.083	6.84814
0.0835	3.12195
0.084	7.04956
0.0845	9.26514
0.085	5.53894
0.0855	8.25806
0.086	6.74744
0.0865	5.0354
0.087	3.52478
0.0875	5.43823
0.088	3.12195
0.0885	3.32336
0.089	5.63965
0.0895	7.15027
0.09	7.25098
0.0905	11.88354
0.091	10.87646
0.0915	9.26514
0.092	8.56018
0.0925	12.99133
0.093	13.797
0.0935	6.44531
0.094	6.2439
0.0945	9.66797
0.095	8.45947
0.0955	6.04248
0.096	7.75452
0.0965	5.0354
0.097	6.94885
0.0975	5.94177
0.098	6.84814
0.0985	2.61841
0.099	3.42407
0.0995	7.35168
0.1	5.53894
0.1005	2.11487
0.101	1.10779
0.1015	2.61841
0.102	3.62549
0.1025	7.95593
0.103	1.71204
0.1035	3.32336
0.104	3.52478
0.1045	0.90637
0.105	8.66089
0.1055	14.90479
0.106	11.17859
0.1065	4.83398
0.107	5.23682
0.1075	4.63257
0.108	4.22974
0.1085	6.14319
0.109	7.25098
0.1095	4.73328
0.11	3.12195
0.1105	3.02124
0.111	4.02832
0.1115	3.22266
0.112	3.7262
0.1125	5.94177
0.113	2.41699
0.1135	-1.10779
0.114	4.22974
0.1145	-0.60425
0.115	-1.91345
0.1155	0.30212
0.116	3.22266
0.1165	6.94885
0.117	6.64673
0.1175	3.8269
0.118	2.71912
0.1185	6.64673
0.119	3.62549
0.1195	4.02832
0.12	2.31628
0.1205	3.32336
0.121	0.70496
0.1215	0.10071
0.122	5.63965
0.1225	2.21558
0.123	3.8269
0.1235	4.53186
0.124	5.23682
0.1245	3.62549
0.125	4.12903
0.1255	4.43115
0.126	6.94885
0.1265	4.33044
0.127	2.5177
0.1275	2.61841
0.128	4.33044
0.1285	1.91345
0.129	2.31628
0.1295	3.12195
0.13	0.70496
0.1305	8.66089
0.131	6.74744
0.1315	8.05664
0.132	7.35168
0.1325	8.25806
0.133	5.53894
0.1335	2.61841
0.134	2.5177
0.1345	1.51062
0.135	4.22974
0.1355	8.56018
0.136	6.94885
0.1365	3.62549
0.137	0.90637
0.1375	3.42407
0.138	3.42407
0.1385	5.94177
0.139	6.74744
0.1395	6.44531
0.14	8.8623
0.1405	7.65381
0.141	9.36584
0.1415	5.84106
0.142	7.15027
0.1425	11.68213
0.143	6.3446
0.1435	4.33044
0.144	3.52478
0.1445	3.8269
0.145	3.7262
0.1455	7.35168
0.146	3.12195
0.1465	8.7616
0.147	2.5177
0.1475	0.60425
0.148	9.76868
0.1485	6.94885
0.149	5.33752
0.1495	0.30212
0.15	6.14319
0.1505	5.33752
0.151	8.25806
0.1515	-0.20142
0.152	1.3092
0.1525	3.32336
0.153	3.22266
0.1535	0.90637
0.154	3.7262
0.1545	0.90637
0.155	-3.02124
0.1555	2.21558
0.156	2.01416
0.1565	4.02832
0.157	-1.51062
0.1575	0
0.158	-0.40283
0.1585	-3.12195
0.159	3.52478
0.1595	2.11487
0.16	1.2085
0.1605	3.42407
0.161	-1.81274
0.1615	6.74744
0.162	3.52478
0.1625	6.3446
0.163	2.41699
0.1635	2.01416
0.164	4.93469
0.1645	10.0708
0.165	3.42407
0.1655	4.43115
0.166	7.04956
0.1665	6.84814
0.167	3.52478
0.1675	10.0708
0.168	5.84106
0.1685	6.3446
0.169	9.56726
0.1695	9.97009
0.17	8.05664
0.1705	8.7616
0.171	8.8623
0.1715	6.44531
0.172	10.37292
0.1725	12.38708
0.173	13.49487
0.1735	10.27222
0.174	11.68213
0.1745	6.94885
0.175	5.84106
0.1755	10.77576
0.176	11.38
0.1765	4.93469
0.177	4.53186
0.1775	4.22974
0.178	3.92761
0.1785	9.06372
0.179	4.73328
0.1795	8.25806
0.18	10.17151
0.1805	2.41699
0.181	3.8269
0.1815	8.8623
0.182	8.66089
0.1825	10.87646
0.183	4.93469
0.1835	3.92761
0.184	3.62549
0.1845	5.84106
0.185	4.43115
0.1855	-0.10071
0.186	2.41699
0.1865	8.56018
0.187	6.44531
0.1875	-1.40991
0.188	8.56018
0.1885	2.21558
0.189	0.70496
0.1895	3.22266
0.19	8.56018
0.1905	4.53186
0.191	6.94885
0.1915	7.04956
0.192	7.75452
0.1925	6.14319
0.193	6.74744
0.1935	4.43115
0.194	6.44531
0.1945	3.62549
0.195	6.2439
0.1955	5.94177
0.196	6.94885
0.1965	4.83398
0.197	2.31628
0.1975	-1.00708
0.198	1.61133
0.1985	-2.41699
0.199	4.93469
0.1995	5.74036
0.2	7.95593
0.2005	6.74744
0.201	7.35168
0.2015	9.46655
0.202	3.7262
0.2025	6.04248
0.203	5.94177
0.2035	4.22974
0.204	1.81274
0.2045	7.35168
0.205	11.58142
0.2055	7.35168
0.206	8.66089
0.2065	3.8269
0.207	11.58142
0.2075	3.92761
0.208	3.8269
0.2085	6.14319
0.209	8.25806
0.2095	6.74744
0.21	9.97009
0.2105	7.04956
0.211	9.36584
0.2115	6.74744
0.212	7.25098
0.2125	4.33044
0.213	5.94177
0.2135	11.48071
0.214	11.58142
0.2145	7.35168
0.215	9.97009
0.2155	6.64673
0.216	13.49487
0.2165	10.57434
0.217	11.17859
0.2175	7.25098
0.218	5.84106
0.2185	9.66797
0.219	5.63965
0.2195	11.78284
0.22	8.15735
0.2205	2.31628
0.221	4.73328
0.2215	5.33752
0.222	5.84106
0.2225	9.36584
0.223	3.8269
0.2235	6.04248
0.224	11.38
0.2245	6.3446
0.225	3.42407
0.2255	6.84814
0.226	5.33752
0.2265	8.15735
0.227	1.71204
0.2275	-0.50354
0.228	2.31628
0.2285	6.04248
0.229	5.53894
0.2295	10.0708
0.23	5.94177
0.2305	10.37292
0.231	7.45239
0.2315	7.35168
0.232	3.22266
0.2325	8.8623
0.233	10.47363
0.2335	9.86938
0.234	11.2793
0.2345	9.97009
0.235	8.66089
0.2355	8.15735
0.236	8.66089
0.2365	4.43115
0.237	6.14319
0.2375	8.15735
0.238	5.74036
0.2385	1.00708
0.239	3.02124
0.2395	4.83398
0.24	4.63257
0.2405	9.66797
0.241	8.96301
0.2415	5.63965
0.242	1.71204
0.2425	4.83398
0.243	9.86938
0.2435	7.85522
0.244	2.71912
0.2445	5.74036
0.245	7.25098
0.2455	6.44531
0.246	3.22266
0.2465	-1.81274
0.247	6.04248
0.2475	4.83398
0.248	1.81274
0.2485	4.63257
0.249	6.2439
0.2495	6.84814
0.25	-1.2085
0.2505	4.73328
0.251	2.71912
0.2515	2.21558
0.252	5.33752
0.2525	7.15027
0.253	4.63257
0.2535	0.10071
0.254	6.14319
0.2545	2.61841
0.255	3.22266
0.2555	4.22974
0.256	2.81982
0.2565	7.15027
0.257	0.60425
0.2575	3.02124
0.258	3.8269
0.2585	7.5531
0.259	1.61133
0.2595	3.02124
0.26	7.5531
0.2605	5.23682
0.261	4.53186
0.2615	0.20142
0.262	-1.2085
0.2625	2.71912
0.263	7.45239
0.2635	7.04956
0.264	5.0354
0.2645	-0.70496
0.265	3.8269
0.2655	2.01416
0.266	4.93469
0.2665	7.04956
0.267	2.01416
0.2675	3.02124
0.268	5.43823
0.2685	3.32336
0.269	3.8269
0.2695	3.8269
0.27	5.53894
0.2705	4.93469
0.271	1.40991
0.2715	2.41699
0.272	4.33044
0.2725	7.25098
0.273	6.64673
0.2735	5.84106
0.274	-1.00708
0.2745	4.02832
0.275	7.85522
