Franco_Uliana_Right_2.c3d  



Time(s):	A_R_bicipite(μV):
0	76.43738
0.0005	70.59631
0.001	52.8717
0.0015	41.29028
0.002	33.33435
0.0025	21.24939
0.003	-1.81274
0.0035	-10.87646
0.004	-17.42249
0.0045	-25.177
0.005	-27.19116
0.0055	-33.13293
0.006	-36.15417
0.0065	-34.14001
0.007	-33.73718
0.0075	-36.25488
0.008	-37.56409
0.0085	-32.7301
0.009	-35.14709
0.0095	-32.12585
0.01	-28.29895
0.0105	-27.79541
0.011	-17.72461
0.0115	-11.78284
0.012	-5.0354
0.0125	1.10779
0.013	19.13452
0.0135	32.62939
0.014	30.71594
0.0145	31.11877
0.015	30.61523
0.0155	38.67188
0.016	48.44055
0.0165	57.40356
0.017	69.08569
0.0175	73.01331
0.018	67.57507
0.0185	59.61914
0.019	55.59082
0.0195	44.0094
0.02	35.85205
0.0205	19.03381
0.021	3.12195
0.0215	-9.76868
0.022	-26.08337
0.0225	-35.75134
0.023	-52.56958
0.0235	-59.01489
0.024	-64.05029
0.0245	-69.48853
0.025	-62.9425
0.0255	-49.44763
0.026	-31.92444
0.0265	-22.96143
0.027	-3.12195
0.0275	-5.33752
0.028	-3.12195
0.0285	-3.02124
0.029	2.01416
0.0295	-4.02832
0.03	0.80566
0.0305	4.22974
0.031	-0.60425
0.0315	-2.81982
0.032	-7.04956
0.0325	-0.80566
0.033	3.32336
0.0335	5.94177
0.034	4.83398
0.0345	9.56726
0.035	0.30212
0.0355	-8.66089
0.036	-6.3446
0.0365	-5.63965
0.037	-6.54602
0.0375	-4.83398
0.038	-2.5177
0.0385	0.50354
0.039	2.61841
0.0395	-0.60425
0.04	-0.40283
0.0405	7.25098
0.041	9.56726
0.0415	7.95593
0.042	3.7262
0.0425	1.40991
0.043	6.14319
0.0435	2.61841
0.044	1.40991
0.0445	3.22266
0.045	0.40283
0.0455	5.84106
0.046	2.71912
0.0465	6.44531
0.047	4.22974
0.0475	5.94177
0.048	3.92761
0.0485	3.12195
0.049	3.62549
0.0495	10.47363
0.05	6.94885
0.0505	6.54602
0.051	4.53186
0.0515	5.74036
0.052	5.0354
0.0525	7.25098
0.053	6.2439
0.0535	9.06372
0.054	6.14319
0.0545	9.66797
0.055	8.35876
0.0555	10.47363
0.056	10.17151
0.0565	9.46655
0.057	10.67505
0.0575	4.12903
0.058	1.10779
0.0585	9.36584
0.059	7.35168
0.0595	9.46655
0.06	7.85522
0.0605	33.13293
0.061	45.2179
0.0615	49.54834
0.062	49.34692
0.0625	53.97949
0.063	51.86462
0.0635	51.76392
0.064	42.90161
0.0645	31.82373
0.065	20.34302
0.0655	8.56018
0.066	0.80566
0.0665	-1.40991
0.067	-7.75452
0.0675	1.71204
0.068	6.04248
0.0685	14.19983
0.069	12.5885
0.0695	22.25647
0.07	25.177
0.0705	30.11169
0.071	31.4209
0.0715	32.02515
0.072	40.1825
0.0725	40.2832
0.073	37.26196
0.0735	27.99683
0.074	12.99133
0.0745	9.66797
0.075	6.44531
0.0755	-3.7262
0.076	3.7262
0.0765	-5.13611
0.077	-10.27222
0.0775	-17.6239
0.078	-28.29895
0.0785	-24.67346
0.079	-24.87488
0.0795	-48.44055
0.08	-64.05029
0.0805	-73.91968
0.081	-78.95508
0.0815	-82.27844
0.082	-94.56482
0.0825	-86.60889
0.083	-66.16516
0.0835	-57.40356
0.084	-37.7655
0.0845	-20.94727
0.085	-14.30054
0.0855	-9.66797
0.086	5.43823
0.0865	16.3147
0.087	28.29895
0.0875	39.88037
0.088	43.70728
0.0885	47.33276
0.089	45.52002
0.0895	46.42639
0.09	49.74976
0.0905	45.52002
0.091	45.72144
0.0915	32.42798
0.092	30.11169
0.0925	24.37134
0.093	19.73877
0.0935	13.99841
0.094	8.35876
0.0945	2.61841
0.095	11.07788
0.0955	7.75452
0.096	14.19983
0.0965	15.40833
0.097	9.56726
0.0975	9.56726
0.098	5.63965
0.0985	14.40125
0.099	18.53027
0.0995	15.50903
0.1	7.35168
0.1005	5.13611
0.101	5.33752
0.1015	2.01416
0.102	4.93469
0.1025	3.42407
0.103	2.81982
0.1035	5.23682
0.104	3.52478
0.1045	-4.33044
0.105	-7.95593
0.1055	-4.53186
0.106	-8.7616
0.1065	-2.61841
0.107	-1.00708
0.1075	-4.73328
0.108	-0.30212
0.1085	-0.30212
0.109	-1.00708
0.1095	-0.20142
0.11	2.92053
0.1105	-0.90637
0.111	1.3092
0.1115	-1.2085
0.112	0.70496
0.1125	-2.11487
0.113	1.10779
0.1135	0.40283
0.114	2.92053
0.1145	2.11487
0.115	-1.51062
0.1155	1.3092
0.116	10.47363
0.1165	8.45947
0.117	0.60425
0.1175	5.63965
0.118	-0.20142
0.1185	0.60425
0.119	4.33044
0.1195	0.30212
0.12	2.71912
0.1205	1.2085
0.121	6.74744
0.1215	5.84106
0.122	7.25098
0.1225	7.04956
0.123	6.64673
0.1235	3.7262
0.124	3.52478
0.1245	3.8269
0.125	10.47363
0.1255	6.94885
0.126	13.797
0.1265	18.32886
0.127	29.30603
0.1275	26.78833
0.128	31.72302
0.1285	25.177
0.129	21.55151
0.1295	21.65222
0.13	26.58691
0.1305	24.77417
0.131	23.36426
