Gabriele_Carluccio_Right_1.c3d  



Time(s):	C_R_bicipite(μV):
0	-2.5177
0.0005	1.3092
0.001	-1.51062
0.0015	-2.21558
0.002	-0.10071
0.0025	2.81982
0.003	4.43115
0.0035	7.15027
0.004	1.2085
0.0045	0.60425
0.005	7.04956
0.0055	8.25806
0.006	2.01416
0.0065	2.92053
0.007	-0.30212
0.0075	2.81982
0.008	-1.40991
0.0085	-1.81274
0.009	2.11487
0.0095	6.14319
0.01	2.31628
0.0105	4.53186
0.011	-2.81982
0.0115	6.84814
0.012	1.71204
0.0125	5.23682
0.013	1.00708
0.0135	4.63257
0.014	0.30212
0.0145	-0.30212
0.015	1.3092
0.0155	3.12195
0.016	-0.50354
0.0165	-0.70496
0.017	-2.31628
0.0175	-0.40283
0.018	2.21558
0.0185	-4.53186
0.019	-2.41699
0.0195	-3.12195
0.02	-1.71204
0.0205	3.62549
0.021	-1.3092
0.0215	-0.10071
0.022	1.10779
0.0225	4.83398
0.023	0.70496
0.0235	-1.81274
0.024	5.43823
0.0245	-0.70496
0.025	-2.11487
0.0255	-4.93469
0.026	1.91345
0.0265	-6.2439
0.027	1.2085
0.0275	-4.33044
0.028	-1.51062
0.0285	3.02124
0.029	5.0354
0.0295	4.93469
0.03	-0.20142
0.0305	-1.51062
0.031	-3.7262
0.0315	-2.61841
0.032	1.00708
0.0325	2.41699
0.033	3.62549
0.0335	1.3092
0.034	4.02832
0.0345	0.90637
0.035	2.71912
0.0355	-2.5177
0.036	2.01416
0.0365	-5.0354
0.037	-4.93469
0.0375	-1.51062
0.038	3.02124
0.0385	-1.71204
0.039	3.22266
0.0395	-0.30212
0.04	2.11487
0.0405	-2.41699
0.041	-2.01416
0.0415	1.51062
0.042	-1.71204
0.0425	2.71912
0.043	-0.30212
0.0435	0.40283
0.044	-0.60425
0.0445	-2.61841
0.045	-4.12903
0.0455	-3.8269
0.046	-4.93469
0.0465	-2.01416
0.047	2.11487
0.0475	-3.02124
0.048	-6.04248
0.0485	-2.71912
0.049	-1.40991
0.0495	-0.70496
0.05	-3.92761
0.0505	-4.73328
0.051	-3.22266
0.0515	-5.33752
0.052	-7.65381
0.0525	-6.14319
0.053	-3.02124
0.0535	-1.91345
0.054	-2.61841
0.0545	-5.23682
0.055	2.01416
0.0555	-0.50354
0.056	-1.3092
0.0565	-2.5177
0.057	3.52478
0.0575	-1.3092
0.058	0.70496
0.0585	-2.41699
0.059	-1.2085
0.0595	-5.74036
0.06	-6.14319
0.0605	-5.13611
0.061	-3.8269
0.0615	-7.45239
0.062	-4.22974
0.0625	4.33044
0.063	0.40283
0.0635	2.5177
0.064	2.21558
0.0645	-6.74744
0.065	-8.7616
0.0655	-1.2085
0.066	-6.74744
0.0665	-7.45239
0.067	-7.65381
0.0675	-4.22974
0.068	-7.5531
0.0685	-7.25098
0.069	-8.96301
0.0695	-6.64673
0.07	-7.85522
0.0705	-10.77576
0.071	-10.87646
0.0715	-5.0354
0.072	-2.01416
0.0725	-1.51062
0.073	0
0.0735	0.10071
0.074	-1.2085
0.0745	-3.22266
0.075	-10.77576
0.0755	-8.7616
0.076	-5.94177
0.0765	-4.22974
0.077	-1.10779
0.0775	-5.0354
0.078	1.00708
0.0785	-0.90637
0.079	-5.53894
0.0795	1.00708
0.08	-1.91345
0.0805	-2.61841
0.081	-3.7262
0.0815	0.10071
0.082	-8.66089
0.0825	1.00708
0.083	-5.84106
0.0835	-3.42407
0.084	-0.90637
0.0845	-2.61841
0.085	-4.33044
0.0855	-4.73328
0.086	0.50354
0.0865	0.80566
0.087	-3.12195
0.0875	-1.2085
0.088	1.51062
0.0885	3.92761
0.089	3.7262
0.0895	2.01416
0.09	-1.2085
0.0905	-0.50354
0.091	6.94885
0.0915	3.12195
0.092	3.52478
0.0925	-0.30212
0.093	2.11487
0.0935	-0.90637
0.094	4.02832
0.0945	-1.3092
0.095	0
0.0955	-1.3092
0.096	-4.63257
0.0965	1.2085
0.097	-3.92761
0.0975	-1.71204
0.098	2.31628
0.0985	-0.50354
0.099	4.93469
0.0995	3.52478
0.1	2.41699
0.1005	-1.00708
0.101	1.51062
0.1015	-0.40283
0.102	2.01416
0.1025	-1.91345
0.103	-2.01416
0.1035	-4.53186
0.104	-1.91345
0.1045	-0.30212
0.105	0.80566
0.1055	-3.42407
0.106	-5.53894
0.1065	-0.80566
0.107	-1.71204
0.1075	0.90637
0.108	-1.10779
0.1085	1.61133
0.109	5.0354
0.1095	2.5177
0.11	1.71204
0.1105	2.71912
0.111	-0.10071
0.1115	-0.60425
0.112	-1.91345
0.1125	2.5177
0.113	-0.70496
0.1135	4.63257
0.114	1.81274
0.1145	2.11487
0.115	-1.2085
0.1155	4.73328
0.116	7.15027
0.1165	3.12195
0.117	0.40283
0.1175	7.35168
0.118	4.12903
0.1185	-0.60425
0.119	-0.60425
0.1195	0.40283
0.12	-0.90637
0.1205	-1.61133
0.121	-0.60425
0.1215	-4.12903
0.122	-5.23682
0.1225	0
0.123	-5.53894
0.1235	-0.80566
0.124	-0.20142
0.1245	1.10779
0.125	-1.00708
0.1255	-5.43823
0.126	1.91345
0.1265	-1.51062
0.127	-1.61133
0.1275	1.81274
0.128	-1.81274
0.1285	-3.22266
0.129	-4.53186
0.1295	-6.74744
0.13	-1.3092
0.1305	0.10071
0.131	0.90637
0.1315	-2.41699
0.132	-7.04956
0.1325	1.3092
0.133	-3.32336
0.1335	2.01416
0.134	2.71912
0.1345	-6.2439
0.135	-3.8269
0.1355	0.60425
0.136	0.10071
0.1365	3.42407
0.137	-3.62549
0.1375	-1.2085
0.138	-0.10071
0.1385	2.11487
0.139	-0.70496
0.1395	-1.2085
0.14	-5.43823
0.1405	-6.2439
0.141	0.20142
0.1415	-1.3092
0.142	-2.11487
0.1425	-2.11487
0.143	2.81982
0.1435	-1.81274
0.144	0.40283
0.1445	6.04248
0.145	4.93469
0.1455	-0.80566
0.146	-1.40991
0.1465	-0.40283
0.147	2.01416
0.1475	-0.40283
0.148	-0.80566
0.1485	-2.71912
0.149	0.20142
0.1495	-1.51062
0.15	-3.12195
0.1505	-5.23682
0.151	-1.81274
0.1515	0.10071
0.152	2.81982
0.1525	3.92761
0.153	3.62549
0.1535	-0.10071
0.154	-2.21558
0.1545	-0.90637
0.155	3.42407
0.1555	-2.5177
0.156	-0.80566
0.1565	-0.30212
0.157	-0.70496
0.1575	-3.12195
0.158	-4.53186
0.1585	-6.54602
0.159	-8.35876
0.1595	-2.81982
0.16	-0.90637
0.1605	-1.00708
0.161	-3.02124
0.1615	-4.93469
0.162	-3.62549
0.1625	-1.61133
0.163	-5.13611
0.1635	-5.74036
0.164	0.10071
0.1645	-4.33044
0.165	-1.40991
0.1655	-4.53186
0.166	-7.35168
0.1665	-6.2439
0.167	-5.0354
0.1675	-1.00708
0.168	0.30212
0.1685	-2.61841
0.169	2.41699
0.1695	-1.2085
0.17	-2.11487
0.1705	-4.22974
0.171	-5.43823
0.1715	-3.92761
0.172	-4.12903
0.1725	-3.8269
0.173	2.71912
0.1735	3.8269
0.174	-1.40991
0.1745	-3.02124
0.175	-2.81982
0.1755	-1.51062
0.176	-1.71204
0.1765	6.64673
0.177	2.5177
