Niccolo_Morelli_Right_1.c3d  



Time(s):	Emg_4(μV):
0.627	174.72839
0.6275	164.7583
0.628	159.52148
0.6285	146.02661
0.629	134.94873
0.6295	124.27368
0.63	105.03845
0.6305	81.67419
0.631	71.09985
0.6315	51.26038
0.632	40.78674
0.6325	36.75842
0.633	28.09753
0.6335	21.85364
0.634	7.35168
0.6345	-3.92761
0.635	-17.52319
0.6355	-30.51453
0.636	-46.62781
0.6365	-52.97241
0.637	-63.84888
0.6375	-64.55383
0.638	-71.7041
0.6385	-73.21472
0.639	-69.79065
0.6395	-64.65454
0.64	-57.00073
0.6405	-51.96533
0.641	-47.13135
0.6415	-44.91577
0.642	-37.56409
0.6425	-27.49329
0.643	-16.51611
0.6435	-14.70337
0.644	-0.80566
0.6445	13.69629
0.645	25.88196
0.6455	26.18408
0.646	22.96143
0.6465	23.06213
0.647	14.70337
0.6475	14.09912
0.648	18.93311
0.6485	14.90479
0.649	10.27222
0.6495	11.78284
0.65	17.72461
0.6505	19.23523
0.651	14.09912
0.6515	16.21399
0.652	11.38
0.6525	12.28638
0.653	9.36584
0.6535	10.17151
0.654	12.89062
0.6545	17.6239
0.655	20.04089
0.6555	21.75293
0.656	31.01807
0.6565	28.70178
0.657	25.98267
0.6575	19.94019
0.658	13.797
0.6585	12.08496
0.659	17.52319
0.6595	29.00391
0.66	34.94568
0.6605	34.74426
0.661	37.06055
0.6615	28.50037
0.662	22.76001
0.6625	17.6239
0.663	10.67505
0.6635	5.94177
0.664	7.5531
0.6645	7.65381
0.665	0
0.6655	3.12195
0.666	1.40991
0.6665	-3.52478
0.667	-7.5531
0.6675	-15.00549
0.668	-14.70337
0.6685	-14.90479
0.669	-21.95435
0.6695	-27.99683
0.67	-23.36426
0.6705	-27.99683
0.671	-39.67896
0.6715	-57.8064
0.672	-79.55933
0.6725	-82.68127
0.673	-86.10535
0.6735	-88.42163
0.674	-96.8811
0.6745	-91.54358
0.675	-91.24146
0.6755	-85.80322
0.676	-72.20764
0.6765	-70.79773
0.677	-59.92126
0.6775	-41.69312
0.678	-22.6593
0.6785	-4.22974
0.679	7.15027
0.6795	18.73169
0.68	25.27771
0.6805	36.25488
0.681	36.35559
0.6815	50.95825
0.682	64.25171
0.6825	68.78357
0.683	71.09985
0.6835	65.66162
0.684	64.151
0.6845	68.88428
0.685	64.25171
0.6855	57.70569
0.686	43.00232
0.6865	31.72302
0.687	23.06213
0.6875	13.59558
0.688	1.2085
0.6885	-6.14319
0.689	-8.8623
0.6895	-7.65381
0.69	-15.1062
0.6905	-12.48779
0.691	-9.86938
0.6915	-15.40833
0.692	-34.44214
0.6925	-35.04639
0.693	-36.55701
0.6935	-42.8009
