Francesco_Luisi_Right_2.c3d  



Time(s):	A_R_bicipite(μV):
0	7.5531
0.0005	9.66797
0.001	3.22266
0.0015	6.94885
0.002	6.64673
0.0025	6.84814
0.003	6.44531
0.0035	7.35168
0.004	4.02832
0.0045	3.12195
0.005	3.52478
0.0055	8.96301
0.006	4.22974
0.0065	3.7262
0.007	7.25098
0.0075	7.25098
0.008	0
0.0085	5.13611
0.009	6.74744
0.0095	7.15027
0.01	3.52478
0.0105	7.75452
0.011	6.3446
0.0115	10.27222
0.012	3.7262
0.0125	0.20142
0.013	7.95593
0.0135	-0.30212
0.014	1.91345
0.0145	9.76868
0.015	2.71912
0.0155	4.43115
0.016	5.74036
0.0165	2.92053
0.017	4.02832
0.0175	8.56018
0.018	2.21558
0.0185	7.85522
0.019	1.71204
0.0195	1.71204
0.02	7.04956
0.0205	7.95593
0.021	3.02124
0.0215	4.53186
0.022	3.7262
0.0225	7.5531
0.023	6.54602
0.0235	4.22974
0.024	1.91345
0.0245	4.43115
0.025	7.15027
0.0255	3.8269
0.026	7.45239
0.0265	8.15735
0.027	2.71912
0.0275	2.71912
0.028	0.10071
0.0285	1.91345
0.029	-0.40283
0.0295	4.33044
0.03	2.71912
0.0305	4.83398
0.031	-1.10779
0.0315	-2.61841
0.032	6.14319
0.0325	5.13611
0.033	-1.00708
0.0335	1.71204
0.034	0.30212
0.0345	3.42407
0.035	5.94177
0.0355	4.02832
0.036	6.74744
0.0365	7.04956
0.037	7.95593
0.0375	8.45947
0.038	6.84814
0.0385	2.31628
0.039	7.04956
0.0395	5.0354
0.04	1.61133
0.0405	6.3446
0.041	5.53894
0.0415	7.5531
0.042	8.05664
0.0425	6.14319
0.043	-1.61133
0.0435	3.52478
0.044	3.92761
0.0445	4.33044
0.045	1.10779
0.0455	4.63257
0.046	1.00708
0.0465	4.33044
0.047	11.58142
0.0475	4.93469
0.048	5.53894
0.0485	6.3446
0.049	4.02832
0.0495	5.84106
0.05	7.75452
0.0505	9.56726
0.051	8.7616
0.0515	8.66089
0.052	4.22974
0.0525	7.75452
0.053	8.96301
0.0535	6.2439
0.054	8.45947
0.0545	12.18567
0.055	10.17151
0.0555	12.38708
0.056	8.96301
0.0565	8.66089
0.057	13.29346
0.0575	8.8623
0.058	14.60266
0.0585	10.27222
0.059	15.40833
0.0595	10.97717
0.06	14.90479
0.0605	8.56018
0.061	6.84814
0.0615	5.53894
0.062	5.74036
0.0625	6.04248
0.063	6.94885
0.0635	3.62549
0.064	1.40991
0.0645	1.40991
0.065	0.40283
0.0655	1.2085
0.066	3.22266
0.0665	6.54602
0.067	5.23682
0.0675	2.31628
0.068	6.14319
0.0685	1.00708
0.069	-1.10779
0.0695	5.63965
0.07	0.50354
0.0705	4.22974
0.071	7.15027
0.0715	4.73328
0.072	1.61133
0.0725	-0.20142
0.073	-3.42407
0.0735	2.21558
0.074	4.63257
0.0745	5.84106
0.075	8.8623
0.0755	1.10779
0.076	-1.40991
0.0765	-2.71912
0.077	3.92761
0.0775	-0.90637
0.078	2.31628
0.0785	2.81982
0.079	-1.61133
0.0795	0.10071
0.08	1.71204
0.0805	2.5177
0.081	3.52478
0.0815	3.42407
0.082	0.30212
0.0825	1.61133
0.083	7.15027
0.0835	4.33044
0.084	2.92053
0.0845	9.66797
0.085	1.51062
0.0855	0.60425
0.086	-0.90637
0.0865	1.00708
0.087	0
0.0875	0.60425
0.088	2.31628
0.0885	2.61841
0.089	1.91345
0.0895	4.22974
0.09	3.7262
0.0905	1.3092
0.091	1.51062
0.0915	6.74744
0.092	7.45239
0.0925	8.35876
0.093	0.30212
0.0935	5.94177
0.094	3.32336
0.0945	1.51062
0.095	1.91345
0.0955	2.01416
0.096	2.71912
0.0965	5.53894
0.097	3.32336
0.0975	7.75452
0.098	4.93469
0.0985	-0.20142
0.099	2.81982
0.0995	6.64673
0.1	3.92761
0.1005	7.5531
0.101	6.84814
0.1015	4.93469
0.102	4.53186
0.1025	6.44531
0.103	11.78284
0.1035	7.35168
0.104	4.53186
0.1045	3.8269
0.105	6.84814
0.1055	6.04248
0.106	7.35168
0.1065	1.81274
0.107	5.53894
0.1075	6.94885
0.108	4.83398
0.1085	2.21558
0.109	8.66089
0.1095	5.13611
0.11	7.85522
0.1105	5.23682
0.111	3.12195
0.1115	9.86938
0.112	7.35168
0.1125	7.85522
0.113	3.22266
0.1135	0.80566
0.114	2.41699
0.1145	8.15735
0.115	8.45947
0.1155	2.5177
0.116	6.2439
0.1165	6.64673
0.117	6.94885
0.1175	4.73328
0.118	6.64673
0.1185	-0.50354
0.119	8.7616
0.1195	15.30762
0.12	5.43823
0.1205	13.797
0.121	11.48071
0.1215	10.97717
0.122	11.2793
0.1225	6.64673
0.123	8.96301
0.1235	5.84106
0.124	5.0354
0.1245	7.75452
0.125	4.12903
0.1255	8.7616
0.126	7.65381
0.1265	5.43823
0.127	6.14319
0.1275	5.84106
0.128	8.35876
0.1285	8.7616
0.129	10.0708
0.1295	5.33752
0.13	5.84106
0.1305	-1.71204
0.131	-1.2085
0.1315	3.52478
0.132	5.0354
