Francesco_Luisi_Right_3.c3d  



Time(s):	A_R_bicipite(μV):
0	8.45947
0.0005	5.63965
0.001	6.84814
0.0015	10.27222
0.002	3.02124
0.0025	8.05664
0.003	5.23682
0.0035	3.32336
0.004	1.91345
0.0045	-0.70496
0.005	1.2085
0.0055	4.22974
0.006	3.7262
0.0065	3.62549
0.007	6.94885
0.0075	5.94177
0.008	5.84106
0.0085	6.84814
0.009	2.11487
0.0095	8.56018
0.01	6.3446
0.0105	4.73328
0.011	4.22974
0.0115	6.14319
0.012	4.83398
0.0125	4.12903
0.013	2.92053
0.0135	4.22974
0.014	8.25806
0.0145	4.53186
0.015	3.42407
0.0155	2.61841
0.016	-2.81982
0.0165	7.04956
0.017	2.81982
0.0175	-0.40283
0.018	2.92053
0.0185	4.33044
0.019	5.33752
0.0195	8.05664
0.02	7.45239
0.0205	3.8269
0.021	0.70496
0.0215	0
0.022	6.64673
0.0225	7.95593
0.023	10.27222
0.0235	2.81982
0.024	2.71912
0.0245	7.95593
0.025	2.92053
0.0255	8.45947
0.026	8.66089
0.0265	5.33752
0.027	7.25098
0.0275	11.58142
0.028	9.56726
0.0285	1.51062
0.029	1.10779
0.0295	8.45947
0.03	1.81274
0.0305	2.21558
0.031	6.64673
0.0315	5.74036
0.032	4.22974
0.0325	7.5531
0.033	4.83398
0.0335	6.74744
0.034	8.15735
0.0345	2.11487
0.035	3.12195
0.0355	-0.40283
0.036	1.40991
0.0365	-0.80566
0.037	-1.91345
0.0375	-0.20142
0.038	1.2085
0.0385	2.61841
0.039	-3.02124
0.0395	-0.20142
0.04	2.11487
0.0405	-2.5177
0.041	4.12903
0.0415	0.20142
0.042	1.91345
0.0425	2.11487
0.043	2.21558
0.0435	5.13611
0.044	10.87646
0.0445	6.64673
0.045	6.84814
0.0455	4.53186
0.046	4.83398
0.0465	2.21558
0.047	9.76868
0.0475	9.56726
0.048	7.15027
0.0485	4.73328
0.049	6.44531
0.0495	7.95593
0.05	5.74036
0.0505	3.52478
0.051	5.13611
0.0515	7.25098
0.052	7.45239
0.0525	9.66797
0.053	1.71204
0.0535	0.80566
0.054	2.01416
0.0545	9.46655
0.055	8.8623
0.0555	6.94885
0.056	10.37292
0.0565	12.28638
0.057	13.99841
0.0575	7.65381
0.058	9.06372
0.0585	8.56018
0.059	9.36584
0.0595	9.86938
0.06	6.14319
0.0605	6.54602
0.061	13.99841
0.0615	11.68213
0.062	7.25098
0.0625	16.11328
0.063	11.88354
0.0635	7.85522
0.064	9.16443
0.0645	11.2793
0.065	6.74744
0.0655	6.14319
0.066	5.63965
0.0665	5.94177
0.067	3.62549
0.0675	6.04248
0.068	10.27222
0.0685	5.53894
0.069	4.63257
0.0695	6.3446
0.07	5.33752
0.0705	6.84814
0.071	5.94177
0.0715	5.23682
0.072	10.67505
0.0725	8.56018
0.073	7.04956
0.0735	12.48779
0.074	9.66797
0.0745	6.04248
0.075	12.28638
0.0755	6.84814
0.076	5.23682
0.0765	6.64673
0.077	10.47363
0.0775	3.92761
0.078	7.04956
0.0785	5.13611
0.079	0.40283
0.0795	8.45947
0.08	7.35168
0.0805	5.43823
0.081	7.65381
0.0815	6.44531
0.082	9.16443
0.0825	6.84814
0.083	6.74744
0.0835	5.13611
0.084	4.63257
0.0845	1.3092
0.085	3.52478
0.0855	8.25806
0.086	10.57434
0.0865	2.11487
0.087	4.12903
0.0875	7.95593
0.088	6.84814
0.0885	7.45239
0.089	8.96301
0.0895	8.96301
0.09	2.01416
0.0905	5.43823
0.091	3.7262
0.0915	9.06372
0.092	7.45239
0.0925	4.22974
0.093	9.16443
0.0935	8.8623
0.094	4.83398
0.0945	8.15735
0.095	11.07788
0.0955	4.33044
0.096	2.31628
0.0965	1.3092
0.097	4.22974
0.0975	2.92053
0.098	4.22974
0.0985	3.52478
0.099	7.75452
0.0995	10.17151
0.1	9.06372
0.1005	8.45947
0.101	4.63257
0.1015	6.2439
0.102	0
0.1025	6.3446
0.103	4.33044
0.1035	6.54602
0.104	3.32336
0.1045	3.12195
0.105	5.53894
0.1055	5.33752
0.106	7.5531
0.1065	1.71204
0.107	9.56726
0.1075	8.7616
0.108	13.69629
0.1085	9.76868
0.109	5.43823
0.1095	8.7616
0.11	4.43115
0.1105	5.0354
0.111	9.06372
0.1115	9.76868
0.112	3.8269
0.1125	1.81274
0.113	4.83398
0.1135	10.67505
0.114	6.74744
0.1145	9.26514
0.115	1.2085
0.1155	2.61841
0.116	2.81982
0.1165	-0.70496
0.117	8.15735
0.1175	4.93469
0.118	2.61841
0.1185	1.2085
0.119	5.84106
0.1195	8.25806
0.12	5.33752
0.1205	3.22266
0.121	2.81982
0.1215	7.75452
0.122	8.05664
0.1225	11.68213
0.123	7.25098
0.1235	6.74744
0.124	5.53894
0.1245	4.93469
0.125	5.23682
0.1255	9.46655
0.126	9.76868
0.1265	12.78992
0.127	13.99841
0.1275	8.8623
0.128	4.22974
0.1285	13.89771
0.129	6.94885
0.1295	11.07788
0.13	7.95593
0.1305	4.93469
0.131	11.17859
0.1315	6.84814
0.132	7.35168
0.1325	7.04956
0.133	6.04248
0.1335	2.01416
0.134	4.12903
0.1345	6.84814
0.135	6.2439
0.1355	6.44531
0.136	9.56726
0.1365	9.66797
0.137	8.05664
0.1375	8.7616
0.138	6.2439
0.1385	7.04956
0.139	10.77576
0.1395	11.38
0.14	5.23682
0.1405	4.93469
0.141	3.02124
0.1415	4.12903
0.142	5.84106
0.1425	0.20142
0.143	4.22974
0.1435	3.62549
0.144	4.73328
0.1445	9.06372
0.145	7.85522
0.1455	3.42407
0.146	1.61133
0.1465	5.53894
0.147	10.77576
0.1475	0.40283
0.148	2.61841
0.1485	5.0354
0.149	2.41699
0.1495	3.8269
0.15	5.33752
0.1505	5.13611
0.151	5.53894
0.1515	9.56726
0.152	6.54602
