Domenico_Di_Fonza_Left_1.c3d  



Time(s):	A_R_bicipite(μV):
0	12.48779
0.0005	2.01416
0.001	-2.21558
0.0015	1.10779
0.002	0.90637
0.0025	-9.97009
0.003	-14.80408
0.0035	-13.797
0.004	-15.71045
0.0045	-14.70337
0.005	-18.53027
0.0055	-36.85913
0.006	-50.15259
0.0065	-51.66321
0.007	-44.71436
0.0075	-40.38391
0.008	-35.44922
0.0085	-22.86072
0.009	-13.89771
0.0095	-4.12903
0.01	2.21558
0.0105	9.56726
0.011	17.32178
0.0115	16.81824
0.012	22.86072
0.0125	30.61523
0.013	42.19666
0.0135	45.82214
0.014	51.05896
0.0145	45.62073
0.015	34.44214
0.0155	-1.81274
0.016	-25.47913
0.0165	-30.01099
0.017	-23.36426
0.0175	-21.85364
0.018	-11.07788
0.0185	-6.2439
0.019	-13.99841
0.0195	-38.77258
0.02	-55.89294
0.0205	-51.66321
0.021	-43.80798
0.0215	-23.26355
0.022	-0.60425
0.0225	21.65222
0.023	32.22656
0.0235	44.81506
0.024	55.89294
0.0245	57.50427
0.025	71.50269
0.0255	71.7041
0.026	77.24304
0.0265	68.48145
0.027	62.03613
0.0275	56.29578
0.028	46.22498
0.0285	40.1825
0.029	6.74744
0.0295	-10.97717
0.03	-15.00549
0.0305	-18.93311
0.031	-18.42957
0.0315	-6.04248
0.032	3.12195
0.0325	13.797
0.033	22.86072
0.0335	13.69629
0.034	9.36584
0.0345	3.02124
0.035	-10.77576
0.0355	-26.88904
0.036	-30.2124
0.0365	-31.82373
0.037	-29.60815
0.0375	-42.90161
0.038	-57.8064
0.0385	-53.77808
0.039	-39.07471
0.0395	-40.38391
0.04	-70.09277
0.0405	-74.12109
0.041	-58.51135
0.0415	-36.85913
0.042	-15.81116
0.0425	6.84814
0.043	27.79541
0.0435	43.10303
0.044	61.6333
0.0445	68.38074
0.045	73.31543
0.0455	79.66003
0.046	77.948
0.0465	75.53101
0.047	64.35242
0.0475	62.03613
0.048	52.56958
0.0485	54.38232
0.049	65.15808
0.0495	90.03296
0.05	89.52942
0.0505	73.01331
0.051	55.59082
0.0515	44.21082
0.052	37.86621
0.0525	25.07629
0.053	25.37842
0.0535	18.12744
0.054	16.61682
0.0545	20.54443
0.055	19.53735
0.0555	12.08496
0.056	5.74036
0.0565	4.53186
0.057	-4.43115
0.0575	-10.87646
0.058	-5.94177
0.0585	-6.04248
0.059	-7.65381
0.0595	-12.38708
0.06	-12.48779
0.0605	-13.99841
0.061	-20.1416
0.0615	-18.42957
0.062	-24.16992
0.0625	-19.83948
0.063	-18.12744
0.0635	-10.87646
0.064	-17.12036
0.0645	-18.93311
0.065	-15.71045
0.0655	-14.30054
0.066	-13.49487
0.0665	-19.43665
0.067	-19.23523
0.0675	-19.94019
0.068	-23.66638
0.0685	-26.18408
0.069	-28.50037
0.0695	-37.16125
0.07	-40.68604
0.0705	-28.50037
0.071	-24.27063
0.0715	-16.51611
0.072	-11.98425
0.0725	-4.83398
0.073	-3.52478
0.0735	-5.0354
0.074	-2.41699
0.0745	-5.13611
0.075	-9.66797
0.0755	-9.86938
0.076	-6.84814
0.0765	-8.96301
0.077	-24.77417
0.0775	-33.53577
0.078	-38.57117
0.0785	-45.01648
0.079	-73.01331
0.0795	-87.71667
0.08	-80.06287
0.0805	-64.35242
0.081	-48.94409
0.0815	-27.99683
0.082	-5.74036
0.0825	9.16443
0.083	29.40674
0.0835	48.13843
0.084	58.61206
0.0845	62.9425
0.085	64.25171
0.0855	71.60339
0.086	83.38623
0.0865	96.8811
0.087	91.94641
0.0875	81.47278
0.088	74.72534
0.0885	71.09985
0.089	59.21631
0.0895	55.79224
0.09	46.92993
0.0905	36.05347
0.091	26.68762
0.0915	19.83948
0.092	29.80957
0.0925	32.52869
0.093	36.4563
0.0935	35.95276
0.094	25.27771
0.0945	14.40125
0.095	3.32336
0.0955	-1.91345
0.096	-13.59558
0.0965	-14.90479
0.097	-53.67737
0.0975	-90.93933
0.098	-85.80322
0.0985	-80.06287
0.099	-72.50977
0.0995	-63.54675
0.1	-53.87878
0.1005	-43.30444
0.101	-40.78674
0.1015	-45.01648
0.102	-37.7655
0.1025	-33.73718
0.103	-19.13452
0.1035	-14.80408
0.104	-3.92761
0.1045	4.02832
0.105	9.26514
0.1055	11.68213
0.106	13.89771
0.1065	19.13452
0.107	21.65222
0.1075	13.49487
0.108	9.66797
0.1085	18.53027
0.109	28.29895
0.1095	52.16675
0.11	58.00781
0.1105	66.16516
0.111	75.12817
0.1115	83.48694
0.112	101.61438
0.1125	114.00146
0.113	113.09509
0.1135	99.09668
0.114	81.17065
0.1145	70.59631
0.115	67.17224
0.1155	66.36658
0.116	61.93542
0.1165	53.47595
0.117	46.12427
0.1175	43.40515
0.118	34.94568
0.1185	29.40674
0.119	13.89771
0.1195	0.70496
0.12	-2.71912
0.1205	-11.38
0.121	-9.06372
0.1215	-19.13452
0.122	-17.92603
0.1225	-19.83948
0.123	-14.70337
0.1235	-13.09204
0.124	-12.89062
0.1245	-11.88354
0.125	-13.39417
0.1255	-15.91187
0.126	-11.07788
0.1265	-12.38708
0.127	-17.22107
0.1275	-19.94019
0.128	-30.81665
0.1285	-24.57275
0.129	-17.52319
0.1295	-21.3501
0.13	-61.43188
0.1305	-79.86145
0.131	-74.82605
0.1315	-65.76233
0.132	-48.44055
0.1325	-21.75293
0.133	-3.32336
0.1335	20.84656
0.134	32.83081
0.1345	48.13843
0.135	53.17383
0.1355	53.27454
0.136	54.38232
0.1365	52.771
0.137	48.64197
0.1375	35.65063
0.138	26.98975
0.1385	21.85364
0.139	-14.40125
0.1395	-48.54126
0.14	-84.99756
0.1405	-95.06836
0.141	-95.16907
0.1415	-88.0188
0.142	-57.00073
0.1425	-34.03931
0.143	-21.14868
0.1435	-8.7616
0.144	7.04956
0.1445	21.14868
0.145	26.58691
0.1455	40.48462
0.146	55.89294
0.1465	55.79224
0.147	59.92126
0.1475	52.97241
0.148	48.03772
0.1485	35.54993
0.149	37.56409
0.1495	36.25488
0.15	40.68604
0.1505	32.22656
0.151	24.67346
0.1515	17.72461
0.152	19.63806
0.1525	17.52319
0.153	23.66638
0.1535	27.29187
0.154	26.28479
0.1545	21.85364
0.155	23.46497
0.1555	17.42249
0.156	18.73169
0.1565	12.18567
0.157	11.88354
0.1575	16.91895
0.158	20.74585
0.1585	23.8678
0.159	16.71753
0.1595	8.66089
0.16	12.48779
0.1605	7.35168
0.161	3.02124
0.1615	-3.22266
0.162	-9.46655
0.1625	-11.58142
0.163	-13.09204
0.1635	-18.63098
0.164	-27.59399
0.1645	-24.37134
0.165	-27.99683
0.1655	-35.14709
0.166	-35.65063
0.1665	-25.98267
0.167	-10.37292
0.1675	4.43115
0.168	17.52319
0.1685	24.16992
0.169	27.29187
0.1695	15.60974
0.17	-10.57434
0.1705	-39.17542
0.171	-58.20923
0.1715	-59.71985
0.172	-54.78516
0.1725	-48.94409
0.173	-29.50745
0.1735	-11.58142
0.174	10.87646
0.1745	28.19824
0.175	55.3894
0.1755	62.53967
0.176	55.2887
0.1765	41.4917
0.177	42.7002
0.1775	43.00232
0.178	33.83789
0.1785	17.52319
0.179	-2.31628
0.1795	-1.81274
0.18	2.11487
0.1805	7.35168
0.181	9.86938
0.1815	29.10461
0.182	37.26196
0.1825	40.78674
0.183	39.57825
0.1835	41.08887
0.184	47.63489
0.1845	50.354
0.185	42.09595
0.1855	39.77966
0.186	32.52869
0.1865	30.2124
0.187	22.55859
0.1875	17.42249
0.188	6.2439
0.1885	-17.82532
0.189	-34.34143
0.1895	-39.57825
0.19	-38.36975
0.1905	-38.36975
0.191	-24.77417
0.1915	-19.33594
0.192	-5.33752
0.1925	6.14319
0.193	13.09204
0.1935	20.94727
0.194	33.03223
0.1945	46.12427
0.195	52.16675
0.1955	42.49878
0.196	38.16833
0.1965	31.01807
0.197	36.25488
0.1975	36.15417
0.198	15.60974
0.1985	11.38
0.199	12.89062
0.1995	13.19275
0.2	9.46655
0.2005	7.04956
0.201	8.15735
0.2015	3.8269
0.202	9.56726
0.2025	22.05505
0.203	35.34851
0.2035	35.95276
0.204	38.77258
0.2045	47.93701
0.205	48.84338
0.2055	40.78674
0.206	43.60657
0.2065	41.99524
0.207	39.88037
0.2075	37.26196
0.208	38.57117
0.2085	21.24939
0.209	10.87646
0.2095	-4.63257
0.21	-25.78125
0.2105	-41.59241
0.211	-43.50586
0.2115	-45.82214
0.212	-41.08887
0.2125	-39.47754
0.213	-32.7301
0.2135	-52.771
0.214	-107.75757
0.2145	-138.97705
0.215	-169.89441
0.2155	-184.29565
0.216	-174.42627
0.2165	-137.26501
0.217	-92.65137
0.2175	-49.34692
0.218	2.5177
0.2185	47.7356
0.219	88.92517
0.2195	114.70642
0.22	125.58289
0.2205	133.43811
0.221	152.27051
0.2215	138.57422
0.222	100.30518
0.2225	55.49011
0.223	22.45789
0.2235	13.29346
0.224	8.05664
0.2245	4.53186
0.225	2.01416
0.2255	-3.92761
0.226	-1.61133
0.2265	-4.73328
0.227	0.70496
0.2275	5.13611
0.228	6.74744
