Cristian_Larivera_Left_1.c3d  



Time(s):	B_L_bicipite(μV):
0	-74.2218
0.0005	-73.01331
0.001	-86.50818
0.0015	-71.90552
0.002	-37.7655
0.0025	4.12903
0.003	46.02356
0.0035	78.04871
0.004	122.25952
0.0045	158.31299
0.005	189.43176
0.0055	206.35071
0.006	207.65991
0.0065	191.64734
0.007	162.34131
0.0075	131.72607
0.008	108.86536
0.0085	92.65137
0.009	69.68994
0.0095	59.31702
0.01	47.93701
0.0105	41.18958
0.011	39.47754
0.0115	44.71436
0.012	43.60657
0.0125	42.90161
0.013	34.24072
0.0135	24.27063
0.014	22.55859
0.0145	18.73169
0.015	18.93311
0.0155	19.94019
0.016	15.91187
0.0165	8.56018
0.017	-69.48853
0.0175	-137.66785
0.018	-181.37512
0.0185	-187.01477
0.019	-161.83777
0.0195	-127.19421
0.02	-96.57898
0.0205	-48.44055
0.021	-2.21558
0.0215	32.32727
0.022	47.23206
0.0225	46.92993
0.023	-3.32336
0.0235	-42.59949
0.024	-54.28162
0.0245	-51.05896
0.025	-46.82922
0.0255	-31.62231
0.026	-6.14319
0.0265	21.55151
0.027	56.79932
0.0275	50.75684
0.028	20.84656
0.0285	-6.04248
0.029	-21.95435
0.0295	-35.2478
0.03	-94.16199
0.0305	-169.08875
0.031	-225.0824
0.0315	-230.1178
0.032	-191.84875
0.0325	-151.36414
0.033	-104.83704
0.0335	-60.22339
0.034	-19.43665
0.0345	37.26196
0.035	80.4657
0.0355	128.60413
0.036	155.39246
0.0365	174.02344
0.037	179.26025
0.0375	188.52539
0.038	186.91406
0.0385	175.33264
0.039	162.03918
0.0395	145.8252
0.04	120.84961
0.0405	108.26111
0.041	92.55066
0.0415	79.55933
0.042	73.61755
0.0425	65.56091
0.043	58.71277
0.0435	60.12268
0.044	55.89294
0.0445	63.94958
0.045	66.87012
0.0455	64.95667
0.046	65.25879
0.0465	63.84888
0.047	57.20215
0.0475	49.85046
0.048	37.56409
0.0485	27.39258
0.049	15.91187
0.0495	12.78992
0.05	12.78992
0.0505	5.63965
0.051	5.23682
0.0515	-0.80566
0.052	-10.57434
0.0525	-21.45081
0.053	-25.07629
0.0535	-33.43506
0.054	-30.41382
0.0545	-22.6593
0.055	-31.52161
0.0555	-33.9386
0.056	-27.49329
0.0565	-30.61523
0.057	-30.01099
0.0575	-28.9032
0.058	-30.91736
0.0585	-44.71436
0.059	-143.4082
0.0595	-257.51038
0.06	-307.66296
0.0605	-290.5426
0.061	-247.23816
0.0615	-183.99353
0.062	-127.09351
0.0625	-74.32251
0.063	-29.10461
0.0635	14.70337
0.064	43.20374
0.0645	56.5979
0.065	46.92993
0.0655	25.98267
0.066	31.72302
0.0665	37.06055
0.067	29.40674
0.0675	27.09045
0.068	32.02515
0.0685	52.771
0.069	64.55383
0.0695	79.66003
0.07	106.64978
0.0705	128.60413
0.071	144.01245
0.0715	119.94324
0.072	70.09277
0.0725	42.09595
0.073	-3.22266
0.0735	-48.13843
0.074	-89.02588
0.0745	-85.5011
0.075	-72.10693
0.0755	-55.59082
0.076	-45.2179
0.0765	-49.14551
0.077	-102.31934
0.0775	-139.5813
0.078	-127.39563
0.0785	-94.06128
0.079	-52.56958
0.0795	-12.89062
0.08	17.12036
0.0805	52.8717
0.081	84.39331
0.0815	96.37756
0.082	105.44128
0.0825	124.77722
0.083	140.08484
0.0835	155.79529
0.084	157.10449
0.0845	153.78113
0.085	132.43103
0.0855	104.93774
0.086	89.02588
0.0865	92.44995
0.087	91.8457
0.0875	82.47986
0.088	30.51453
0.0885	3.8269
0.089	-4.63257
0.0895	-1.61133
0.09	-3.62549
0.0905	-2.81982
0.091	-6.2439
0.0915	-0.80566
0.092	11.58142
0.0925	25.78125
0.093	39.27612
0.0935	48.23914
0.094	44.81506
0.0945	18.93311
0.095	-41.08887
0.0955	-81.97632
0.096	-93.75916
0.0965	-93.0542
0.097	-94.16199
0.0975	-122.15881
0.098	-150.45776
0.0985	-169.39087
0.099	-146.12732
0.0995	-95.37048
0.1	-48.33984
0.1005	-1.3092
0.101	19.83948
0.1015	-5.74036
0.102	-17.42249
0.1025	-14.70337
0.103	-11.2793
0.1035	5.63965
0.104	37.96692
0.1045	49.64905
0.105	68.38074
0.1055	81.87561
0.106	89.63013
0.1065	86.20605
0.107	49.54834
0.1075	25.57983
0.108	22.6593
0.1085	23.36426
0.109	25.07629
0.1095	19.13452
0.11	27.59399
0.1105	50.75684
0.111	73.31543
0.1115	100.90942
0.112	115.7135
0.1125	111.58447
0.113	120.64819
0.1135	115.81421
0.114	88.0188
0.1145	66.06445
0.115	50.55542
0.1155	45.3186
0.116	34.64355
0.1165	-14.90479
0.117	-77.24304
0.1175	-135.55298
0.118	-204.23584
0.1185	-238.37585
0.119	-242.20276
0.1195	-218.13354
0.12	-167.88025
0.1205	-117.92908
0.121	-60.02197
0.1215	5.43823
0.122	67.67578
0.1225	128.10059
0.123	172.3114
0.1235	206.35071
0.124	234.85107
0.1245	229.51355
0.125	206.45142
0.1255	181.97937
0.126	163.4491
0.1265	129.71191
0.127	107.65686
0.1275	80.76782
0.128	43.00232
0.1285	32.12585
0.129	16.81824
0.1295	-0.90637
0.13	-11.68213
0.1305	-18.73169
0.131	-29.91028
0.1315	-55.2887
0.132	-69.48853
0.1325	-69.48853
0.133	-69.68994
0.1335	-62.13684
0.134	-48.84338
0.1345	-33.63647
0.135	-36.35559
0.1355	-28.80249
0.136	-15.20691
0.1365	0.60425
0.137	-24.27063
0.1375	-26.58691
0.138	-11.17859
0.1385	13.49487
0.139	31.72302
0.1395	48.64197
0.14	67.77649
0.1405	83.78906
0.141	87.11243
0.1415	94.46411
0.142	95.26978
0.1425	92.34924
0.143	80.06287
0.1435	43.40515
0.144	20.94727
0.1445	-19.13452
0.145	-39.07471
0.1455	-59.71985
0.146	-114.60571
0.1465	-156.19812
0.147	-151.66626
0.1475	-120.34607
0.148	-70.69702
0.1485	-39.88037
0.149	-2.11487
0.1495	34.44214
0.15	72.00623
0.1505	92.85278
0.151	105.84412
0.1515	54.38232
0.152	-47.23206
0.1525	-100.30518
0.153	-125.07935
0.1535	-121.25244
0.154	-141.39404
0.1545	-144.21387
0.155	-123.46802
0.1555	-99.3988
0.156	-50.75684
0.1565	8.96301
0.157	72.9126
0.1575	123.06519
0.158	146.93298
0.1585	158.61511
0.159	150.75989
0.1595	129.20837
0.16	104.23279
0.1605	64.55383
0.161	26.88904
0.1615	-44.11011
0.162	-108.66394
0.1625	-116.11633
0.163	-97.58606
0.1635	-72.81189
0.164	-90.33508
0.1645	-133.94165
0.165	-142.40112
0.1655	-119.13757
0.166	-97.78748
0.1665	-81.67419
0.167	-65.15808
0.1675	-52.06604
0.168	-30.51453
0.1685	6.04248
0.169	46.12427
0.1695	63.84888
0.17	64.05029
0.1705	42.39807
0.171	43.90869
0.1715	58.51135
0.172	80.56641
0.1725	106.44836
0.173	127.89917
0.1735	134.74731
0.174	133.23669
0.1745	119.84253
0.175	70.69702
0.1755	45.3186
0.176	58.81348
0.1765	79.55933
0.177	87.61597
0.1775	76.23596
0.178	49.14551
0.1785	-34.24072
0.179	-131.82678
0.1795	-157.2052
0.18	-145.12024
0.1805	-115.61279
0.181	-74.32251
0.1815	-31.52161
0.182	18.32886
0.1825	60.02197
0.183	111.28235
0.1835	139.37988
0.184	148.24219
0.1845	150.55847
0.185	151.66626
0.1855	129.30908
0.186	117.12341
0.1865	95.67261
0.187	80.66711
0.1875	63.44604
0.188	72.61047
0.1885	62.9425
0.189	76.23596
0.1895	74.92676
0.19	83.08411
0.1905	79.55933
0.191	89.22729
0.1915	92.34924
0.192	79.66003
0.1925	74.72534
0.193	59.41772
0.1935	39.47754
0.194	11.68213
0.1945	-13.797
0.195	-34.34143
0.1955	-44.11011
0.196	-54.78516
0.1965	-65.86304
0.197	-69.08569
0.1975	-72.10693
0.198	-60.72693
0.1985	-55.69153
0.199	-46.02356
0.1995	-38.16833
0.2	-25.78125
0.2005	-16.11328
0.201	-18.73169
0.2015	-20.54443
0.202	-28.29895
0.2025	-73.31543
0.203	-131.02112
0.2035	-156.70166
0.204	-148.3429
0.2045	-123.77014
0.205	-102.21863
0.2055	-70.49561
0.206	-50.75684
0.2065	-34.44214
0.207	-9.97009
0.2075	22.45789
0.208	46.82922
0.2085	62.74109
0.209	72.50977
0.2095	75.83313
0.21	65.66162
0.2105	49.24622
0.211	28.80249
0.2115	4.93469
0.212	0.70496
0.2125	1.00708
0.213	2.41699
0.2135	7.85522
0.214	4.53186
0.2145	-6.54602
0.215	-27.29187
0.2155	-35.85205
0.216	-44.61365
0.2165	-58.71277
0.217	-48.84338
0.2175	-35.65063
0.218	-19.63806
0.2185	-14.40125
0.219	-17.12036
0.2195	-11.58142
0.22	2.61841
0.2205	11.88354
0.221	-2.41699
0.2215	-39.37683
0.222	-61.53259
0.2225	-53.97949
0.223	-72.00623
0.2235	-102.21863
0.224	-104.4342
0.2245	-87.31384
0.225	-52.46887
0.2255	-10.27222
0.226	21.45081
0.2265	54.48303
0.227	79.15649
0.2275	117.12341
0.228	139.48059
0.2285	142.80396
0.229	122.86377
0.2295	106.75049
0.23	96.07544
0.2305	84.09119
0.231	68.17932
0.2315	59.21631
0.232	57.10144
0.2325	52.97241
0.233	54.38232
0.2335	53.67737
0.234	45.92285
0.2345	37.36267
0.235	35.34851
0.2355	27.19116
0.236	-6.94885
0.2365	-33.73718
0.237	-50.15259
0.2375	-56.5979
0.238	-58.51135
0.2385	-97.38464
0.239	-137.66785
0.2395	-133.23669
0.24	-123.06519
0.2405	-104.4342
0.241	-76.23596
0.2415	-114.90784
0.242	-205.34363
0.2425	-231.72913
0.243	-211.58752
0.2435	-179.15955
0.244	-126.48926
0.2445	-58.81348
0.245	3.52478
0.2455	61.6333
0.246	125.68359
0.2465	169.89441
0.247	179.26025
0.2475	203.32947
0.248	197.58911
0.2485	180.06592
0.249	150.55847
0.2495	117.32483
0.25	86.00464
0.2505	71.60339
0.251	75.93384
0.2515	89.52942
0.252	84.79614
0.2525	82.78198
0.253	72.30835
0.2535	31.72302
0.254	-15.30762
0.2545	-28.9032
0.255	-21.3501
0.2555	-8.05664
0.256	2.31628
0.2565	11.78284
0.257	34.84497
0.2575	60.12268
0.258	88.42163
0.2585	100.90942
0.259	99.90234
0.2595	93.65845
0.26	86.60889
0.2605	64.25171
0.261	51.66321
0.2615	34.44214
0.262	9.56726
0.2625	-24.97559
0.263	-54.88586
0.2635	-86.8103
0.264	-94.56482
0.2645	-84.99756
0.265	-75.93384
0.2655	-67.57507
0.266	-58.51135
0.2665	-46.32568
0.267	-32.42798
0.2675	-9.16443
0.268	14.19983
0.2685	6.04248
0.269	-38.06763
0.2695	-57.8064
0.27	-61.93542
0.2705	-107.35474
0.271	-153.27759
0.2715	-233.13904
0.272	-273.42224
0.2725	-269.59534
0.273	-248.84949
0.2735	-229.61426
0.274	-187.21619
0.2745	-95.06836
0.275	-12.18567
0.2755	58.81348
0.276	129.91333
0.2765	173.92273
0.277	195.87708
0.2775	186.30981
0.278	158.21228
0.2785	148.04077
0.279	146.32874
0.2795	142.40112
0.28	123.56873
0.2805	104.53491
0.281	79.86145
0.2815	69.38782
0.282	69.38782
0.2825	85.70251
0.283	112.49084
0.2835	127.19421
0.284	129.40979
0.2845	119.33899
0.285	95.5719
0.2855	74.82605
0.286	43.90869
0.2865	15.00549
0.287	2.81982
0.2875	2.92053
0.288	7.35168
0.2885	15.00549
0.289	13.19275
0.2895	8.45947
0.29	6.2439
0.2905	10.47363
0.291	8.56018
0.2915	14.70337
0.292	9.06372
0.2925	-9.97009
0.293	-69.1864
0.2935	-115.41138
0.294	-135.65369
0.2945	-123.77014
0.295	-94.16199
0.2955	-68.78357
0.296	-48.94409
0.2965	-12.48779
0.297	-4.73328
0.2975	2.5177
0.298	11.78284
0.2985	22.15576
0.299	41.08887
0.2995	16.01257
0.3	-18.12744
0.3005	-20.84656
0.301	-14.80408
0.3015	-9.56726
0.302	-40.08179
0.3025	-88.82446
0.303	-112.69226
0.3035	-88.22021
0.304	-57.70569
0.3045	-16.91895
0.305	-5.43823
0.3055	3.7262
0.306	14.09912
0.3065	23.46497
0.307	38.26904
0.3075	41.69312
0.308	43.00232
0.3085	61.83472
0.309	65.96375
0.3095	69.38782
0.31	75.02747
0.3105	88.82446
0.311	92.75208
0.3115	89.22729
0.312	82.9834
0.3125	80.56641
0.313	66.16516
0.3135	56.19507
0.314	56.69861
0.3145	52.16675
0.315	64.45312
0.3155	62.13684
0.316	53.27454
0.3165	36.25488
0.317	31.4209
0.3175	36.65771
0.318	43.90869
0.3185	55.59082
0.319	42.59949
0.3195	29.91028
0.32	31.92444
0.3205	22.35718
0.321	23.96851
0.3215	21.24939
0.322	20.74585
0.3225	18.53027
0.323	15.30762
0.3235	7.25098
0.324	-0.30212
0.3245	-18.02673
0.325	-43.80798
0.3255	-67.77649
0.326	-84.19189
0.3265	-91.94641
0.327	-87.81738
0.3275	-87.81738
0.328	-87.81738
0.3285	-87.81738
0.329	-87.81738
0.3295	-87.81738
0.33	-87.81738
