Alex_Venditti_Left_1.c3d  



Time(s):	B_L_bicipite(μV):
0	2.92053
0.0005	3.7262
0.001	1.91345
0.0015	9.86938
0.002	5.53894
0.0025	7.85522
0.003	3.42407
0.0035	8.56018
0.004	10.0708
0.0045	5.74036
0.005	1.51062
0.0055	5.94177
0.006	7.95593
0.0065	4.63257
0.007	2.71912
0.0075	2.71912
0.008	4.93469
0.0085	2.31628
0.009	9.16443
0.0095	8.05664
0.01	5.63965
0.0105	2.81982
0.011	4.63257
0.0115	6.54602
0.012	6.2439
0.0125	8.8623
0.013	6.2439
0.0135	8.96301
0.014	1.81274
0.0145	9.06372
0.015	11.07788
0.0155	5.84106
0.016	10.37292
0.0165	11.17859
0.017	6.3446
0.0175	13.49487
0.018	15.71045
0.0185	14.60266
0.019	10.57434
0.0195	11.78284
0.02	10.27222
0.0205	12.5885
0.021	15.71045
0.0215	15.91187
0.022	12.78992
0.0225	7.5531
0.023	11.48071
0.0235	7.85522
0.024	5.94177
0.0245	11.58142
0.025	12.18567
0.0255	8.05664
0.026	7.15027
0.0265	7.95593
0.027	7.35168
0.0275	10.27222
0.028	10.67505
0.0285	4.83398
0.029	6.74744
0.0295	5.13611
0.03	7.25098
0.0305	7.95593
0.031	4.73328
0.0315	2.21558
0.032	10.57434
0.0325	5.84106
0.033	16.91895
0.0335	13.19275
0.034	8.45947
0.0345	11.78284
0.035	2.11487
0.0355	6.2439
0.036	3.22266
0.0365	5.94177
0.037	4.93469
0.0375	5.63965
0.038	5.33752
0.0385	5.63965
0.039	5.23682
0.0395	2.21558
0.04	0.60425
0.0405	6.3446
0.041	11.48071
0.0415	6.3446
0.042	7.45239
0.0425	10.17151
0.043	10.67505
0.0435	7.85522
0.044	8.25806
0.0445	6.04248
0.045	3.02124
0.0455	7.65381
0.046	7.85522
0.0465	4.22974
0.047	1.51062
0.0475	6.84814
0.048	9.76868
0.0485	6.04248
0.049	8.45947
0.0495	3.92761
0.05	5.53894
0.0505	8.05664
0.051	4.83398
0.0515	11.2793
0.052	9.86938
0.0525	6.64673
0.053	4.12903
0.0535	7.25098
0.054	2.61841
0.0545	9.16443
0.055	5.43823
0.0555	8.96301
0.056	7.04956
0.0565	3.8269
0.057	4.63257
0.0575	6.14319
0.058	6.74744
0.0585	3.42407
0.059	9.86938
0.0595	4.02832
0.06	6.74744
0.0605	3.42407
0.061	10.0708
0.0615	8.66089
0.062	10.27222
0.0625	2.11487
0.063	1.10779
0.0635	1.10779
0.064	6.04248
0.0645	3.32336
0.065	0.90637
0.0655	0.10071
0.066	0.10071
0.0665	2.31628
0.067	-2.81982
0.0675	0.90637
0.068	3.02124
0.0685	5.0354
0.069	1.2085
0.0695	7.35168
0.07	6.14319
0.0705	5.0354
0.071	2.21558
0.0715	4.63257
0.072	9.36584
0.0725	6.84814
0.073	6.2439
0.0735	4.12903
0.074	1.71204
0.0745	5.94177
0.075	7.65381
0.0755	7.35168
