Alex_Venditti_Left_2.c3d  



Time(s):	B_L_bicipite(μV):
0	25.37842
0.0005	23.96851
0.001	20.74585
0.0015	16.91895
0.002	15.30762
0.0025	6.84814
0.003	10.0708
0.0035	5.63965
0.004	7.04956
0.0045	4.43115
0.005	6.84814
0.0055	4.02832
0.006	0.70496
0.0065	2.61841
0.007	4.33044
0.0075	2.5177
0.008	-4.63257
0.0085	-7.35168
0.009	-8.7616
0.0095	-13.39417
0.01	-14.40125
0.0105	-11.38
0.011	-15.60974
0.0115	-21.24939
0.012	-19.43665
0.0125	-12.28638
0.013	-12.08496
0.0135	-14.09912
0.014	-8.56018
0.0145	-7.95593
0.015	-9.66797
0.0155	-7.15027
0.016	-15.20691
0.0165	-26.68762
0.017	-37.26196
0.0175	-40.1825
0.018	-34.74426
0.0185	-27.19116
0.019	-15.50903
0.0195	-7.45239
0.02	-0.60425
0.0205	2.5177
0.021	6.64673
0.0215	12.08496
0.022	19.53735
0.0225	22.15576
0.023	28.39966
0.0235	29.50745
0.024	36.35559
0.0245	34.54285
0.025	41.59241
0.0255	39.17542
0.026	34.64355
0.0265	31.4209
0.027	30.81665
0.0275	27.09045
0.028	20.34302
0.0285	17.12036
0.029	17.52319
0.0295	12.68921
0.03	10.97717
0.0305	8.35876
0.031	7.5531
0.0315	9.06372
0.032	9.16443
0.0325	5.94177
0.033	5.33752
0.0335	3.62549
0.034	4.12903
0.0345	10.97717
0.035	6.64673
0.0355	3.8269
0.036	4.53186
0.0365	2.5177
0.037	2.81982
0.0375	0.40283
0.038	0.10071
0.0385	-5.0354
0.039	2.5177
0.0395	-1.40991
0.04	-7.25098
0.0405	-5.63965
0.041	-4.43115
0.0415	-0.60425
0.042	-1.40991
0.0425	-1.3092
0.043	-1.00708
0.0435	-2.92053
0.044	1.40991
0.0445	0.50354
0.045	-1.10779
0.0455	2.71912
0.046	-1.00708
0.0465	8.96301
0.047	8.96301
0.0475	3.42407
0.048	4.63257
0.0485	4.43115
0.049	6.64673
0.0495	3.52478
0.05	4.53186
0.0505	6.3446
0.051	7.5531
0.0515	9.66797
0.052	10.17151
0.0525	8.45947
0.053	7.25098
0.0535	1.00708
0.054	5.94177
0.0545	1.51062
0.055	2.41699
0.0555	11.2793
0.056	5.84106
0.0565	7.65381
0.057	-1.10779
0.0575	4.63257
0.058	2.92053
0.0585	1.10779
0.059	-0.20142
0.0595	1.91345
0.06	-0.70496
0.0605	6.2439
0.061	-0.30212
0.0615	3.42407
0.062	0.70496
0.0625	4.02832
0.063	0.80566
0.0635	-1.51062
0.064	-4.22974
0.0645	-0.40283
0.065	-6.04248
0.0655	-2.41699
0.066	-2.41699
0.0665	2.11487
0.067	0
0.0675	0.10071
0.068	-3.22266
0.0685	0.60425
0.069	3.7262
0.0695	4.93469
0.07	0.50354
0.0705	1.00708
0.071	0.60425
0.0715	0.20142
0.072	3.92761
0.0725	3.32336
0.073	9.76868
0.0735	10.97717
0.074	2.71912
0.0745	0.60425
0.075	4.02832
0.0755	5.13611
0.076	2.11487
0.0765	4.22974
0.077	10.67505
0.0775	10.57434
0.078	12.99133
0.0785	12.99133
0.079	7.5531
0.0795	12.89062
0.08	9.36584
0.0805	7.15027
0.081	6.94885
0.0815	11.68213
0.082	6.94885
0.0825	10.87646
0.083	7.35168
0.0835	7.85522
0.084	6.3446
0.0845	-0.20142
0.085	3.42407
0.0855	9.56726
0.086	9.56726
0.0865	3.92761
0.087	8.56018
0.0875	10.37292
0.088	12.28638
0.0885	11.78284
0.089	14.90479
0.0895	7.35168
0.09	8.66089
0.0905	6.94885
0.091	6.94885
0.0915	3.8269
0.092	5.53894
0.0925	8.8623
0.093	5.23682
0.0935	10.57434
0.094	5.53894
0.0945	5.0354
0.095	3.7262
0.0955	6.74744
0.096	6.84814
0.0965	6.14319
0.097	3.92761
0.0975	0.30212
0.098	4.93469
0.0985	3.7262
0.099	4.12903
0.0995	-1.51062
0.1	1.91345
0.1005	-1.10779
0.101	4.63257
0.1015	3.8269
0.102	10.97717
0.1025	3.12195
0.103	4.43115
0.1035	9.26514
0.104	14.09912
0.1045	12.68921
0.105	15.71045
0.1055	12.28638
0.106	10.47363
0.1065	11.38
0.107	10.97717
0.1075	12.38708
0.108	9.46655
0.1085	11.48071
0.109	11.88354
0.1095	16.81824
0.11	12.48779
0.1105	17.82532
0.111	16.11328
0.1115	18.8324
0.112	13.29346
0.1125	19.43665
0.113	20.64514
0.1135	13.29346
0.114	17.42249
0.1145	15.00549
0.115	22.86072
0.1155	21.95435
0.116	22.55859
0.1165	20.84656
0.117	24.97559
0.1175	20.74585
0.118	25.98267
0.1185	11.88354
0.119	4.93469
0.1195	-1.71204
0.12	-6.74744
0.1205	-24.37134
0.121	-39.77966
0.1215	-40.58533
0.122	-51.76392
0.1225	-49.74976
0.123	-41.59241
0.1235	-40.78674
0.124	-27.49329
0.1245	-11.68213
0.125	5.0354
0.1255	10.37292
0.126	20.94727
0.1265	29.60815
0.127	40.38391
0.1275	44.31152
0.128	37.96692
0.1285	38.87329
0.129	38.36975
0.1295	30.11169
0.13	20.24231
0.1305	18.53027
0.131	16.81824
0.1315	15.1062
0.132	9.56726
0.1325	-1.40991
0.133	-10.77576
0.1335	-15.60974
0.134	-19.13452
0.1345	-22.05505
0.135	-22.35718
0.1355	-19.53735
0.136	-18.53027
0.1365	-22.76001
0.137	-18.8324
0.1375	-24.67346
0.138	-22.15576
0.1385	-19.94019
0.139	-14.90479
0.1395	-27.39258
0.14	-52.8717
0.1405	-73.71826
0.141	-73.31543
0.1415	-64.55383
0.142	-50.45471
0.1425	-28.39966
0.143	-27.6947
0.1435	-19.23523
0.144	-9.36584
0.1445	9.56726
0.145	24.27063
0.1455	44.0094
0.146	55.18799
0.1465	72.00623
0.147	71.50269
0.1475	84.2926
0.148	88.22021
