Alex_Venditti_Left_2.c3d  



Time(s):	A_R_bicipite(μV):
0	8.66089
0.0005	7.65381
0.001	5.23682
0.0015	9.06372
0.002	0.30212
0.0025	3.52478
0.003	5.53894
0.0035	3.22266
0.004	11.38
0.0045	10.37292
0.005	11.78284
0.0055	11.2793
0.006	8.45947
0.0065	6.04248
0.007	7.65381
0.0075	6.84814
0.008	6.94885
0.0085	6.3446
0.009	3.32336
0.0095	11.38
0.01	8.25806
0.0105	9.86938
0.011	7.15027
0.0115	7.5531
0.012	7.85522
0.0125	4.93469
0.013	3.22266
0.0135	4.83398
0.014	1.61133
0.0145	2.92053
0.015	-5.63965
0.0155	-4.02832
0.016	-10.27222
0.0165	-12.28638
0.017	-10.97717
0.0175	-8.66089
0.018	-8.7616
0.0185	-8.05664
0.019	-6.64673
0.0195	-4.73328
0.02	-3.52478
0.0205	-3.92761
0.021	1.2085
0.0215	5.63965
0.022	0
0.0225	-0.20142
0.023	1.71204
0.0235	7.5531
0.024	10.17151
0.0245	8.25806
0.025	6.2439
0.0255	7.5531
0.026	6.04248
0.0265	8.15735
0.027	6.64673
0.0275	9.26514
0.028	7.45239
0.0285	7.85522
0.029	15.50903
0.0295	10.67505
0.03	-2.01416
0.0305	-8.05664
0.031	-3.02124
0.0315	-3.32336
0.032	5.13611
0.0325	2.92053
0.033	15.91187
0.0335	15.30762
0.034	14.90479
0.0345	13.29346
0.035	13.59558
0.0355	10.37292
0.036	13.99841
0.0365	16.91895
0.037	16.3147
0.0375	20.64514
0.038	19.33594
0.0385	16.61682
0.039	15.81116
0.0395	13.99841
0.04	11.38
0.0405	16.3147
0.041	15.00549
0.0415	4.83398
0.042	2.92053
0.0425	3.7262
0.043	5.53894
0.0435	-5.53894
0.044	3.02124
0.0445	-2.92053
0.045	-3.12195
0.0455	0.90637
0.046	-0.10071
0.0465	8.7616
0.047	9.97009
0.0475	2.11487
0.048	8.25806
0.0485	11.07788
0.049	9.56726
0.0495	9.26514
0.05	8.7616
0.0505	9.76868
0.051	6.54602
0.0515	9.36584
0.052	7.95593
0.0525	0.70496
0.053	4.02832
0.0535	2.41699
0.054	-0.40283
0.0545	1.91345
0.055	-16.51611
0.0555	-33.13293
0.056	-36.25488
0.0565	-32.62939
0.057	-25.98267
0.0575	-19.33594
0.058	-8.15735
0.0585	0.10071
0.059	8.8623
0.0595	16.91895
0.06	21.55151
0.0605	23.36426
0.061	26.68762
0.0615	25.37842
0.062	30.71594
0.0625	26.98975
0.063	26.88904
0.0635	20.74585
0.064	20.24231
0.0645	20.24231
0.065	20.24231
0.0655	19.63806
0.066	14.09912
0.0665	17.52319
0.067	8.7616
0.0675	10.27222
0.068	5.84106
0.0685	-2.61841
0.069	-10.87646
0.0695	-12.5885
0.07	-13.19275
0.0705	-15.20691
0.071	-9.66797
0.0715	-7.25098
0.072	-3.42407
0.0725	0.40283
0.073	-1.91345
0.0735	5.53894
0.074	5.94177
0.0745	8.96301
0.075	5.23682
0.0755	10.0708
0.076	12.38708
0.0765	11.98425
0.077	10.17151
0.0775	15.60974
0.078	14.50195
0.0785	13.797
0.079	11.78284
0.0795	16.01257
0.08	15.50903
0.0805	20.24231
0.081	14.80408
0.0815	14.30054
0.082	15.81116
0.0825	19.33594
0.083	7.95593
0.0835	14.60266
0.084	17.42249
0.0845	13.39417
0.085	8.7616
0.0855	4.22974
0.086	5.43823
0.0865	4.93469
0.087	-1.10779
0.0875	4.12903
0.088	5.13611
0.0885	5.43823
0.089	9.26514
0.0895	8.66089
0.09	11.58142
0.0905	15.50903
0.091	11.88354
0.0915	10.77576
0.092	11.2793
0.0925	7.75452
0.093	12.78992
0.0935	12.08496
0.094	14.09912
0.0945	2.61841
0.095	4.22974
0.0955	8.66089
0.096	6.44531
0.0965	4.83398
0.097	8.35876
0.0975	3.7262
0.098	2.92053
0.0985	4.63257
0.099	6.74744
0.0995	1.40991
0.1	-1.81274
0.1005	-0.20142
0.101	-2.5177
0.1015	-3.22266
0.102	-4.12903
0.1025	-1.40991
0.103	1.3092
0.1035	4.73328
0.104	4.73328
0.1045	0.60425
0.105	-2.01416
0.1055	1.71204
0.106	1.10779
0.1065	2.71912
0.107	1.61133
0.1075	-5.23682
0.108	2.81982
0.1085	4.02832
0.109	4.22974
0.1095	0.70496
0.11	2.71912
0.1105	1.00708
0.111	7.95593
0.1115	6.2439
0.112	3.42407
0.1125	9.97009
0.113	7.85522
0.1135	0.10071
0.114	1.61133
0.1145	2.71912
0.115	2.11487
0.1155	-0.80566
0.116	5.23682
0.1165	7.04956
0.117	2.5177
0.1175	7.15027
0.118	6.04248
0.1185	5.74036
0.119	6.64673
0.1195	8.96301
0.12	9.56726
0.1205	5.23682
0.121	4.22974
0.1215	7.15027
0.122	5.43823
0.1225	2.61841
0.123	2.11487
0.1235	6.54602
0.124	7.15027
0.1245	9.76868
0.125	10.47363
0.1255	14.19983
0.126	10.97717
0.1265	1.61133
0.127	-3.92761
0.1275	-8.66089
0.128	-2.92053
0.1285	0.90637
0.129	2.5177
0.1295	7.35168
0.13	15.60974
0.1305	15.20691
0.131	18.53027
0.1315	18.42957
0.132	24.97559
0.1325	20.34302
0.133	25.07629
0.1335	29.91028
0.134	29.30603
0.1345	23.06213
0.135	19.43665
0.1355	27.29187
0.136	22.25647
0.1365	23.76709
0.137	18.02673
0.1375	19.23523
0.138	20.24231
0.1385	21.14868
0.139	0.70496
0.1395	-16.11328
0.14	-18.8324
0.1405	-15.81116
0.141	-18.53027
0.1415	-14.90479
0.142	-9.76868
0.1425	-3.92761
0.143	3.42407
0.1435	3.7262
0.144	6.74744
0.1445	7.95593
0.145	15.60974
0.1455	13.09204
0.146	12.89062
0.1465	10.47363
0.147	14.40125
0.1475	10.67505
0.148	14.30054
0.1485	12.78992
0.149	14.09912
0.1495	4.73328
0.15	12.78992
0.1505	10.77576
0.151	7.45239
0.1515	5.13611
0.152	2.5177
0.1525	0.90637
0.153	-2.21558
0.1535	4.02832
0.154	2.5177
0.1545	2.92053
0.155	2.11487
0.1555	4.43115
0.156	6.44531
0.1565	4.63257
0.157	5.33752
0.1575	5.84106
0.158	9.46655
0.1585	12.78992
0.159	7.85522
0.1595	10.77576
0.16	12.18567
0.1605	11.68213
0.161	6.04248
0.1615	11.68213
0.162	10.27222
0.1625	5.0354
0.163	11.98425
0.1635	13.797
0.164	13.797
0.1645	11.68213
0.165	7.65381
0.1655	4.63257
0.166	6.14319
0.1665	11.2793
0.167	10.17151
0.1675	0
0.168	10.37292
0.1685	9.46655
0.169	11.58142
0.1695	5.53894
0.17	4.83398
0.1705	-2.31628
0.171	-7.95593
0.1715	-11.07788
0.172	-6.04248
0.1725	-5.13611
0.173	-11.58142
0.1735	-4.73328
0.174	1.81274
0.1745	-0.30212
0.175	5.63965
0.1755	4.93469
0.176	7.5531
0.1765	8.35876
0.177	13.99841
0.1775	14.30054
0.178	9.16443
0.1785	12.68921
0.179	15.81116
0.1795	10.0708
0.18	13.49487
0.1805	10.0708
0.181	10.17151
0.1815	8.96301
0.182	1.40991
0.1825	9.86938
0.183	5.0354
0.1835	-0.20142
0.184	2.31628
0.1845	0.20142
0.185	-8.8623
0.1855	-9.66797
0.186	-11.98425
0.1865	-11.17859
0.187	-11.48071
0.1875	-7.25098
0.188	1.00708
0.1885	-2.5177
0.189	0.10071
0.1895	-1.51062
0.19	3.62549
0.1905	6.04248
0.191	5.84106
