Alessio_Russo_Left_2.c3d  



Time(s):	C_L_bicipite(μV):
0	33.83789
0.0005	12.89062
0.001	-8.96301
0.0015	-22.55859
0.002	-37.06055
0.0025	-41.89453
0.003	-46.82922
0.0035	-50.05188
0.004	-46.72852
0.0045	-39.88037
0.005	-32.83081
0.0055	-21.75293
0.006	-11.68213
0.0065	-4.12903
0.007	2.61841
0.0075	3.12195
0.008	7.85522
0.0085	15.40833
0.009	20.84656
0.0095	14.90479
0.01	7.75452
0.0105	4.83398
0.011	8.35876
0.0115	15.30762
0.012	14.70337
0.0125	21.45081
0.013	16.91895
0.0135	12.5885
0.014	3.32336
0.0145	4.53186
0.015	12.99133
0.0155	16.91895
0.016	10.0708
0.0165	16.3147
0.017	11.38
0.0175	10.97717
0.018	11.58142
0.0185	11.78284
0.019	14.80408
0.0195	6.3446
0.02	8.15735
0.0205	7.25098
0.021	5.53894
0.0215	6.64673
0.022	7.75452
0.0225	5.23682
0.023	7.35168
0.0235	6.64673
0.024	4.22974
0.0245	2.21558
0.025	15.20691
0.0255	36.95984
0.026	46.42639
0.0265	49.74976
0.027	45.01648
0.0275	37.86621
0.028	24.57275
0.0285	16.91895
0.029	-0.10071
0.0295	-16.51611
0.03	-24.67346
0.0305	-29.40674
0.031	-36.65771
0.0315	-39.88037
0.032	-36.95984
0.0325	-33.73718
0.033	-30.11169
0.0335	-26.58691
0.034	-17.6239
0.0345	-12.78992
0.035	-10.97717
0.0355	-5.13611
0.036	-4.53186
0.0365	0.60425
0.037	2.41699
0.0375	4.63257
0.038	1.71204
0.0385	13.09204
0.039	10.67505
0.0395	8.56018
0.04	10.0708
0.0405	8.8623
0.041	8.45947
0.0415	3.22266
0.042	5.0354
0.0425	2.11487
0.043	12.08496
0.0435	13.39417
0.044	11.98425
0.0445	10.57434
0.045	1.3092
0.0455	8.45947
0.046	7.95593
0.0465	10.47363
0.047	7.04956
0.0475	9.16443
0.048	6.44531
0.0485	8.56018
0.049	5.94177
0.0495	9.26514
0.05	2.21558
0.0505	-1.2085
0.051	1.3092
0.0515	0.20142
0.052	-3.22266
0.0525	-4.22974
0.053	2.21558
0.0535	1.00708
0.054	5.94177
0.0545	4.43115
0.055	7.65381
0.0555	12.08496
0.056	11.58142
0.0565	5.13611
0.057	-3.7262
0.0575	2.92053
0.058	12.99133
0.0585	13.69629
0.059	17.6239
0.0595	17.32178
0.06	8.35876
0.0605	0.10071
0.061	-9.46655
0.0615	-17.92603
0.062	-19.23523
0.0625	-14.19983
0.063	-9.36584
0.0635	-2.5177
0.064	1.71204
0.0645	5.13611
0.065	7.15027
0.0655	7.25098
