Niccolo_Morelli_Left_2.c3d  



Time(s):	Emg_1(μV):
0	-2.31628
0.0005	-7.45239
0.001	-16.51611
0.0015	-11.48071
0.002	-19.94019
0.0025	-17.12036
0.003	-11.88354
0.0035	-4.22974
0.004	-3.12195
0.0045	-0.80566
0.005	-3.92761
0.0055	-7.45239
0.006	-12.08496
0.0065	-7.95593
0.007	-2.81982
0.0075	2.71912
0.008	0.40283
0.0085	2.21558
0.009	5.33752
0.0095	1.91345
0.01	3.52478
0.0105	3.62549
0.011	5.0354
0.0115	8.45947
0.012	9.36584
0.0125	1.00708
0.013	7.45239
0.0135	7.75452
0.014	14.40125
0.0145	16.41541
0.015	11.58142
0.0155	12.48779
0.016	8.66089
0.0165	14.60266
0.017	7.35168
0.0175	14.60266
0.018	12.5885
0.0185	12.48779
0.019	16.41541
0.0195	10.37292
0.02	10.27222
0.0205	11.78284
0.021	13.19275
0.0215	7.95593
0.022	9.97009
0.0225	10.97717
0.023	7.04956
0.0235	13.29346
0.024	16.91895
0.0245	10.47363
0.025	18.32886
0.0255	18.53027
0.026	24.06921
0.0265	26.88904
0.027	39.57825
0.0275	42.19666
0.028	36.95984
0.0285	44.11011
0.029	38.36975
0.0295	31.82373
0.03	37.46338
0.0305	30.51453
0.031	23.16284
0.0315	13.59558
0.032	1.40991
0.0325	3.62549
0.033	-4.73328
0.0335	-6.3446
0.034	-11.2793
0.0345	-2.81982
0.035	-1.10779
0.0355	-13.09204
0.036	-10.87646
0.0365	-13.09204
0.037	-14.50195
0.0375	-17.12036
0.038	-19.83948
0.0385	-14.90479
0.039	-2.01416
0.0395	2.21558
0.04	6.64673
0.0405	14.30054
0.041	26.3855
0.0415	36.15417
0.042	31.21948
0.0425	38.77258
0.043	55.99365
0.0435	63.74817
0.044	68.38074
0.0445	70.99915
0.045	74.92676
0.0455	72.20764
0.046	66.26587
0.0465	63.74817
0.047	55.59082
0.0475	37.36267
0.048	23.16284
0.0485	7.35168
0.049	-8.96301
0.0495	-10.47363
0.05	-18.53027
0.0505	-19.23523
0.051	-27.29187
0.0515	-43.20374
0.052	-42.7002
0.0525	-45.72144
0.053	-45.52002
0.0535	-40.48462
0.054	-34.34143
0.0545	-28.9032
0.055	-26.48621
0.0555	-9.26514
0.056	-8.7616
0.0565	4.33044
0.057	2.81982
0.0575	4.02832
0.058	7.15027
0.0585	8.96301
0.059	12.28638
0.0595	24.87488
0.06	21.45081
0.0605	34.54285
0.061	36.05347
0.0615	19.23523
0.062	5.0354
0.0625	-6.04248
0.063	-9.16443
0.0635	-15.91187
0.064	-18.32886
0.0645	-17.22107
0.065	-10.77576
0.0655	-8.05664
0.066	-10.57434
0.0665	-11.48071
0.067	-16.01257
0.0675	-16.81824
0.068	-17.12036
0.0685	-22.86072
0.069	-13.797
0.0695	-18.12744
0.07	-25.37842
0.0705	-32.7301
0.071	-43.60657
0.0715	-28.60107
0.072	-24.87488
0.0725	-19.73877
0.073	-13.797
0.0735	-6.04248
0.074	-1.10779
0.0745	-6.3446
0.075	-6.64673
0.0755	-7.95593
0.076	-1.3092
0.0765	-3.92761
0.077	2.01416
0.0775	2.01416
0.078	-4.02832
0.0785	5.74036
0.079	9.86938
0.0795	11.17859
0.08	14.60266
0.0805	17.92603
0.081	23.46497
0.0815	23.46497
0.082	28.60107
0.0825	27.89612
0.083	22.25647
0.0835	23.26355
0.084	16.91895
0.0845	20.84656
0.085	24.06921
0.0855	24.06921
0.086	26.28479
0.0865	17.12036
0.087	20.84656
0.0875	18.42957
0.088	11.78284
0.0885	11.88354
0.089	11.48071
0.0895	19.33594
0.09	14.09912
0.0905	20.84656
0.091	19.83948
0.0915	21.95435
0.092	19.83948
0.0925	17.32178
