Antonio_Festa_Left_2.c3d  



Time(s):	B_R_bicipite(μV):
0	2.71912
0.0005	6.84814
0.001	2.61841
0.0015	7.35168
0.002	10.57434
0.0025	5.63965
0.003	0.50354
0.0035	4.73328
0.004	4.33044
0.0045	4.53186
0.005	5.13611
0.0055	6.44531
0.006	10.27222
0.0065	7.45239
0.007	5.84106
0.0075	9.26514
0.008	6.2439
0.0085	2.5177
0.009	2.61841
0.0095	4.53186
0.01	6.54602
0.0105	10.97717
0.011	5.63965
0.0115	3.7262
0.012	7.35168
0.0125	3.12195
0.013	3.12195
0.0135	0.90637
0.014	6.74744
0.0145	4.53186
0.015	9.36584
0.0155	9.26514
0.016	6.04248
0.0165	4.22974
0.017	1.91345
0.0175	6.64673
0.018	14.50195
0.0185	7.35168
0.019	10.37292
0.0195	5.53894
0.02	7.45239
0.0205	9.16443
0.021	3.12195
0.0215	1.91345
0.022	7.65381
0.0225	7.35168
0.023	5.53894
0.0235	6.14319
0.024	5.23682
0.0245	6.14319
0.025	2.81982
0.0255	4.63257
0.026	6.3446
0.0265	4.93469
0.027	4.12903
0.0275	5.84106
0.028	5.13611
0.0285	4.83398
0.029	4.02832
0.0295	0.40283
0.03	2.11487
0.0305	2.61841
0.031	4.83398
0.0315	4.02832
0.032	6.84814
0.0325	3.8269
0.033	2.71912
0.0335	-1.10779
0.034	4.43115
0.0345	5.43823
0.035	0.50354
0.0355	0.30212
0.036	7.95593
0.0365	3.02124
0.037	9.06372
0.0375	3.22266
0.038	6.64673
0.0385	9.16443
0.039	6.84814
0.0395	8.05664
0.04	2.71912
0.0405	6.74744
0.041	4.22974
0.0415	4.33044
0.042	8.25806
0.0425	8.15735
0.043	6.2439
0.0435	5.84106
0.044	3.22266
0.0445	0.40283
0.045	-4.22974
0.0455	1.51062
0.046	0
0.0465	1.2085
0.047	0.70496
0.0475	3.02124
0.048	1.40991
0.0485	7.45239
0.049	3.22266
0.0495	5.23682
0.05	9.06372
0.0505	4.43115
0.051	1.00708
0.0515	4.02832
0.052	2.11487
0.0525	2.61841
0.053	-1.00708
0.0535	1.61133
0.054	11.78284
0.0545	3.12195
0.055	3.32336
0.0555	3.62549
0.056	1.91345
0.0565	-2.21558
0.057	2.92053
0.0575	4.02832
0.058	1.91345
0.0585	0.80566
0.059	5.43823
0.0595	5.63965
0.06	2.92053
0.0605	3.8269
0.061	4.83398
0.0615	7.25098
0.062	9.76868
0.0625	7.04956
0.063	1.51062
0.0635	0.40283
0.064	3.92761
0.0645	1.10779
0.065	3.02124
0.0655	3.32336
0.066	11.07788
0.0665	11.88354
0.067	6.3446
0.0675	9.66797
0.068	9.97009
0.0685	9.36584
0.069	7.15027
0.0695	6.84814
0.07	10.97717
0.0705	9.06372
0.071	4.12903
0.0715	10.47363
0.072	6.44531
0.0725	9.16443
0.073	6.64673
0.0735	5.23682
0.074	11.48071
0.0745	2.31628
0.075	5.74036
0.0755	1.61133
0.076	2.61841
0.0765	9.76868
0.077	9.46655
0.0775	11.2793
0.078	1.2085
0.0785	5.23682
0.079	4.53186
0.0795	6.84814
0.08	3.52478
0.0805	8.45947
0.081	9.36584
0.0815	9.66797
0.082	10.77576
0.0825	6.64673
0.083	6.44531
0.0835	7.75452
0.084	8.15735
0.0845	8.05664
0.085	7.35168
0.0855	8.45947
0.086	15.50903
0.0865	8.45947
0.087	9.26514
0.0875	4.63257
0.088	13.09204
0.0885	1.61133
0.089	11.2793
0.0895	3.8269
0.09	3.02124
0.0905	5.43823
0.091	7.25098
0.0915	9.86938
0.092	3.32336
0.0925	6.84814
0.093	5.63965
0.0935	4.02832
0.094	1.71204
0.0945	-0.40283
0.095	-1.91345
0.0955	2.11487
0.096	3.02124
0.0965	0.20142
0.097	3.22266
0.0975	5.63965
0.098	10.17151
0.0985	4.12903
0.099	4.93469
0.0995	8.7616
0.1	10.17151
0.1005	11.17859
0.101	10.47363
0.1015	2.92053
0.102	4.43115
0.1025	5.84106
0.103	3.52478
0.1035	5.23682
0.104	7.35168
0.1045	8.35876
0.105	7.35168
0.1055	1.51062
0.106	5.23682
0.1065	9.06372
0.107	13.69629
0.1075	7.5531
0.108	7.95593
0.1085	10.17151
0.109	13.49487
0.1095	10.27222
0.11	3.62549
0.1105	3.8269
0.111	13.19275
0.1115	5.63965
0.112	4.73328
0.1125	3.02124
0.113	4.33044
0.1135	8.96301
0.114	10.97717
0.1145	2.81982
0.115	-2.11487
0.1155	3.32336
0.116	5.0354
0.1165	8.05664
0.117	4.53186
0.1175	5.63965
0.118	4.33044
0.1185	0.10071
0.119	-1.51062
0.1195	5.13611
0.12	4.53186
0.1205	6.04248
0.121	4.12903
0.1215	9.76868
0.122	9.26514
0.1225	6.94885
0.123	8.25806
0.1235	2.01416
0.124	2.61841
0.1245	0.40283
0.125	4.43115
0.1255	8.7616
0.126	6.64673
