Antonio_Festa_Left_3.c3d  



Time(s):	B_R_bicipite(μV):
0	-137.56714
0.0005	-139.48059
0.001	-156.50024
0.0015	-250.86365
0.002	-327.09961
0.0025	-336.66687
0.003	-342.81006
0.0035	-314.4104
0.004	-237.97302
0.0045	-197.99194
0.005	-189.83459
0.0055	-176.23901
0.006	-157.70874
0.0065	-141.69617
0.007	-136.56006
0.0075	-54.78516
0.008	58.51135
0.0085	258.21533
0.009	420.0531
0.0095	525.29297
0.01	531.33545
0.0105	539.59351
0.011	565.27405
0.0115	545.53528
0.012	442.81311
0.0125	151.36414
0.013	-222.66541
0.0135	-518.1427
0.014	-644.73267
0.0145	-692.87109
0.015	-652.48718
0.0155	-520.45898
0.016	-329.31519
0.0165	-121.75598
0.017	43.40515
0.0175	214.00452
0.018	323.97766
0.0185	370.10193
0.019	403.83911
0.0195	393.26477
0.02	374.23096
0.0205	353.18298
0.021	321.86279
0.0215	256.604
0.022	197.3877
0.0225	89.328
0.023	-44.21082
0.0235	-127.89917
0.024	-232.6355
0.0245	-264.76135
0.025	-229.11072
0.0255	-172.71423
0.026	-114.30359
0.0265	-68.28003
0.027	-41.29028
0.0275	-26.78833
0.028	-25.68054
0.0285	-97.18323
0.029	-176.54114
0.0295	-143.4082
0.03	-26.3855
0.0305	69.68994
0.031	109.16748
0.0315	92.85278
0.032	53.77808
0.0325	16.11328
0.033	3.62549
0.0335	-12.78992
0.034	-33.63647
0.0345	0.50354
0.035	52.97241
0.0355	99.49951
0.036	148.74573
0.0365	185.60486
0.037	218.63708
0.0375	262.94861
0.038	314.00757
0.0385	328.81165
0.039	260.43091
0.0395	165.76538
0.04	97.78748
0.0405	74.42322
0.041	66.46729
0.0415	20.44373
0.042	-62.8418
0.0425	-143.00537
0.043	-242.40417
0.0435	-279.66614
0.044	-255.2948
0.0445	-231.12488
0.045	-197.68982
0.0455	-110.6781
0.046	-10.17151
0.0465	42.19666
0.047	51.46179
0.0475	55.49011
0.048	52.36816
0.0485	83.88977
0.049	155.09033
0.0495	202.12097
0.05	222.86682
0.0505	212.29248
0.051	176.54114
0.0515	111.68518
0.052	63.04321
0.0525	-7.25098
0.053	-109.3689
0.0535	-163.04626
0.054	-173.31848
0.0545	-144.6167
0.055	-87.01172
0.0555	-23.26355
0.056	43.60657
0.0565	107.75757
0.057	147.53723
0.0575	173.31848
0.058	166.97388
0.0585	131.22253
0.059	113.69934
0.0595	102.62146
0.06	88.22021
0.0605	35.2478
0.061	-17.52319
0.0615	-91.745
0.062	-194.46716
0.0625	-279.06189
0.063	-325.6897
0.0635	-314.4104
0.064	-247.13745
0.0645	-152.97546
0.065	-77.74658
0.0655	-15.50903
0.066	32.12585
0.0665	85.29968
0.067	108.26111
0.0675	155.39246
0.068	174.22485
0.0685	138.47351
0.069	85.09827
0.0695	64.95667
0.07	41.79382
0.0705	16.11328
0.071	27.6947
0.0715	87.81738
0.072	154.6875
0.0725	137.96997
0.073	80.36499
0.0735	31.01807
0.074	-8.45947
0.0745	-58.51135
0.075	-106.14624
0.0755	-106.75049
0.076	-104.23279
0.0765	-88.11951
0.077	-64.151
0.0775	-36.85913
0.078	-7.25098
0.0785	-48.23914
0.079	-93.75916
0.0795	-93.35632
0.08	-83.18481
0.0805	-85.29968
0.081	-122.76306
0.0815	-226.99585
0.082	-297.59216
0.0825	-327.60315
0.083	-299.40491
0.0835	-178.95813
0.084	-47.33276
0.0845	95.5719
0.085	233.44116
0.0855	327.20032
0.086	323.87695
0.0865	311.38916
0.087	300.41199
0.0875	274.32861
0.088	239.18152
0.0885	244.21692
0.089	229.01001
0.0895	168.38379
0.09	91.64429
0.0905	-39.67896
0.091	-214.60876
0.0915	-314.71252
0.092	-307.36084
0.0925	-278.25623
0.093	-231.82983
0.0935	-176.84326
0.094	-115.7135
0.0945	-20.84656
0.095	78.35083
0.0955	149.24927
0.096	147.53723
0.0965	115.20996
0.097	79.05579
0.0975	58.41064
0.098	74.02039
0.0985	89.12659
0.099	127.39563
0.0995	177.64893
0.1	205.0415
0.1005	196.38062
0.101	181.97937
0.1015	165.26184
0.102	117.02271
0.1025	68.28003
0.103	40.98816
0.1035	19.13452
0.104	-48.64197
0.1045	-176.54114
0.105	-325.18616
0.1055	-439.08691
0.106	-505.85632
0.1065	-451.77612
0.107	-362.75024
0.1075	-246.5332
0.108	-119.4397
0.1085	12.99133
0.109	117.02271
0.1095	162.2406
0.11	193.25867
0.1105	147.43652
0.111	128.90625
0.1115	153.479
0.112	203.32947
0.1125	282.9895
0.113	288.52844
0.1135	263.15002
0.114	226.99585
0.1145	141.29333
0.115	50.354
0.1155	7.5531
0.116	-7.75452
0.1165	4.43115
0.117	-8.25806
0.1175	-98.0896
0.118	-242.80701
0.1185	-308.77075
0.119	-273.72437
0.1195	-241.79993
0.12	-197.3877
0.1205	-146.02661
0.121	-97.68677
0.1215	-78.65295
0.122	-60.12268
0.1225	11.07788
0.123	72.9126
0.1235	105.74341
0.124	110.87952
0.1245	101.51367
0.125	81.47278
0.1255	88.22021
0.126	113.09509
0.1265	180.36804
0.127	207.15637
0.1275	189.9353
0.128	145.12024
0.1285	88.32092
0.129	13.09204
0.1295	18.22815
0.13	54.78516
0.1305	92.85278
0.131	87.71667
0.1315	72.71118
0.132	77.24304
0.1325	88.82446
0.133	97.28394
0.1335	105.03845
0.134	100.20447
0.1345	97.78748
0.135	79.86145
0.1355	56.5979
0.136	55.49011
0.1365	20.04089
0.137	-66.87012
0.1375	-119.13757
0.138	-205.34363
0.1385	-298.39783
0.139	-278.96118
0.1395	-233.9447
0.14	-188.32397
0.1405	-138.27209
0.141	-73.41614
0.1415	-8.25806
0.142	32.12585
0.1425	34.64355
0.143	33.13293
0.1435	23.26355
0.144	-10.97717
0.1445	-36.25488
0.145	-20.34302
0.1455	37.56409
0.146	114.20288
0.1465	166.26892
0.147	179.05884
0.1475	175.43335
0.148	160.02502
0.1485	138.17139
0.149	108.05969
0.1495	93.85986
0.15	106.9519
0.1505	122.46094
0.151	128.70483
0.1515	98.59314
0.152	-17.6239
0.1525	-139.37988
0.153	-233.34045
0.1535	-278.65906
0.154	-268.48755
0.1545	-317.43164
0.155	-433.04443
0.1555	-443.31665
0.156	-366.07361
0.1565	-270.90454
0.157	-112.28943
0.1575	16.41541
0.158	136.25793
0.1585	223.97461
0.159	250.2594
0.1595	248.54736
0.16	242.7063
0.1605	230.52063
0.161	186.51123
0.1615	134.04236
0.162	95.97473
0.1625	72.71118
0.163	87.01172
0.1635	143.81104
0.164	175.23193
0.1645	179.56238
0.165	177.44751
0.1655	183.18787
0.166	172.71423
0.1665	198.99902
0.167	212.39319
0.1675	219.44275
0.168	175.83618
0.1685	112.08801
0.169	65.66162
0.1695	-45.2179
0.17	-233.9447
0.1705	-444.92798
0.171	-615.12451
0.1715	-724.79553
0.172	-775.65308
0.1725	-793.27698
0.173	-719.15588
0.1735	-585.01282
0.174	-410.98938
0.1745	-272.51587
0.175	-197.18628
0.1755	-107.15332
0.176	-20.84656
0.1765	81.87561
0.177	213.90381
0.1775	346.93909
0.178	447.24426
0.1785	531.63757
0.179	599.61548
0.1795	646.4447
0.18	635.26611
0.1805	560.33936
0.181	471.01135
0.1815	386.41663
0.182	309.17358
0.1825	256.80542
0.183	208.46558
0.1835	194.26575
0.184	200.61035
0.1845	203.63159
0.185	188.92822
0.1855	139.78271
0.186	90.23438
0.1865	87.91809
0.187	71.40198
0.1875	18.22815
0.188	-73.41614
0.1885	-155.69458
0.189	-230.01709
0.1895	-279.66614
0.19	-298.0957
0.1905	-290.84473
0.191	-263.85498
0.1915	-229.01001
0.192	-175.03052
0.1925	-131.52466
0.193	-165.16113
0.1935	-164.55688
0.194	-88.82446
0.1945	2.31628
0.195	55.3894
0.1955	102.31934
0.196	121.35315
0.1965	149.6521
0.197	146.32874
0.1975	128.40271
0.198	132.83386
0.1985	141.19263
0.199	146.63086
0.1995	150.45776
0.2	156.60095
0.2005	149.85352
0.201	129.30908
0.2015	107.05261
0.202	84.69543
0.2025	28.70178
0.203	-50.354
0.2035	-138.47351
0.204	-186.20911
0.2045	-261.6394
0.205	-330.02014
0.2055	-418.03894
0.206	-485.91614
0.2065	-517.53845
0.207	-545.43457
0.2075	-529.82483
0.208	-512.80518
0.2085	-450.2655
0.209	-359.22546
0.2095	-255.09338
0.21	-191.94946
0.2105	-131.52466
0.211	-3.12195
0.2115	154.28467
0.212	271.40808
0.2125	344.01855
0.213	426.80054
0.2135	470.20569
0.214	469.29932
0.2145	434.75647
0.215	397.49451
0.2155	355.59998
0.216	304.23889
0.2165	284.60083
0.217	249.55444
0.2175	219.34204
0.218	184.29565
0.2185	153.07617
0.219	131.52466
0.2195	109.57031
0.22	59.82056
0.2205	26.18408
0.221	-33.23364
0.2215	-56.90002
0.222	-44.51294
0.2225	-2.81982
0.223	33.53577
0.2235	76.33667
0.224	106.44836
0.2245	118.73474
0.225	123.06519
0.2255	123.97156
0.226	105.6427
0.2265	80.56641
0.227	5.13611
0.2275	-35.2478
0.228	-58.10852
0.2285	-54.58374
0.229	-69.68994
0.2295	-94.96765
0.23	-138.27209
0.2305	-175.73547
0.231	-198.09265
0.2315	-185.50415
0.232	-168.18237
0.2325	-216.92505
0.233	-264.1571
0.2335	-283.19092
0.234	-249.45374
0.2345	-183.79211
0.235	-79.76074
0.2355	16.01257
