Alessio_Russo_Right_1.c3d  



Time(s):	A_L_bicipite(μV):
0	5.94177
0.0005	12.68921
0.001	9.46655
0.0015	10.77576
0.002	5.0354
0.0025	5.23682
0.003	8.8623
0.0035	3.42407
0.004	4.53186
0.0045	6.74744
0.005	1.91345
0.0055	5.94177
0.006	2.41699
0.0065	7.95593
0.007	4.53186
0.0075	6.94885
0.008	3.92761
0.0085	10.47363
0.009	10.67505
0.0095	7.15027
0.01	2.81982
0.0105	8.7616
0.011	5.0354
0.0115	1.40991
0.012	6.2439
0.0125	8.96301
0.013	10.17151
0.0135	6.74744
0.014	-0.30212
0.0145	5.23682
0.015	3.92761
0.0155	5.94177
0.016	10.57434
0.0165	8.05664
0.017	16.3147
0.0175	8.35876
0.018	9.76868
0.0185	8.56018
0.019	7.75452
0.0195	5.94177
0.02	8.7616
0.0205	10.37292
0.021	9.46655
0.0215	8.96301
0.022	5.23682
0.0225	1.10779
0.023	4.43115
0.0235	8.56018
0.024	4.33044
0.0245	9.97009
0.025	4.53186
0.0255	5.43823
0.026	4.93469
0.0265	12.5885
0.027	2.92053
0.0275	4.83398
0.028	4.83398
0.0285	6.2439
0.029	9.16443
0.0295	6.3446
0.03	7.25098
0.0305	8.8623
0.031	10.97717
0.0315	7.25098
0.032	4.63257
0.0325	4.43115
0.033	5.33752
0.0335	5.84106
0.034	8.56018
0.0345	7.85522
0.035	6.74744
0.0355	5.23682
0.036	2.11487
0.0365	5.13611
0.037	5.13611
0.0375	3.92761
0.038	4.63257
0.0385	3.8269
0.039	4.73328
0.0395	6.64673
0.04	5.84106
0.0405	1.3092
0.041	10.17151
0.0415	2.61841
0.042	2.71912
0.0425	4.73328
0.043	7.85522
0.0435	5.0354
0.044	1.61133
0.0445	2.41699
0.045	4.53186
0.0455	8.05664
0.046	8.66089
0.0465	7.95593
0.047	5.43823
0.0475	10.27222
0.048	5.53894
0.0485	10.57434
0.049	6.3446
0.0495	7.95593
0.05	8.7616
0.0505	7.25098
0.051	5.0354
0.0515	7.75452
0.052	8.8623
0.0525	11.17859
0.053	14.50195
0.0535	13.99841
0.054	7.04956
0.0545	8.56018
0.055	2.71912
0.0555	3.32336
0.056	9.16443
0.0565	9.06372
0.057	5.0354
0.0575	2.41699
0.058	5.74036
0.0585	7.35168
0.059	4.63257
0.0595	7.85522
0.06	9.86938
0.0605	3.7262
0.061	5.94177
0.0615	7.04956
0.062	7.15027
0.0625	4.53186
0.063	6.94885
0.0635	6.3446
0.064	7.35168
0.0645	3.62549
0.065	4.22974
0.0655	6.3446
0.066	6.54602
0.0665	10.87646
0.067	8.05664
0.0675	8.15735
0.068	6.44531
0.0685	5.43823
0.069	6.44531
0.0695	1.00708
0.07	7.95593
0.0705	4.33044
0.071	4.93469
0.0715	7.5531
0.072	2.61841
0.0725	5.43823
0.073	11.17859
0.0735	10.37292
0.074	4.02832
0.0745	9.36584
0.075	5.33752
0.0755	6.14319
0.076	11.68213
0.0765	8.15735
0.077	8.25806
0.0775	10.27222
0.078	15.60974
0.0785	9.56726
0.079	8.05664
0.0795	6.94885
0.08	9.86938
0.0805	11.68213
0.081	5.43823
0.0815	5.33752
0.082	3.22266
0.0825	3.7262
0.083	10.57434
0.0835	1.61133
0.084	7.85522
0.0845	9.97009
0.085	10.67505
0.0855	9.16443
0.086	5.63965
0.0865	11.38
0.087	5.43823
0.0875	5.94177
0.088	9.16443
0.0885	9.06372
0.089	10.77576
0.0895	7.65381
0.09	5.13611
0.0905	1.81274
0.091	6.44531
0.0915	4.63257
0.092	5.63965
0.0925	4.63257
0.093	8.56018
0.0935	7.15027
0.094	1.81274
0.0945	1.91345
0.095	8.35876
0.0955	7.25098
0.096	5.43823
0.0965	5.63965
0.097	4.83398
0.0975	9.86938
0.098	7.95593
0.0985	6.3446
0.099	6.04248
0.0995	4.83398
0.1	6.14319
0.1005	6.14319
0.101	3.02124
0.1015	3.52478
0.102	0.90637
0.1025	-1.00708
0.103	0.60425
0.1035	3.92761
0.104	-1.10779
0.1045	-2.41699
0.105	-1.81274
0.1055	-0.50354
0.106	-5.0354
0.1065	-0.50354
0.107	0.40283
0.1075	1.81274
0.108	-1.2085
0.1085	3.8269
0.109	-4.83398
0.1095	-6.2439
0.11	-3.42407
0.1105	-1.61133
0.111	-5.53894
0.1115	5.23682
0.112	-0.20142
0.1125	-3.22266
0.113	-3.12195
