Alessio_Russo_Left_1.c3d  



Time(s):	A_L_bicipite(μV):
0	-119.13757
0.0005	-133.3374
0.001	-155.896
0.0015	-175.13123
0.002	-180.77087
0.0025	-190.74097
0.003	-187.82043
0.0035	-170.09583
0.004	-150.15564
0.0045	-134.04236
0.005	-129.81262
0.0055	-126.69067
0.006	-123.56873
0.0065	-93.55774
0.007	-82.58057
0.0075	-66.56799
0.008	-62.33826
0.0085	-58.91418
0.009	-57.40356
0.0095	-60.52551
0.01	-53.87878
0.0105	-28.80249
0.011	14.09912
0.0115	39.67896
0.012	49.74976
0.0125	35.2478
0.013	27.19116
0.0135	27.79541
0.014	41.4917
0.0145	38.06763
0.015	29.50745
0.0155	19.53735
0.016	20.74585
0.0165	41.08887
0.017	53.87878
0.0175	61.83472
0.018	74.02039
0.0185	83.68835
0.019	85.29968
0.0195	74.02039
0.02	61.23047
0.0205	47.7356
0.021	34.94568
0.0215	39.47754
0.022	65.25879
0.0225	80.36499
0.023	84.39331
0.0235	74.62463
0.024	63.94958
0.0245	52.16675
0.025	32.93152
0.0255	11.07788
0.026	-7.5531
0.0265	-30.71594
0.027	-53.57666
0.0275	-69.58923
0.028	-81.17065
0.0285	-96.07544
0.029	-97.98889
0.0295	-90.5365
0.03	-78.45154
0.0305	-66.36658
0.031	-53.27454
0.0315	-36.15417
0.032	-19.13452
0.0325	-8.56018
0.033	-3.62549
0.0335	-2.5177
0.034	3.7262
0.0345	8.15735
0.035	9.76868
0.0355	6.64673
0.036	5.23682
0.0365	7.65381
0.037	17.01965
0.0375	15.91187
0.038	11.2793
0.0385	19.03381
0.039	14.19983
0.0395	14.09912
0.04	16.21399
0.0405	22.86072
0.041	25.68054
0.0415	33.63647
0.042	27.29187
0.0425	25.27771
0.043	28.50037
0.0435	31.72302
0.044	40.58533
0.0445	57.8064
0.045	75.83313
0.0455	88.72375
0.046	82.68127
0.0465	77.54517
0.047	59.71985
0.0475	42.8009
0.048	30.91736
0.0485	30.11169
0.049	25.88196
0.0495	35.2478
0.05	55.18799
0.0505	68.07861
0.051	100.6073
0.0515	154.78821
0.052	204.73938
0.0525	223.16895
0.053	221.85974
0.0535	252.67639
0.054	303.83606
0.0545	342.00439
0.055	358.82263
0.0555	337.37183
0.056	281.88171
0.0565	219.74487
0.057	142.50183
0.0575	81.06995
0.058	14.19983
0.0585	-45.62073
0.059	-119.23828
0.0595	-183.28857
0.06	-204.84009
0.0605	-225.28381
0.061	-246.93604
0.0615	-258.31604
0.062	-248.84949
0.0625	-225.38452
0.063	-207.65991
0.0635	-212.79602
0.064	-219.34204
0.0645	-195.77637
0.065	-147.03369
0.0655	-115.61279
0.066	-111.58447
0.0665	-116.01562
0.067	-117.32483
0.0675	-119.23828
0.068	-116.31775
0.0685	-109.3689
0.069	-99.60022
0.0695	-93.35632
0.07	-70.89844
0.0705	-47.93701
0.071	-40.38391
0.0715	-32.52869
0.072	-43.30444
0.0725	-45.62073
0.073	-27.79541
0.0735	10.77576
0.074	39.77966
0.0745	80.96924
0.075	129.20837
0.0755	148.74573
0.076	189.12964
0.0765	215.51514
0.077	214.00452
0.0775	177.95105
0.078	126.69067
0.0785	67.47437
0.079	8.35876
0.0795	-56.90002
0.08	-95.06836
0.0805	-109.3689
0.081	-125.88501
0.0815	-141.29333
0.082	-142.40112
0.0825	-138.17139
0.083	-133.43811
0.0835	-121.15173
0.084	-100.90942
0.0845	-81.67419
0.085	-58.91418
0.0855	-42.29736
0.086	-19.53735
0.0865	-11.2793
0.087	-1.51062
0.0875	-16.01257
0.088	-21.95435
0.0885	-24.37134
0.089	-19.83948
0.0895	-8.35876
0.09	22.05505
0.0905	44.71436
0.091	55.79224
0.0915	60.02197
0.092	64.95667
0.0925	63.94958
0.093	55.18799
0.0935	49.54834
0.094	43.50586
0.0945	30.11169
0.095	20.44373
0.0955	27.59399
0.096	37.16125
0.0965	55.79224
0.097	70.49561
0.0975	75.63171
0.098	70.79773
0.0985	70.69702
0.099	65.86304
0.0995	63.24463
0.1	57.30286
0.1005	60.82764
0.101	53.27454
0.1015	36.75842
0.102	17.22107
0.1025	-0.60425
0.103	-15.91187
0.1035	-24.87488
0.104	-27.89612
0.1045	-38.06763
0.105	-45.3186
0.1055	-45.2179
0.106	-46.22498
0.1065	-49.0448
0.107	-47.03064
0.1075	-32.22656
0.108	-21.45081
0.1085	-19.33594
0.109	-6.2439
0.1095	10.97717
0.11	23.96851
0.1105	39.37683
0.111	45.62073
0.1115	55.3894
0.112	54.58374
0.1125	45.62073
0.113	57.60498
0.1135	70.19348
0.114	85.60181
0.1145	83.28552
0.115	69.08569
0.1155	55.49011
0.116	43.30444
0.1165	32.93152
0.117	26.88904
0.1175	23.36426
0.118	40.1825
0.1185	57.50427
0.119	85.5011
0.1195	100.80872
0.12	107.65686
0.1205	104.23279
0.121	121.45386
0.1215	127.09351
0.122	130.92041
0.1225	125.48218
0.123	106.9519
0.1235	93.96057
0.124	85.09827
0.1245	50.75684
0.125	18.73169
0.1255	-14.80408
0.126	-62.8418
0.1265	-84.69543
0.127	-92.95349
0.1275	-89.42871
0.128	-97.78748
0.1285	-103.52783
0.129	-73.11401
0.1295	-20.94727
0.13	32.62939
0.1305	92.04712
0.131	126.58997
0.1315	123.97156
0.132	95.06836
0.1325	57.70569
0.133	29.70886
0.1335	-8.96301
0.134	-49.64905
0.1345	-60.62622
0.135	-55.49011
0.1355	-70.09277
0.136	-95.77332
0.1365	-117.72766
0.137	-127.19421
0.1375	-131.92749
0.138	-93.75916
0.1385	-16.21399
0.139	107.65686
0.1395	182.68433
0.14	188.52539
0.1405	162.84485
0.141	130.61829
0.1415	143.20679
0.142	148.74573
0.1425	128.60413
0.143	84.49402
0.1435	30.2124
0.144	-35.34851
0.1445	-110.87952
0.145	-188.22327
0.1455	-252.47498
0.146	-300.21057
0.1465	-318.33801
0.147	-319.24438
0.1475	-312.49695
0.148	-294.47021
0.1485	-270.50171
0.149	-246.73462
0.1495	-211.38611
0.15	-162.03918
0.1505	-133.94165
0.151	-119.03687
0.1515	-115.00854
0.152	-105.6427
0.1525	-79.86145
0.153	-47.33276
0.1535	-28.9032
0.154	-14.70337
0.1545	-0.70496
0.155	14.80408
0.1555	37.16125
0.156	72.9126
0.1565	99.19739
0.157	118.53333
0.1575	127.19421
0.158	125.98572
0.1585	116.11633
0.159	92.65137
0.1595	83.08411
0.16	74.72534
0.1605	50.75684
0.161	37.26196
0.1615	15.50903
0.162	11.78284
0.1625	9.66797
0.163	15.81116
0.1635	48.84338
0.164	79.55933
0.1645	87.71667
0.165	92.14783
0.1655	90.73792
0.166	88.42163
0.1665	78.14941
0.167	65.05737
0.1675	51.66321
0.168	41.4917
0.1685	26.78833
0.169	10.87646
0.1695	0.20142
0.17	-1.81274
0.1705	-14.80408
0.171	-18.12744
0.1715	5.33752
0.172	33.9386
0.1725	48.23914
0.173	46.42639
0.1735	37.16125
0.174	31.01807
0.1745	15.81116
0.175	10.57434
0.1755	-5.84106
0.176	-23.26355
0.1765	-33.13293
0.177	-50.55542
0.1775	-60.82764
0.178	-72.40906
0.1785	-76.03455
0.179	-72.9126
0.1795	-62.53967
0.18	-62.13684
0.1805	-51.05896
0.181	-45.72144
0.1815	-19.33594
0.182	3.92761
0.1825	18.12744
0.183	30.71594
0.1835	32.7301
0.184	31.4209
0.1845	27.19116
0.185	35.95276
0.1855	54.98657
0.186	91.04004
0.1865	127.59705
0.187	152.1698
0.1875	158.71582
0.188	146.12732
0.1885	131.42395
0.189	120.84961
0.1895	110.87952
0.19	88.22021
0.1905	65.56091
0.191	48.54126
0.1915	41.08887
0.192	67.27295
0.1925	72.40906
0.193	65.25879
0.1935	43.70728
0.194	6.54602
0.1945	-28.39966
0.195	-43.30444
0.1955	-11.58142
0.196	21.3501
0.1965	62.33826
0.197	62.74109
0.1975	44.71436
0.198	12.78992
0.1985	-0.90637
0.199	-23.06213
0.1995	-52.16675
0.2	-95.26978
0.2005	-123.36731
0.201	-154.48608
0.2015	-176.44043
0.202	-183.48999
0.2025	-171.10291
0.203	-161.33423
0.2035	-160.62927
0.204	-151.76697
0.2045	-147.63794
0.205	-132.73315
0.2055	-114.00146
0.206	-93.65845
0.2065	-55.49011
0.207	-30.51453
0.2075	-8.8623
0.208	-3.7262
0.2085	7.35168
0.209	25.07629
0.2095	51.36108
0.21	77.54517
0.2105	103.42712
0.211	126.58997
0.2115	144.41528
0.212	156.09741
0.2125	196.98486
0.213	208.56628
0.2135	199.09973
0.214	177.54822
0.2145	144.81812
0.215	125.38147
0.2155	100.30518
0.216	77.14233
0.2165	35.04639
0.217	-13.89771
0.2175	-38.67188
0.218	-64.95667
0.2185	-86.60889
0.219	-95.77332
0.2195	-56.79932
0.22	24.77417
0.2205	93.25562
0.221	142.30042
0.2215	160.02502
0.222	149.34998
0.2225	95.06836
0.223	29.60815
0.2235	-31.82373
0.224	-85.09827
0.2245	-122.36023
0.225	-152.06909
0.2255	-163.65051
0.226	-181.47583
0.2265	-180.56946
0.227	-176.94397
0.2275	-176.33972
0.228	-176.94397
0.2285	-157.80945
0.229	-148.64502
0.2295	-130.8197
0.23	-103.42712
0.2305	-70.59631
0.231	-44.31152
0.2315	1.81274
0.232	35.85205
0.2325	50.75684
0.233	59.1156
0.2335	61.43188
0.234	74.12109
0.2345	73.41614
0.235	64.95667
0.2355	52.8717
0.236	34.54285
0.2365	11.2793
0.237	-7.15027
0.2375	-10.97717
0.238	1.51062
0.2385	14.70337
0.239	18.93311
0.2395	25.07629
0.24	35.54993
0.2405	39.98108
0.241	57.40356
0.2415	72.20764
0.242	71.90552
0.2425	60.22339
0.243	48.84338
0.2435	33.43506
0.244	30.31311
0.2445	28.50037
0.245	24.06921
0.2455	10.27222
0.246	20.24231
0.2465	61.83472
0.247	130.8197
0.2475	224.37744
0.248	335.45837
0.2485	389.03503
0.249	368.28918
0.2495	316.9281
0.25	263.25073
0.2505	225.78735
0.251	166.97388
0.2515	103.82996
0.252	29.70886
0.2525	-56.29578
0.253	-137.96997
0.2535	-210.68115
0.254	-260.22949
0.2545	-299.3042
0.255	-321.66138
0.2555	-337.67395
0.256	-340.69519
0.2565	-327.30103
0.257	-296.98792
0.2575	-261.43799
0.258	-211.88965
0.2585	-131.42395
0.259	-29.70886
0.2595	68.28003
0.26	125.07935
0.2605	151.36414
0.261	176.94397
0.2615	208.46558
0.262	202.92664
0.2625	176.13831
0.263	131.72607
0.2635	78.25012
0.264	22.15576
0.2645	-26.98975
0.265	-65.96375
0.2655	-107.15332
0.266	-139.68201
0.2665	-162.94556
0.267	-182.68433
0.2675	-188.72681
0.268	-179.15955
0.2685	-169.99512
0.269	-157.10449
0.2695	-121.05103
0.27	-86.70959
0.2705	-12.5885
0.271	106.34766
0.2715	215.51514
0.272	254.0863
0.2725	258.31604
0.273	236.16028
0.2735	198.49548
0.274	150.8606
0.2745	105.94482
0.275	57.9071
0.2755	11.2793
0.276	-27.59399
0.2765	-67.37366
0.277	-99.09668
0.2775	-112.49084
0.278	-117.42554
0.2785	-114.60571
0.279	-103.52783
0.2795	-95.77332
0.28	-91.94641
0.2805	-73.41614
0.281	-45.11719
0.2815	-22.05505
0.282	-9.66797
0.2825	1.10779
0.283	-8.96301
0.2835	-20.94727
0.284	-43.60657
0.2845	-44.21082
0.285	-21.85364
0.2855	-10.67505
0.286	3.8269
0.2865	22.35718
0.287	35.85205
0.2875	53.27454
0.288	79.86145
0.2885	87.11243
0.289	72.81189
0.2895	74.02039
0.29	77.14233
0.2905	65.3595
0.291	50.75684
0.2915	33.03223
0.292	25.78125
0.2925	20.04089
0.293	2.71912
0.2935	-9.46655
0.294	-26.18408
0.2945	-39.77966
0.295	-36.75842
0.2955	-34.34143
0.296	-20.84656
0.2965	0.20142
0.297	21.45081
0.2975	18.53027
0.298	12.48779
0.2985	16.81824
0.299	52.06604
0.2995	86.70959
0.3	111.48376
0.3005	132.73315
0.301	142.50183
0.3015	129.71191
0.302	106.44836
0.3025	135.55298
0.303	175.63477
0.3035	171.10291
0.304	130.8197
0.3045	82.9834
0.305	24.37134
0.3055	-24.57275
0.306	-78.25012
0.3065	-102.52075
0.307	-109.16748
0.3075	-111.8866
0.308	-96.98181
0.3085	-66.46729
0.309	-46.62781
0.3095	-42.09595
0.31	-40.78674
0.3105	-39.77966
0.311	-44.51294
0.3115	-53.87878
0.312	-68.58215
0.3125	-65.25879
0.313	-53.07312
0.3135	-34.64355
0.314	-21.3501
0.3145	-14.80408
0.315	-6.84814
0.3155	-2.81982
0.316	-3.8269
0.3165	-4.83398
0.317	-0.20142
0.3175	-12.89062
0.318	-31.72302
0.3185	-37.96692
0.319	-41.59241
0.3195	-35.14709
0.32	-17.01965
0.3205	1.51062
0.321	22.35718
0.3215	30.91736
0.322	38.47046
0.3225	49.85046
0.323	70.29419
0.3235	97.28394
0.324	131.42395
0.3245	200.40894
0.325	280.97534
0.3255	331.63147
0.326	360.43396
0.3265	344.72351
0.327	317.12952
0.3275	286.7157
0.328	266.07056
0.3285	218.03284
0.329	142.70325
0.3295	61.73401
0.33	5.74036
0.3305	-2.21558
0.331	38.26904
0.3315	55.2887
0.332	30.81665
0.3325	-29.10461
0.333	-89.22729
0.3335	-161.53564
0.334	-224.17603
0.3345	-267.27905
0.335	-258.11462
0.3355	-268.08472
0.336	-274.32861
0.3365	-276.04065
0.337	-257.40967
0.3375	-244.72046
0.338	-226.49231
0.3385	-207.4585
0.339	-173.11707
0.3395	-137.36572
0.34	-108.76465
0.3405	-77.64587
0.341	-47.8363
0.3415	-30.81665
0.342	-22.86072
0.3425	-27.79541
0.343	-15.91187
0.3435	-11.88354
0.344	-5.53894
0.3445	-9.06372
0.345	2.11487
0.3455	34.14001
0.346	56.90002
0.3465	57.9071
0.347	49.24622
0.3475	55.18799
0.348	74.82605
0.3485	82.68127
0.349	64.45312
0.3495	41.99524
0.35	40.88745
0.3505	40.78674
0.351	54.98657
0.3515	66.36658
0.352	66.56799
0.3525	51.96533
0.353	45.92285
0.3535	53.37524
0.354	59.82056
0.3545	52.26746
0.355	49.34692
0.3555	50.55542
0.356	50.45471
0.3565	33.73718
0.357	10.0708
0.3575	-16.21399
0.358	-30.31311
0.3585	-32.42798
0.359	-30.2124
0.3595	-40.38391
0.36	-55.99365
0.3605	-68.98499
0.361	-89.42871
0.3615	-90.63721
0.362	-92.14783
0.3625	-78.85437
0.363	-81.17065
0.3635	-75.4303
0.364	-58.71277
0.3645	-35.85205
0.365	-1.51062
0.3655	42.8009
0.366	88.42163
0.3665	144.91882
0.367	174.72839
0.3675	172.91565
0.368	144.91882
0.3685	102.31934
0.369	63.34534
0.3695	36.15417
0.37	13.29346
0.3705	-15.1062
0.371	-46.12427
0.3715	-74.12109
0.372	-90.73792
0.3725	-98.49243
0.373	-91.64429
0.3735	-67.67578
0.374	-53.47595
0.3745	-62.13684
0.375	-76.7395
0.3755	-77.04163
0.376	-64.85596
0.3765	-44.11011
0.377	-14.09912
0.3775	25.68054
0.378	81.47278
0.3785	98.39172
0.379	105.34058
0.3795	98.99597
0.38	96.67969
0.3805	87.61597
0.381	77.84729
0.3815	73.61755
0.382	69.58923
0.3825	73.21472
0.383	57.60498
0.3835	35.34851
0.384	12.08496
0.3845	-7.04956
0.385	-29.10461
0.3855	-51.76392
0.386	-57.8064
0.3865	-66.97083
0.387	-74.2218
0.3875	-67.27295
0.388	-36.95984
0.3885	-21.04797
0.389	-4.53186
0.3895	-4.33044
0.39	6.64673
0.3905	21.45081
0.391	68.17932
0.3915	125.18005
0.392	162.64343
0.3925	195.87708
0.393	278.05481
0.3935	324.17908
0.394	307.76367
0.3945	257.91321
0.395	188.72681
0.3955	107.05261
0.396	47.03064
0.3965	29.60815
0.397	13.89771
0.3975	-32.02515
0.398	-66.56799
0.3985	-100.50659
0.399	-130.41687
0.3995	-162.13989
0.4	-167.17529
0.4005	-176.84326
0.401	-189.02893
0.4015	-181.27441
0.402	-179.36096
0.4025	-183.79211
0.403	-177.14539
0.4035	-155.896
0.404	-110.87952
0.4045	-74.52393
0.405	-49.14551
0.4055	-54.78516
0.406	-47.23206
0.4065	-29.80957
0.407	-4.43115
0.4075	12.08496
0.408	0.60425
0.4085	-12.78992
0.409	-38.47046
0.4095	-43.90869
0.41	-4.93469
0.4105	28.9032
0.411	38.77258
0.4115	42.09595
0.412	49.14551
0.4125	50.15259
0.413	49.54834
0.4135	41.99524
0.414	30.31311
0.4145	20.04089
0.415	10.27222
0.4155	1.51062
0.416	-17.92603
0.4165	-40.58533
0.417	-20.04089
0.4175	6.94885
0.418	29.20532
0.4185	34.94568
0.419	26.48621
0.4195	6.2439
0.42	2.5177
0.4205	36.95984
0.421	77.04163
0.4215	89.83154
0.422	83.99048
0.4225	75.93384
0.423	62.33826
0.4235	42.7002
0.424	32.42798
0.4245	34.54285
0.425	27.79541
0.4255	18.53027
0.426	8.7616
0.4265	9.26514
0.427	19.73877
0.4275	55.49011
0.428	81.57349
0.4285	110.6781
0.429	118.93616
0.4295	102.82288
0.43	74.62463
0.4305	50.95825
0.431	32.42798
0.4315	16.81824
0.432	-8.66089
0.4325	-40.58533
0.433	-58.41064
0.4335	-62.64038
0.434	-71.60339
0.4345	-81.7749
0.435	-81.17065
0.4355	-92.75208
0.436	-109.3689
0.4365	-119.13757
0.437	-112.08801
0.4375	-121.45386
0.438	-123.77014
0.4385	-109.26819
0.439	-81.57349
0.4395	-37.16125
