Antonio_Festa_Left_3.c3d  



Time(s):	B_R_bicipite(μV):
0	-86.70959
0.0005	-63.04321
0.001	-31.92444
0.0015	-1.81274
0.002	8.7616
0.0025	18.53027
0.003	23.8678
0.0035	32.32727
0.004	24.67346
0.0045	20.74585
0.005	18.73169
0.0055	8.15735
0.006	1.10779
0.0065	-6.64673
0.007	-13.49487
0.0075	-20.94727
0.008	-23.36426
0.0085	-29.50745
0.009	-36.05347
0.0095	-43.40515
0.01	-56.69861
0.0105	-62.53967
0.011	-67.27295
0.0115	-73.21472
0.012	-70.09277
0.0125	-62.13684
0.013	-54.68445
0.0135	-44.21082
0.014	-45.72144
0.0145	-35.04639
0.015	-31.4209
0.0155	-23.76709
0.016	-11.88354
0.0165	-13.89771
0.017	-15.71045
0.0175	-5.63965
0.018	2.71912
0.0185	5.74036
0.019	9.36584
0.0195	15.00549
0.02	19.63806
0.0205	22.86072
0.021	26.28479
0.0215	18.63098
0.022	20.84656
0.0225	24.67346
0.023	24.87488
0.0235	23.36426
0.024	21.14868
0.0245	24.97559
0.025	23.66638
0.0255	20.94727
0.026	15.1062
0.0265	21.85364
0.027	22.76001
0.0275	29.60815
0.028	29.70886
0.0285	38.77258
0.029	44.21082
0.0295	50.45471
0.03	60.52551
0.0305	52.36816
0.031	57.00073
0.0315	58.10852
0.032	64.25171
0.0325	64.25171
0.033	54.18091
0.0335	47.7356
0.034	41.18958
0.0345	28.60107
0.035	23.56567
0.0355	8.8623
0.036	3.42407
0.0365	-13.69629
0.037	-18.12744
0.0375	-20.44373
0.038	-25.47913
0.0385	-31.21948
0.039	-38.26904
0.0395	-36.85913
0.04	-31.11877
0.0405	-34.24072
0.041	-34.34143
0.0415	-32.52869
0.042	-36.95984
0.0425	-40.1825
0.043	-30.81665
0.0435	-22.76001
0.044	-22.25647
0.0445	-17.92603
0.045	-8.25806
0.0455	-8.45947
0.046	-12.89062
0.0465	-7.95593
0.047	-8.35876
0.0475	-8.8623
0.048	-5.33752
0.0485	-2.01416
0.049	-5.0354
0.0495	-0.10071
0.05	5.23682
0.0505	-1.71204
0.051	-0.60425
0.0515	0.80566
0.052	-3.52478
0.0525	5.33752
0.053	2.92053
0.0535	8.56018
0.054	5.84106
0.0545	11.38
0.055	15.1062
0.0555	15.40833
0.056	19.03381
0.0565	18.73169
0.057	12.68921
0.0575	17.82532
0.058	14.90479
0.0585	13.19275
0.059	9.36584
0.0595	16.61682
0.06	32.52869
0.0605	41.69312
0.061	56.49719
0.0615	62.64038
0.062	68.78357
0.0625	73.61755
0.063	77.14233
0.0635	68.78357
0.064	65.76233
0.0645	54.0802
0.065	48.33984
0.0655	43.90869
0.066	29.00391
0.0665	14.90479
0.067	6.44531
0.0675	-12.18567
0.068	-19.63806
0.0685	-31.82373
0.069	-42.19666
0.0695	-40.58533
0.07	-36.15417
0.0705	-37.7655
0.071	-37.06055
0.0715	-38.47046
0.072	-39.07471
0.0725	-25.27771
0.073	-20.34302
0.0735	-19.03381
0.074	-19.83948
0.0745	-23.96851
0.075	-20.94727
0.0755	-22.96143
0.076	-15.20691
0.0765	-14.60266
0.077	-9.06372
0.0775	-9.06372
0.078	-4.22974
0.0785	-3.52478
0.079	2.41699
0.0795	5.43823
0.08	8.35876
0.0805	18.22815
0.081	18.93311
0.0815	23.8678
0.082	35.34851
0.0825	40.68604
0.083	40.08179
0.0835	45.3186
0.084	39.07471
0.0845	41.79382
0.085	44.31152
0.0855	35.2478
0.086	22.96143
0.0865	20.1416
0.087	8.05664
0.0875	5.13611
0.088	-6.14319
0.0885	-12.99133
0.089	-15.30762
0.0895	-18.8324
0.09	-20.04089
0.0905	-21.75293
0.091	-25.07629
0.0915	-17.82532
0.092	-18.93311
0.0925	-22.86072
0.093	-13.39417
0.0935	-9.76868
0.094	-9.46655
0.0945	-8.25806
0.095	4.83398
0.0955	16.21399
0.096	29.30603
0.0965	32.83081
0.097	35.95276
0.0975	35.65063
0.098	27.59399
0.0985	17.82532
0.099	11.07788
0.0995	8.8623
0.1	3.92761
0.1005	-3.42407
