Domenico_Di_Fonza_Right_1.c3d  



Time(s):	C_L_bicipite(μV):
0	123.66943
0.0005	110.17456
0.001	100.00305
0.0015	94.76624
0.002	99.2981
0.0025	105.23987
0.003	105.94482
0.0035	91.04004
0.004	73.31543
0.0045	60.12268
0.005	41.79382
0.0055	27.29187
0.006	6.44531
0.0065	-14.30054
0.007	-38.57117
0.0075	-74.52393
0.008	-95.06836
0.0085	-117.32483
0.009	-130.92041
0.0095	-127.89917
0.01	-111.78589
0.0105	-81.06995
0.011	-44.0094
0.0115	0.30212
0.012	83.28552
0.0125	179.56238
0.013	248.9502
0.0135	318.2373
0.014	366.17432
0.0145	396.38672
0.015	425.28992
0.0155	431.03027
0.016	423.7793
0.0165	387.323
0.017	318.03589
0.0175	222.76611
0.018	101.31226
0.0185	-20.44373
0.019	-158.31299
0.0195	-277.55127
0.02	-381.78406
0.0205	-454.49524
0.021	-503.54004
0.0215	-529.32129
0.022	-516.02783
0.0225	-463.96179
0.023	-412.80212
0.0235	-343.11218
0.024	-232.13196
0.0245	-123.77014
0.025	-25.68054
0.0255	40.78674
0.026	71.20056
0.0265	74.62463
0.027	70.09277
0.0275	63.04321
0.028	55.59082
0.0285	64.35242
0.029	75.02747
0.0295	91.745
0.03	95.47119
0.0305	94.76624
0.031	89.63013
0.0315	84.2926
0.032	83.48694
0.0325	64.151
0.033	54.18091
0.0335	51.26038
0.034	46.62781
0.0345	38.36975
0.035	43.10303
0.0355	45.52002
0.036	60.02197
0.0365	70.49561
0.037	85.80322
0.0375	103.22571
0.038	112.59155
0.0385	119.33899
0.039	162.44202
0.0395	178.75671
0.04	176.13831
0.0405	174.12415
0.041	175.53406
0.0415	147.94006
0.042	111.9873
0.0425	80.06287
0.043	55.2887
0.0435	15.81116
0.044	-11.68213
0.0445	-35.95276
0.045	-54.98657
0.0455	-62.33826
0.046	-74.42322
0.0465	-76.84021
0.047	-81.87561
0.0475	-76.53809
0.048	-85.80322
0.0485	-115.61279
0.049	-140.28625
0.0495	-151.46484
0.05	-145.72449
0.0505	-133.84094
0.051	-122.15881
0.0515	-96.17615
0.052	-74.92676
0.0525	-72.20764
0.053	-77.54517
0.0535	-69.99207
0.054	-30.31311
0.0545	4.83398
0.055	49.34692
0.0555	93.15491
0.056	120.04395
0.0565	133.23669
0.057	128.40271
0.0575	103.93066
0.058	78.65295
0.0585	67.67578
0.059	54.18091
0.0595	33.83789
0.06	-3.32336
0.0605	-56.09436
0.061	-93.55774
0.0615	-80.76782
0.062	-39.17542
0.0625	3.22266
0.063	45.01648
0.0635	77.44446
0.064	113.49792
0.0645	135.95581
0.065	145.72449
0.0655	163.75122
0.066	188.52539
0.0665	200.40894
0.067	178.95813
0.0675	158.01086
0.068	137.76855
0.0685	137.26501
0.069	127.59705
0.0695	107.05261
0.07	82.88269
0.0705	47.8363
0.071	10.27222
0.0715	-21.14868
0.072	-56.90002
0.0725	-93.35632
0.073	-141.19263
0.0735	-143.81104
0.074	-169.7937
0.0745	-179.76379
0.075	-171.40503
0.0755	-147.53723
0.076	-107.25403
0.0765	-50.05188
0.077	19.43665
0.0775	81.97632
0.078	144.01245
0.0785	197.28699
0.079	217.22717
0.0795	197.08557
0.08	171.20361
0.0805	130.8197
0.081	82.07703
0.0815	49.0448
0.082	18.73169
0.0825	-4.22974
0.083	-21.95435
0.0835	-54.88586
0.084	-75.12817
0.0845	-60.92834
0.085	-44.31152
0.0855	-45.92285
0.086	-69.58923
0.0865	-96.8811
0.087	-149.04785
0.0875	-206.14929
0.088	-242.50488
0.0885	-253.68347
0.089	-265.06348
0.0895	-260.83374
0.09	-233.23975
0.0905	-184.39636
0.091	-156.39954
0.0915	-147.03369
0.092	-136.05652
0.0925	-120.24536
0.093	-75.73242
0.0935	-8.45947
0.094	66.6687
0.0945	145.01953
0.095	203.43018
0.0955	249.45374
0.096	265.96985
0.0965	241.90063
0.097	186.41052
0.0975	121.35315
0.098	45.52002
0.0985	-28.9032
0.099	-104.53491
0.0995	-184.09424
0.1	-246.33179
0.1005	-267.37976
0.101	-266.97693
0.1015	-264.0564
0.102	-262.94861
0.1025	-235.95886
0.103	-182.48291
0.1035	-137.66785
0.104	-90.03296
0.1045	-33.83789
0.105	8.25806
0.1055	46.12427
0.106	73.21472
0.1065	91.94641
0.107	109.3689
0.1075	125.7843
0.108	138.57422
0.1085	149.55139
0.109	168.38379
0.1095	178.5553
0.11	183.38928
0.1105	182.58362
0.111	165.56396
0.1115	139.88342
0.112	118.2312
0.1125	90.93933
0.113	52.16675
0.1135	15.50903
0.114	-15.1062
0.1145	-33.23364
0.115	-49.24622
0.1155	-68.68286
0.116	-100.90942
0.1165	-131.72607
0.117	-151.76697
0.1175	-159.7229
0.118	-140.58838
0.1185	-105.03845
0.119	-62.64038
0.1195	-34.34143
0.12	20.74585
0.1205	66.46729
0.121	106.04553
0.1215	141.39404
0.122	163.75122
0.1225	179.05884
0.123	174.72839
0.1235	153.98254
0.124	134.14307
0.1245	101.9165
0.125	71.20056
0.1255	24.27063
0.126	-14.40125
0.1265	-46.62781
0.127	-66.46729
0.1275	-73.51685
0.128	-87.21313
0.1285	-98.69385
0.129	-88.32092
0.1295	-76.23596
0.13	-79.66003
0.1305	-81.67419
0.131	-69.08569
0.1315	-43.10303
0.132	-21.24939
0.1325	12.99133
0.133	31.32019
0.1335	50.85754
0.134	72.71118
0.1345	101.8158
0.135	125.68359
0.1355	141.29333
0.136	158.5144
0.1365	183.99353
0.137	209.77478
0.1375	238.9801
0.138	257.91321
0.1385	260.3302
0.139	250.76294
0.1395	227.09656
0.14	202.32239
0.1405	172.51282
0.141	128.10059
0.1415	88.0188
0.142	37.36267
0.1425	-12.18567
0.143	-15.40833
0.1435	-12.78992
0.144	-15.20691
0.1445	27.39258
0.145	84.49402
0.1455	123.87085
0.146	169.18945
0.1465	196.48132
0.147	194.87
0.1475	167.37671
0.148	108.96606
0.1485	19.33594
0.149	-56.5979
0.1495	-125.68359
0.15	-199.60327
0.1505	-272.21375
0.151	-307.66296
0.1515	-293.56384
0.152	-266.27197
0.1525	-216.92505
0.153	-176.13831
0.1535	-164.55688
0.154	-159.32007
0.1545	-121.15173
0.155	-69.99207
0.1555	-46.22498
0.156	-14.40125
0.1565	17.72461
0.157	45.62073
0.1575	58.51135
0.158	64.05029
0.1585	66.87012
0.159	29.91028
0.1595	-13.29346
0.16	-44.11011
0.1605	-64.95667
0.161	-81.27136
0.1615	-95.26978
0.162	-108.96606
0.1625	-132.12891
0.163	-160.72998
0.1635	-166.87317
0.164	-161.73706
0.1645	-152.87476
0.165	-153.27759
0.1655	-120.14465
0.166	-63.94958
0.1665	-8.35876
0.167	33.63647
0.1675	59.31702
0.168	90.5365
0.1685	107.55615
0.169	127.39563
0.1695	145.01953
0.17	139.48059
0.1705	132.53174
0.171	175.43335
0.1715	226.99585
0.172	278.55835
0.1725	317.93518
0.173	357.81555
0.1735	384.8053
0.174	395.58105
0.1745	386.51733
0.175	351.16882
0.1755	283.69446
0.176	213.90381
0.1765	117.72766
0.177	8.35876
0.1775	-111.38306
0.178	-231.427
0.1785	-334.65271
0.179	-431.3324
0.1795	-495.98694
0.18	-536.67297
0.1805	-543.62183
0.181	-496.38977
0.1815	-426.90125
0.182	-363.65662
0.1825	-282.58667
0.183	-200.30823
0.1835	-132.43103
0.184	-91.44287
0.1845	-74.72534
0.185	-63.34534
0.1855	-52.16675
0.186	-23.36426
0.1865	11.17859
0.187	46.62781
0.1875	54.68445
0.188	65.25879
0.1885	92.65137
0.189	119.64111
0.1895	123.87085
0.19	126.08643
0.1905	124.4751
0.191	141.39404
0.1915	161.13281
0.192	173.11707
0.1925	185.00061
0.193	165.86609
0.1935	128.40271
0.194	106.04553
0.1945	107.25403
0.195	118.2312
0.1955	157.2052
0.196	257.8125
0.1965	392.05627
0.197	515.12146
0.1975	606.86646
0.198	688.84277
0.1985	726.80969
0.199	730.03235
0.1995	699.11499
0.2	628.21655
0.2005	503.54004
0.201	308.0658
0.2015	98.89526
0.202	-128.302
0.2025	-371.10901
0.203	-596.99707
0.2035	-781.39343
0.204	-922.88818
0.2045	-995.19653
0.205	-1001.33972
0.2055	-977.97546
0.206	-912.71667
0.2065	-797.50671
0.207	-635.26611
0.2075	-453.38745
0.208	-254.58984
0.2085	-99.09668
0.209	33.83789
0.2095	116.11633
0.21	142.90466
0.2105	166.16821
0.211	158.01086
0.2115	132.83386
0.212	91.745
0.2125	60.82764
0.213	30.2124
0.2135	-1.2085
0.214	-22.6593
0.2145	-44.81506
0.215	-50.45471
0.2155	-46.22498
0.216	-16.81824
0.2165	3.92761
0.217	44.51294
0.2175	76.63879
0.218	131.92749
0.2185	181.37512
0.219	202.32239
0.2195	208.26416
0.22	226.49231
0.2205	242.90771
0.221	247.43958
0.2215	234.75037
0.222	216.62292
0.2225	184.59778
0.223	146.73157
0.2235	109.87244
0.224	58.41064
0.2245	-3.12195
0.225	-63.34534
0.2255	-122.46094
0.226	-181.27441
0.2265	-218.03284
0.227	-216.92505
0.2275	-200.20752
0.228	-175.43335
0.2285	-131.82678
0.229	-76.33667
0.2295	-8.96301
0.23	49.64905
0.2305	99.70093
0.231	138.3728
0.2315	159.7229
0.232	159.62219
0.2325	144.51599
0.233	116.51917
0.2335	92.55066
0.234	81.37207
0.2345	87.91809
0.235	78.14941
0.2355	44.81506
0.236	39.57825
0.2365	62.64038
0.237	74.12109
0.2375	85.19897
0.238	134.04236
0.2385	211.48682
0.239	293.36243
0.2395	321.9635
0.24	333.14209
0.2405	336.96899
0.241	335.25696
0.2415	324.38049
0.242	285.91003
0.2425	223.16895
0.243	141.99829
0.2435	34.14001
0.244	-79.76074
0.2445	-187.82043
0.245	-287.52136
0.2455	-339.99023
0.246	-356.70776
0.2465	-352.0752
0.247	-320.85571
0.2475	-270.30029
0.248	-222.86682
0.2485	-197.4884
0.249	-178.45459
0.2495	-157.40662
0.25	-125.18005
0.2505	-76.7395
0.251	-30.61523
0.2515	20.44373
0.252	86.40747
0.2525	178.65601
0.253	255.49622
0.2535	306.75659
0.254	343.71643
0.2545	350.26245
0.255	310.38208
0.2555	249.75586
0.256	158.01086
0.2565	63.74817
0.257	-47.03064
0.2575	-155.9967
0.258	-260.73303
0.2585	-354.29077
0.259	-407.4646
0.2595	-440.59753
0.26	-444.82727
0.2605	-426.297
0.261	-381.38123
0.2615	-324.4812
0.262	-256.90613
0.2625	-193.56079
0.263	-144.41528
0.2635	-72.9126
0.264	11.17859
0.2645	91.04004
0.265	162.54272
0.2655	253.9856
0.266	321.66138
0.2665	346.43555
0.267	340.99731
0.2675	295.07446
0.268	255.79834
0.2685	205.34363
0.269	134.24377
0.2695	42.8009
0.27	-49.0448
0.2705	-108.56323
0.271	-167.77954
0.2715	-216.01868
0.272	-264.55994
0.2725	-298.49854
0.273	-311.79199
0.2735	-279.1626
0.274	-223.47107
0.2745	-136.96289
0.275	-55.2887
0.2755	26.48621
0.276	87.61597
0.2765	138.87634
0.277	177.64893
0.2775	177.24609
0.278	161.23352
0.2785	158.01086
0.279	144.11316
0.2795	117.82837
0.28	73.71826
0.2805	24.37134
0.281	-33.53577
0.2815	-75.73242
0.282	-102.82288
0.2825	-112.49084
0.283	-111.28235
0.2835	-93.25562
0.284	-47.63489
0.2845	-15.20691
0.285	-1.71204
0.2855	3.22266
0.286	-7.75452
0.2865	-4.43115
0.287	22.35718
0.2875	57.70569
0.288	82.78198
0.2885	88.62305
0.289	91.54358
0.2895	91.745
0.29	89.52942
0.2905	128.40271
0.291	150.8606
0.2915	168.4845
0.292	192.35229
0.2925	226.29089
0.293	234.95178
0.2935	237.57019
0.294	223.26965
0.2945	212.4939
0.295	184.49707
0.2955	155.09033
0.296	112.39014
0.2965	56.79932
0.297	-8.8623
0.2975	-60.22339
0.298	-109.77173
0.2985	-142.80396
0.299	-184.29565
0.2995	-188.02185
0.3	-160.42786
0.3005	-110.77881
0.301	-58.20923
0.3015	-5.94177
0.302	36.05347
0.3025	44.11011
0.303	29.91028
0.3035	-14.90479
0.304	-65.15808
0.3045	-113.29651
0.305	-132.63245
0.3055	-154.88892
0.306	-149.14856
0.3065	-129.30908
0.307	-115.7135
0.3075	-115.51208
0.308	-133.63953
0.3085	-128.50342
0.309	-135.75439
0.3095	-132.22961
0.31	-124.07227
0.3105	-84.79614
0.311	-23.56567
0.3115	28.60107
0.312	60.92834
0.3125	72.10693
0.313	66.76941
0.3135	63.04321
0.314	56.19507
0.3145	54.58374
0.315	63.84888
0.3155	78.35083
0.316	100.80872
0.3165	96.7804
0.317	91.04004
0.3175	77.24304
0.318	59.92126
0.3185	26.48621
0.319	11.17859
0.3195	-4.63257
0.32	-9.66797
0.3205	31.4209
0.321	57.70569
0.3215	70.3949
0.322	84.19189
0.3225	103.02429
0.323	143.00537
0.3235	183.99353
0.324	216.11938
0.3245	230.62134
0.325	242.7063
0.3255	237.36877
0.326	213.09814
0.3265	176.74255
0.327	137.76855
0.3275	82.68127
0.328	26.28479
0.3285	-24.57275
