Gabriele_Carluccio_Right_1.c3d  



Time(s):	B_L_bicipite(μV):
0	19.23523
0.0005	36.4563
0.001	29.10461
0.0015	27.39258
0.002	26.48621
0.0025	18.32886
0.003	12.78992
0.0035	1.10779
0.004	-9.66797
0.0045	-20.1416
0.005	-27.6947
0.0055	-31.82373
0.006	-30.61523
0.0065	-23.66638
0.007	-23.06213
0.0075	-9.97009
0.008	-0.80566
0.0085	12.08496
0.009	23.16284
0.0095	31.01807
0.01	37.56409
0.0105	48.64197
0.011	53.27454
0.0115	52.8717
0.012	49.24622
0.0125	47.13135
0.013	46.82922
0.0135	36.4563
0.014	27.6947
0.0145	21.95435
0.015	9.66797
0.0155	-1.71204
0.016	-11.68213
0.0165	-10.77576
0.017	-12.48779
0.0175	-12.89062
0.018	-3.8269
0.0185	16.21399
0.019	28.09753
0.0195	41.79382
0.02	62.9425
0.0205	76.94092
0.021	75.73242
0.0215	61.02905
0.022	56.39648
0.0225	47.63489
0.023	22.55859
0.0235	3.32336
0.024	-12.28638
0.0245	-11.38
0.025	-10.67505
0.0255	-6.44531
0.026	-2.11487
0.0265	21.04797
0.027	48.94409
0.0275	66.76941
0.028	75.12817
0.0285	91.04004
0.029	93.0542
0.0295	74.72534
0.03	49.54834
0.0305	7.85522
0.031	-21.3501
0.0315	-56.49719
0.032	-93.0542
0.0325	-128.70483
0.033	-155.59387
0.0335	-163.75122
0.034	-150.75989
0.0345	-137.66785
0.035	-114.505
0.0355	-95.26978
0.036	-63.94958
0.0365	-42.7002
0.037	-30.61523
0.0375	-16.81824
0.038	-15.50903
0.0385	0
0.039	16.81824
0.0395	22.86072
0.04	29.50745
0.0405	34.54285
0.041	51.05896
0.0415	60.22339
0.042	73.31543
0.0425	73.41614
0.043	82.78198
0.0435	81.47278
0.044	84.99756
0.0445	73.31543
0.045	82.07703
0.0455	85.90393
0.046	83.68835
0.0465	70.09277
0.047	57.50427
0.0475	39.17542
0.048	34.44214
0.0485	28.60107
0.049	17.6239
0.0495	6.14319
0.05	0.20142
0.0505	-12.5885
0.051	-30.01099
0.0515	-53.17383
0.052	-82.78198
0.0525	-104.63562
0.053	-115.91492
0.0535	-121.05103
0.054	-116.01562
0.0545	-106.75049
0.055	-93.25562
0.0555	-77.14233
0.056	-54.58374
0.0565	-34.44214
0.057	-17.92603
0.0575	7.35168
0.058	25.177
0.0585	40.58533
0.059	58.10852
0.0595	69.08569
0.06	74.82605
0.0605	82.07703
0.061	78.85437
0.0615	74.92676
0.062	77.34375
0.0625	68.38074
0.063	60.52551
0.0635	55.2887
0.064	49.0448
0.0645	29.60815
0.065	18.93311
0.0655	9.86938
0.066	2.61841
0.0665	-8.35876
0.067	-14.90479
0.0675	-27.29187
0.068	-29.20532
0.0685	-36.4563
0.069	-30.71594
0.0695	-38.26904
0.07	-36.35559
0.0705	-49.14551
0.071	-43.70728
0.0715	-36.95984
0.072	-31.01807
0.0725	-26.68762
0.073	-27.59399
0.0735	-30.11169
0.074	-33.33435
0.0745	-37.06055
0.075	-37.16125
0.0755	-31.21948
0.076	-24.37134
0.0765	-10.77576
0.077	0.80566
0.0775	14.70337
0.078	31.32019
0.0785	40.1825
0.079	47.53418
0.0795	58.51135
0.08	73.51685
0.0805	75.93384
0.081	81.27136
0.0815	74.12109
0.082	69.38782
0.0825	57.40356
0.083	43.10303
0.0835	29.40674
0.084	8.45947
0.0845	0.90637
0.085	-17.92603
0.0855	-31.82373
0.086	-40.98816
0.0865	-45.72144
