Gianluca_La_Polta_Left_2.c3d  



Time(s):	B_R_bicipite(μV):
0	-5.74036
0.0005	0
0.001	-5.63965
0.0015	-7.5531
0.002	-5.94177
0.0025	-7.15027
0.003	-4.12903
0.0035	-12.68921
0.004	-9.06372
0.0045	-5.53894
0.005	-5.84106
0.0055	-5.23682
0.006	-6.64673
0.0065	1.61133
0.007	0.30212
0.0075	2.11487
0.008	1.51062
0.0085	1.51062
0.009	-1.40991
0.0095	0.40283
0.01	0
0.0105	3.7262
0.011	1.00708
0.0115	3.22266
0.012	-0.60425
0.0125	2.41699
0.013	0.70496
0.0135	1.10779
0.014	2.81982
0.0145	1.3092
0.015	2.81982
0.0155	0
0.016	-1.00708
0.0165	2.11487
0.017	4.73328
0.0175	0.80566
0.018	7.5531
0.0185	2.21558
0.019	-0.60425
0.0195	-3.7262
0.02	5.0354
0.0205	7.65381
0.021	-3.32336
0.0215	-1.40991
0.022	0.60425
0.0225	-1.00708
0.023	3.42407
0.0235	7.95593
0.024	4.83398
0.0245	2.21558
0.025	7.85522
0.0255	12.78992
0.026	7.45239
0.0265	9.97009
0.027	9.06372
0.0275	5.23682
0.028	1.3092
0.0285	5.63965
0.029	7.65381
0.0295	3.8269
0.03	3.62549
0.0305	4.02832
0.031	3.7262
0.0315	7.45239
0.032	3.02124
0.0325	7.85522
0.033	5.0354
0.0335	6.04248
0.034	4.43115
0.0345	-0.70496
0.035	2.21558
0.0355	4.33044
0.036	3.22266
0.0365	9.56726
0.037	5.33752
0.0375	0.60425
0.038	0.60425
0.0385	1.81274
0.039	-1.40991
0.0395	7.95593
0.04	4.33044
0.0405	1.3092
0.041	3.8269
0.0415	0.60425
0.042	1.61133
0.0425	7.75452
0.043	7.85522
0.0435	3.22266
0.044	6.54602
0.0445	6.94885
0.045	10.67505
0.0455	12.78992
0.046	12.48779
0.0465	12.5885
0.047	14.90479
0.0475	8.56018
0.048	7.5531
0.0485	7.45239
0.049	5.94177
0.0495	6.84814
0.05	3.52478
0.0505	3.7262
0.051	-0.90637
0.0515	3.12195
0.052	6.74744
0.0525	-2.61841
0.053	2.01416
0.0535	5.84106
0.054	1.61133
0.0545	2.92053
0.055	4.22974
0.0555	-0.40283
0.056	0
0.0565	3.12195
0.057	0.40283
0.0575	-1.10779
0.058	4.83398
0.0585	0
0.059	4.12903
0.0595	1.3092
0.06	0.20142
0.0605	1.81274
0.061	-2.01416
0.0615	4.22974
0.062	7.04956
0.0625	10.57434
0.063	8.25806
0.0635	4.83398
0.064	4.53186
0.0645	6.94885
0.065	-4.53186
0.0655	-0.20142
0.066	0.30212
0.0665	1.3092
0.067	3.92761
