Gianluca_La_Polta_Left_3.c3d  



Time(s):	B_R_bicipite(μV):
0	4.22974
0.0005	-2.81982
0.001	-3.12195
0.0015	-0.50354
0.002	-1.61133
0.0025	-8.05664
0.003	-6.44531
0.0035	-1.10779
0.004	2.61841
0.0045	7.15027
0.005	6.54602
0.0055	6.64673
0.006	10.57434
0.0065	12.38708
0.007	19.23523
0.0075	18.93311
0.008	18.53027
0.0085	13.39417
0.009	8.05664
0.0095	6.84814
0.01	6.84814
0.0105	4.43115
0.011	7.5531
0.0115	0
0.012	-1.51062
0.0125	-6.04248
0.013	-3.92761
0.0135	-1.40991
0.014	-1.3092
0.0145	7.5531
0.015	2.71912
0.0155	2.41699
0.016	4.43115
0.0165	8.35876
0.017	5.13611
0.0175	11.78284
0.018	9.66797
0.0185	15.60974
0.019	11.17859
0.0195	13.89771
0.02	10.37292
0.0205	6.84814
0.021	8.66089
0.0215	3.62549
0.022	8.15735
0.0225	3.22266
0.023	-2.01416
0.0235	0.90637
0.024	0.80566
0.0245	5.84106
0.025	6.74744
0.0255	6.2439
0.026	6.44531
0.0265	1.51062
0.027	2.61841
0.0275	2.81982
0.028	-1.10779
0.0285	1.2085
0.029	3.52478
0.0295	-0.30212
0.03	-0.50354
0.0305	2.21558
0.031	4.83398
0.0315	-2.71912
0.032	-3.12195
0.0325	-5.84106
0.033	-4.73328
0.0335	4.12903
0.034	-0.80566
0.0345	3.22266
0.035	4.33044
0.0355	0.70496
0.036	0.70496
0.0365	7.5531
0.037	8.05664
0.0375	11.07788
0.038	9.66797
0.0385	2.01416
0.039	8.66089
0.0395	6.54602
0.04	4.63257
0.0405	9.56726
0.041	10.27222
0.0415	6.44531
0.042	12.68921
0.0425	14.19983
0.043	11.98425
0.0435	8.66089
0.044	8.96301
0.0445	5.53894
0.045	5.23682
0.0455	9.76868
0.046	10.77576
0.0465	9.66797
0.047	10.27222
0.0475	4.93469
0.048	11.68213
0.0485	14.30054
0.049	11.38
0.0495	8.05664
0.05	7.04956
0.0505	1.10779
0.051	0
0.0515	6.2439
0.052	4.12903
0.0525	1.10779
0.053	2.81982
0.0535	6.84814
0.054	2.11487
0.0545	2.31628
0.055	7.85522
0.0555	2.31628
0.056	1.40991
0.0565	-0.20142
0.057	-1.61133
0.0575	2.71912
0.058	4.02832
0.0585	10.57434
0.059	6.2439
0.0595	2.61841
0.06	4.22974
0.0605	4.73328
0.061	4.83398
0.0615	1.81274
0.062	-1.91345
0.0625	3.52478
0.063	2.71912
0.0635	4.12903
0.064	0
0.0645	7.25098
0.065	2.21558
0.0655	-1.81274
0.066	-1.61133
0.0665	2.81982
0.067	2.71912
0.0675	1.91345
0.068	3.42407
0.0685	8.45947
0.069	5.43823
0.0695	9.36584
0.07	3.22266
0.0705	9.46655
0.071	7.15027
0.0715	8.66089
0.072	8.56018
0.0725	2.92053
0.073	7.75452
0.0735	-0.60425
0.074	3.12195
0.0745	-1.71204
0.075	0.10071
0.0755	3.62549
0.076	3.32336
0.0765	-0.10071
0.077	-3.8269
0.0775	-5.23682
0.078	-2.92053
0.0785	-3.92761
0.079	-4.12903
0.0795	3.8269
0.08	3.62549
0.0805	0.70496
0.081	-4.43115
0.0815	4.93469
0.082	0.40283
0.0825	9.56726
0.083	5.63965
0.0835	7.85522
0.084	3.7262
0.0845	8.7616
0.085	11.68213
0.0855	11.48071
0.086	6.44531
0.0865	7.35168
0.087	17.72461
0.0875	13.89771
0.088	13.59558
0.0885	10.27222
0.089	12.18567
0.0895	9.56726
0.09	13.29346
0.0905	14.09912
0.091	5.94177
0.0915	9.66797
0.092	11.48071
0.0925	7.65381
0.093	6.64673
0.0935	9.36584
0.094	10.37292
0.0945	6.14319
0.095	5.23682
0.0955	2.5177
0.096	0
0.0965	-1.00708
0.097	-2.21558
0.0975	4.53186
0.098	1.10779
0.0985	1.40991
0.099	6.54602
0.0995	5.74036
0.1	6.3446
0.1005	4.33044
0.101	5.84106
0.1015	9.86938
0.102	8.66089
0.1025	6.64673
0.103	10.77576
0.1035	12.48779
0.104	8.66089
0.1045	12.89062
0.105	11.68213
0.1055	6.44531
0.106	7.85522
0.1065	9.36584
0.107	6.44531
0.1075	3.12195
0.108	4.12903
0.1085	5.84106
0.109	3.42407
0.1095	8.45947
0.11	3.22266
0.1105	9.16443
0.111	2.31628
0.1115	3.92761
0.112	3.12195
0.1125	5.13611
0.113	-3.92761
0.1135	-6.04248
0.114	-2.5177
0.1145	-0.20142
0.115	-1.61133
0.1155	6.04248
0.116	3.12195
0.1165	4.43115
0.117	0.30212
0.1175	-2.11487
0.118	-3.12195
0.1185	4.12903
0.119	5.33752
0.1195	2.31628
0.12	4.93469
0.1205	4.63257
0.121	7.04956
0.1215	7.5531
0.122	11.38
0.1225	9.06372
0.123	7.15027
0.1235	2.71912
0.124	13.19275
0.1245	11.78284
0.125	11.07788
0.1255	6.64673
0.126	4.43115
0.1265	5.13611
0.127	6.84814
0.1275	2.81982
0.128	8.45947
0.1285	11.48071
0.129	10.17151
0.1295	6.2439
0.13	4.93469
0.1305	2.41699
0.131	8.25806
0.1315	14.40125
0.132	12.68921
0.1325	16.71753
0.133	13.99841
0.1335	14.70337
0.134	4.43115
0.1345	5.0354
0.135	8.66089
0.1355	3.32336
0.136	0.40283
0.1365	5.84106
0.137	5.0354
0.1375	6.64673
0.138	6.74744
0.1385	9.36584
0.139	11.58142
0.1395	8.05664
0.14	4.73328
0.1405	5.63965
0.141	3.02124
0.1415	2.81982
0.142	3.7262
0.1425	2.5177
0.143	-0.30212
0.1435	4.93469
0.144	0.50354
0.1445	10.37292
0.145	0.70496
0.1455	5.74036
0.146	2.21558
0.1465	9.56726
0.147	-1.81274
0.1475	0.90637
0.148	-3.02124
0.1485	-3.42407
0.149	-2.92053
0.1495	-4.93469
0.15	-3.62549
0.1505	-4.93469
0.151	-7.5531
0.1515	-10.67505
0.152	-8.66089
0.1525	-12.08496
0.153	-15.60974
0.1535	-14.19983
0.154	-14.80408
0.1545	-18.93311
0.155	-17.42249
0.1555	-13.89771
0.156	-11.38
0.1565	-10.47363
0.157	-7.85522
0.1575	-1.61133
0.158	-5.33752
0.1585	-0.20142
0.159	-2.11487
0.1595	4.43115
0.16	13.39417
0.1605	12.68921
0.161	13.49487
0.1615	17.72461
0.162	19.43665
0.1625	18.8324
0.163	17.82532
0.1635	18.93311
0.164	19.53735
0.1645	19.63806
0.165	15.00549
0.1655	16.21399
0.166	17.92603
0.1665	13.797
0.167	15.91187
0.1675	17.22107
0.168	11.58142
0.1685	11.48071
0.169	13.29346
0.1695	11.78284
0.17	11.07788
0.1705	12.78992
0.171	8.05664
0.1715	13.09204
0.172	10.47363
0.1725	12.89062
0.173	7.65381
0.1735	4.73328
0.174	10.97717
0.1745	8.7616
0.175	6.04248
0.1755	6.74744
0.176	12.38708
0.1765	6.04248
0.177	7.65381
0.1775	6.94885
0.178	4.73328
0.1785	4.33044
0.179	6.74744
0.1795	0.30212
0.18	3.22266
0.1805	-0.60425
0.181	4.63257
0.1815	5.84106
0.182	8.05664
0.1825	8.56018
0.183	5.43823
0.1835	3.42407
0.184	2.81982
0.1845	4.73328
0.185	0.10071
0.1855	2.5177
0.186	1.71204
0.1865	4.73328
0.187	10.27222
0.1875	6.14319
0.188	7.75452
0.1885	4.93469
0.189	9.97009
0.1895	9.56726
0.19	7.5531
0.1905	14.70337
0.191	11.98425
0.1915	3.7262
0.192	4.43115
0.1925	0.50354
0.193	3.7262
0.1935	6.74744
0.194	3.22266
0.1945	1.81274
0.195	5.74036
0.1955	-2.41699
0.196	5.23682
0.1965	3.32336
0.197	4.73328
0.1975	4.73328
0.198	4.22974
0.1985	0.90637
0.199	3.12195
0.1995	1.3092
0.2	-0.70496
0.2005	2.81982
0.201	2.92053
0.2015	2.21558
0.202	-2.11487
0.2025	-2.92053
0.203	-11.07788
0.2035	-11.17859
0.204	-4.43115
0.2045	-11.88354
0.205	-3.92761
0.2055	-5.43823
0.206	1.40991
0.2065	5.33752
0.207	-1.2085
0.2075	5.74036
0.208	8.25806
0.2085	12.18567
0.209	12.08496
0.2095	8.8623
0.21	10.37292
0.2105	5.13611
0.211	2.81982
0.2115	5.74036
0.212	8.56018
0.2125	6.2439
0.213	3.42407
0.2135	3.02124
0.214	5.84106
0.2145	3.52478
0.215	0.70496
0.2155	-0.90637
0.216	6.2439
0.2165	5.84106
0.217	7.35168
0.2175	10.67505
0.218	9.46655
0.2185	8.7616
0.219	5.33752
0.2195	3.42407
0.22	0.40283
0.2205	7.25098
0.221	2.81982
0.2215	0.40283
0.222	6.2439
0.2225	6.84814
0.223	6.04248
0.2235	0.40283
0.224	0.30212
0.2245	-2.11487
0.225	0.30212
0.2255	1.00708
0.226	3.02124
0.2265	0
0.227	1.40991
0.2275	-0.10071
0.228	-2.92053
0.2285	-3.02124
0.229	-8.8623
0.2295	-8.56018
0.23	-5.94177
0.2305	-6.74744
0.231	0
0.2315	1.91345
0.232	-2.41699
0.2325	1.2085
0.233	3.12195
0.2335	11.58142
0.234	11.58142
0.2345	8.96301
0.235	13.797
0.2355	7.75452
0.236	15.91187
0.2365	17.32178
0.237	15.30762
0.2375	9.56726
0.238	16.11328
0.2385	11.48071
0.239	11.68213
0.2395	14.70337
0.24	14.80408
0.2405	12.99133
0.241	12.99133
0.2415	13.49487
0.242	19.63806
0.2425	12.38708
0.243	16.91895
0.2435	11.88354
0.244	12.5885
0.2445	12.5885
0.245	9.86938
0.2455	5.13611
0.246	13.99841
0.2465	10.17151
0.247	8.56018
0.2475	8.15735
0.248	3.7262
0.2485	11.38
0.249	6.14319
0.2495	4.73328
0.25	0.70496
