Gabriele_Carluccio_Left_2.c3d  



Time(s):	C_L_bicipite(μV):
0	6.2439
0.0005	6.2439
0.001	3.52478
0.0015	3.22266
0.002	4.73328
0.0025	2.92053
0.003	1.61133
0.0035	7.45239
0.004	3.12195
0.0045	6.94885
0.005	2.41699
0.0055	5.13611
0.006	6.2439
0.0065	9.36584
0.007	12.18567
0.0075	1.2085
0.008	5.53894
0.0085	8.45947
0.009	3.52478
0.0095	9.46655
0.01	5.23682
0.0105	6.74744
0.011	1.51062
0.0115	5.23682
0.012	3.02124
0.0125	9.16443
0.013	10.87646
0.0135	3.7262
0.014	6.84814
0.0145	5.94177
0.015	2.21558
0.0155	5.23682
0.016	4.93469
0.0165	1.91345
0.017	5.0354
0.0175	5.94177
0.018	1.71204
0.0185	4.43115
0.019	7.85522
0.0195	7.95593
0.02	6.04248
0.0205	9.76868
0.021	11.68213
0.0215	15.1062
0.022	10.0708
0.0225	8.25806
0.023	4.63257
0.0235	0.70496
0.024	1.40991
0.0245	0.40283
0.025	0.50354
0.0255	5.74036
0.026	5.63965
0.0265	10.27222
0.027	14.09912
0.0275	8.56018
0.028	8.05664
0.0285	8.56018
0.029	9.06372
0.0295	5.63965
0.03	11.2793
0.0305	7.25098
0.031	10.57434
0.0315	10.47363
0.032	5.0354
0.0325	2.71912
0.033	3.92761
0.0335	7.45239
0.034	4.83398
0.0345	-5.33752
0.035	1.00708
0.0355	6.94885
0.036	6.74744
0.0365	6.84814
0.037	4.02832
0.0375	5.43823
0.038	9.26514
0.0385	6.44531
0.039	3.42407
0.0395	5.0354
0.04	5.23682
0.0405	9.06372
0.041	7.04956
0.0415	5.0354
0.042	3.22266
0.0425	4.63257
0.043	7.85522
0.0435	5.63965
0.044	6.74744
0.0445	8.15735
0.045	9.46655
0.0455	7.25098
0.046	7.65381
0.0465	9.97009
0.047	3.7262
0.0475	3.52478
0.048	5.33752
0.0485	8.45947
0.049	4.93469
0.0495	11.98425
0.05	3.62549
0.0505	3.12195
0.051	3.62549
0.0515	4.12903
0.052	8.8623
0.0525	5.43823
0.053	6.44531
0.0535	11.58142
0.054	7.95593
0.0545	10.37292
0.055	4.93469
0.0555	3.32336
0.056	3.7262
0.0565	6.04248
0.057	12.99133
0.0575	14.30054
0.058	8.56018
0.0585	13.69629
0.059	8.35876
0.0595	6.14319
0.06	7.45239
0.0605	3.22266
0.061	4.83398
0.0615	2.5177
0.062	6.14319
0.0625	11.17859
0.063	5.74036
0.0635	5.74036
0.064	2.21558
