Franco_Iuliano_Right_2.c3d  



Time(s):	C_R_bicipite(μV):
0.311	-1.51062
0.3115	-2.92053
0.312	-5.74036
0.3125	-2.81982
0.313	-6.64673
0.3135	-3.42407
0.314	3.32336
0.3145	8.05664
0.315	4.02832
0.3155	3.62549
0.316	2.01416
0.3165	2.31628
0.317	5.43823
0.3175	-3.7262
0.318	-0.40283
0.3185	-4.63257
0.319	-3.42407
0.3195	-4.63257
0.32	-4.12903
0.3205	-6.64673
0.321	0.20142
0.3215	-1.71204
0.322	-1.71204
0.3225	0
0.323	5.13611
0.3235	8.96301
0.324	2.21558
0.3245	4.12903
0.325	1.91345
0.3255	6.94885
0.326	0
0.3265	1.61133
0.327	-9.56726
0.3275	-7.65381
0.328	3.12195
0.3285	-1.2085
0.329	-8.15735
0.3295	-6.44531
0.33	-5.53894
0.3305	-2.21558
0.331	6.04248
0.3315	1.91345
0.332	2.31628
0.3325	-1.3092
0.333	1.3092
0.3335	1.00708
0.334	-2.61841
0.3345	2.31628
0.335	0.20142
0.3355	-1.61133
0.336	6.64673
0.3365	-1.40991
0.337	1.2085
0.3375	-2.31628
0.338	-8.25806
0.3385	-8.8623
0.339	-9.16443
0.3395	-5.94177
0.34	-2.01416
0.3405	1.51062
0.341	-4.02832
0.3415	-5.23682
0.342	-6.84814
0.3425	-5.23682
0.343	-1.81274
0.3435	-4.12903
0.344	-0.80566
0.3445	-8.25806
0.345	0.50354
0.3455	-1.71204
0.346	0.30212
0.3465	1.71204
0.347	3.32336
0.3475	3.42407
0.348	5.13611
0.3485	3.62549
0.349	-0.90637
0.3495	2.5177
0.35	7.95593
0.3505	2.61841
0.351	3.7262
0.3515	1.81274
0.352	7.95593
0.3525	8.25806
0.353	4.63257
0.3535	3.8269
0.354	0.60425
0.3545	-2.41699
0.355	0
0.3555	-4.83398
0.356	-2.41699
0.3565	-3.8269
0.357	2.71912
0.3575	2.41699
0.358	5.94177
0.3585	6.74744
0.359	3.22266
0.3595	0.50354
0.36	-0.50354
0.3605	4.43115
0.361	-4.43115
0.3615	1.3092
0.362	4.43115
0.3625	3.12195
0.363	-0.90637
0.3635	2.01416
0.364	-4.63257
0.3645	0.10071
0.365	-1.61133
0.3655	-0.50354
0.366	-1.71204
0.3665	-1.00708
0.367	1.2085
0.3675	5.63965
0.368	-3.22266
0.3685	0.70496
0.369	-0.60425
0.3695	-3.02124
0.37	-4.93469
0.3705	3.22266
0.371	2.01416
0.3715	0.60425
0.372	-2.31628
0.3725	1.71204
0.373	1.00708
0.3735	-0.90637
0.374	2.21558
0.3745	-2.61841
0.375	7.25098
0.3755	5.13611
0.376	2.71912
0.3765	5.94177
0.377	6.2439
0.3775	6.3446
0.378	8.45947
0.3785	7.04956
0.379	6.04248
0.3795	0.20142
0.38	-0.70496
0.3805	2.11487
0.381	-3.52478
0.3815	-2.21558
0.382	3.7262
0.3825	3.8269
0.383	1.2085
0.3835	3.62549
0.384	0.10071
0.3845	4.53186
0.385	2.41699
0.3855	0.70496
0.386	4.83398
0.3865	3.32336
0.387	-1.3092
0.3875	5.84106
0.388	6.14319
0.3885	6.14319
0.389	8.7616
0.3895	9.97009
0.39	8.96301
0.3905	2.21558
0.391	3.02124
0.3915	6.04248
0.392	12.5885
0.3925	11.17859
0.393	8.66089
0.3935	4.93469
0.394	9.46655
0.3945	7.65381
